LSOA21CD,Index of Multiple Deprivation (IMD) Score_weighted
E01000299,17.004016048291785
E01000300,12.2530000004558
E01000301,7.059000000005959
E01000302,15.594983946992677
E01000303,6.805000000006915
E01000304,13.531000025775757
E01000305,27.856999838653795
E01000306,14.04499877787945
E01000307,23.32501735865667
E01000308,31.83200129496823
E01000309,13.898999961711489
E01000310,19.22298275396176
E01000311,11.072000000007133
E01000312,24.927000003329837
E01000313,19.931999971804366
E01000314,10.676999996273828
E01000315,32.726999999989225
E01000316,19.87399999529751
E01000317,10.850000000002717
E01000318,14.711000000007374
E01000319,9.914999999997729
E01000320,8.719002540425192
E01000321,14.404997435166285
E01000322,14.866000000015365
E01000323,18.834000004261366
E01000324,13.755000000013075
E01000325,5.8750000000057705
E01000326,11.973000116359287
E01000327,7.680000000008943
E01000328,11.404000148857742
E01000329,15.875004339015952
E01000330,17.867000012108804
E01000331,28.28100000000875
E01000332,16.091000000008812
E01000333,25.871000000016295
E01000334,12.98700000001606
E01000335,31.729999989226066
E01000336,31.362000000017446
E01000337,19.570000000003603
E01000338,18.890000000025456
E01000339,16.300000000013114
E01000340,12.83099999999405
E01000341,8.884000000001526
E01000342,8.918000000008355
E01000343,8.347000000011246
E01000344,6.105000000011203
E01000345,6.252000000007225
E01000346,9.662000000009131
E01000347,11.175000000003147
E01000348,4.979000000001868
E01000349,7.4590000000043775
E01000350,7.890000000008096
E01000351,7.587000000008425
E01000352,14.763000000012672
E01000353,5.202000000002793
E01000354,21.31600000000328
E01000355,8.189000000008113
E01000356,7.940000000008147
E01000357,4.079000000006966
E01000358,6.150000000007251
E01000359,6.167000000021618
E01000360,18.65000000000059
E01000361,11.270000000010034
E01000362,12.629996726534625
E01000363,9.306000000005064
E01000364,12.692001846401356
E01000365,14.389997075972861
E01000366,9.864999999998858
E01000367,30.90500091466209
E01000368,33.932000000011804
E01000369,14.638000000015717
E01000370,11.364000000006293
E01000371,8.174000000013615
E01000372,29.91500000001357
E01000373,29.343999039856655
E01000374,42.384585005122084
E01000375,18.29499888958174
E01000376,16.232000018133448
E01000377,12.28600000000669
E01000379,18.60099998113021
E01000380,23.31699959056082
E01000381,27.812000000008986
E01000382,6.444000000004658
E01000383,21.082000000013444
E01000384,12.076000000011625
E01000385,32.31999999999948
E01000386,41.6179999999777
E01000387,12.34799999999229
E01000388,10.762000000014194
E01000389,11.233000000012058
E01000390,10.167000000002385
E01000391,13.901000000008146
E01000392,22.909000000006348
E01000393,9.166000000002759
E01000394,9.31700000000741
E01000395,5.030000000007426
E01000396,8.072000000003968
E01000398,20.001000000009405
E01000399,9.10100000000847
E01000400,14.705000000008432
E01000401,21.111000000009234
E01000402,23.5361209237294
E01000403,29.528997282222882
E01000404,30.081999954764083
E01000405,28.88900175050421
E01000406,23.275987412837583
E01000407,14.648010651445807
E01000408,23.78400062812793
E01000409,5.938000000005316
E01000410,7.496000000007208
E01000411,9.621000000006058
E01000412,8.604999999999446
E01000413,10.973999999997805
E01000414,13.63100000001101
E01000415,6.236000000002817
E01000416,25.26100000000558
E01000417,19.56300000001529
E01000418,18.66700000003453
E01000419,8.707000000000333
E01000420,11.155000000008238
E01000421,7.222000000009463
E01000422,35.94900000000935
E01000423,5.61900000000621
E01000424,6.788999985838324
E01000425,6.454000000006909
E01000426,10.342999999995214
E01000427,12.87800005169024
E01000428,23.902999948693942
E01000429,42.52400275536772
E01000430,16.488999942416086
E01000431,36.11299990851091
E01000433,35.52100003211416
E01000434,38.22441521880968
E01000435,31.180999999973658
E01000436,5.01600000000272
E01000437,13.670999999999278
E01000438,14.031879107737536
E01000439,23.787000010088427
E01000440,7.749000000013761
E01000441,29.023999999984856
E01000442,13.895000000013118
E01000443,18.20800000000445
E01000444,6.832000000003431
E01000445,5.791000000006968
E01000446,6.243000000001203
E01000447,10.35300000000062
E01000448,3.1710000000033323
E01000449,5.445000000000164
E01000450,18.048000004806884
E01000451,7.497999995191909
E01000452,7.477999999996198
E01000453,8.04500000000233
E01000454,18.58000000000852
E01000455,8.188000000010849
E01000456,6.115000000004108
E01000457,12.08999954962878
E01000458,5.631000000007071
E01000459,14.438000000005323
E01000460,5.115000000010545
E01000461,7.086000000003893
E01000462,14.32600046415761
E01000463,5.1280000000061
E01000464,25.483999999978455
E01000465,28.6740000000036
E01000466,23.451379557617148
E01000467,18.551999987390946
E01000468,20.827619998392652
E01000469,19.89500000001182
E01000470,38.34500000001769
E01000471,21.524000087104245
E01000472,22.92800960194596
E01000473,25.222012642696434
E01000474,21.757977716334267
E01000475,21.119994236378567
E01000476,19.669671051853175
E01000477,23.491329545283183
E01000478,23.721002608208533
E01000479,15.83000000000387
E01000480,11.774993114237406
E01000481,27.739999999988203
E01000483,33.51299988236213
E01000484,38.61399999999516
E01000485,29.650999999970008
E01000486,15.55500000001477
E01000487,17.63399999628707
E01000488,24.308000426894747
E01000489,23.25700000000666
E01000490,24.2059997568176
E01000491,21.226025458254504
E01000492,13.404999999995459
E01000493,12.310000000010197
E01000494,19.535002572588876
E01000495,32.578972212342435
E01000497,23.669584830586633
E01000498,32.53800020774031
E01000499,27.131000031016242
E01000501,35.650995930096144
E01000502,28.682004045825593
E01000503,28.57841494581319
E01000504,21.373999999995505
E01000505,20.325000000009464
E01000506,30.431000000010204
E01000507,22.007000000018277
E01000508,37.83299992814524
E01000509,34.15799999997153
E01000510,30.111000000007085
E01000511,31.006999999975935
E01000512,18.910000000011312
E01000513,15.50599978454915
E01000514,14.625999459704511
E01000515,27.517000000004224
E01000516,19.41700512099085
E01000517,13.552999999999399
E01000518,25.93700119859129
E01000519,20.36099939986952
E01000520,20.59700000233895
E01000521,53.08999999997679
E01000522,31.432990359319085
E01000523,31.72200000002208
E01000524,44.228000000028885
E01000525,33.63600000231984
E01000526,42.12300007570647
E01000527,34.20400002567686
E01000528,46.02800000000901
E01000530,15.596000000023071
E01000531,25.27899990996786
E01000532,22.100025079607242
E01000533,38.61100962733648
E01000534,19.424000000023604
E01000535,29.612000000058856
E01000536,11.258999999998
E01000538,9.585000000009853
E01000539,9.401000000019353
E01000540,10.4600000000031
E01000541,14.774999999995437
E01000543,21.406999999979334
E01000544,33.5759999999557
E01000545,30.368000000032904
E01000546,22.320999999985904
E01000547,22.672999999996783
E01000548,32.719999999989184
E01000549,17.11299999999963
E01000550,34.61199994656087
E01000551,41.11099961669257
E01000552,43.40399999997797
E01000553,29.061999999982223
E01000554,21.039000000002936
E01000555,15.947000000029977
E01000556,32.00699925266613
E01000557,23.46500168475814
E01000558,26.806000273505667
E01000559,22.117999999982683
E01000560,19.07699907352178
E01000561,24.707999576937397
E01000562,10.862000000002508
E01000563,9.588000000018075
E01000564,17.309999999992232
E01000565,23.891999999976175
E01000566,14.79299999999397
E01000567,18.17499999999588
E01000568,14.257006706662851
E01000569,9.46200000000446
E01000570,24.08799993632546
E01000571,22.24699999882196
E01000572,12.260000000004597
E01000573,13.432000000008362
E01000574,10.723000000011671
E01000575,17.370779012713204
E01000576,16.507221030359585
E01000577,32.60600006366065
E01000578,28.889999914191126
E01000579,28.905999941690514
E01000580,20.09400000002204
E01000581,15.537999999998103
E01000582,14.317000000001691
E01000583,21.2960003984319
E01000584,14.52600000000077
E01000585,14.23400000000404
E01000586,21.524977273464103
E01000587,15.010000336450105
E01000589,19.307000134811616
E01000590,18.95914148596935
E01000591,20.60000000184351
E01000592,20.64999982439596
E01000593,19.63200000001494
E01000594,17.0740001664762
E01000595,45.344999999995224
E01000596,46.52400000006135
E01000599,51.400923491630536
E01000601,57.24400176389529
E01000602,39.75599999997787
E01000603,39.05099999997005
E01000604,43.13000000002369
E01000605,45.53999998727794
E01000606,19.69599999999854
E01000607,18.814005958258683
E01000608,22.140994041771066
E01000609,20.989999999998712
E01000610,24.92500000000678
E01000611,24.048999999982097
E01000612,22.985000000010103
E01000613,25.257999999986367
E01000615,19.766999108935245
E01000616,21.621000286877983
E01000617,24.107999776107654
E01000618,21.830000020242736
E01000619,19.435000000026402
E01000620,20.90300007378439
E01000621,25.171999999991286
E01000622,30.140000000048815
E01000623,16.119999999980944
E01000624,18.739000032804555
E01000625,22.447999999994636
E01000626,43.498000000019836
E01000627,39.15000000002479
E01000628,33.65500000002127
E01000629,15.78600012121538
E01000630,28.6740001041722
E01000631,16.86199999529459
E01000632,18.640999989873368
E01000633,24.495002200807885
E01000634,21.854000002988162
E01000636,18.160000197279164
E01000637,23.341999999984633
E01000638,28.948000063432485
E01000639,22.06499999999507
E01000640,26.983999873385418
E01000641,30.75199993655907
E01000642,27.298000022186862
E01000643,51.11800001345979
E01000644,24.99699967756745
E01000645,4.426000000005371
E01000646,8.685000000010032
E01000647,6.901000000006963
E01000648,6.434000000005639
E01000649,9.06299999999846
E01000650,11.657000000003118
E01000651,9.788000000004333
E01000652,6.271000000007629
E01000653,9.788000000003565
E01000654,7.920000000000683
E01000655,10.105790639793376
E01000656,6.820209360218974
E01000657,12.177000000003046
E01000658,6.924000000006238
E01000659,7.687000000005811
E01000661,37.58600409446171
E01000662,18.16800000000565
E01000663,17.591999999982793
E01000664,19.015000000011028
E01000665,11.279000000003704
E01000666,5.5770000000037
E01000667,6.864999999996777
E01000668,11.492995826554266
E01000669,8.753000131186589
E01000670,5.898999839793373
E01000671,10.593999944074088
E01000672,7.586000000013764
E01000673,8.286000000011478
E01000674,12.231999999991405
E01000676,20.77299999998957
E01000677,13.342000140676738
E01000678,8.93199894610896
E01000679,8.840999999996807
E01000680,9.169000000003143
E01000681,2.6550000000058995
E01000682,4.327000000001703
E01000683,12.311999999989341
E01000684,3.543000000004003
E01000685,12.631000000008276
E01000686,7.2899999999978835
E01000687,6.54099999999754
E01000688,2.5680000000020513
E01000689,21.750000000004928
E01000690,7.176000000007146
E01000691,13.121000000007577
E01000692,6.716000000001971
E01000693,11.702000000010928
E01000694,7.762000053384294
E01000695,7.554000002631255
E01000696,7.310000000005647
E01000697,3.4920000000032476
E01000698,14.009000000010461
E01000699,20.12800000001343
E01000700,13.730000000004237
E01000701,12.788000000008477
E01000702,10.113000000004545
E01000703,10.469000000005
E01000704,10.32300000001966
E01000705,16.348000000007648
E01000706,16.59900000001629
E01000707,3.3180000000057905
E01000708,7.865000000005359
E01000709,16.171000000004117
E01000710,10.333000176915105
E01000711,11.784999983047948
E01000712,7.002000000008378
E01000713,8.117000000008456
E01000714,9.987000000007647
E01000715,6.570000000004944
E01000716,7.530000000001865
E01000717,8.436000000006677
E01000718,27.32799982237398
E01000719,25.428000000020024
E01000720,43.28100000005729
E01000721,43.2169999999461
E01000722,23.575000000014192
E01000723,13.713999999999299
E01000724,36.12799999999273
E01000725,27.914000000013477
E01000726,16.17800000000951
E01000727,14.486000000008326
E01000728,21.44300000001384
E01000729,40.937000000011174
E01000730,41.79999999999843
E01000731,29.74299999997394
E01000732,14.361000000005964
E01000733,19.95600000000628
E01000734,11.971000000013506
E01000735,30.057000000000738
E01000736,21.882999999996233
E01000737,32.20900000000312
E01000738,20.161000000022483
E01000739,42.448000000010616
E01000741,24.881999958896667
E01000742,23.251000000010446
E01000743,34.81199088524233
E01000744,41.71300000001174
E01000745,19.47300000003476
E01000746,17.480000000013547
E01000747,20.247000000012072
E01000748,12.66400000000214
E01000749,11.32900000000369
E01000750,30.702000000000385
E01000751,6.681000000002443
E01000752,8.395000000002833
E01000753,6.135000000001226
E01000754,7.426999999996598
E01000755,5.0780000000009125
E01000756,4.9250000000038066
E01000757,4.45100000000417
E01000758,3.338999999999422
E01000759,7.816000000022883
E01000760,9.071000000002314
E01000761,7.262000000001214
E01000762,6.963999999997567
E01000763,5.404000003743188
E01000764,12.202999999996715
E01000765,7.214000000007598
E01000766,3.0440000000031664
E01000767,4.764000000001157
E01000768,8.719999999997084
E01000769,23.93800000001507
E01000770,6.02000000000458
E01000771,5.4850000000027315
E01000772,4.0519999999992
E01000773,6.474000000004546
E01000774,9.36200000000247
E01000775,7.336000000007065
E01000777,7.71700000000406
E01000778,13.162000000008794
E01000779,15.109182480533505
E01000780,22.668817505007187
E01000781,37.305000000014125
E01000782,47.688999999981334
E01000783,31.443000000018728
E01000784,10.180999955348549
E01000785,31.62199998870521
E01000786,9.50200000001573
E01000787,22.391000000006596
E01000788,23.0249996002991
E01000789,36.63600000000144
E01000790,13.638999448154408
E01000791,9.652000000027384
E01000792,18.856000000003807
E01000793,4.826000000008089
E01000794,3.6860000000028745
E01000795,14.29300000000146
E01000796,30.140000000014197
E01000797,13.477000000001649
E01000798,42.14500000002065
E01000799,19.43400000002594
E01000800,28.06400000001965
E01000801,18.19599999999593
E01000802,19.75700000001103
E01000803,17.2430000000224
E01000804,8.33100001477003
E01000805,21.754000000004265
E01000806,25.697000000018356
E01000807,6.047000000004082
E01000808,7.005000000001405
E01000809,4.188000000008308
E01000810,2.3390000000018265
E01000811,5.127000000000764
E01000812,10.19600095002711
E01000813,3.2550000000035135
E01000814,4.284000001545869
E01000815,2.586000000002808
E01000816,14.081000000027432
E01000818,13.454000000017835
E01000819,26.535999999988693
E01000820,21.126999999997064
E01000822,13.278000000002267
E01000823,11.568000000016564
E01000824,15.4150000000114
E01000825,16.999999999983437
E01000826,4.31700000000336
E01000827,5.195000000002704
E01000828,10.09900000000555
E01000829,6.085000000906824
E01000830,3.7480000000038385
E01000831,8.153000000005786
E01000832,5.996000000007495
E01000833,2.7590000000004085
E01000834,4.85900000000242
E01000835,7.307999999996735
E01000836,5.562000000001632
E01000837,10.214000000005555
E01000838,5.00500000000135
E01000839,4.317000000010432
E01000840,10.384999999999142
E01000841,4.5490000000025015
E01000842,8.523000000005027
E01000843,13.566999999987292
E01000844,9.79700000000734
E01000845,11.30500000001479
E01000846,22.12999999997827
E01000847,17.129999999988506
E01000848,6.035
E01000849,7.693999999995656
E01000850,14.25200000000584
E01000851,14.959000016678452
E01000853,30.826000000009213
E01000855,14.660000000027056
E01000856,31.404000000035587
E01000857,14.850000000008034
E01000858,37.65998981570361
E01000859,7.224000000011949
E01000860,17.702999999994518
E01000861,33.49799999398142
E01000862,10.863996245112537
E01000863,34.37000005085109
E01000866,22.434000000012176
E01000867,28.399999999985734
E01000868,39.290999245470836
E01000869,22.144000000025354
E01000870,26.83199999999635
E01000871,14.236999919838194
E01000872,24.312000000022945
E01000873,8.615000000024473
E01000874,4.907000000011864
E01000875,21.83800013865688
E01000876,29.939999999969466
E01000877,11.158000000006691
E01000878,5.647000000005624
E01000879,5.8770000000045775
E01000880,6.105000000003115
E01000881,13.429002808264734
E01000882,4.319000000005675
E01000883,9.535999963532246
E01000884,5.273000000006574
E01000885,7.027000000000104
E01000886,9.126000000004723
E01000887,13.06299999999536
E01000888,14.584000000039893
E01000889,30.86800000302286
E01000890,40.8829999999752
E01000891,38.282999999962364
E01000892,15.799000000012787
E01000893,5.314000000009683
E01000894,6.601000000005856
E01000895,8.367000000002124
E01000896,5.733999999996993
E01000897,5.398000000002067
E01000898,11.810000000008541
E01000899,5.971000000011026
E01000900,26.042000000051907
E01000901,30.351000000015024
E01000902,36.241000000009834
E01000903,18.925000000033222
E01000904,24.584013888361547
E01000905,38.07499999996869
E01000906,10.421000000022737
E01000907,33.796000000016896
E01000908,27.21100000000459
E01000909,11.77100000001228
E01000910,9.730000000013986
E01000911,16.959000000017713
E01000912,22.31600000001962
E01000913,9.27900000002922
E01000914,13.106000664141785
E01000915,23.05799999995257
E01000916,19.490999983878993
E01000917,34.95699991584242
E01000918,20.6839994580681
E01000919,21.740999999991235
E01000920,15.017000000023952
E01000921,15.197000000006513
E01000922,21.71700002503834
E01000923,19.37000000001367
E01000924,13.294000000028857
E01000925,29.369000000019405
E01000926,17.412000000028602
E01000927,14.93699999036466
E01000928,20.294999981664077
E01000929,25.37399999999792
E01000930,30.755000906424545
E01000931,34.55200000004521
E01000932,20.042999999979298
E01000933,25.73900000002951
E01000934,35.44599999999062
E01000935,32.32699999996275
E01000937,14.324000000090475
E01000938,33.66600000002557
E01000939,39.073999972340836
E01000941,38.03499957235634
E01000942,15.338977702607057
E01000943,19.812022733580765
E01000944,22.702000000032484
E01000946,14.777000000042191
E01000947,24.68200000005807
E01000948,28.938999999993037
E01000949,19.618000000012827
E01000951,34.248999999969236
E01000952,33.387999999988025
E01000954,34.89299999993036
E01000955,33.2309999999832
E01000956,33.60099880121077
E01000957,26.314003219061405
E01000958,24.53099672769814
E01000959,39.028000000019624
E01000960,16.477000062791888
E01000961,22.611999999992253
E01000962,6.050000000012085
E01000963,8.75100000002156
E01000964,17.85499999999714
E01000965,17.420000000005484
E01000966,6.968000000024734
E01000967,9.325000000015995
E01000968,14.267999999993927
E01000969,6.277999987132147
E01000970,10.283999999991183
E01000971,7.866000000001578
E01000972,27.095997283710684
E01000973,20.580999895778238
E01000974,25.093999998852897
E01000975,17.720999908227036
E01000976,25.790999979658302
E01000977,28.33199999997359
E01000978,20.550000000006346
E01000979,17.56800000002589
E01000980,26.509999999988096
E01000981,13.993000000021729
E01000982,18.643999999993678
E01000983,13.494000000024297
E01000984,30.644000000015517
E01000985,8.72900000000897
E01000986,13.043000000016404
E01000987,9.378000000007876
E01000989,12.449000000019378
E01000990,40.27799999996476
E01000991,8.842000000017599
E01000992,32.164000000010326
E01000993,12.21200000001104
E01000994,19.762000000018844
E01000995,20.555000009732623
E01000996,19.94499999999285
E01000997,22.343000000017426
E01000998,32.5770000000289
E01000999,22.77700000873357
E01001000,28.215000000016474
E01001001,37.45499999998398
E01001002,22.16300000001751
E01001003,24.98000000002263
E01001004,26.942000000024894
E01001005,23.20403912496857
E01001006,30.661000000011853
E01001007,18.87900000001027
E01001008,30.401000083175685
E01001009,23.746000000052508
E01001010,41.777999302572596
E01001011,30.87093992907318
E01001012,37.54600008110976
E01001013,46.101021495017314
E01001015,24.292000057166344
E01001016,14.362999999976166
E01001017,8.041000000008985
E01001018,6.431000000003612
E01001019,5.44800000000853
E01001020,8.447999999996359
E01001021,35.48100000000485
E01001022,9.337999999997852
E01001023,23.384999627366955
E01001024,8.873978304139527
E01001025,6.227000000003098
E01001026,12.712999560081052
E01001027,10.503022451285204
E01001028,6.172000000004927
E01001029,14.980000001680908
E01001030,7.277000000005069
E01001031,6.872000000005358
E01001032,3.7650000000028836
E01001033,14.464000000018142
E01001034,14.825999999998805
E01001035,18.385999999995025
E01001036,11.983000000011963
E01001037,20.4040000000159
E01001038,18.538000000008573
E01001039,8.629000000004424
E01001040,15.15300000002032
E01001041,21.137999999988427
E01001042,36.63399631520971
E01001044,10.209000032826776
E01001046,9.773000000006736
E01001047,22.050999561488847
E01001049,12.32400000001213
E01001050,22.04700013695548
E01001051,39.0570000000415
E01001052,42.12000000001784
E01001053,32.403999999997005
E01001054,34.91900000001647
E01001055,38.849999999992704
E01001056,37.89000000001944
E01001057,40.50300000001505
E01001058,11.623999999990163
E01001059,15.239999999996968
E01001060,20.54300000002195
E01001061,23.65000000000803
E01001062,9.874000000004026
E01001063,6.863999999997943
E01001064,12.837000000033226
E01001065,15.885000000034895
E01001066,38.91100000000106
E01001067,6.996000000010949
E01001068,17.303000000005106
E01001069,9.761999999997938
E01001070,14.451999999993792
E01001071,12.94399999592141
E01001072,8.21100000000985
E01001073,16.3329999999928
E01001074,18.325000000009755
E01001075,11.580000000007267
E01001076,36.214000000011744
E01001077,18.542000000017282
E01001078,36.004000000034466
E01001079,33.98400000000139
E01001080,49.59100000001309
E01001081,34.640000000000505
E01001082,33.02300000001895
E01001083,13.37000000001587
E01001084,13.99100000003216
E01001085,18.622000000009017
E01001086,16.704999971031558
E01001087,23.96000003388762
E01001088,16.13300000001966
E01001089,28.744000000022154
E01001090,23.38099999513622
E01001091,15.404000000035808
E01001092,19.8320000106243
E01001093,11.683000000009713
E01001094,8.461999993246605
E01001095,16.293000000008934
E01001096,7.101999999999909
E01001097,22.423999994479825
E01001098,7.535000000013794
E01001099,19.7159999999785
E01001100,8.832999999999865
E01001101,5.124000000002661
E01001102,7.129000000004371
E01001103,7.187000000000683
E01001104,5.7610000000094175
E01001105,20.774999999993288
E01001106,12.549999999995487
E01001107,7.039000000001373
E01001108,5.129000000003569
E01001109,32.110000000045616
E01001110,43.020999766384875
E01001111,28.480000000011298
E01001112,30.378000000019224
E01001113,28.38100000004018
E01001114,41.45099999998288
E01001115,44.369999999991485
E01001116,28.87799999999863
E01001118,40.478000208118694
E01001119,8.868000000003748
E01001120,10.028000000007417
