LSOA11CD,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01002502,Hillingdon 026C,E09000017,Hillingdon,29.205,0.184,0.129,33.577,0.162,0.587,31.472,18.778,0.194,0.275,0.329,0.434,-0.189,3.573,-0.31,0.721
E01002503,Hillingdon 027C,E09000017,Hillingdon,30.981,0.201,0.118,21.849,0.421,0.989,30.227,29.414,0.261,0.313,-0.298,0.392,-0.733,4.007,0.226,1.017
E01002504,Hillingdon 027D,E09000017,Hillingdon,25.275,0.172,0.092,23.324,0.19,0.572,32.29,20.966,0.233,0.25,-0.084,0.386,-0.203,3.743,-0.036,0.6
E01002505,Hillingdon 026D,E09000017,Hillingdon,36.03,0.213,0.142,21.064,0.373,1.166,39.166,33.532,0.231,0.436,-0.183,0.375,-0.172,4.624,0.315,1.24
E01002506,Hillingdon 027E,E09000017,Hillingdon,32.981,0.196,0.122,23.387,0.193,1.18,39.771,26.015,0.232,0.36,-0.056,0.384,-0.415,4.928,-0.452,1.454
E01002507,Hillingdon 027F,E09000017,Hillingdon,21.013,0.149,0.063,13.843,-0.65,0.884,34.851,24.254,0.193,0.195,-0.255,0.304,0.166,3.372,-0.272,1.179
E01002508,Hillingdon 026E,E09000017,Hillingdon,34.585,0.223,0.142,26.853,0.09,1.294,32.597,26.786,0.234,0.42,0.023,0.409,-0.622,4.243,-0.227,1.343
E01002509,Hillingdon 017D,E09000017,Hillingdon,8.183,0.047,0.033,6.977,-0.937,-0.008,25.698,20.058,0.08,0.064,-0.837,0.258,0.292,1.11,-0.179,0.699
E01002511,Hillingdon 017E,E09000017,Hillingdon,23.569,0.142,0.108,16.452,0.001,0.639,33.645,17.132,0.145,0.207,-0.211,0.329,0.282,2.831,-0.546,0.764
E01002512,Hillingdon 013C,E09000017,Hillingdon,6.058,0.049,0.034,1.597,-1.176,0.052,20.193,13.994,0.059,0.062,-1.452,0.171,-0.058,0.954,-0.653,0.519
E01002513,Hillingdon 013D,E09000017,Hillingdon,12.172,0.073,0.078,5.542,-0.443,0.08,23.114,16.038,0.09,0.065,-0.92,0.238,0.073,1.239,-0.931,0.878
E01002514,Hillingdon 015C,E09000017,Hillingdon,12.343,0.088,0.056,4.933,-0.979,0.228,26.757,23.743,0.156,0.129,-0.584,0.191,-0.396,3.043,0.169,0.562
E01002515,Hillingdon 015D,E09000017,Hillingdon,21.833,0.134,0.092,9.694,-0.127,0.41,36.957,25.953,0.171,0.216,-0.32,0.251,0.397,3.114,0.142,0.835
E01002516,Hillingdon 013E,E09000017,Hillingdon,7.515,0.042,0.044,2.726,-0.781,0.046,24.546,14.381,0.045,0.065,-1.241,0.196,0.339,0.696,-1.197,0.81
E01002518,Hillingdon 022C,E09000017,Hillingdon,10.195,0.058,0.036,12.031,-0.616,0.508,20.665,17.805,0.133,0.062,-0.108,0.258,-0.875,2.374,-0.514,0.807
E01002519,Hillingdon 022D,E09000017,Hillingdon,29.904,0.163,0.125,29.394,0.361,0.631,33.797,29.51,0.227,0.218,0.673,0.343,-0.477,4.274,0.416,0.712
E01002520,Hillingdon 016B,E09000017,Hillingdon,19.737,0.164,0.092,18.901,-0.383,-0.79,31.894,16.497,0.255,0.224,0.307,0.284,-0.109,3.486,-0.245,0.398
E01002521,Hillingdon 016C,E09000017,Hillingdon,29.236,0.205,0.122,11.263,0.858,0.34,35.428,17.137,0.289,0.359,-0.116,0.246,-0.209,4.184,-0.211,0.422
E01002523,Hillingdon 016D,E09000017,Hillingdon,17.141,0.085,0.055,11.394,-0.242,0.442,34.073,31.496,0.116,0.175,-0.129,0.251,0.044,3.544,0.498,0.747
E01002525,Hillingdon 029B,E09000017,Hillingdon,19.294,0.095,0.055,11.935,-0.199,1.406,19.161,34.789,0.14,0.136,-0.458,0.299,-0.888,2.071,0.521,1.004
E01002526,Hillingdon 028C,E09000017,Hillingdon,28.751,0.153,0.113,38.298,0.026,0.717,36.105,21.875,0.181,0.206,0.821,0.404,0.056,3.857,0.039,0.58
E01002527,Hillingdon 031D,E09000017,Hillingdon,27.692,0.197,0.117,22.445,0.292,0.728,26.817,20.806,0.353,0.134,0.462,0.302,-0.476,3.164,-0.136,0.719
E01002528,Hillingdon 028D,E09000017,Hillingdon,35.075,0.188,0.125,43.875,0.012,1.301,38.281,24.407,0.219,0.204,0.697,0.472,0.424,3.281,-0.439,1.322
E01002529,Hillingdon 029C,E09000017,Hillingdon,20.428,0.14,0.075,15.779,-0.201,0.891,25.897,20.292,0.206,0.139,-0.089,0.307,-0.74,3.292,-0.21,0.76
E01002530,Hillingdon 029D,E09000017,Hillingdon,35.344,0.214,0.149,45.265,0.636,0.729,28.385,21.376,0.253,0.278,0.897,0.453,-1.043,3.903,-0.333,0.986
E01002531,Hillingdon 029E,E09000017,Hillingdon,17.549,0.114,0.083,13.262,-0.064,0.609,21.399,16.08,0.166,0.147,-0.43,0.313,-0.472,2.068,-0.637,0.728
E01002532,Hillingdon 028E,E09000017,Hillingdon,28.501,0.168,0.091,26.074,-0.037,0.22,46.389,32.813,0.243,0.241,0.357,0.359,0.469,4.413,0.586,0.69
E01002533,Hillingdon 005A,E09000017,Hillingdon,17.077,0.118,0.09,18.626,-0.286,-0.112,27.052,11.012,0.177,0.122,0.209,0.298,-0.011,2.306,-0.606,0.15
E01002534,Hillingdon 005B,E09000017,Hillingdon,9.663,0.08,0.049,6.469,-0.579,0.053,19.502,14.535,0.076,0.139,-0.524,0.22,-0.572,1.808,-0.425,0.381
E01002535,Hillingdon 007E,E09000017,Hillingdon,8.346,0.062,0.043,3.552,-0.849,0.001,18.846,23.299,0.067,0.116,-0.687,0.164,-0.739,1.867,-0.005,0.794
E01002536,Hillingdon 009D,E09000017,Hillingdon,9.06,0.064,0.047,7.591,-0.278,-0.752,24.69,13.156,0.083,0.133,-0.226,0.192,0.017,1.738,-0.451,0.251
E01002537,Hillingdon 009E,E09000017,Hillingdon,7.147,0.052,0.044,4.815,-0.631,-0.199,20.233,12.852,0.034,0.111,-0.597,0.19,-0.258,1.44,-0.532,0.293
E01002538,Hillingdon 005C,E09000017,Hillingdon,12.169,0.092,0.069,10.702,-0.286,-0.341,21.837,11.587,0.069,0.149,-0.623,0.296,-0.339,1.935,-0.578,0.192
E01002539,Hillingdon 005D,E09000017,Hillingdon,7.115,0.058,0.047,6.321,-0.9,-0.225,18.41,11.795,0.093,0.065,-0.662,0.233,-0.778,1.816,-0.74,0.337
E01002540,Hillingdon 020C,E09000017,Hillingdon,27.799,0.177,0.117,23.516,0.14,0.876,33.359,15.183,0.203,0.247,0.085,0.37,-0.223,3.929,-0.681,0.667
E01002541,Hillingdon 023A,E09000017,Hillingdon,14.753,0.089,0.054,12.134,-0.753,0.564,33.95,12.728,0.105,0.165,-0.386,0.295,0.285,2.881,-1.007,0.581
E01002542,Hillingdon 020D,E09000017,Hillingdon,29.802,0.21,0.126,21.854,-0.036,1.057,31.229,19.581,0.233,0.301,0.062,0.356,-1.066,4.298,-0.323,0.815
E01002543,Hillingdon 020E,E09000017,Hillingdon,30.671,0.2,0.122,22.858,-0.269,1.111,36.646,24.996,0.264,0.195,0.032,0.37,0.007,4.022,0.024,0.91
E01002544,Hillingdon 023B,E09000017,Hillingdon,14.322,0.082,0.052,9.658,-0.438,-0.066,40.024,12.643,0.096,0.144,-0.534,0.275,0.616,3.003,-0.752,0.435
E01002545,Hillingdon 023C,E09000017,Hillingdon,42.956,0.286,0.172,37.642,0.154,0.714,53.191,14.518,0.363,0.393,0.64,0.428,0.86,4.393,-1.315,0.85
E01002546,Hillingdon 023D,E09000017,Hillingdon,19.602,0.101,0.057,13.475,-0.551,-0.17,47.238,31.309,0.101,0.201,-0.358,0.309,0.944,3.239,0.233,1.169
E01002547,Hillingdon 023E,E09000017,Hillingdon,25.05,0.186,0.091,17.551,-0.495,0.115,45.767,19.66,0.212,0.189,-0.411,0.358,0.632,3.954,-0.433,0.914
E01002548,Hillingdon 025A,E09000017,Hillingdon,32.004,0.219,0.124,42.224,0.409,0.253,32.373,21.385,0.282,0.268,0.838,0.436,-0.144,3.631,0.018,0.56
E01002549,Hillingdon 025B,E09000017,Hillingdon,21.154,0.121,0.097,19.16,-0.252,0.355,34.096,20.021,0.17,0.143,-0.043,0.34,0.351,2.722,-0.467,0.976
E01002550,Hillingdon 022E,E09000017,Hillingdon,29.539,0.144,0.101,26.26,0.24,0.239,52.288,23.356,0.196,0.201,0.557,0.33,0.787,4.459,0.16,0.539
E01002551,Hillingdon 025C,E09000017,Hillingdon,21.816,0.152,0.092,23.941,-0.061,0.119,30.686,17.919,0.219,0.2,0.074,0.375,-0.13,3.304,-0.371,0.693
E01002552,Hillingdon 025D,E09000017,Hillingdon,29.289,0.153,0.094,38.148,-0.17,1.776,26.358,20.776,0.195,0.17,0.577,0.442,-0.747,3.379,-0.724,1.203
E01002553,Hillingdon 025E,E09000017,Hillingdon,36.121,0.2,0.137,41.576,0.839,0.796,37.543,17.543,0.284,0.258,0.69,0.455,0.184,3.801,-0.199,0.456
E01002554,Hillingdon 022F,E09000017,Hillingdon,27.843,0.168,0.105,13.653,-0.189,1.558,31.169,26.618,0.255,0.236,-0.192,0.293,-1.081,4.295,0.241,0.734
E01002555,Hounslow 022A,E09000018,Hounslow,14.607,0.082,0.05,16.423,-0.671,0.47,28.092,24.57,0.109,0.127,-0.371,0.343,-0.331,3.192,-0.047,0.967
E01002556,Hounslow 022B,E09000018,Hounslow,16.965,0.114,0.061,15.698,-0.235,-0.217,29.166,30.708,0.174,0.135,-0.412,0.339,-0.311,3.357,0.245,1.101
E01002557,Hounslow 023A,E09000018,Hounslow,25.437,0.144,0.088,29.517,-0.264,0.369,39.136,30.515,0.206,0.189,0.465,0.378,0.051,4.278,0.098,1.29
E01002558,Hounslow 023B,E09000018,Hounslow,23.82,0.149,0.098,24.786,-0.085,0.038,32.812,30.085,0.198,0.185,-0.02,0.395,-0.622,4.273,0.25,1.041
E01002559,Hounslow 023C,E09000018,Hounslow,25.75,0.143,0.092,27.128,-0.12,-0.69,47.991,27.645,0.192,0.198,0.38,0.367,0.592,4.335,0.27,0.785
E01002560,Hounslow 023D,E09000018,Hounslow,28.577,0.158,0.11,32.944,0.278,1.064,29.745,18.245,0.182,0.216,0.401,0.419,-0.609,3.842,-0.674,0.959
E01002561,Hounslow 023E,E09000018,Hounslow,34.677,0.246,0.146,44.665,0.085,0.001,41.103,14.183,0.358,0.225,0.987,0.433,-0.153,4.813,-1.253,0.805
E01002562,Hounslow 003A,E09000018,Hounslow,32.826,0.191,0.118,17.644,0.27,1.124,37.446,38.376,0.247,0.225,-0.479,0.364,0.014,4.11,0.171,1.796
E01002563,Hounslow 006A,E09000018,Hounslow,15.794,0.081,0.063,3.795,-0.65,0.201,29.51,42.798,0.101,0.137,-0.999,0.209,-0.224,3.276,0.621,1.486
E01002564,Hounslow 003B,E09000018,Hounslow,34.25,0.24,0.138,15.098,0.103,1.126,35.184,33.455,0.364,0.294,-0.094,0.299,-0.237,4.189,-0.151,1.778
E01002565,Hounslow 006B,E09000018,Hounslow,18.186,0.084,0.044,4.4,-0.43,-0.288,36.64,58.826,0.185,0.182,-0.612,0.18,-0.343,4.518,1.134,1.652
E01002566,Hounslow 003C,E09000018,Hounslow,34.247,0.223,0.125,17.574,-0.102,0.585,37.44,56.539,0.279,0.295,0.123,0.299,-0.054,4.228,1.087,1.596
E01002567,Hounslow 006C,E09000018,Hounslow,21.331,0.118,0.062,3.849,-0.562,1.383,23.41,46.365,0.164,0.186,-0.716,0.181,-0.874,2.933,0.789,1.441
E01002568,Hounslow 003D,E09000018,Hounslow,31.74,0.211,0.11,15.18,0.732,0.722,39.674,25.042,0.298,0.371,-0.088,0.299,-0.073,4.55,-0.442,1.375
E01002569,Hounslow 001A,E09000018,Hounslow,9.196,0.052,0.044,1.181,-0.668,-0.307,25.435,29.995,0.058,0.081,-1.129,0.103,-0.166,2.357,0.136,1.2
E01002570,Hounslow 001B,E09000018,Hounslow,13.41,0.07,0.046,4.889,-0.416,0.123,27.627,37.983,0.087,0.143,-0.376,0.119,-0.373,3.167,0.322,1.58
E01002571,Hounslow 007A,E09000018,Hounslow,5.356,0.03,0.022,1.543,-1.181,-0.515,23.519,22.395,0.057,0.043,-0.973,0.095,-0.057,1.684,-0.593,1.266
E01002572,Hounslow 007B,E09000018,Hounslow,30.321,0.215,0.138,17.944,0.552,0.268,35.219,19.508,0.285,0.247,0.136,0.301,-0.13,4.042,-0.568,1.001
E01002573,Hounslow 001C,E09000018,Hounslow,12.117,0.051,0.036,1.309,-1.195,0.356,26.116,46.688,0.04,0.091,-1.006,0.066,-0.249,2.678,0.661,1.701
E01002574,Hounslow 001D,E09000018,Hounslow,10.811,0.058,0.037,2.533,-0.987,0.383,24.39,34.972,0.075,0.093,-0.719,0.095,-0.452,2.668,0.056,1.676
E01002575,Hounslow 001E,E09000018,Hounslow,7.341,0.045,0.03,0.63,-0.965,-0.243,24.031,28.066,0.053,0.078,-1.375,0.087,-0.62,2.817,-0.109,1.326
E01002576,Hounslow 008A,E09000018,Hounslow,21.712,0.143,0.106,5.936,-0.092,0.551,24.909,33.776,0.195,0.149,-0.532,0.21,-1.422,3.437,0.199,1.406
E01002577,Hounslow 007C,E09000018,Hounslow,12.295,0.071,0.053,1.041,-0.916,0.443,23.136,35.124,0.085,0.113,-1.17,0.097,-0.399,2.311,0.377,1.281
E01002578,Hounslow 007D,E09000018,Hounslow,10.479,0.073,0.047,0.742,-1.103,0.458,19.286,29.545,0.072,0.121,-1.625,0.133,-0.935,2.133,-0.138,1.473
E01002579,Hounslow 008B,E09000018,Hounslow,9.854,0.053,0.047,0.385,-0.891,0.411,24.76,24.71,0.04,0.101,-1.969,0.112,-0.06,1.947,-0.003,0.923
E01002580,Hounslow 008C,E09000018,Hounslow,24.639,0.132,0.089,4.397,0.501,0.635,31.822,41.556,0.137,0.28,-0.497,0.15,-0.272,3.771,0.403,1.732
E01002581,Hounslow 008D,E09000018,Hounslow,11.422,0.069,0.048,2.864,-0.705,0.575,25.694,21.004,0.105,0.103,-0.669,0.105,-0.281,2.645,-0.419,1.022
E01002582,Hounslow 008E,E09000018,Hounslow,12.129,0.083,0.062,2.126,-0.34,0.288,20.841,22.949,0.081,0.113,-0.832,0.106,-0.638,2.177,-0.268,1.061
E01002583,Hounslow 013A,E09000018,Hounslow,23.659,0.121,0.067,8.726,-0.306,0.833,47.002,31.86,0.156,0.178,-0.997,0.291,0.61,4.152,-0.01,1.519
E01002584,Hounslow 013B,E09000018,Hounslow,18.791,0.088,0.063,10.289,-0.175,0.174,42.639,28.767,0.095,0.186,-0.613,0.29,-0.031,4.82,-0.414,1.64
E01002585,Hounslow 013C,E09000018,Hounslow,28.48,0.162,0.1,21.127,-0.3,0.215,51.11,29.587,0.197,0.277,-0.173,0.375,0.687,4.546,-0.265,1.595
E01002586,Hounslow 013D,E09000018,Hounslow,16.639,0.082,0.054,15.954,-0.555,0.046,35.698,33.771,0.094,0.155,-0.406,0.341,0.084,3.741,-0.041,1.692
E01002587,Hounslow 016A,E09000018,Hounslow,24.141,0.144,0.091,11.658,-0.12,0.449,40.743,30.936,0.173,0.241,-0.385,0.288,0.019,4.546,-0.153,1.598
E01002588,Hounslow 016B,E09000018,Hounslow,37.79,0.274,0.171,42.939,0.142,-0.075,41.351,16.067,0.348,0.351,0.583,0.48,-0.27,4.961,-0.751,0.797
E01002589,Hounslow 013E,E09000018,Hounslow,23.215,0.173,0.096,16.63,-0.039,-0.311,38.663,19.017,0.205,0.386,-0.317,0.341,-0.424,4.814,-0.292,0.724
E01002590,Hounslow 022C,E09000018,Hounslow,18.708,0.088,0.061,25.048,-0.155,0.36,30.539,29.748,0.087,0.18,0.177,0.374,-0.556,3.903,0.259,0.995
E01002591,Hounslow 024A,E09000018,Hounslow,21.737,0.128,0.088,29.305,0.086,-0.276,31.493,23.268,0.184,0.175,0.155,0.417,-0.113,3.421,0.058,0.697
E01002592,Hounslow 022D,E09000018,Hounslow,24.445,0.156,0.095,27.963,-0.273,-0.532,42.499,22.714,0.214,0.201,0.29,0.387,0.306,4.241,-0.251,1.026
E01002593,Hounslow 024B,E09000018,Hounslow,23.759,0.114,0.078,18.354,0.589,0.73,30.706,29.868,0.117,0.226,-0.344,0.361,-0.29,3.602,0.084,1.257
E01002594,Hounslow 024C,E09000018,Hounslow,21.842,0.152,0.097,14.14,0.027,0.234,29.604,24.985,0.211,0.162,-0.511,0.33,-0.419,3.594,0.009,0.935
E01002595,Hounslow 022E,E09000018,Hounslow,27.052,0.177,0.108,28.597,-0.039,0.337,34.092,28.11,0.213,0.235,0.106,0.416,-0.287,4.103,0.039,1.165
E01002596,Hounslow 027A,E09000018,Hounslow,24.229,0.149,0.074,16.633,0.27,-0.019,41.841,31.041,0.229,0.227,-0.022,0.309,0.184,4.388,0.536,0.62
E01002598,Hounslow 025B,E09000018,Hounslow,25.724,0.134,0.082,31.31,-0.302,0.837,34.507,33.959,0.204,0.189,0.279,0.42,-0.579,4.465,0.425,1.106
E01002599,Hounslow 025C,E09000018,Hounslow,26.574,0.165,0.102,31.233,-0.343,0.634,38.082,18.987,0.225,0.173,0.46,0.396,0.198,3.857,-0.362,0.791
E01002600,Hounslow 025D,E09000018,Hounslow,27.138,0.169,0.103,36.925,-0.167,0.455,29.312,32.556,0.231,0.22,0.454,0.448,-0.242,3.273,0.496,0.856
E01002601,Hounslow 027B,E09000018,Hounslow,16.844,0.106,0.054,16.392,-0.255,0.198,36.211,16.301,0.15,0.204,-0.11,0.317,0.162,3.622,-0.704,0.794
E01002602,Hounslow 027C,E09000018,Hounslow,15.557,0.081,0.058,17.46,-0.44,-0.418,35.73,25.741,0.108,0.115,-0.204,0.339,0.512,2.49,0.222,0.675
E01002603,Hounslow 025E,E09000018,Hounslow,26.622,0.164,0.088,33.235,0.397,0.311,37.98,14.123,0.193,0.284,0.799,0.359,0.1,4.031,-1.456,0.837
E01002604,Hounslow 026A,E09000018,Hounslow,35.261,0.253,0.154,33.488,-0.019,0.569,40.324,16.516,0.302,0.431,0.295,0.437,-0.193,4.779,-0.685,0.805
E01002605,Hounslow 026B,E09000018,Hounslow,31.415,0.193,0.113,26.324,0.075,0.683,37.886,37.542,0.268,0.203,0.235,0.379,-0.109,4.364,0.442,1.374
E01002606,Hounslow 026C,E09000018,Hounslow,38.199,0.256,0.13,39.124,0.676,0.11,46.292,24.566,0.371,0.329,0.528,0.457,0.088,5.049,-0.177,1.111
E01002607,Hounslow 026D,E09000018,Hounslow,21.091,0.153,0.086,22.666,-0.367,0.186,26.875,28.202,0.219,0.158,0.063,0.363,-1.24,3.745,0.075,1.127
E01002608,Hounslow 028A,E09000018,Hounslow,30.406,0.175,0.137,30.429,0.058,1.106,30.359,18.834,0.222,0.203,0.169,0.425,-0.938,4.124,-0.422,0.829
E01002609,Hounslow 028B,E09000018,Hounslow,15.969,0.09,0.056,13.074,-0.362,0.392,27.667,31.54,0.152,0.118,-0.35,0.304,-0.127,2.731,0.412,0.914
E01002610,Hounslow 028C,E09000018,Hounslow,26.724,0.178,0.11,30.498,0.065,0.622,30.387,16.898,0.239,0.196,0.256,0.415,-1.13,4.201,-0.909,0.95
E01002611,Hounslow 024D,E09000018,Hounslow,21.015,0.097,0.074,23.044,-0.123,0.713,30.849,30.483,0.105,0.123,0.1,0.363,-0.066,3.203,0.089,1.297
E01002612,Hounslow 024E,E09000018,Hounslow,26.874,0.18,0.092,21.154,-0.113,1.02,30.336,30.987,0.258,0.24,-0.307,0.386,-1.012,4.148,0.027,1.404
E01002613,Hounslow 024F,E09000018,Hounslow,18.663,0.12,0.079,18.14,-0.077,-0.152,27.336,28.375,0.156,0.144,-0.482,0.37,-0.454,3.231,0.143,1.05
E01002614,Hounslow 027D,E09000018,Hounslow,14.622,0.086,0.049,10.991,-0.652,-0.505,41.33,21.121,0.131,0.141,-0.527,0.293,0.41,3.854,-0.392,1.013
E01002615,Hounslow 026E,E09000018,Hounslow,35.997,0.224,0.145,30.629,0.342,0.415,48.934,19.272,0.261,0.329,0.358,0.404,0.276,5.041,-0.312,0.773
E01002616,Hounslow 027E,E09000018,Hounslow,17.155,0.102,0.068,23.838,-0.025,-0.053,23.951,24.358,0.145,0.128,-0.049,0.388,-0.534,2.702,-0.145,1.058
E01002617,Hounslow 028D,E09000018,Hounslow,13.082,0.062,0.046,12.086,-0.727,-0.302,38.835,21.92,0.1,0.079,-0.502,0.305,0.746,2.292,-0.126,0.819
E01002618,Hounslow 011A,E09000018,Hounslow,16.027,0.101,0.07,8.055,-0.617,0.325,27.987,29.869,0.131,0.183,-0.988,0.282,-0.425,3.312,0.061,1.283
E01002619,Hounslow 010A,E09000018,Hounslow,18.826,0.127,0.062,11.638,-0.522,0.502,35.336,26.614,0.136,0.279,-0.439,0.293,-0.2,4.152,-0.303,1.392
E01002620,Hounslow 004A,E09000018,Hounslow,25.894,0.169,0.098,14.589,-0.284,0.747,37.474,30.595,0.197,0.226,-0.54,0.336,-0.729,4.9,0.107,1.284
E01002621,Hounslow 011B,E09000018,Hounslow,20.065,0.124,0.083,11.988,-0.227,0.124,34.556,30.217,0.149,0.241,-0.937,0.329,-0.464,4.356,0.178,1.159
E01002622,Hounslow 010B,E09000018,Hounslow,22.887,0.123,0.072,8.292,-0.09,0.955,41.049,26.462,0.182,0.168,-0.754,0.273,0.314,4.03,-0.654,1.613
E01002623,Hounslow 011C,E09000018,Hounslow,28.246,0.167,0.116,11.543,0.447,0.525,41.414,25.124,0.198,0.251,-0.465,0.294,0.047,4.584,-0.538,1.437
E01002624,Hounslow 017A,E09000018,Hounslow,21.671,0.095,0.068,8.699,-0.345,0.538,43.248,40.185,0.09,0.182,-0.815,0.283,0.189,4.562,0.456,1.558
E01002625,Hounslow 004B,E09000018,Hounslow,16.44,0.102,0.076,11.016,-0.748,0.039,30.612,29.301,0.128,0.165,-0.857,0.314,-0.358,3.703,0.131,1.149
E01002626,Hounslow 004C,E09000018,Hounslow,18.608,0.098,0.071,10.462,-0.331,0.948,28.783,25.6,0.108,0.195,-0.9,0.309,-0.776,3.83,-0.104,1.12
E01002627,Hounslow 004D,E09000018,Hounslow,28.971,0.213,0.136,19.236,0.305,-0.496,40.358,16.808,0.258,0.352,-0.363,0.372,-0.506,5.065,-0.913,0.944
E01002628,Hounslow 011D,E09000018,Hounslow,17.193,0.12,0.059,7.717,-0.495,0.447,31.649,28.64,0.168,0.185,-0.713,0.261,-0.451,3.956,0.048,1.199
E01002629,Hounslow 011E,E09000018,Hounslow,23.111,0.149,0.081,8.379,-0.036,0.435,38.367,32.64,0.169,0.276,-0.464,0.248,-0.008,4.275,0.184,1.346
E01002630,Hounslow 012A,E09000018,Hounslow,17.06,0.089,0.055,6.079,-0.959,0.464,39.052,34.0,0.119,0.151,-0.582,0.219,0.201,3.985,0.09,1.573
E01002631,Hounslow 004E,E09000018,Hounslow,23.712,0.178,0.092,11.339,-0.293,0.322,37.668,27.843,0.215,0.269,-0.76,0.313,-0.149,4.402,0.084,1.081
E01002632,Hounslow 010C,E09000018,Hounslow,19.386,0.103,0.073,8.585,-0.532,0.967,30.375,31.447,0.134,0.154,-0.857,0.283,-0.671,3.982,0.168,1.277
E01002633,Hounslow 005A,E09000018,Hounslow,38.259,0.26,0.159,29.261,0.511,0.058,46.777,24.47,0.351,0.297,0.022,0.431,0.057,5.166,-0.235,1.163
E01002634,Hounslow 005B,E09000018,Hounslow,32.83,0.22,0.15,27.281,-0.111,0.587,41.543,18.671,0.24,0.306,-0.059,0.421,-0.889,5.476,-0.829,1.067
E01002635,Hounslow 010D,E09000018,Hounslow,20.411,0.116,0.068,10.177,-0.689,1.068,32.592,30.673,0.158,0.18,-0.432,0.273,-0.191,3.772,-0.463,1.81
E01002636,Hounslow 010E,E09000018,Hounslow,16.552,0.105,0.062,10.987,-0.561,0.139,35.128,25.373,0.137,0.183,-0.742,0.308,-0.017,3.852,-0.098,1.096
E01002637,Hounslow 005C,E09000018,Hounslow,31.385,0.195,0.109,21.257,-0.16,0.479,48.256,34.83,0.217,0.391,-0.696,0.412,0.107,5.26,-0.514,2.145
E01002638,Hounslow 005D,E09000018,Hounslow,30.834,0.22,0.112,21.919,-0.178,1.048,39.547,19.909,0.263,0.303,-0.48,0.406,-0.106,4.581,-0.725,1.128
E01002639,Hounslow 012B,E09000018,Hounslow,14.789,0.072,0.057,4.379,-0.406,0.536,33.527,25.048,0.062,0.156,-1.029,0.223,-0.202,3.924,-0.085,1.05
E01002640,Hounslow 012C,E09000018,Hounslow,18.568,0.07,0.035,5.921,-0.362,1.362,39.031,28.601,0.101,0.19,-0.442,0.194,-0.21,4.656,-0.195,1.45
E01002641,Hounslow 018A,E09000018,Hounslow,26.128,0.136,0.072,9.945,-0.322,1.409,40.204,36.113,0.167,0.266,-0.202,0.238,-0.219,4.793,0.522,1.117
E01002642,Hounslow 015A,E09000018,Hounslow,21.183,0.105,0.061,5.868,-0.637,0.661,41.669,43.08,0.117,0.256,-0.446,0.193,-0.458,5.181,0.659,1.429
E01002643,Hounslow 015B,E09000018,Hounslow,22.949,0.139,0.086,9.325,0.055,0.372,34.847,36.219,0.159,0.249,-0.252,0.235,-0.667,4.573,0.412,1.313
E01002645,Hounslow 015C,E09000018,Hounslow,25.375,0.135,0.067,12.084,-0.141,1.197,36.992,39.972,0.175,0.308,-0.24,0.278,-0.627,4.79,0.474,1.514
E01002646,Hounslow 017B,E09000018,Hounslow,29.885,0.211,0.118,13.973,0.255,0.193,41.424,31.453,0.209,0.446,-0.498,0.327,-1.131,5.562,0.094,1.37
E01002647,Hounslow 021A,E09000018,Hounslow,23.875,0.135,0.089,10.95,0.11,0.434,43.058,23.868,0.143,0.263,-0.59,0.297,0.2,4.525,-0.045,0.899
E01002648,Hounslow 018C,E09000018,Hounslow,20.096,0.103,0.059,9.426,-0.166,0.868,38.786,26.022,0.126,0.257,-0.397,0.257,-0.767,5.053,-0.083,1.133
E01002649,Hounslow 018D,E09000018,Hounslow,26.623,0.155,0.096,6.005,0.168,0.676,39.911,38.329,0.16,0.231,-0.703,0.231,-0.854,5.239,0.688,0.992
E01002650,Hounslow 021B,E09000018,Hounslow,23.751,0.151,0.081,8.812,-0.49,0.321,48.862,26.123,0.184,0.247,-0.577,0.266,0.198,5.179,0.004,1.039
E01002651,Hounslow 021C,E09000018,Hounslow,19.225,0.137,0.068,6.057,-0.166,0.426,34.705,25.576,0.14,0.322,-1.088,0.256,-0.856,4.657,0.007,0.985
E01002652,Hounslow 021D,E09000018,Hounslow,18.402,0.125,0.07,8.866,-0.609,0.568,31.54,27.872,0.168,0.194,-1.243,0.301,-0.381,3.868,0.084,1.085
E01002653,Hounslow 019A,E09000018,Hounslow,14.702,0.083,0.07,8.393,-0.396,-0.2,29.405,29.473,0.092,0.137,-0.695,0.27,-0.263,3.326,0.335,0.857
E01002654,Hounslow 019B,E09000018,Hounslow,14.654,0.072,0.068,6.03,-0.639,0.133,31.995,30.802,0.059,0.15,-1.37,0.264,0.016,3.228,0.299,1.029
E01002655,Hounslow 019C,E09000018,Hounslow,12.671,0.06,0.059,6.217,-0.702,0.244,25.649,32.973,0.039,0.134,-1.034,0.256,-0.916,3.377,0.416,1.035
