LSOA01CD,LA CODE,LA NAME,GOR CODE,GOR NAME,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived)
E01001091,00AH,Croydon,H,London,16.11836,17251
E01001092,00AH,Croydon,H,London,20.43222,13673
E01001093,00AH,Croydon,H,London,16.25008,17134
E01001094,00AH,Croydon,H,London,7.98653,26620
E01001095,00AH,Croydon,H,London,20.35041,13734
E01001096,00AH,Croydon,H,London,7.744272,26896
E01001097,00AH,Croydon,H,London,23.62106,11521
E01001098,00AH,Croydon,H,London,9.398726,24818
E01001099,00AH,Croydon,H,London,21.73872,12704
E01001100,00AH,Croydon,H,London,11.31898,22330
E01001101,00AH,Croydon,H,London,4.624803,30432
E01001102,00AH,Croydon,H,London,9.322169,24929
E01001103,00AH,Croydon,H,London,9.356483,24881
E01001104,00AH,Croydon,H,London,7.748034,26888
E01001105,00AH,Croydon,H,London,20.07286,13943
E01001106,00AH,Croydon,H,London,13.00775,20384
E01001107,00AH,Croydon,H,London,8.538502,25916
E01001108,00AH,Croydon,H,London,4.770689,30291
E01001109,00AH,Croydon,H,London,32.48102,7138
E01001110,00AH,Croydon,H,London,30.06999,8165
E01001111,00AH,Croydon,H,London,29.03777,8636
E01001112,00AH,Croydon,H,London,36.54691,5670
E01001113,00AH,Croydon,H,London,32.73621,7031
E01001114,00AH,Croydon,H,London,34.66785,6331
E01001115,00AH,Croydon,H,London,40.92342,4282
E01001116,00AH,Croydon,H,London,22.63543,12128
E01001117,00AH,Croydon,H,London,34.09038,6526
E01001118,00AH,Croydon,H,London,41.09411,4233
E01001119,00AH,Croydon,H,London,8.340917,26172
E01001120,00AH,Croydon,H,London,9.65831,24476
E01001121,00AH,Croydon,H,London,7.394833,27316
E01001122,00AH,Croydon,H,London,8.971646,25375
E01001123,00AH,Croydon,H,London,8.788758,25600
E01001124,00AH,Croydon,H,London,4.392457,30654
E01001125,00AH,Croydon,H,London,9.005501,25337
E01001126,00AH,Croydon,H,London,8.273582,26256
E01001127,00AH,Croydon,H,London,8.292597,26233
E01001128,00AH,Croydon,H,London,36.71255,5613
E01001129,00AH,Croydon,H,London,5.4512,29597
E01001130,00AH,Croydon,H,London,48.17432,2545
E01001131,00AH,Croydon,H,London,12.95793,20452
E01001132,00AH,Croydon,H,London,9.243471,25041
E01001133,00AH,Croydon,H,London,10.56498,23267
E01001134,00AH,Croydon,H,London,12.11334,21405
E01001135,00AH,Croydon,H,London,7.558633,27116
E01001136,00AH,Croydon,H,London,36.0014,5865
E01001137,00AH,Croydon,H,London,29.85489,8257
E01001138,00AH,Croydon,H,London,21.65997,12771
E01001139,00AH,Croydon,H,London,19.17292,14618
E01001140,00AH,Croydon,H,London,22.94516,11928
E01001141,00AH,Croydon,H,London,30.85772,7827
E01001142,00AH,Croydon,H,London,18.50227,15179
E01001143,00AH,Croydon,H,London,29.96405,8212
E01001144,00AH,Croydon,H,London,38.8924,4902
E01001145,00AH,Croydon,H,London,49.3995,2300
E01001146,00AH,Croydon,H,London,22.78315,12034
E01001147,00AH,Croydon,H,London,30.00833,8192
E01001148,00AH,Croydon,H,London,23.38599,11659
E01001149,00AH,Croydon,H,London,18.72895,14985
E01001150,00AH,Croydon,H,London,20.23205,13819
E01001151,00AH,Croydon,H,London,37.74451,5268
E01001152,00AH,Croydon,H,London,33.914,6582
E01001153,00AH,Croydon,H,London,23.30872,11719
E01001154,00AH,Croydon,H,London,29.75295,8303
E01001155,00AH,Croydon,H,London,45.24578,3160
E01001156,00AH,Croydon,H,London,29.75141,8304
E01001157,00AH,Croydon,H,London,21.95123,12572
E01001158,00AH,Croydon,H,London,23.82558,11385
E01001159,00AH,Croydon,H,London,20.57586,13561
E01001160,00AH,Croydon,H,London,16.53632,16882
E01001161,00AH,Croydon,H,London,45.2282,3169
E01001162,00AH,Croydon,H,London,27.97872,9137
E01001163,00AH,Croydon,H,London,20.08666,13935
E01001164,00AH,Croydon,H,London,27.41352,9414
E01001165,00AH,Croydon,H,London,21.46066,12902
E01001166,00AH,Croydon,H,London,29.83983,8263
E01001167,00AH,Croydon,H,London,22.23814,12387
E01001168,00AH,Croydon,H,London,19.41765,14436
E01001169,00AH,Croydon,H,London,33.36916,6779
E01001170,00AH,Croydon,H,London,36.97461,5515
E01001171,00AH,Croydon,H,London,27.40333,9422
E01001172,00AH,Croydon,H,London,42.40916,3855
E01001173,00AH,Croydon,H,London,25.13121,10605
E01001174,00AH,Croydon,H,London,20.05559,13954
E01001175,00AH,Croydon,H,London,25.86649,10206
E01001176,00AH,Croydon,H,London,24.28836,11106
E01001177,00AH,Croydon,H,London,30.93861,7783
E01001178,00AH,Croydon,H,London,35.9169,5889
E01001179,00AH,Croydon,H,London,19.27117,14551
E01001180,00AH,Croydon,H,London,22.24973,12375
E01001181,00AH,Croydon,H,London,37.63825,5307
E01001182,00AH,Croydon,H,London,16.34287,17053
E01001183,00AH,Croydon,H,London,22.70804,12082
E01001184,00AH,Croydon,H,London,16.27894,17109
E01001185,00AH,Croydon,H,London,23.39941,11648
E01001186,00AH,Croydon,H,London,29.4584,8435
E01001187,00AH,Croydon,H,London,28.14587,9050
E01001188,00AH,Croydon,H,London,30.91219,7799
E01001189,00AH,Croydon,H,London,15.53413,17756
E01001190,00AH,Croydon,H,London,23.08053,11851
E01001191,00AH,Croydon,H,London,32.9589,6948
E01001192,00AH,Croydon,H,London,34.75473,6307
E01001193,00AH,Croydon,H,London,42.44296,3847
E01001194,00AH,Croydon,H,London,19.80759,14124
E01001195,00AJ,Ealing,H,London,16.68914,16747
E01001196,00AJ,Ealing,H,London,46.15792,2959
E01001197,00AJ,Ealing,H,London,25.7881,10245
E01001198,00AJ,Ealing,H,London,20.14338,13890
E01001199,00AJ,Ealing,H,London,21.84794,12636
E01001200,00AJ,Ealing,H,London,19.99614,14002
E01001201,00AJ,Ealing,H,London,24.40075,11033
E01001202,00AJ,Ealing,H,London,36.35458,5754
E01001203,00AJ,Ealing,H,London,34.71077,6319
E01001204,00AJ,Ealing,H,London,13.79007,19491
E01001205,00AJ,Ealing,H,London,34.02719,6544
E01001206,00AJ,Ealing,H,London,51.18752,1972
E01001207,00AJ,Ealing,H,London,16.96561,16499
E01001208,00AJ,Ealing,H,London,14.29583,18901
E01001209,00AJ,Ealing,H,London,8.668916,25770
E01001210,00AJ,Ealing,H,London,49.93065,2191
E01001211,00AJ,Ealing,H,London,14.47593,18741
E01001212,00AJ,Ealing,H,London,17.48701,16025
E01001213,00AJ,Ealing,H,London,31.13233,7699
E01001214,00AJ,Ealing,H,London,21.32605,13012
E01001215,00AJ,Ealing,H,London,34.87968,6262
E01001216,00AJ,Ealing,H,London,26.30919,9980
E01001217,00AJ,Ealing,H,London,18.64398,15062
E01001218,00AJ,Ealing,H,London,36.51324,5686
E01001219,00AJ,Ealing,H,London,46.43445,2885
E01001220,00AJ,Ealing,H,London,60.68721,763
E01001221,00AJ,Ealing,H,London,26.54469,9866
E01001222,00AJ,Ealing,H,London,25.31528,10490
E01001223,00AJ,Ealing,H,London,14.98419,18262
E01001224,00AJ,Ealing,H,London,10.35183,23565
E01001225,00AJ,Ealing,H,London,24.24229,11132
E01001226,00AJ,Ealing,H,London,16.4805,16933
E01001227,00AJ,Ealing,H,London,11.35946,22273
E01001228,00AJ,Ealing,H,London,16.06991,17289
E01001229,00AJ,Ealing,H,London,28.30976,8965
E01001230,00AJ,Ealing,H,London,21.68871,12745
E01001231,00AJ,Ealing,H,London,13.83102,19434
E01001232,00AJ,Ealing,H,London,22.29759,12343
E01001233,00AJ,Ealing,H,London,21.34367,12998
E01001234,00AJ,Ealing,H,London,24.63316,10888
E01001235,00AJ,Ealing,H,London,20.54532,13583
E01001236,00AJ,Ealing,H,London,21.17197,13129
E01001237,00AJ,Ealing,H,London,20.70641,13465
E01001238,00AJ,Ealing,H,London,28.69962,8792
E01001239,00AJ,Ealing,H,London,33.47678,6747
E01001240,00AJ,Ealing,H,London,22.86231,11983
E01001241,00AJ,Ealing,H,London,25.31715,10487
E01001242,00AJ,Ealing,H,London,24.48732,10975
E01001243,00AJ,Ealing,H,London,27.57871,9331
E01001244,00AJ,Ealing,H,London,37.7634,5258
E01001245,00AJ,Ealing,H,London,24.85426,10755
E01001246,00AJ,Ealing,H,London,30.46932,7992
E01001247,00AJ,Ealing,H,London,24.61757,10898
E01001248,00AJ,Ealing,H,London,20.02603,13978
E01001249,00AJ,Ealing,H,London,47.71995,2627
E01001250,00AJ,Ealing,H,London,40.88969,4295
E01001251,00AJ,Ealing,H,London,20.73177,13452
E01001252,00AJ,Ealing,H,London,28.78379,8762
E01001253,00AJ,Ealing,H,London,21.0687,13197
E01001254,00AJ,Ealing,H,London,16.4434,16968
E01001255,00AJ,Ealing,H,London,16.09459,17271
E01001256,00AJ,Ealing,H,London,34.21811,6476
E01001257,00AJ,Ealing,H,London,49.02413,2373
E01001258,00AJ,Ealing,H,London,17.28548,16212
E01001259,00AJ,Ealing,H,London,23.23876,11757
E01001260,00AJ,Ealing,H,London,22.80073,12022
E01001261,00AJ,Ealing,H,London,31.69464,7468
E01001262,00AJ,Ealing,H,London,33.67465,6670
E01001263,00AJ,Ealing,H,London,38.32814,5071
E01001264,00AJ,Ealing,H,London,30.57768,7942
E01001265,00AJ,Ealing,H,London,24.77618,10806
E01001266,00AJ,Ealing,H,London,18.7409,14978
E01001267,00AJ,Ealing,H,London,32.40271,7170
E01001268,00AJ,Ealing,H,London,17.79805,15780
E01001269,00AJ,Ealing,H,London,11.63687,21972
E01001270,00AJ,Ealing,H,London,14.96218,18277
E01001271,00AJ,Ealing,H,London,20.19775,13845
E01001272,00AJ,Ealing,H,London,17.21624,16268
E01001273,00AJ,Ealing,H,London,9.641494,24495
E01001274,00AJ,Ealing,H,London,9.475728,24716
E01001275,00AJ,Ealing,H,London,22.85299,11985
E01001276,00AJ,Ealing,H,London,19.97007,14016
E01001277,00AJ,Ealing,H,London,17.69061,15868
E01001278,00AJ,Ealing,H,London,20.55193,13580
E01001279,00AJ,Ealing,H,London,7.550024,27132
E01001280,00AJ,Ealing,H,London,11.47229,22154
E01001281,00AJ,Ealing,H,London,6.963228,27869
E01001282,00AJ,Ealing,H,London,32.5486,7109
E01001283,00AJ,Ealing,H,London,36.40919,5732
E01001284,00AJ,Ealing,H,London,14.87902,18362
E01001285,00AJ,Ealing,H,London,21.33508,13004
E01001286,00AJ,Ealing,H,London,21.62517,12794
E01001287,00AJ,Ealing,H,London,32.06807,7314
E01001288,00AJ,Ealing,H,London,15.77472,17543
E01001289,00AJ,Ealing,H,London,17.89848,15681
E01001290,00AJ,Ealing,H,London,15.67859,17634
E01001291,00AJ,Ealing,H,London,22.00437,12543
E01001292,00AJ,Ealing,H,London,16.06319,17291
E01001293,00AJ,Ealing,H,London,20.98953,13250
E01001294,00AJ,Ealing,H,London,22.60088,12147
E01001295,00AJ,Ealing,H,London,16.87949,16583
E01001296,00AJ,Ealing,H,London,24.84783,10760
E01001297,00AJ,Ealing,H,London,25.70281,10293
E01001298,00AJ,Ealing,H,London,27.86925,9195
E01001299,00AJ,Ealing,H,London,7.460763,27241
E01001300,00AJ,Ealing,H,London,9.894708,24174
E01001301,00AJ,Ealing,H,London,21.51665,12857
E01001302,00AJ,Ealing,H,London,13.19592,20155
E01001303,00AJ,Ealing,H,London,9.153587,25161
E01001304,00AJ,Ealing,H,London,14.83244,18405
E01001305,00AJ,Ealing,H,London,8.456871,26023
E01001306,00AJ,Ealing,H,London,9.01945,25322
E01001307,00AJ,Ealing,H,London,12.35178,21115
E01001308,00AJ,Ealing,H,London,13.84244,19420
E01001309,00AJ,Ealing,H,London,16.53268,16884
E01001310,00AJ,Ealing,H,London,19.38492,14456
E01001311,00AJ,Ealing,H,London,33.62896,6687
E01001312,00AJ,Ealing,H,London,14.81277,18422
E01001313,00AJ,Ealing,H,London,14.21147,18993
E01001314,00AJ,Ealing,H,London,13.80658,19469
E01001315,00AJ,Ealing,H,London,20.42542,13681
E01001316,00AJ,Ealing,H,London,44.15335,3410
E01001317,00AJ,Ealing,H,London,30.85225,7829
E01001318,00AJ,Ealing,H,London,38.99699,4869
E01001319,00AJ,Ealing,H,London,16.75333,16694
E01001320,00AJ,Ealing,H,London,40.99887,4257
E01001321,00AJ,Ealing,H,London,23.62959,11514
E01001322,00AJ,Ealing,H,London,20.46813,13644
E01001323,00AJ,Ealing,H,London,27.09234,9586
E01001324,00AJ,Ealing,H,London,32.03781,7330
E01001325,00AJ,Ealing,H,London,28.26449,8987
E01001326,00AJ,Ealing,H,London,38.79039,4931
E01001327,00AJ,Ealing,H,London,31.36355,7611
E01001328,00AJ,Ealing,H,London,40.05354,4543
E01001329,00AJ,Ealing,H,London,26.55767,9859
E01001330,00AJ,Ealing,H,London,50.72446,2051
E01001331,00AJ,Ealing,H,London,44.41057,3357
E01001332,00AJ,Ealing,H,London,43.2638,3637
E01001333,00AJ,Ealing,H,London,55.32021,1366
E01001334,00AJ,Ealing,H,London,53.78047,1575
E01001335,00AJ,Ealing,H,London,21.03284,13222
E01001336,00AJ,Ealing,H,London,25.64067,10327
E01001337,00AJ,Ealing,H,London,44.92853,3244
E01001338,00AJ,Ealing,H,London,34.80484,6289
E01001339,00AJ,Ealing,H,London,37.09681,5487
E01001340,00AJ,Ealing,H,London,52.77893,1726
E01001341,00AJ,Ealing,H,London,15.41141,17876
E01001342,00AJ,Ealing,H,London,15.42484,17861
E01001343,00AJ,Ealing,H,London,13.96748,19264
E01001344,00AJ,Ealing,H,London,21.33234,13007
E01001345,00AJ,Ealing,H,London,19.77445,14146
E01001346,00AJ,Ealing,H,London,14.14503,19074
E01001347,00AJ,Ealing,H,London,15.67733,17637
E01001348,00AJ,Ealing,H,London,18.96275,14789
E01001349,00AJ,Ealing,H,London,35.82687,5926
E01001350,00AJ,Ealing,H,London,18.01372,15572
E01001351,00AJ,Ealing,H,London,32.52753,7120
E01001352,00AJ,Ealing,H,London,16.00375,17326
E01001353,00AJ,Ealing,H,London,23.16192,11811
E01001354,00AJ,Ealing,H,London,19.04371,14715
E01001355,00AJ,Ealing,H,London,21.43569,12919
E01001356,00AJ,Ealing,H,London,44.61054,3318
E01001357,00AJ,Ealing,H,London,36.29347,5771
E01001358,00AJ,Ealing,H,London,40.69262,4363
E01001359,00AJ,Ealing,H,London,28.0543,9102
E01001360,00AJ,Ealing,H,London,29.37548,8475
E01001361,00AJ,Ealing,H,London,48.35498,2507
E01001362,00AJ,Ealing,H,London,29.65639,8344
E01001363,00AJ,Ealing,H,London,24.88283,10737
E01001364,00AJ,Ealing,H,London,40.22284,4497
E01001365,00AJ,Ealing,H,London,27.71748,9268
E01001366,00AJ,Ealing,H,London,30.83856,7836
E01001367,00AJ,Ealing,H,London,41.3362,4165
E01001368,00AJ,Ealing,H,London,28.88577,8709
E01001369,00AJ,Ealing,H,London,32.93552,6960
E01001370,00AJ,Ealing,H,London,26.85394,9698
E01001371,00AJ,Ealing,H,London,35.90131,5897
E01001372,00AJ,Ealing,H,London,33.3313,6789
E01001373,00AJ,Ealing,H,London,29.09097,8605
E01001374,00AJ,Ealing,H,London,15.56316,17737
E01001375,00AJ,Ealing,H,London,8.206967,26336
E01001376,00AJ,Ealing,H,London,26.95468,9638
E01001377,00AJ,Ealing,H,London,9.991508,24033
E01001378,00AJ,Ealing,H,London,15.03525,18216
E01001379,00AJ,Ealing,H,London,8.146214,26419
E01001380,00AJ,Ealing,H,London,11.67976,21919
E01001381,00AJ,Ealing,H,London,24.84529,10762
E01001382,00AJ,Ealing,H,London,8.820408,25556
E01001383,00AJ,Ealing,H,London,14.85642,18380
E01001384,00AJ,Ealing,H,London,12.0761,21453
E01001385,00AJ,Ealing,H,London,10.25347,23701
E01001386,00AJ,Ealing,H,London,10.42358,23482
E01001387,00AJ,Ealing,H,London,20.44493,13659
E01001388,00AJ,Ealing,H,London,43.2256,3645
E01001389,00AJ,Ealing,H,London,24.99467,10671
E01001390,00AK,Enfield,H,London,14.92916,18305
E01001391,00AK,Enfield,H,London,33.96237,6561
E01001392,00AK,Enfield,H,London,13.35506,19968
E01001393,00AK,Enfield,H,London,24.10054,11215
E01001394,00AK,Enfield,H,London,33.1577,6867
E01001395,00AK,Enfield,H,London,37.78142,5254
E01001396,00AK,Enfield,H,London,26.64625,9812
E01001397,00AK,Enfield,H,London,28.8386,8737
E01001398,00AK,Enfield,H,London,6.329216,28612
E01001399,00AK,Enfield,H,London,10.36178,23553
E01001400,00AK,Enfield,H,London,7.608981,27056
E01001401,00AK,Enfield,H,London,9.810461,24269
E01001402,00AK,Enfield,H,London,12.27631,21215
E01001403,00AK,Enfield,H,London,17.96066,15615
E01001404,00AK,Enfield,H,London,24.65567,10874
E01001405,00AK,Enfield,H,London,12.30669,21164
E01001406,00AK,Enfield,H,London,20.89396,13317
E01001407,00AK,Enfield,H,London,23.66525,11484
E01001408,00AK,Enfield,H,London,14.93843,18297
E01001409,00AK,Enfield,H,London,32.18346,7269
E01001410,00AK,Enfield,H,London,44.94402,3239
E01001411,00AK,Enfield,H,London,14.26664,18932
E01001412,00AK,Enfield,H,London,27.75825,9256
E01001413,00AK,Enfield,H,London,6.601702,28300
E01001414,00AK,Enfield,H,London,38.56237,5006
E01001415,00AK,Enfield,H,London,12.80119,20620
E01001416,00AK,Enfield,H,London,6.290293,28659
E01001417,00AK,Enfield,H,London,6.333141,28606
E01001418,00AK,Enfield,H,London,20.12654,13900
E01001419,00AK,Enfield,H,London,15.88442,17441
E01001420,00AK,Enfield,H,London,24.67097,10867
E01001421,00AK,Enfield,H,London,24.29826,11099
E01001422,00AK,Enfield,H,London,6.135311,28839
E01001423,00AK,Enfield,H,London,26.3986,9941
E01001424,00AK,Enfield,H,London,58.93393,922
E01001425,00AK,Enfield,H,London,55.79268,1292
E01001426,00AK,Enfield,H,London,42.43782,3848
E01001427,00AK,Enfield,H,London,53.09829,1677
E01001428,00AK,Enfield,H,London,39.98544,4566
E01001429,00AK,Enfield,H,London,54.3673,1497
E01001430,00AK,Enfield,H,London,53.39021,1640
E01001431,00AK,Enfield,H,London,47.97971,2578
E01001432,00AK,Enfield,H,London,48.38867,2499
E01001433,00AK,Enfield,H,London,35.85881,5914
E01001434,00AK,Enfield,H,London,26.22226,10033
E01001435,00AK,Enfield,H,London,23.48875,11593
E01001436,00AK,Enfield,H,London,21.80337,12669
E01001437,00AK,Enfield,H,London,36.30742,5768
E01001438,00AK,Enfield,H,London,30.87713,7816
E01001439,00AK,Enfield,H,London,45.41564,3124
E01001440,00AK,Enfield,H,London,30.66271,7907
E01001441,00AK,Enfield,H,London,40.82652,4317
E01001442,00AK,Enfield,H,London,39.37138,4751
E01001443,00AK,Enfield,H,London,30.05756,8173
E01001444,00AK,Enfield,H,London,23.83871,11376
E01001445,00AK,Enfield,H,London,31.65619,7486
E01001446,00AK,Enfield,H,London,24.15812,11178
E01001447,00AK,Enfield,H,London,40.38078,4457
E01001448,00AK,Enfield,H,London,28.85363,8731
E01001449,00AK,Enfield,H,London,27.08207,9590
E01001450,00AK,Enfield,H,London,19.48134,14383
E01001451,00AK,Enfield,H,London,12.93462,20472
E01001452,00AK,Enfield,H,London,9.372015,24860
E01001453,00AK,Enfield,H,London,6.054048,28923
E01001454,00AK,Enfield,H,London,7.358251,27354
E01001455,00AK,Enfield,H,London,9.52477,24652
E01001456,00AK,Enfield,H,London,4.616489,30443
E01001457,00AK,Enfield,H,London,11.06857,22636
E01001458,00AK,Enfield,H,London,54.10594,1530
E01001459,00AK,Enfield,H,London,23.28059,11732
E01001460,00AK,Enfield,H,London,36.61139,5648
E01001461,00AK,Enfield,H,London,39.29856,4777
E01001462,00AK,Enfield,H,London,30.33228,8061
E01001463,00AK,Enfield,H,London,21.49633,12877
E01001464,00AK,Enfield,H,London,35.69894,5976
E01001465,00AK,Enfield,H,London,26.18609,10052
E01001466,00AK,Enfield,H,London,29.62567,8355
E01001467,00AK,Enfield,H,London,30.47981,7983
E01001468,00AK,Enfield,H,London,23.38099,11662
E01001469,00AK,Enfield,H,London,20.03468,13969
E01001470,00AK,Enfield,H,London,8.578486,25875
E01001471,00AK,Enfield,H,London,17.77297,15797
E01001472,00AK,Enfield,H,London,13.9267,19316
E01001473,00AK,Enfield,H,London,18.54239,15147
E01001474,00AK,Enfield,H,London,10.91101,22837
E01001475,00AK,Enfield,H,London,6.110281,28870
E01001476,00AK,Enfield,H,London,24.19027,11162
E01001477,00AK,Enfield,H,London,34.91597,6248
E01001478,00AK,Enfield,H,London,24.74271,10823
E01001479,00AK,Enfield,H,London,32.11937,7290
E01001480,00AK,Enfield,H,London,25.81212,10232
E01001481,00AK,Enfield,H,London,26.35311,9958
E01001482,00AK,Enfield,H,London,34.05005,6539
E01001483,00AK,Enfield,H,London,48.13335,2555
E01001484,00AK,Enfield,H,London,23.2283,11771
E01001485,00AK,Enfield,H,London,42.18666,3919
E01001486,00AK,Enfield,H,London,39.9075,4590
E01001487,00AK,Enfield,H,London,35.43464,6059
E01001488,00AK,Enfield,H,London,25.20275,10559
E01001489,00AK,Enfield,H,London,33.95881,6564
E01001490,00AK,Enfield,H,London,40.98472,4266
E01001491,00AK,Enfield,H,London,33.74205,6635
E01001492,00AK,Enfield,H,London,36.37905,5747
E01001493,00AK,Enfield,H,London,29.42869,8454
E01001494,00AK,Enfield,H,London,17.98729,15596
E01001495,00AK,Enfield,H,London,16.32334,17069
E01001496,00AK,Enfield,H,London,14.37962,18825
E01001497,00AK,Enfield,H,London,29.68185,8328
E01001498,00AK,Enfield,H,London,20.8605,13348
E01001499,00AK,Enfield,H,London,22.81952,12009
E01001500,00AK,Enfield,H,London,27.21083,9528
E01001501,00AK,Enfield,H,London,28.09532,9077
E01001502,00AK,Enfield,H,London,26.82858,9714
E01001503,00AK,Enfield,H,London,27.72696,9265
E01001504,00AK,Enfield,H,London,36.71689,5612
E01001505,00AK,Enfield,H,London,32.20112,7261
E01001506,00AK,Enfield,H,London,38.83036,4921
E01001507,00AK,Enfield,H,London,42.60693,3805
E01001508,00AK,Enfield,H,London,31.67123,7478
E01001509,00AK,Enfield,H,London,35.019,6216
E01001510,00AK,Enfield,H,London,49.28926,2326
E01001511,00AK,Enfield,H,London,21.21194,13090
E01001512,00AK,Enfield,H,London,21.29696,13028
E01001513,00AK,Enfield,H,London,31.23796,7658
E01001514,00AK,Enfield,H,London,21.62534,12793
E01001515,00AK,Enfield,H,London,34.58757,6359
E01001516,00AK,Enfield,H,London,31.52628,7546
E01001517,00AK,Enfield,H,London,54.55271,1468
E01001518,00AK,Enfield,H,London,19.69986,14209
E01001519,00AK,Enfield,H,London,15.57831,17725
E01001520,00AK,Enfield,H,London,15.59429,17708
E01001521,00AK,Enfield,H,London,10.11618,23866
E01001522,00AK,Enfield,H,London,12.90077,20515
E01001523,00AK,Enfield,H,London,6.747793,28130
E01001524,00AK,Enfield,H,London,17.54096,15988
E01001525,00AK,Enfield,H,London,19.64525,14257
E01001526,00AK,Enfield,H,London,7.590759,27078
E01001527,00AK,Enfield,H,London,17.20985,16273
E01001528,00AK,Enfield,H,London,41.24825,4190
E01001529,00AK,Enfield,H,London,37.82164,5242
E01001530,00AK,Enfield,H,London,20.84267,13361
E01001531,00AK,Enfield,H,London,9.564857,24592
E01001532,00AK,Enfield,H,London,8.676497,25760
E01001533,00AK,Enfield,H,London,5.877216,29123
E01001534,00AK,Enfield,H,London,15.67835,17635
E01001535,00AK,Enfield,H,London,14.07315,19160
E01001536,00AK,Enfield,H,London,17.04066,16445
E01001537,00AK,Enfield,H,London,14.63013,18591
E01001538,00AK,Enfield,H,London,9.316772,24936
E01001539,00AK,Enfield,H,London,13.15837,20210
E01001540,00AK,Enfield,H,London,13.39498,19919
E01001541,00AK,Enfield,H,London,8.448348,26037
E01001542,00AK,Enfield,H,London,19.76332,14153
E01001543,00AK,Enfield,H,London,10.50505,23358
E01001544,00AK,Enfield,H,London,10.03345,23978
E01001545,00AK,Enfield,H,London,48.71015,2439
E01001546,00AK,Enfield,H,London,24.74804,10818
E01001547,00AK,Enfield,H,London,30.53315,7956
E01001548,00AK,Enfield,H,London,33.58052,6715
E01001549,00AK,Enfield,H,London,44.98517,3231
E01001550,00AK,Enfield,H,London,29.80413,8278
E01001551,00AK,Enfield,H,London,40.48735,4426
E01001552,00AK,Enfield,H,London,22.60901,12143
E01001553,00AK,Enfield,H,London,45.23405,3166
E01001554,00AK,Enfield,H,London,51.50777,1930
E01001555,00AK,Enfield,H,London,37.28138,5425
E01001556,00AK,Enfield,H,London,20.5772,13560
E01001557,00AK,Enfield,H,London,32.46843,7146
E01001558,00AK,Enfield,H,London,52.23309,1813
E01001559,00AK,Enfield,H,London,45.77974,3045
E01001560,00AK,Enfield,H,London,32.23943,7246
E01001561,00AK,Enfield,H,London,35.85253,5915
E01001562,00AK,Enfield,H,London,41.28878,4178
E01001563,00AK,Enfield,H,London,19.18033,14614
E01001564,00AK,Enfield,H,London,13.10811,20274
E01001565,00AK,Enfield,H,London,16.06158,17292
E01001566,00AK,Enfield,H,London,17.69086,15867
E01001567,00AK,Enfield,H,London,6.487082,28428
E01001568,00AK,Enfield,H,London,8.727124,25696
E01001569,00AK,Enfield,H,London,16.38129,17023
E01001570,00AK,Enfield,H,London,17.95682,15623
E01001571,00AL,Greenwich,H,London,27.22814,9517
E01001572,00AL,Greenwich,H,London,23.98092,11285
E01001573,00AL,Greenwich,H,London,22.8351,11999
E01001574,00AL,Greenwich,H,London,50.42124,2116
E01001575,00AL,Greenwich,H,London,45.52867,3106
E01001576,00AL,Greenwich,H,London,50.5773,2079
E01001577,00AL,Greenwich,H,London,48.18762,2540
E01001578,00AL,Greenwich,H,London,34.44629,6408
E01001579,00AL,Greenwich,H,London,34.70347,6322
E01001580,00AL,Greenwich,H,London,18.32285,15314
E01001581,00AL,Greenwich,H,London,26.20552,10045
E01001582,00AL,Greenwich,H,London,32.66663,7061
E01001583,00AL,Greenwich,H,London,19.90969,14062
E01001584,00AL,Greenwich,H,London,14.22331,18980
E01001585,00AL,Greenwich,H,London,17.40863,16098
E01001586,00AL,Greenwich,H,London,31.30334,7630
E01001587,00AL,Greenwich,H,London,19.75015,14165
E01001588,00AL,Greenwich,H,London,36.3607,5752
E01001589,00AL,Greenwich,H,London,38.22701,5108
E01001590,00AL,Greenwich,H,London,24.67517,10864
E01001591,00AL,Greenwich,H,London,43.98319,3441
E01001592,00AL,Greenwich,H,London,20.61341,13534
E01001593,00AL,Greenwich,H,London,17.95234,15626
E01001594,00AL,Greenwich,H,London,53.45851,1629
E01001595,00AL,Greenwich,H,London,39.50659,4706
E01001596,00AL,Greenwich,H,London,11.95229,21575
E01001597,00AL,Greenwich,H,London,19.11678,14661
E01001598,00AL,Greenwich,H,London,15.73133,17572
E01001599,00AL,Greenwich,H,London,23.83211,11381
E01001600,00AL,Greenwich,H,London,17.82801,15752
E01001601,00AL,Greenwich,H,London,15.36606,17919
E01001602,00AL,Greenwich,H,London,36.37395,5748
E01001603,00AL,Greenwich,H,London,39.67268,4660
E01001604,00AL,Greenwich,H,London,14.13584,19085
E01001605,00AL,Greenwich,H,London,10.54681,23291
E01001606,00AL,Greenwich,H,London,10.13614,23834
E01001607,00AL,Greenwich,H,London,15.34486,17942
E01001608,00AL,Greenwich,H,London,13.58445,19712
E01001609,00AL,Greenwich,H,London,28.654,8820
E01001610,00AL,Greenwich,H,London,12.9748,20429
E01001611,00AL,Greenwich,H,London,22.40186,12279
E01001612,00AL,Greenwich,H,London,11.36642,22261
E01001613,00AL,Greenwich,H,London,29.13214,8585
E01001614,00AL,Greenwich,H,London,10.16132,23812
E01001615,00AL,Greenwich,H,London,23.26301,11742
E01001616,00AL,Greenwich,H,London,50.4386,2110
