LSOA01CD,LA CODE,LA NAME,GOR CODE,GOR NAME,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived)
E01000001,00AA,City of London,H,London,6.161637,28814
E01000002,00AA,City of London,H,London,5.585054,29450
E01000003,00AA,City of London,H,London,13.29292,20047
E01000004,00AA,City of London,H,London,11.17135,22503
E01000005,00AA,City of London,H,London,21.36466,12978
E01000006,00AB,Barking and Dagenham,H,London,17.07765,16410
E01000007,00AB,Barking and Dagenham,H,London,37.23528,5438
E01000008,00AB,Barking and Dagenham,H,London,45.21677,3172
E01000009,00AB,Barking and Dagenham,H,London,29.41356,8462
E01000010,00AB,Barking and Dagenham,H,London,38.44798,5038
E01000011,00AB,Barking and Dagenham,H,London,29.48219,8421
E01000012,00AB,Barking and Dagenham,H,London,37.34236,5400
E01000013,00AB,Barking and Dagenham,H,London,39.79677,4626
E01000014,00AB,Barking and Dagenham,H,London,37.83172,5235
E01000015,00AB,Barking and Dagenham,H,London,38.81102,4926
E01000016,00AB,Barking and Dagenham,H,London,31.64162,7495
E01000017,00AB,Barking and Dagenham,H,London,35.34124,6099
E01000018,00AB,Barking and Dagenham,H,London,32.63291,7073
E01000019,00AB,Barking and Dagenham,H,London,32.84567,6993
E01000020,00AB,Barking and Dagenham,H,London,34.19407,6486
E01000021,00AB,Barking and Dagenham,H,London,34.03406,6542
E01000022,00AB,Barking and Dagenham,H,London,28.61592,8839
E01000023,00AB,Barking and Dagenham,H,London,23.90313,11340
E01000024,00AB,Barking and Dagenham,H,London,29.29695,8512
E01000025,00AB,Barking and Dagenham,H,London,32.73026,7034
E01000026,00AB,Barking and Dagenham,H,London,36.55052,5669
E01000027,00AB,Barking and Dagenham,H,London,49.15488,2355
E01000028,00AB,Barking and Dagenham,H,London,43.01204,3695
E01000029,00AB,Barking and Dagenham,H,London,26.83182,9710
E01000030,00AB,Barking and Dagenham,H,London,52.51403,1773
E01000031,00AB,Barking and Dagenham,H,London,26.75188,9754
E01000032,00AB,Barking and Dagenham,H,London,29.60314,8363
E01000033,00AB,Barking and Dagenham,H,London,40.95349,4274
E01000034,00AB,Barking and Dagenham,H,London,31.39992,7596
E01000035,00AB,Barking and Dagenham,H,London,28.15418,9045
E01000036,00AB,Barking and Dagenham,H,London,21.53277,12845
E01000037,00AB,Barking and Dagenham,H,London,22.27847,12349
E01000038,00AB,Barking and Dagenham,H,London,18.87062,14866
E01000039,00AB,Barking and Dagenham,H,London,18.38512,15265
E01000040,00AB,Barking and Dagenham,H,London,38.8672,4909
E01000041,00AB,Barking and Dagenham,H,London,32.8611,6985
E01000042,00AB,Barking and Dagenham,H,London,39.48766,4715
E01000043,00AB,Barking and Dagenham,H,London,32.93694,6958
E01000044,00AB,Barking and Dagenham,H,London,31.9693,7359
E01000045,00AB,Barking and Dagenham,H,London,40.11685,4529
E01000046,00AB,Barking and Dagenham,H,London,28.92122,8690
E01000047,00AB,Barking and Dagenham,H,London,41.65725,4069
E01000048,00AB,Barking and Dagenham,H,London,55.47113,1338
E01000049,00AB,Barking and Dagenham,H,London,44.55569,3328
E01000050,00AB,Barking and Dagenham,H,London,34.64766,6339
E01000051,00AB,Barking and Dagenham,H,London,53.89508,1557
E01000052,00AB,Barking and Dagenham,H,London,29.23539,8534
E01000053,00AB,Barking and Dagenham,H,London,32.75126,7023
E01000054,00AB,Barking and Dagenham,H,London,29.76774,8295
E01000055,00AB,Barking and Dagenham,H,London,29.70741,8317
E01000056,00AB,Barking and Dagenham,H,London,37.70879,5285
E01000057,00AB,Barking and Dagenham,H,London,38.85528,4910
E01000058,00AB,Barking and Dagenham,H,London,37.36129,5393
E01000059,00AB,Barking and Dagenham,H,London,34.54724,6376
E01000060,00AB,Barking and Dagenham,H,London,42.00382,3969
E01000061,00AB,Barking and Dagenham,H,London,51.25674,1959
E01000062,00AB,Barking and Dagenham,H,London,33.29422,6806
E01000063,00AB,Barking and Dagenham,H,London,33.92427,6578
E01000064,00AB,Barking and Dagenham,H,London,35.19343,6151
E01000065,00AB,Barking and Dagenham,H,London,36.5953,5654
E01000066,00AB,Barking and Dagenham,H,London,25.4217,10437
E01000067,00AB,Barking and Dagenham,H,London,23.07328,11857
E01000068,00AB,Barking and Dagenham,H,London,23.35151,11683
E01000069,00AB,Barking and Dagenham,H,London,15.88051,17446
E01000070,00AB,Barking and Dagenham,H,London,20.4236,13683
E01000071,00AB,Barking and Dagenham,H,London,16.91136,16553
E01000072,00AB,Barking and Dagenham,H,London,42.40278,3860
E01000073,00AB,Barking and Dagenham,H,London,36.41899,5726
E01000074,00AB,Barking and Dagenham,H,London,32.27334,7230
E01000075,00AB,Barking and Dagenham,H,London,34.91813,6245
E01000076,00AB,Barking and Dagenham,H,London,42.34461,3876
E01000077,00AB,Barking and Dagenham,H,London,34.70002,6324
E01000078,00AB,Barking and Dagenham,H,London,37.66243,5302
E01000079,00AB,Barking and Dagenham,H,London,35.19484,6148
E01000080,00AB,Barking and Dagenham,H,London,34.21697,6477
E01000081,00AB,Barking and Dagenham,H,London,32.40227,7171
E01000082,00AB,Barking and Dagenham,H,London,35.6043,6002
E01000083,00AB,Barking and Dagenham,H,London,37.60174,5316
E01000084,00AB,Barking and Dagenham,H,London,35.68641,5979
E01000085,00AB,Barking and Dagenham,H,London,39.16033,4823
E01000086,00AB,Barking and Dagenham,H,London,32.43201,7157
E01000087,00AB,Barking and Dagenham,H,London,35.56472,6017
E01000088,00AB,Barking and Dagenham,H,London,27.83138,9221
E01000089,00AB,Barking and Dagenham,H,London,29.73686,8310
E01000090,00AB,Barking and Dagenham,H,London,26.75087,9755
E01000091,00AB,Barking and Dagenham,H,London,46.83227,2801
E01000092,00AB,Barking and Dagenham,H,London,27.6282,9310
E01000093,00AB,Barking and Dagenham,H,London,48.7888,2420
E01000094,00AB,Barking and Dagenham,H,London,31.81446,7422
E01000095,00AB,Barking and Dagenham,H,London,32.91345,6966
E01000096,00AB,Barking and Dagenham,H,London,51.17922,1974
E01000097,00AB,Barking and Dagenham,H,London,36.80046,5577
E01000098,00AB,Barking and Dagenham,H,London,34.67654,6330
E01000099,00AB,Barking and Dagenham,H,London,36.95881,5518
E01000100,00AB,Barking and Dagenham,H,London,35.9161,5890
E01000101,00AB,Barking and Dagenham,H,London,37.97425,5184
E01000102,00AB,Barking and Dagenham,H,London,34.60889,6352
E01000103,00AB,Barking and Dagenham,H,London,39.99058,4565
E01000104,00AB,Barking and Dagenham,H,London,48.42598,2491
E01000105,00AB,Barking and Dagenham,H,London,43.33175,3624
E01000106,00AB,Barking and Dagenham,H,London,46.264,2929
E01000107,00AB,Barking and Dagenham,H,London,25.60467,10346
E01000108,00AB,Barking and Dagenham,H,London,26.87066,9690
E01000109,00AB,Barking and Dagenham,H,London,29.44176,8443
E01000110,00AB,Barking and Dagenham,H,London,19.06512,14694
E01000111,00AB,Barking and Dagenham,H,London,30.50957,7970
E01000112,00AB,Barking and Dagenham,H,London,26.36762,9952
E01000113,00AB,Barking and Dagenham,H,London,20.16363,13878
E01000114,00AB,Barking and Dagenham,H,London,26.76435,9746
E01000115,00AC,Barnet,H,London,4.643323,30415
E01000116,00AC,Barnet,H,London,9.081258,25246
E01000117,00AC,Barnet,H,London,10.51118,23350
E01000118,00AC,Barnet,H,London,12.96539,20445
E01000119,00AC,Barnet,H,London,9.625097,24520
E01000120,00AC,Barnet,H,London,7.2904,27438
E01000121,00AC,Barnet,H,London,31.92867,7372
E01000122,00AC,Barnet,H,London,8.949264,25408
E01000123,00AC,Barnet,H,London,13.39412,19921
E01000124,00AC,Barnet,H,London,25.33343,10481
E01000125,00AC,Barnet,H,London,36.41887,5727
E01000126,00AC,Barnet,H,London,32.73006,7035
E01000127,00AC,Barnet,H,London,23.70964,11459
E01000128,00AC,Barnet,H,London,22.70908,12081
E01000129,00AC,Barnet,H,London,34.26831,6464
E01000130,00AC,Barnet,H,London,27.46604,9384
E01000131,00AC,Barnet,H,London,17.78675,15787
E01000132,00AC,Barnet,H,London,26.09347,10096
E01000133,00AC,Barnet,H,London,28.77397,8766
E01000134,00AC,Barnet,H,London,22.66407,12113
E01000135,00AC,Barnet,H,London,9.634626,24508
E01000136,00AC,Barnet,H,London,10.24247,23716
E01000137,00AC,Barnet,H,London,30.81028,7846
E01000138,00AC,Barnet,H,London,19.66549,14238
E01000139,00AC,Barnet,H,London,14.44453,18766
E01000140,00AC,Barnet,H,London,17.84832,15734
E01000141,00AC,Barnet,H,London,28.40675,8929
E01000142,00AC,Barnet,H,London,20.35579,13727
E01000143,00AC,Barnet,H,London,29.00308,8656
E01000144,00AC,Barnet,H,London,13.74871,19535
E01000145,00AC,Barnet,H,London,9.1536,25160
E01000146,00AC,Barnet,H,London,14.40226,18802
E01000147,00AC,Barnet,H,London,14.79104,18447
E01000148,00AC,Barnet,H,London,26.21966,10035
E01000149,00AC,Barnet,H,London,14.26275,18936
E01000150,00AC,Barnet,H,London,19.48063,14384
E01000151,00AC,Barnet,H,London,37.2202,5443
E01000152,00AC,Barnet,H,London,34.90312,6252
E01000153,00AC,Barnet,H,London,38.47334,5029
E01000154,00AC,Barnet,H,London,43.3484,3620
E01000155,00AC,Barnet,H,London,22.73376,12065
E01000156,00AC,Barnet,H,London,15.28021,17996
E01000157,00AC,Barnet,H,London,16.43939,16970
E01000158,00AC,Barnet,H,London,18.18493,15431
E01000159,00AC,Barnet,H,London,16.33367,17057
E01000160,00AC,Barnet,H,London,11.47264,22153
E01000161,00AC,Barnet,H,London,13.98923,19240
E01000162,00AC,Barnet,H,London,19.02026,14736
E01000163,00AC,Barnet,H,London,29.59589,8367
E01000164,00AC,Barnet,H,London,28.48411,8902
E01000165,00AC,Barnet,H,London,11.32023,22327
E01000166,00AC,Barnet,H,London,13.86856,19388
E01000167,00AC,Barnet,H,London,21.74649,12700
E01000168,00AC,Barnet,H,London,5.596765,29438
E01000169,00AC,Barnet,H,London,10.20957,23759
E01000170,00AC,Barnet,H,London,17.98764,15594
E01000171,00AC,Barnet,H,London,17.62641,15920
E01000172,00AC,Barnet,H,London,8.680864,25752
E01000173,00AC,Barnet,H,London,8.463643,26013
E01000174,00AC,Barnet,H,London,15.67574,17639
E01000175,00AC,Barnet,H,London,8.402637,26105
E01000176,00AC,Barnet,H,London,26.83165,9711
E01000177,00AC,Barnet,H,London,10.98749,22740
E01000178,00AC,Barnet,H,London,14.63742,18584
E01000179,00AC,Barnet,H,London,12.60837,20839
E01000180,00AC,Barnet,H,London,17.15516,16321
E01000181,00AC,Barnet,H,London,13.85563,19398
E01000182,00AC,Barnet,H,London,10.78882,22981
E01000183,00AC,Barnet,H,London,12.39781,21060
E01000184,00AC,Barnet,H,London,43.70145,3519
E01000185,00AC,Barnet,H,London,35.98324,5875
E01000186,00AC,Barnet,H,London,6.809971,28057
E01000187,00AC,Barnet,H,London,13.87223,19384
E01000188,00AC,Barnet,H,London,6.973128,27856
E01000189,00AC,Barnet,H,London,42.13879,3935
E01000190,00AC,Barnet,H,London,10.96705,22768
E01000191,00AC,Barnet,H,London,9.175686,25118
E01000192,00AC,Barnet,H,London,15.3473,17936
E01000193,00AC,Barnet,H,London,14.19037,19019
E01000194,00AC,Barnet,H,London,20.56914,13567
E01000195,00AC,Barnet,H,London,29.32969,8495
E01000196,00AC,Barnet,H,London,11.86652,21686
E01000197,00AC,Barnet,H,London,12.57673,20871
E01000198,00AC,Barnet,H,London,11.03838,22675
E01000199,00AC,Barnet,H,London,8.594578,25851
E01000200,00AC,Barnet,H,London,12.6808,20751
E01000201,00AC,Barnet,H,London,7.741012,26899
E01000202,00AC,Barnet,H,London,9.171186,25126
E01000203,00AC,Barnet,H,London,22.81392,12013
E01000204,00AC,Barnet,H,London,10.55325,23285
E01000205,00AC,Barnet,H,London,6.981049,27845
E01000206,00AC,Barnet,H,London,9.520554,24660
E01000207,00AC,Barnet,H,London,6.627071,28272
E01000208,00AC,Barnet,H,London,7.892189,26727
E01000209,00AC,Barnet,H,London,8.530557,25928
E01000210,00AC,Barnet,H,London,8.386865,26119
E01000211,00AC,Barnet,H,London,15.94653,17370
E01000212,00AC,Barnet,H,London,8.489413,25992
E01000213,00AC,Barnet,H,London,9.427067,24783
E01000214,00AC,Barnet,H,London,10.7915,22976
E01000215,00AC,Barnet,H,London,12.03891,21492
E01000216,00AC,Barnet,H,London,11.38214,22250
E01000217,00AC,Barnet,H,London,10.38106,23531
E01000218,00AC,Barnet,H,London,11.76979,21809
E01000219,00AC,Barnet,H,London,13.64708,19637
E01000220,00AC,Barnet,H,London,16.92717,16533
E01000221,00AC,Barnet,H,London,36.67755,5626
E01000222,00AC,Barnet,H,London,24.86496,10749
E01000223,00AC,Barnet,H,London,32.67405,7057
E01000224,00AC,Barnet,H,London,17.24843,16239
E01000225,00AC,Barnet,H,London,11.13406,22546
E01000226,00AC,Barnet,H,London,28.06831,9092
E01000227,00AC,Barnet,H,London,10.71614,23087
E01000228,00AC,Barnet,H,London,12.82872,20583
E01000229,00AC,Barnet,H,London,23.51101,11576
E01000230,00AC,Barnet,H,London,8.496194,25981
E01000231,00AC,Barnet,H,London,15.61853,17687
E01000232,00AC,Barnet,H,London,13.82314,19447
E01000233,00AC,Barnet,H,London,12.16769,21344
E01000234,00AC,Barnet,H,London,9.248158,25034
E01000235,00AC,Barnet,H,London,23.52346,11568
E01000236,00AC,Barnet,H,London,16.70738,16734
E01000237,00AC,Barnet,H,London,14.45593,18757
E01000238,00AC,Barnet,H,London,16.4159,16996
E01000239,00AC,Barnet,H,London,18.71417,14994
E01000240,00AC,Barnet,H,London,17.79831,15779
E01000241,00AC,Barnet,H,London,11.92773,21606
E01000242,00AC,Barnet,H,London,16.46292,16958
E01000243,00AC,Barnet,H,London,17.6307,15916
E01000244,00AC,Barnet,H,London,14.48978,18726
E01000245,00AC,Barnet,H,London,31.83746,7410
E01000246,00AC,Barnet,H,London,9.944574,24102
E01000247,00AC,Barnet,H,London,10.87212,22872
E01000248,00AC,Barnet,H,London,10.16927,23801
E01000249,00AC,Barnet,H,London,5.331185,29706
E01000250,00AC,Barnet,H,London,12.86659,20542
E01000251,00AC,Barnet,H,London,22.89944,11959
E01000252,00AC,Barnet,H,London,15.94601,17371
E01000253,00AC,Barnet,H,London,10.11527,23868
E01000254,00AC,Barnet,H,London,7.106885,27678
E01000255,00AC,Barnet,H,London,18.03129,15557
E01000256,00AC,Barnet,H,London,12.13266,21385
E01000257,00AC,Barnet,H,London,30.57439,7943
E01000258,00AC,Barnet,H,London,11.34034,22293
E01000259,00AC,Barnet,H,London,12.27868,21210
E01000260,00AC,Barnet,H,London,19.064,14696
E01000261,00AC,Barnet,H,London,8.452681,26029
E01000262,00AC,Barnet,H,London,15.17141,18096
E01000263,00AC,Barnet,H,London,5.406214,29649
E01000264,00AC,Barnet,H,London,14.59675,18621
E01000265,00AC,Barnet,H,London,19.96826,14019
E01000266,00AC,Barnet,H,London,8.516655,25947
E01000267,00AC,Barnet,H,London,11.03126,22685
E01000268,00AC,Barnet,H,London,20.93304,13289
E01000269,00AC,Barnet,H,London,9.523819,24654
E01000270,00AC,Barnet,H,London,9.765789,24342
E01000271,00AC,Barnet,H,London,7.841792,26782
E01000272,00AC,Barnet,H,London,5.707286,29327
E01000273,00AC,Barnet,H,London,14.68106,18547
E01000274,00AC,Barnet,H,London,18.99135,14763
E01000275,00AC,Barnet,H,London,11.5496,22074
E01000276,00AC,Barnet,H,London,5.30561,29726
E01000277,00AC,Barnet,H,London,18.00973,15573
E01000278,00AC,Barnet,H,London,5.484159,29556
E01000279,00AC,Barnet,H,London,7.743759,26897
E01000280,00AC,Barnet,H,London,4.286368,30768
E01000281,00AC,Barnet,H,London,13.23872,20112
E01000282,00AC,Barnet,H,London,10.13297,23840
E01000283,00AC,Barnet,H,London,4.696212,30365
E01000284,00AC,Barnet,H,London,18.68929,15019
E01000285,00AC,Barnet,H,London,13.57137,19727
E01000286,00AC,Barnet,H,London,21.95663,12569
E01000287,00AC,Barnet,H,London,22.50048,12215
E01000288,00AC,Barnet,H,London,12.78017,20654
E01000289,00AC,Barnet,H,London,35.52534,6032
E01000290,00AC,Barnet,H,London,18.58616,15112
E01000291,00AC,Barnet,H,London,29.3002,8510
E01000292,00AC,Barnet,H,London,10.2398,23720
E01000293,00AC,Barnet,H,London,6.973502,27855
E01000294,00AC,Barnet,H,London,12.67282,20758
E01000295,00AC,Barnet,H,London,14.56607,18648
E01000296,00AC,Barnet,H,London,16.01881,17324
E01000297,00AC,Barnet,H,London,15.78717,17530
E01000298,00AC,Barnet,H,London,13.57514,19723
E01000299,00AC,Barnet,H,London,16.90794,16558
E01000300,00AC,Barnet,H,London,10.97169,22759
E01000301,00AC,Barnet,H,London,7.421872,27283
E01000302,00AC,Barnet,H,London,19.51809,14351
E01000303,00AC,Barnet,H,London,7.831461,26793
E01000304,00AC,Barnet,H,London,15.37678,17909
E01000305,00AC,Barnet,H,London,25.13312,10603
E01000306,00AC,Barnet,H,London,18.83569,14895
E01000307,00AC,Barnet,H,London,22.38761,12296
E01000308,00AC,Barnet,H,London,36.99994,5509
E01000309,00AC,Barnet,H,London,12.05338,21477
E01000310,00AC,Barnet,H,London,18.67108,15033
E01000311,00AC,Barnet,H,London,11.6605,21940
E01000312,00AC,Barnet,H,London,21.34613,12994
E01000313,00AC,Barnet,H,London,27.10239,9580
E01000314,00AC,Barnet,H,London,14.31646,18880
E01000315,00AC,Barnet,H,London,31.54228,7543
E01000316,00AC,Barnet,H,London,20.3101,13761
E01000317,00AC,Barnet,H,London,15.91823,17402
E01000318,00AC,Barnet,H,London,12.90286,20513
E01000319,00AC,Barnet,H,London,9.713819,24406
E01000320,00AC,Barnet,H,London,9.681382,24441
E01000321,00AC,Barnet,H,London,16.539,16879
E01000322,00AC,Barnet,H,London,16.34305,17051
E01000323,00AC,Barnet,H,London,21.02523,13233
E01000324,00AC,Barnet,H,London,14.64182,18582
E01000325,00AD,Bexley,H,London,6.614985,28291
E01000326,00AD,Bexley,H,London,13.36949,19956
E01000327,00AD,Bexley,H,London,8.191415,26359
E01000328,00AD,Bexley,H,London,7.45374,27249
E01000329,00AD,Bexley,H,London,17.39952,16106
E01000330,00AD,Bexley,H,London,15.7634,17554
E01000331,00AD,Bexley,H,London,24.75392,10815
E01000332,00AD,Bexley,H,London,19.70224,14207
E01000333,00AD,Bexley,H,London,26.867,9691
E01000334,00AD,Bexley,H,London,16.31296,17077
E01000335,00AD,Bexley,H,London,30.13633,8139
E01000336,00AD,Bexley,H,London,37.09776,5485
E01000337,00AD,Bexley,H,London,21.60485,12805
E01000338,00AD,Bexley,H,London,22.81973,12008
E01000339,00AD,Bexley,H,London,12.62187,20816
E01000340,00AD,Bexley,H,London,10.58692,23231
E01000341,00AD,Bexley,H,London,8.964859,25388
E01000342,00AD,Bexley,H,London,8.94637,25414
E01000343,00AD,Bexley,H,London,7.730639,26918
E01000344,00AD,Bexley,H,London,8.544714,25910
E01000345,00AD,Bexley,H,London,6.042251,28939
E01000346,00AD,Bexley,H,London,8.519588,25945
E01000347,00AD,Bexley,H,London,11.47488,22150
E01000348,00AD,Bexley,H,London,3.789299,31208
E01000349,00AD,Bexley,H,London,5.441545,29611
E01000350,00AD,Bexley,H,London,7.138658,27640
E01000351,00AD,Bexley,H,London,7.180403,27583
E01000352,00AD,Bexley,H,London,15.88605,17438
E01000353,00AD,Bexley,H,London,4.24577,30808
E01000354,00AD,Bexley,H,London,18.0952,15503
E01000355,00AD,Bexley,H,London,11.46716,22161
E01000356,00AD,Bexley,H,London,7.596535,27071
E01000357,00AD,Bexley,H,London,4.719844,30342
E01000358,00AD,Bexley,H,London,8.453273,26028
E01000359,00AD,Bexley,H,London,5.500352,29534
E01000360,00AD,Bexley,H,London,18.2608,15366
E01000361,00AD,Bexley,H,London,11.13718,22539
E01000362,00AD,Bexley,H,London,11.14596,22526
E01000363,00AD,Bexley,H,London,8.324577,26191
E01000364,00AD,Bexley,H,London,11.71033,21889
E01000365,00AD,Bexley,H,London,15.19544,18073
E01000366,00AD,Bexley,H,London,10.9008,22842
E01000367,00AD,Bexley,H,London,37.59129,5320
E01000368,00AD,Bexley,H,London,32.73629,7030
E01000369,00AD,Bexley,H,London,13.37749,19947
E01000370,00AD,Bexley,H,London,10.39212,23511
E01000371,00AD,Bexley,H,London,11.7973,21773
E01000372,00AD,Bexley,H,London,28.98537,8660
E01000373,00AD,Bexley,H,London,40.52508,4420
E01000374,00AD,Bexley,H,London,37.4427,5359
E01000375,00AD,Bexley,H,London,21.19827,13106
E01000376,00AD,Bexley,H,London,14.32384,18869
E01000377,00AD,Bexley,H,London,12.27769,21212
E01000378,00AD,Bexley,H,London,24.85335,10758
E01000379,00AD,Bexley,H,London,19.45331,14408
E01000380,00AD,Bexley,H,London,24.86696,10746
E01000381,00AD,Bexley,H,London,26.27798,10003
E01000382,00AD,Bexley,H,London,8.817669,25562
E01000383,00AD,Bexley,H,London,18.66096,15045
E01000384,00AD,Bexley,H,London,11.3029,22359
E01000385,00AD,Bexley,H,London,37.74951,5266
E01000386,00AD,Bexley,H,London,41.0391,4250
E01000387,00AD,Bexley,H,London,14.26232,18937
E01000388,00AD,Bexley,H,London,9.220489,25062
E01000389,00AD,Bexley,H,London,10.29753,23643
E01000390,00AD,Bexley,H,London,12.24906,21243
E01000391,00AD,Bexley,H,London,14.78915,18451
E01000392,00AD,Bexley,H,London,23.38512,11661
E01000393,00AD,Bexley,H,London,10.34907,23571
E01000394,00AD,Bexley,H,London,8.812664,25566
E01000395,00AD,Bexley,H,London,6.779954,28097
E01000396,00AD,Bexley,H,London,8.754117,25652
E01000397,00AD,Bexley,H,London,28.95636,8675
E01000398,00AD,Bexley,H,London,20.71453,13460
E01000399,00AD,Bexley,H,London,9.601541,24543
E01000400,00AD,Bexley,H,London,14.72061,18511
E01000401,00AD,Bexley,H,London,25.42975,10431
E01000402,00AD,Bexley,H,London,22.07289,12499
E01000403,00AD,Bexley,H,London,34.27165,6460
E01000404,00AD,Bexley,H,London,33.0556,6917
E01000405,00AD,Bexley,H,London,27.11008,9574
E01000406,00AD,Bexley,H,London,23.79748,11406
E01000407,00AD,Bexley,H,London,15.5608,17738
E01000408,00AD,Bexley,H,London,21.39472,12957
E01000409,00AD,Bexley,H,London,7.924246,26689
E01000410,00AD,Bexley,H,London,7.349384,27367
E01000411,00AD,Bexley,H,London,8.07424,26508
E01000412,00AD,Bexley,H,London,11.20883,22460
E01000413,00AD,Bexley,H,London,11.38695,22247
E01000414,00AD,Bexley,H,London,18.03942,15549
E01000415,00AD,Bexley,H,London,6.213544,28754
E01000416,00AD,Bexley,H,London,31.45822,7577
E01000417,00AD,Bexley,H,London,18.81973,14905
E01000418,00AD,Bexley,H,London,22.84147,11995
E01000419,00AD,Bexley,H,London,8.909474,25450
E01000420,00AD,Bexley,H,London,11.54876,22075
E01000421,00AD,Bexley,H,London,7.278368,27449
E01000422,00AD,Bexley,H,London,39.21231,4805
E01000423,00AD,Bexley,H,London,3.620925,31346
E01000424,00AD,Bexley,H,London,9.663099,24466
E01000425,00AD,Bexley,H,London,6.614222,28292
E01000426,00AD,Bexley,H,London,11.90347,21637
E01000427,00AD,Bexley,H,London,13.1328,20239
E01000428,00AD,Bexley,H,London,21.35731,12986
E01000429,00AD,Bexley,H,London,36.49154,5694
E01000430,00AD,Bexley,H,London,16.78117,16669
E01000431,00AD,Bexley,H,London,41.0644,4239
E01000432,00AD,Bexley,H,London,24.63096,10890
E01000433,00AD,Bexley,H,London,41.47969,4123
E01000434,00AD,Bexley,H,London,39.69946,4650
E01000435,00AD,Bexley,H,London,30.44698,8005
E01000436,00AD,Bexley,H,London,5.175003,29864
E01000437,00AD,Bexley,H,London,11.95993,21567
E01000438,00AD,Bexley,H,London,14.15653,19057
E01000439,00AD,Bexley,H,London,28.46654,8908
E01000440,00AD,Bexley,H,London,6.311634,28634
E01000441,00AD,Bexley,H,London,25.20745,10554
E01000442,00AD,Bexley,H,London,12.52788,20921
E01000443,00AD,Bexley,H,London,19.67427,14232
E01000444,00AD,Bexley,H,London,5.397871,29656
E01000445,00AD,Bexley,H,London,5.256243,29783
E01000446,00AD,Bexley,H,London,8.46014,26017
E01000447,00AD,Bexley,H,London,10.72928,23058
E01000448,00AD,Bexley,H,London,2.918871,31871
E01000449,00AD,Bexley,H,London,3.860361,31154
E01000450,00AD,Bexley,H,London,19.36627,14473
E01000451,00AD,Bexley,H,London,8.758068,25644
E01000452,00AD,Bexley,H,London,6.353631,28573
E01000453,00AD,Bexley,H,London,7.960232,26647
E01000454,00AD,Bexley,H,London,20.81492,13384
E01000455,00AD,Bexley,H,London,10.40269,23502
E01000456,00AD,Bexley,H,London,7.070619,27727
E01000457,00AD,Bexley,H,London,13.16372,20199
E01000458,00AD,Bexley,H,London,5.100946,29949
E01000459,00AD,Bexley,H,London,13.59804,19689
E01000460,00AD,Bexley,H,London,3.787825,31210
E01000461,00AD,Bexley,H,London,6.773085,28105
E01000462,00AD,Bexley,H,London,11.37103,22258
E01000463,00AD,Bexley,H,London,5.29526,29733
E01000464,00AD,Bexley,H,London,33.42153,6767
E01000465,00AD,Bexley,H,London,28.79097,8759
E01000466,00AD,Bexley,H,London,28.65396,8821
E01000467,00AD,Bexley,H,London,25.4953,10394
E01000468,00AD,Bexley,H,London,20.02504,13981
E01000469,00AD,Bexley,H,London,21.64432,12777
E01000470,00AD,Bexley,H,London,39.88107,4598
E01000471,00AE,Brent,H,London,23.22312,11775
E01000472,00AE,Brent,H,London,25.43607,10429
E01000473,00AE,Brent,H,London,23.07404,11856
E01000474,00AE,Brent,H,London,24.58414,10915
E01000475,00AE,Brent,H,London,21.42702,12928
E01000476,00AE,Brent,H,London,20.81457,13385
E01000477,00AE,Brent,H,London,27.7176,9267
E01000478,00AE,Brent,H,London,24.12043,11204
E01000479,00AE,Brent,H,London,16.55416,16867
E01000480,00AE,Brent,H,London,18.37596,15273
E01000481,00AE,Brent,H,London,28.54385,8879
E01000482,00AE,Brent,H,London,61.33062,716
E01000483,00AE,Brent,H,London,43.57185,3561
E01000484,00AE,Brent,H,London,35.70187,5974
E01000485,00AE,Brent,H,London,29.76584,8296
E01000486,00AE,Brent,H,London,16.80658,16648
E01000487,00AE,Brent,H,London,24.12776,11197
E01000488,00AE,Brent,H,London,27.3783,9428
E01000489,00AE,Brent,H,London,22.73364,12066
E01000490,00AE,Brent,H,London,30.47918,7984
E01000491,00AE,Brent,H,London,27.77212,9248
E01000492,00AE,Brent,H,London,16.99333,16476
E01000493,00AE,Brent,H,London,15.19561,18072
E01000494,00AE,Brent,H,London,26.59945,9840
E01000495,00AE,Brent,H,London,39.06253,4853
E01000496,00AE,Brent,H,London,26.59247,9841
E01000497,00AE,Brent,H,London,24.70356,10843
E01000498,00AE,Brent,H,London,26.87744,9687
E01000499,00AE,Brent,H,London,31.28769,7635
E01000500,00AE,Brent,H,London,31.61521,7512
E01000501,00AE,Brent,H,London,40.80936,4324
E01000502,00AE,Brent,H,London,22.11647,12468
E01000503,00AE,Brent,H,London,33.49679,6738
E01000504,00AE,Brent,H,London,30.57236,7944
E01000505,00AE,Brent,H,London,26.48187,9898
E01000506,00AE,Brent,H,London,38.74862,4949
E01000507,00AE,Brent,H,London,24.4548,11003
E01000508,00AE,Brent,H,London,43.8573,3470
E01000509,00AE,Brent,H,London,30.00278,8193
E01000510,00AE,Brent,H,London,29.85517,8256
E01000511,00AE,Brent,H,London,29.89963,8238
E01000512,00AE,Brent,H,London,24.43025,11019
E01000513,00AE,Brent,H,London,20.69789,13473
E01000514,00AE,Brent,H,London,18.85809,14878
E01000515,00AE,Brent,H,London,36.40795,5734
E01000516,00AE,Brent,H,London,22.25495,12369
E01000517,00AE,Brent,H,London,16.89997,16563
