LSOA21CD,IMD SCORE_weighted
E01000311,11.660523547350078
E01000312,21.346122899563408
E01000313,27.09195375480117
E01000314,14.316501866807517
E01000315,31.542344235663144
E01000316,20.310098993985815
E01000317,15.918255270778014
E01000318,12.902818960290261
E01000319,9.71374071780391
E01000320,9.681200756782182
E01000321,16.53890803845818
E01000322,16.33505923437203
E01000323,21.03343193111035
E01000324,14.641727499878352
E01000325,6.615043977081307
E01000326,13.369454886784485
E01000327,8.191545562484748
E01000328,7.454164935013172
E01000329,17.39945779838126
E01000330,15.763168711592206
E01000331,24.75389911903888
E01000332,19.702309700411607
E01000333,26.86667591870274
E01000334,16.312860479059015
E01000335,30.13554122980081
E01000336,37.09632181391917
E01000337,21.606187020860332
E01000338,22.820573977174284
E01000339,12.614014997372376
E01000340,10.586846217703886
E01000341,8.964841545205754
E01000342,8.946632798964497
E01000343,7.732236461012667
E01000344,8.552666739476983
E01000345,6.0407056004020205
E01000346,8.519624469936199
E01000347,11.470482763897937
E01000348,3.7893363516501637
E01000349,5.441542789652561
E01000350,7.143060056152871
E01000351,7.180465213655161
E01000352,15.885896194193739
E01000353,4.245654222902561
E01000354,18.0948342626239
E01000355,11.467371197761908
E01000356,7.596679722839561
E01000357,4.722015209974921
E01000358,8.45330306490066
E01000359,5.498261885480137
E01000360,18.260745483084843
E01000361,11.13716836849411
E01000362,11.145976812859933
E01000363,8.324583984528562
E01000364,11.710329815855264
E01000365,15.195529234832726
E01000366,10.900795029459024
E01000367,37.58429128993187
E01000368,32.73621767273322
E01000369,13.377679299331938
E01000370,10.392167511455607
E01000371,11.797231848144646
E01000372,28.99375761975845
E01000373,40.525016266821446
E01000374,37.44435479180413
E01000375,21.19823104713638
E01000376,14.344483589727561
E01000377,12.276882447513831
E01000379,19.453072951981746
E01000380,24.846491544561292
E01000381,26.278056275065833
E01000382,8.81763454102786
E01000383,18.660852697125893
E01000384,11.303087751696994
E01000385,37.7494435840875
E01000386,41.03869170743426
E01000387,14.262443823826489
E01000388,9.220608157580427
E01000389,10.293870005245317
E01000390,12.252763297761483
E01000391,14.789138406075136
E01000392,23.384815093034778
E01000393,10.349298263887501
E01000394,8.812698359124084
E01000395,6.779790079427794
E01000396,8.754082071434109
E01000398,20.715187310398843
E01000399,9.596174249264667
E01000400,14.725574182725623
E01000401,25.434338070099614
E01000402,22.07196288919547
E01000403,34.271877692649895
E01000404,33.0555064192461
E01000405,27.110121516415298
E01000406,23.797494618694774
E01000407,15.560949830197316
E01000408,21.394734476584773
E01000409,7.920609634512474
E01000410,7.346315181235131
E01000411,8.07735538221166
E01000412,11.484417003015947
E01000413,11.111291185438056
E01000414,18.039329369705158
E01000415,6.217197493296444
E01000416,31.423568035916993
E01000417,18.834706676005474
E01000418,22.841554420177275
E01000419,8.909349413960015
E01000420,11.548667590061383
E01000421,7.278502935926729
E01000422,39.21189727699909
E01000423,3.620911401438945
E01000424,9.663094727670712
E01000425,6.61423781407706
E01000426,11.901321610752664
E01000427,13.13472727950789
E01000428,21.357373410770364
E01000429,36.49144043626713
E01000430,16.781235999741206
E01000431,41.0638883255329
E01000433,41.49035426716225
E01000434,39.6977371993242
E01000435,30.4350638388925
E01000436,5.175012951323703
E01000437,11.958694367243874
E01000438,14.157387115799665
E01000439,28.46654528023042
E01000440,6.312000959307812
E01000441,25.20728501715913
E01000442,12.529125063670605
E01000443,19.674078291780354
E01000444,5.397865516369369
E01000445,5.256429091423009
E01000446,8.460106655269314
E01000447,10.72929151544099
E01000448,2.9188746508598373
E01000449,3.8603728706158438
E01000450,19.36585156070685
E01000451,8.758526978383719
E01000452,6.353654349146338
E01000453,7.960323149219125
E01000454,20.814427080836783
E01000455,10.402894842245047
E01000456,7.0706004993170595
E01000457,13.163716114815303
E01000458,5.100966071435847
E01000459,13.598036962809571
E01000460,3.787870438860867
E01000461,6.773126218803
E01000462,11.371008611280818
E01000463,5.29523486942668
E01000464,33.42104174882934
E01000465,28.791417919459306
E01000466,28.652692921756323
E01000467,25.49511963790675
E01000468,20.02481155045935
E01000469,21.644407255700482
E01000470,39.88276683134221
E01000471,23.22772797650159
E01000472,25.436163650759156
E01000473,23.07355404477933
E01000474,24.584145581246386
E01000475,21.426909032048066
E01000476,20.81419441836592
E01000477,27.717975924517383
E01000478,24.115727247566554
E01000479,16.554009681086697
E01000480,18.37596781855926
E01000481,28.543889383296452
E01000483,43.570030082080905
E01000484,35.70212499835932
E01000485,29.76555095913978
E01000486,16.809477262735186
E01000487,24.12477943989164
E01000488,27.366588485131327
E01000489,22.745818709466278
E01000490,30.479929209159035
E01000491,27.772358201522252
E01000492,16.99219352816825
E01000493,15.195748201562804
E01000494,26.61112698383781
E01000495,39.049930447150906
E01000497,24.703042992732527
E01000498,26.87759112336158
E01000499,31.295283384165707
E01000501,40.804524509663274
E01000502,22.11600082459012
E01000503,33.49727569084832
E01000504,30.572098825943613
E01000505,26.482075887300162
E01000506,38.74864981205527
E01000507,24.45502629567802
E01000508,43.856983737364914
E01000509,29.98472336219425
E01000510,29.87335868339524
E01000511,29.88997548073794
E01000512,24.43964096673797
E01000513,20.698007549448466
E01000514,18.858043132703727
E01000515,36.40789113329523
E01000516,22.25500729426436
E01000517,16.89998775476108
E01000518,27.824746552820976
E01000519,24.227561118832433
E01000520,27.288577696159756
E01000521,50.794302671175046
E01000522,33.73815136670703
E01000523,43.25968901336651
E01000524,51.590662091834105
E01000525,37.95775925954742
E01000526,51.564926255522174
E01000527,43.3188411570019
E01000528,49.9482356233781
E01000530,20.97008024053464
E01000531,32.80561959016789
E01000532,27.391373731861854
E01000533,46.324658942345366
E01000534,27.509791686472823
E01000535,31.00418260321397
E01000536,13.649061851347064
E01000538,11.71649440250496
E01000539,13.545272540626588
E01000540,13.112586028170021
E01000541,21.840776309189046
E01000543,26.192333738567488
E01000544,50.5490806727623
E01000545,35.14277036680394
E01000546,28.447111811819187
E01000547,27.393846448889743
E01000548,48.39037855683577
E01000549,26.45043098852736
E01000550,57.524599711822184
E01000551,61.245968683540276
E01000552,51.74016734565121
E01000553,37.42740757584062
E01000554,28.63729566152575
E01000555,19.39453575460584
E01000556,41.126495538178204
E01000557,23.695518166932732
E01000558,32.70314671396919
E01000559,27.274240737016058
E01000560,22.64772353397512
E01000561,32.60706082990002
E01000562,15.198238043859764
E01000563,16.14301035874831
E01000564,24.290464335479488
E01000565,28.593758536358536
E01000566,21.21658618644344
E01000567,21.31797119846663
E01000568,15.971346053397086
E01000569,15.148051913259833
E01000570,28.276392718838807
E01000571,21.153396096998417
E01000572,18.38190765687074
E01000573,21.154371052933055
E01000574,20.21261333388775
E01000575,21.23758426715742
E01000576,17.139455860606805
E01000577,31.76558924619413
E01000578,23.2657443927455
E01000579,28.806090942641482
E01000580,30.305926009814648
E01000581,21.709038519017128
E01000582,20.98083718271408
E01000583,35.24278195173078
E01000584,18.460055498419443
E01000585,25.04198143547911
E01000586,33.202093418604115
E01000587,17.622662351263756
E01000589,24.984694532199793
E01000590,16.679963689127717
E01000591,22.5350904197548
E01000592,20.509004157404934
E01000593,24.465878235424018
E01000594,21.97514100963662
E01000595,55.76470032843079
E01000596,54.326274841328846
E01000599,48.76685243448099
E01000601,54.824689420040045
E01000602,53.59712043385532
E01000603,36.57238239291121
E01000604,53.73487652581622
E01000605,46.3567424226623
E01000606,26.140703562652366
E01000607,22.474057817224832
E01000608,25.942496091973204
E01000609,27.171962948383072
E01000610,26.864757683870156
E01000611,32.09776481410621
E01000612,22.528011562485247
E01000613,29.575207039871856
E01000615,23.853007873300065
E01000616,23.29998222375624
E01000617,25.625468348221222
E01000618,21.23749235464936
E01000619,20.872875447459343
E01000620,23.84215167676897
E01000621,25.132527384882277
E01000622,32.53154407207884
E01000623,21.190089305478217
E01000624,21.449393559994107
E01000625,22.99126598898791
E01000626,48.30733360131861
E01000627,37.36721841047135
E01000628,32.21575053638839
E01000629,21.663014794883157
E01000630,41.29651291376853
E01000631,22.730383339028695
E01000632,22.693999859845714
E01000633,32.38342233353413
E01000634,29.792306937447915
E01000636,23.448397249101014
E01000637,32.57783168383549
E01000638,38.736218325540186
E01000639,29.983188939180703
E01000640,38.40976656212056
E01000641,38.100136975899765
E01000642,37.72749033093829
E01000643,55.75908475952516
E01000644,32.3397538124049
E01000645,5.874412565237502
E01000646,9.783538269854875
E01000647,8.889741142107164
E01000648,7.509574274351515
E01000649,9.089110547235805
E01000650,12.20000506822755
E01000651,9.559581516800371
E01000652,5.835619412033725
E01000653,8.325816918497111
E01000654,9.801794003976486
E01000655,9.96157059603845
E01000656,6.140735662896162
E01000657,13.752966379531726
E01000658,6.989026109211179
E01000659,6.035978790386224
E01000661,40.87013264146727
E01000662,18.453480837689714
E01000663,17.55859375969861
E01000664,17.78216307507665
E01000665,12.09838555142466
E01000666,6.312322008995357
E01000667,6.191776420929667
E01000668,11.097245685916308
E01000669,10.72693452559016
E01000670,4.721891557707851
E01000671,10.081440250001613
E01000672,9.415092898282644
E01000673,11.780121079050504
E01000674,13.80059527616102
E01000676,27.12986163379898
E01000677,16.942214294455916
E01000678,8.861616892536956
E01000679,10.943447373918845
E01000680,9.546210841306909
E01000681,3.18605359734574
E01000682,4.110505999971576
E01000683,6.74586908122485
E01000684,3.7171399366623987
E01000685,10.475894781389911
E01000686,6.051618425960075
E01000687,6.200245284514678
E01000688,3.8542736228200045
E01000689,24.386198355493523
E01000690,8.969458365383852
E01000691,16.247364789763832
E01000692,8.619397656206676
E01000693,13.311888668767162
E01000694,6.248793950608472
E01000695,8.23535635377485
E01000696,8.871570619486022
E01000697,6.121372333615942
E01000698,9.395359376021586
E01000699,25.24600456409434
E01000700,17.809622431333214
E01000701,11.41562385363777
E01000702,10.047941959933235
E01000703,11.683902466470716
E01000704,12.95039677425351
E01000705,18.910354564551
E01000706,16.585283811663064
E01000707,4.46229641384526
E01000708,8.903659893370158
E01000709,16.725585101261785
E01000710,8.906339063357052
E01000711,14.840807200769165
E01000712,9.294668307847115
E01000713,7.71721538762591
E01000714,10.24317228219644
E01000715,8.126654534990266
E01000716,6.804856734112888
E01000717,13.818598480618844
E01000718,27.493159939703865
E01000719,30.56630817418155
E01000720,41.58043408199235
E01000721,41.21883683788095
E01000722,24.183306758773274
E01000723,12.562709688505931
E01000724,43.09342378569088
E01000725,25.877646301232918
E01000726,15.64029556590795
E01000727,11.083874027881823
E01000728,24.616751223011637
E01000729,49.33366450025992
E01000730,42.54062275343374
E01000731,26.47084670576079
E01000732,16.65016527572486
E01000733,23.55469222278171
E01000734,15.880764181567574
E01000735,33.36813353934353
E01000736,27.785941575110712
E01000737,26.46459285638785
E01000738,22.14526841203847
E01000739,37.483403046259525
E01000741,32.74474598068958
E01000742,30.26545278472455
E01000743,38.40284270116522
E01000744,45.67490775176132
E01000745,26.478605814062096
E01000746,23.484822738659336
E01000747,21.519721924115952
E01000748,12.247615019686316
E01000749,10.411807556425833
E01000750,28.488688318962897
E01000751,6.298207438798132
E01000752,7.564339795244744
E01000753,4.918292438327078
E01000754,8.096603748307475
E01000755,4.648574879555969
E01000756,3.7527844442549827
E01000757,3.4993645478472875
E01000758,4.285992618825155
E01000759,5.985160717609656
E01000760,10.255525160215198
E01000761,6.340361618849323
E01000762,6.399777777815196
E01000763,4.210978046554938
E01000764,14.224119340706826
E01000765,7.763795384643105
E01000766,3.41548648468545
E01000767,3.4360488497008346
E01000768,7.6970481248507845
E01000769,25.720905439244657
E01000770,8.454958825165264
E01000771,7.335769716288708
E01000772,5.195835637419792
E01000773,5.888890035015522
E01000774,9.817423877853821
E01000775,7.4559988035038245
E01000777,8.421846284262468
E01000778,14.557793418168094
E01000779,18.802757534501765
E01000780,26.719781043954793
E01000781,31.151860861949075
E01000782,45.2355056422639
E01000783,35.59086272515809
E01000784,10.861592804547543
E01000785,35.03458419847226
E01000786,10.530092156133342
E01000787,24.76864798926536
E01000788,20.244167654214245
E01000789,48.34360098726754
E01000790,14.601052876591
E01000791,12.078160699621534
E01000792,26.614689357299525
E01000793,4.39508881385916
E01000794,4.046323245203258
E01000795,13.151956518213774
E01000796,38.6273308260389
E01000797,17.734243625121234
E01000798,45.4203997103749
E01000799,24.611975424372606
E01000800,30.443589809640944
E01000801,21.611240996444938
E01000802,23.333095722595047
E01000803,18.87668545220952
E01000804,7.659129507699025
E01000805,22.47393953740275
E01000806,32.51166799676819
E01000807,6.074195665921635
E01000808,6.664546051011419
E01000809,3.1357217830465816
E01000810,1.7130429085318997
E01000811,6.812220497294017
E01000812,9.546707835869865
E01000813,4.808795734221229
E01000814,2.1873517416181767
E01000815,3.191242649113952
E01000816,11.806423521568469
E01000818,11.756680531447861
E01000819,31.598295393089536
E01000820,21.318702950457222
E01000822,14.619763123726521
E01000823,12.399955673019555
E01000824,13.080976783123582
E01000825,16.31155030348035
E01000826,3.1788236923715387
E01000827,6.906768719549474
E01000828,12.882965545124359
E01000829,6.795508743202045
E01000830,3.7048574526258884
E01000831,5.9982478606009995
E01000832,6.696212951072497
E01000833,2.39346780595983
E01000834,4.66996404244358
E01000835,8.826238212111818
E01000836,5.1032862177868505
E01000837,12.289899453845166
E01000838,7.59512255361311
E01000839,3.4979133805432365
E01000840,8.872595282900459
E01000841,6.012371192479905
E01000842,12.213904562063023
E01000843,18.38720716224171
E01000844,13.264522856816976
E01000845,17.555932205674416
E01000846,28.00288533003863
E01000847,24.259850738398836
E01000848,11.978252271345058
E01000849,14.049993943492613
E01000850,18.04610670460631
E01000851,14.886678785517885
E01000853,30.898964057064532
E01000855,15.003239083161974
E01000856,33.528804560262024
E01000857,16.960131558012947
E01000858,43.374127821028715
E01000859,10.000471372898865
E01000860,23.164974202837033
E01000861,39.159414553228
E01000862,9.579950685245489
E01000863,36.6232319872559
E01000866,30.788798357073638
E01000867,36.18377930173054
E01000868,36.9455650646352
E01000869,30.43055413522326
E01000870,36.05958947332367
E01000871,18.739744007353078
E01000872,28.472194797411262
E01000873,14.130367524519672
E01000874,8.378466318777841
E01000875,22.104118382976093
E01000876,30.972679844024473
E01000877,10.837522187154525
E01000878,13.636783440802143
E01000879,10.6651682219215
E01000880,10.058504092958533
E01000881,20.140207918234623
E01000882,9.580512567299117
E01000883,19.170176441092895
E01000884,11.704333821280487
E01000885,11.775395703757896
E01000886,13.505858789328858
E01000887,18.176063320148018
E01000888,19.953150325853816
E01000889,37.74857473426627
E01000890,46.49884225431481
E01000891,51.202739103826424
E01000892,22.81173804836896
E01000893,10.618528974237774
E01000894,7.736932310679733
E01000895,15.960515976708272
E01000896,8.70323044020014
E01000897,9.14271402600184
E01000898,23.684323431126053
E01000899,9.332018823805143
E01000900,31.52242226920812
E01000901,35.7902818783004
E01000902,35.89859726205992
E01000903,18.195197244945916
E01000904,42.735619041586624
E01000905,42.770705677774124
E01000906,14.683165537733665
E01000907,33.14553490993577
E01000908,33.94730407634219
E01000909,14.530705171370851
E01000910,14.395851262847332
E01000911,21.450935965360287
E01000912,22.84814450838086
E01000913,8.334465566525319
E01000914,20.956056572344405
E01000915,31.35660053787677
E01000916,25.623129322606427
E01000917,40.41777867987503
E01000918,33.16472469454157
E01000919,25.533159321594788
E01000920,24.029650115297848
E01000921,27.945886148201527
E01000922,28.69056149926159
E01000923,26.904197131317364
E01000924,21.378606152991082
E01000925,37.96186813088263
E01000926,31.16230966012478
E01000927,23.934338883631852
E01000928,26.783059281708326
E01000929,31.0410492814483
E01000930,36.5578196414182
E01000931,39.83286650909123
E01000932,27.187668627663633
E01000933,38.517373337924475
E01000934,36.431550160691025
E01000935,36.53498089605663
E01000937,20.55315415992513
E01000938,25.17110152617506
E01000939,37.6978733954234
E01000941,33.306812897271165
E01000942,17.845187180388983
E01000943,18.498055369530928
E01000944,36.308967255241285
E01000946,15.989997348162754
E01000947,33.0218719595517
E01000948,37.059698138663705
E01000949,23.274782411571877
E01000951,35.788362574540955
E01000952,42.70069197991591
E01000954,33.28488216056782
E01000955,35.11202624944594
E01000956,43.35577182937942
E01000957,24.81492565561882
E01000958,38.81351925432571
E01000959,37.98764724149406
E01000960,24.819895453254485
E01000961,31.551201613222958
E01000962,13.399147383716288
E01000963,12.394450478602197
E01000964,22.42128851463307
E01000965,23.562923605564418
E01000966,10.953577194008204
E01000967,13.25473398417652
E01000968,15.38023932895786
E01000969,10.707435094636823
E01000970,16.348235432988382
E01000971,14.067152150471987
E01000972,35.07981012100888
E01000973,30.87795718261996
E01000974,32.8685348985875
E01000975,21.098405393760896
E01000976,23.03407833775417
E01000977,32.80124458087205
E01000978,20.288861344202562
E01000979,14.67718665053522
E01000980,17.33922581159111
E01000981,16.842928873483995
E01000982,20.703929485636472
E01000983,11.864747265863276
E01000984,29.63460254771371
E01000985,13.550973661071714
E01000986,13.807899208608434
E01000987,11.008553031104194
E01000989,12.389551198623765
E01000990,42.22981726669069
E01000991,9.990318357904211
E01000992,37.49663040671781
E01000993,12.216510147699863
E01000994,18.58951739705185
E01000995,20.697101689031175
E01000996,13.90825950947109
E01000997,19.005601910792027
E01000998,28.72239264311214
E01000999,15.786522956377677
E01001000,22.927491111345816
E01001001,28.147204465303776
E01001002,18.76958604285627
E01001003,22.8870789167041
E01001004,25.37872644649521
E01001005,25.08208481936327
E01001006,30.532326062587096
E01001007,27.130066097206292
E01001008,30.70036702670341
E01001009,24.149813181049932
E01001010,36.87922340397987
E01001011,31.888939255821537
E01001012,41.984855758129314
E01001013,54.82470399411503
E01001015,23.197324161549137
E01001016,13.91651224089137
E01001017,9.880869025311764
E01001018,5.815868604744749
E01001019,5.419934041180503
E01001020,9.16549075549493
E01001021,30.462332399896056
E01001022,9.797126072846034
E01001023,22.374252808557166
E01001024,13.755059463190479
E01001025,7.183134803383357
E01001026,12.104866684094558
E01001027,13.80574013086268
E01001028,6.585385440432277
E01001029,19.453481452590736
E01001030,7.275820934673242
E01001031,6.705281701948463
E01001032,3.9329249685871512
E01001033,15.344802068732013
E01001034,17.06058871445164
E01001035,20.816060321589088
E01001036,14.876232251683055
E01001037,22.763147794111298
E01001038,24.291018522777872
E01001039,10.94697360040893
E01001040,18.92653283742733
E01001041,21.017319906541744
E01001042,37.144727754096415
E01001044,8.974145690861048
E01001046,9.346624207087883
E01001047,19.534726170578907
E01001049,15.460854217529752
E01001050,20.67647426360428
E01001051,40.51772705334527
E01001052,35.73859542624072
E01001053,33.28779185568798
E01001054,38.78925791665326
E01001055,42.05697490545168
E01001056,45.721189443029225
E01001057,51.23064357260264
E01001058,8.76720733021064
E01001059,14.177581105908548
E01001060,17.363074178007032
E01001061,22.684844946691165
E01001062,9.232178314829413
E01001063,9.038841119138217
E01001064,13.20103725484946
E01001065,15.489995017199428
E01001066,35.81783717055834
E01001067,6.93536478731977
E01001068,20.218158931694116
E01001069,13.117827126858376
E01001070,20.36566756007736
E01001071,13.013765655903482
E01001072,8.757927445999796
E01001073,16.870312516679856
E01001074,20.639884535106958
E01001075,16.930599666026993
E01001076,33.708044973332164
E01001077,16.874332270229527
E01001078,33.805667800257545
E01001079,37.16605722657302
E01001080,60.58302093790296
E01001081,41.38731382016746
E01001082,32.00567373227182
E01001083,12.125145683655171
E01001084,14.321489966713205
E01001085,20.18131813444742
E01001086,18.069199606001835
E01001087,27.21967896568379
E01001088,20.219908583420434
E01001089,25.970512060457995
E01001090,25.343092299850287
E01001091,16.118251389795166
E01001092,20.43227220902852
E01001093,16.250445738073953
E01001094,7.986550341483438
E01001095,20.350069008742327
E01001096,7.74570595406176
E01001097,23.614644850867393
E01001098,9.40379334532252
E01001099,21.73836567582373
E01001100,11.31919132006824
E01001101,4.624061522292932
E01001102,9.326566211640753
E01001103,9.354848334991104
E01001104,7.748813108077502
E01001105,20.072036226192903
E01001106,13.007778388887091
E01001107,8.538067631204848
E01001108,4.769111251842502
E01001109,32.47510262581599
E01001110,30.068208174582704
E01001111,29.03812867593282
E01001112,36.54761981737986
E01001113,32.69681493037898
E01001114,34.69413530444015
E01001115,40.938779135148124
E01001116,22.632690923816245
E01001118,41.094183902001134
E01001119,8.34131340244074
E01001120,9.652844784072714
E01001121,7.399598016767638
