LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01000196,1423.0,1103.0,141.0,596.0,10.0,30.0,83.0,133.0,65.0,45.0,320.0,104.0,96.0,48.0,25.0,47.0
E01000197,1428.0,1118.0,164.0,596.0,10.0,34.0,67.0,111.0,70.0,66.0,310.0,116.0,76.0,56.0,30.0,32.0
E01000198,1313.0,943.0,155.0,446.0,11.0,67.0,88.0,120.0,30.0,26.0,370.0,99.0,118.0,86.0,23.0,44.0
E01000199,1114.0,777.0,142.0,349.0,8.0,50.0,84.0,95.0,25.0,24.0,337.0,146.0,76.0,61.0,20.0,34.0
E01000200,1292.0,899.0,138.0,453.0,12.0,48.0,77.0,93.0,47.0,31.0,393.0,136.0,118.0,70.0,24.0,45.0
E01000201,1103.0,763.0,134.0,297.0,20.0,87.0,79.0,76.0,32.0,38.0,340.0,88.0,122.0,78.0,9.0,43.0
E01000202,1265.0,929.0,143.0,459.0,10.0,59.0,91.0,99.0,36.0,32.0,336.0,107.0,113.0,71.0,19.0,26.0
E01000203,1227.0,828.0,138.0,362.0,13.0,41.0,56.0,91.0,61.0,66.0,399.0,80.0,169.0,70.0,43.0,37.0
E01000204,1311.0,972.0,152.0,490.0,4.0,52.0,75.0,111.0,58.0,30.0,339.0,133.0,91.0,58.0,27.0,30.0
E01000205,1064.0,790.0,126.0,387.0,5.0,46.0,83.0,97.0,29.0,17.0,274.0,111.0,69.0,60.0,10.0,24.0
E01000206,1069.0,721.0,89.0,353.0,21.0,74.0,66.0,64.0,33.0,21.0,348.0,78.0,106.0,100.0,12.0,52.0
E01000207,1107.0,772.0,114.0,357.0,12.0,76.0,77.0,87.0,30.0,19.0,335.0,117.0,93.0,82.0,13.0,30.0
E01000208,1141.0,842.0,108.0,434.0,21.0,73.0,75.0,75.0,31.0,25.0,299.0,100.0,76.0,75.0,18.0,30.0
E01000209,1064.0,734.0,101.0,333.0,8.0,50.0,88.0,114.0,23.0,17.0,330.0,190.0,58.0,48.0,15.0,19.0
E01000210,1071.0,812.0,116.0,433.0,8.0,53.0,63.0,93.0,26.0,20.0,259.0,85.0,66.0,66.0,18.0,24.0
E01000211,1568.0,1196.0,175.0,639.0,9.0,37.0,82.0,124.0,76.0,54.0,372.0,90.0,135.0,52.0,36.0,59.0
E01000212,1041.0,739.0,96.0,373.0,18.0,67.0,64.0,78.0,17.0,26.0,302.0,106.0,66.0,71.0,8.0,51.0
E01000213,957.0,631.0,108.0,298.0,13.0,74.0,47.0,55.0,21.0,15.0,326.0,92.0,95.0,96.0,2.0,41.0
E01000214,1294.0,993.0,111.0,549.0,14.0,51.0,67.0,116.0,40.0,45.0,301.0,84.0,109.0,70.0,12.0,26.0
E01000215,1251.0,866.0,186.0,390.0,9.0,52.0,71.0,79.0,38.0,41.0,385.0,93.0,120.0,103.0,24.0,45.0
E01000216,1294.0,976.0,188.0,478.0,7.0,49.0,62.0,100.0,57.0,35.0,318.0,77.0,89.0,85.0,24.0,43.0
E01000217,1150.0,796.0,154.0,353.0,9.0,59.0,61.0,95.0,37.0,28.0,354.0,68.0,107.0,114.0,28.0,37.0
E01000218,1203.0,836.0,174.0,391.0,8.0,32.0,55.0,93.0,42.0,41.0,367.0,63.0,117.0,98.0,29.0,60.0
E01000219,1279.0,913.0,175.0,410.0,10.0,26.0,81.0,98.0,74.0,39.0,366.0,79.0,125.0,96.0,23.0,43.0
E01000220,1235.0,873.0,169.0,410.0,10.0,33.0,67.0,91.0,44.0,49.0,362.0,65.0,106.0,84.0,64.0,43.0
E01000221,878.0,561.0,101.0,253.0,2.0,23.0,34.0,42.0,66.0,40.0,317.0,56.0,91.0,66.0,65.0,39.0
E01000222,1128.0,751.0,137.0,328.0,13.0,29.0,46.0,76.0,72.0,50.0,377.0,111.0,106.0,78.0,40.0,42.0
E01000223,922.0,639.0,111.0,297.0,5.0,26.0,44.0,62.0,55.0,39.0,283.0,69.0,70.0,58.0,52.0,34.0
E01000224,1130.0,757.0,124.0,346.0,10.0,36.0,56.0,81.0,66.0,38.0,373.0,86.0,114.0,85.0,37.0,51.0
E01000225,980.0,651.0,176.0,243.0,12.0,50.0,43.0,69.0,28.0,30.0,329.0,79.0,99.0,97.0,15.0,39.0
E01000226,1212.0,827.0,170.0,370.0,7.0,22.0,49.0,76.0,72.0,61.0,385.0,99.0,94.0,70.0,72.0,50.0
E01000227,1285.0,940.0,175.0,487.0,9.0,22.0,55.0,105.0,49.0,38.0,345.0,143.0,92.0,62.0,20.0,28.0
E01000228,1011.0,745.0,137.0,363.0,12.0,44.0,55.0,72.0,26.0,36.0,266.0,87.0,87.0,50.0,14.0,28.0
E01000229,1191.0,852.0,139.0,419.0,11.0,23.0,54.0,85.0,82.0,39.0,339.0,84.0,89.0,62.0,59.0,45.0
E01000230,1206.0,846.0,175.0,396.0,9.0,48.0,63.0,102.0,32.0,21.0,360.0,141.0,97.0,56.0,25.0,41.0
E01000231,1294.0,964.0,176.0,478.0,5.0,32.0,64.0,106.0,60.0,43.0,330.0,100.0,113.0,66.0,25.0,26.0
E01000232,1304.0,896.0,160.0,467.0,6.0,46.0,53.0,90.0,49.0,25.0,408.0,147.0,90.0,61.0,67.0,43.0
E01000233,1312.0,952.0,153.0,508.0,9.0,36.0,59.0,109.0,37.0,41.0,360.0,126.0,99.0,60.0,36.0,39.0
E01000234,1239.0,913.0,147.0,492.0,0.0,45.0,60.0,87.0,49.0,33.0,326.0,118.0,72.0,81.0,21.0,34.0
E01000235,1192.0,840.0,152.0,405.0,6.0,34.0,32.0,86.0,67.0,58.0,352.0,81.0,113.0,68.0,54.0,36.0
E01000236,1213.0,869.0,192.0,372.0,7.0,42.0,55.0,89.0,52.0,60.0,344.0,67.0,123.0,87.0,32.0,35.0
E01000237,1554.0,1150.0,146.0,564.0,15.0,68.0,74.0,132.0,45.0,106.0,404.0,60.0,206.0,80.0,17.0,41.0
E01000238,1319.0,953.0,172.0,408.0,7.0,44.0,80.0,103.0,74.0,65.0,366.0,87.0,135.0,84.0,24.0,36.0
E01000239,1572.0,1114.0,123.0,618.0,12.0,38.0,69.0,112.0,75.0,67.0,458.0,80.0,180.0,88.0,47.0,63.0
E01000240,1254.0,847.0,130.0,397.0,9.0,36.0,65.0,101.0,53.0,56.0,407.0,111.0,134.0,59.0,38.0,65.0
E01000241,1339.0,967.0,138.0,447.0,16.0,50.0,92.0,122.0,43.0,59.0,372.0,118.0,133.0,57.0,21.0,43.0
E01000242,1075.0,716.0,127.0,336.0,4.0,51.0,56.0,66.0,41.0,35.0,359.0,111.0,115.0,70.0,32.0,31.0
E01000243,1443.0,1014.0,141.0,470.0,5.0,32.0,76.0,129.0,54.0,107.0,429.0,105.0,215.0,46.0,20.0,43.0
E01000244,1332.0,832.0,122.0,394.0,3.0,42.0,48.0,82.0,33.0,108.0,500.0,102.0,284.0,38.0,31.0,45.0
E01000245,1460.0,971.0,155.0,478.0,7.0,26.0,53.0,93.0,71.0,88.0,489.0,108.0,165.0,67.0,73.0,76.0
E01000246,1093.0,776.0,137.0,410.0,12.0,40.0,56.0,65.0,31.0,25.0,317.0,164.0,56.0,52.0,23.0,22.0
E01000247,1293.0,1004.0,141.0,584.0,5.0,31.0,48.0,100.0,60.0,35.0,289.0,105.0,71.0,53.0,41.0,19.0
E01000248,1183.0,895.0,123.0,473.0,9.0,31.0,77.0,103.0,50.0,29.0,288.0,114.0,73.0,59.0,25.0,17.0
E01000249,1099.0,840.0,177.0,409.0,6.0,42.0,53.0,83.0,32.0,38.0,259.0,109.0,75.0,40.0,21.0,14.0
E01000250,1634.0,1233.0,189.0,682.0,7.0,41.0,74.0,133.0,48.0,59.0,401.0,149.0,89.0,82.0,54.0,27.0
E01000251,1422.0,998.0,151.0,606.0,3.0,22.0,42.0,90.0,54.0,30.0,424.0,159.0,87.0,46.0,90.0,42.0
E01000252,1180.0,878.0,139.0,470.0,4.0,37.0,55.0,81.0,54.0,38.0,302.0,120.0,79.0,43.0,30.0,30.0
E01000253,1183.0,757.0,144.0,301.0,15.0,89.0,71.0,91.0,33.0,13.0,426.0,194.0,94.0,80.0,28.0,30.0
E01000254,1082.0,801.0,124.0,427.0,8.0,49.0,51.0,82.0,38.0,22.0,281.0,150.0,38.0,56.0,17.0,20.0
E01000255,1081.0,725.0,134.0,348.0,7.0,24.0,52.0,77.0,51.0,32.0,356.0,130.0,113.0,59.0,26.0,28.0
E01000256,1306.0,946.0,153.0,488.0,9.0,72.0,73.0,83.0,43.0,25.0,360.0,127.0,113.0,61.0,16.0,43.0
E01000257,1252.0,859.0,132.0,360.0,7.0,13.0,56.0,147.0,97.0,47.0,393.0,78.0,118.0,94.0,68.0,35.0
E01000258,1192.0,887.0,140.0,441.0,8.0,55.0,81.0,99.0,35.0,28.0,305.0,127.0,89.0,43.0,22.0,24.0
E01000259,1871.0,1358.0,204.0,747.0,6.0,60.0,66.0,132.0,81.0,62.0,513.0,165.0,148.0,108.0,41.0,51.0
E01000260,1445.0,1060.0,157.0,525.0,7.0,51.0,71.0,126.0,65.0,58.0,385.0,101.0,104.0,90.0,33.0,57.0
E01000261,1069.0,756.0,124.0,386.0,12.0,55.0,57.0,72.0,33.0,17.0,313.0,121.0,110.0,52.0,10.0,20.0
E01000263,1064.0,795.0,134.0,369.0,15.0,74.0,67.0,88.0,13.0,35.0,269.0,97.0,74.0,71.0,4.0,23.0
E01000264,1228.0,870.0,135.0,413.0,10.0,60.0,68.0,81.0,50.0,53.0,358.0,99.0,82.0,78.0,48.0,51.0
E01000265,1392.0,996.0,170.0,512.0,6.0,34.0,65.0,102.0,74.0,33.0,396.0,121.0,100.0,85.0,48.0,42.0
E01000266,1124.0,812.0,162.0,372.0,10.0,56.0,47.0,92.0,34.0,39.0,312.0,154.0,73.0,50.0,12.0,23.0
E01000267,1152.0,869.0,159.0,453.0,6.0,36.0,41.0,83.0,44.0,47.0,283.0,120.0,76.0,44.0,18.0,25.0
E01000268,1265.0,958.0,139.0,535.0,7.0,35.0,53.0,89.0,65.0,35.0,307.0,86.0,74.0,80.0,36.0,31.0
E01000269,1034.0,775.0,153.0,402.0,3.0,30.0,41.0,72.0,37.0,37.0,259.0,121.0,55.0,37.0,27.0,19.0
E01000270,1089.0,790.0,123.0,466.0,4.0,16.0,47.0,86.0,24.0,24.0,299.0,143.0,64.0,48.0,27.0,17.0
E01000271,1033.0,754.0,114.0,371.0,18.0,49.0,65.0,75.0,36.0,26.0,279.0,126.0,55.0,54.0,16.0,28.0
E01000272,957.0,679.0,93.0,320.0,15.0,78.0,52.0,72.0,19.0,30.0,278.0,119.0,71.0,55.0,13.0,20.0
E01000273,1104.0,758.0,123.0,430.0,10.0,35.0,42.0,65.0,30.0,23.0,346.0,143.0,74.0,45.0,49.0,35.0
E01000274,1333.0,950.0,186.0,491.0,9.0,40.0,48.0,84.0,58.0,34.0,383.0,123.0,97.0,74.0,57.0,32.0
E01000275,1184.0,868.0,139.0,485.0,7.0,43.0,52.0,76.0,37.0,29.0,316.0,124.0,73.0,55.0,36.0,28.0
E01000276,1050.0,735.0,125.0,376.0,4.0,59.0,54.0,74.0,21.0,22.0,315.0,96.0,83.0,97.0,12.0,27.0
E01000277,1167.0,778.0,94.0,423.0,8.0,22.0,56.0,64.0,70.0,41.0,389.0,121.0,107.0,72.0,55.0,34.0
E01000278,1021.0,708.0,126.0,371.0,10.0,42.0,55.0,65.0,23.0,16.0,313.0,130.0,59.0,101.0,7.0,16.0
E01000279,1039.0,688.0,108.0,311.0,18.0,69.0,71.0,72.0,22.0,17.0,351.0,128.0,96.0,85.0,11.0,31.0
E01000280,1022.0,720.0,137.0,331.0,12.0,61.0,66.0,66.0,26.0,21.0,302.0,134.0,71.0,70.0,7.0,20.0
E01000281,835.0,627.0,117.0,336.0,8.0,17.0,30.0,48.0,37.0,34.0,208.0,38.0,54.0,59.0,25.0,32.0
E01000282,1218.0,861.0,144.0,471.0,3.0,30.0,50.0,98.0,39.0,26.0,357.0,140.0,89.0,70.0,22.0,36.0
E01000283,999.0,725.0,133.0,342.0,10.0,60.0,60.0,66.0,31.0,23.0,274.0,109.0,70.0,63.0,12.0,20.0
E01000284,1241.0,918.0,134.0,525.0,6.0,35.0,48.0,92.0,48.0,30.0,323.0,111.0,78.0,61.0,36.0,37.0
E01000285,1105.0,760.0,128.0,418.0,3.0,17.0,43.0,60.0,47.0,44.0,345.0,138.0,79.0,49.0,58.0,21.0
E01000286,1109.0,773.0,136.0,423.0,1.0,17.0,33.0,67.0,70.0,26.0,336.0,116.0,80.0,62.0,55.0,23.0
E01000287,1146.0,751.0,154.0,373.0,2.0,20.0,40.0,68.0,62.0,32.0,395.0,140.0,93.0,66.0,53.0,43.0
E01000288,1124.0,815.0,170.0,446.0,5.0,19.0,39.0,64.0,37.0,35.0,309.0,130.0,76.0,48.0,35.0,20.0
E01000289,1264.0,806.0,174.0,358.0,8.0,23.0,39.0,40.0,100.0,64.0,458.0,129.0,123.0,107.0,60.0,39.0
E01000290,1113.0,734.0,122.0,383.0,10.0,43.0,35.0,70.0,48.0,23.0,379.0,164.0,76.0,57.0,58.0,24.0
E01000291,1068.0,705.0,162.0,311.0,8.0,14.0,26.0,63.0,83.0,38.0,363.0,102.0,91.0,74.0,63.0,33.0
E01000292,1049.0,742.0,131.0,390.0,8.0,33.0,48.0,67.0,42.0,23.0,307.0,153.0,66.0,40.0,29.0,19.0
E01000293,1283.0,962.0,159.0,504.0,6.0,38.0,58.0,100.0,37.0,60.0,321.0,148.0,83.0,53.0,22.0,15.0
E01000294,1132.0,795.0,130.0,445.0,3.0,19.0,43.0,53.0,63.0,39.0,337.0,154.0,57.0,60.0,41.0,25.0
E01000295,1330.0,971.0,141.0,570.0,0.0,36.0,49.0,91.0,55.0,29.0,359.0,116.0,116.0,69.0,34.0,24.0
E01000296,1338.0,1036.0,115.0,612.0,8.0,43.0,61.0,103.0,56.0,38.0,302.0,86.0,94.0,64.0,28.0,30.0
E01000297,1144.0,867.0,110.0,503.0,5.0,28.0,44.0,89.0,53.0,35.0,277.0,105.0,66.0,47.0,31.0,28.0
E01000298,1382.0,1082.0,141.0,599.0,2.0,39.0,74.0,115.0,51.0,61.0,300.0,89.0,86.0,66.0,31.0,28.0
E01000299,1383.0,1011.0,132.0,582.0,6.0,24.0,56.0,103.0,59.0,49.0,372.0,102.0,115.0,79.0,31.0,45.0
E01000300,1241.0,932.0,134.0,529.0,2.0,40.0,66.0,90.0,34.0,37.0,309.0,119.0,75.0,54.0,34.0,27.0
E01000301,1054.0,762.0,139.0,401.0,4.0,43.0,45.0,70.0,33.0,27.0,292.0,105.0,70.0,68.0,17.0,32.0
E01000302,1359.0,995.0,122.0,590.0,4.0,15.0,52.0,102.0,76.0,34.0,364.0,105.0,103.0,56.0,53.0,47.0
E01000303,1078.0,784.0,116.0,447.0,5.0,32.0,49.0,68.0,36.0,31.0,294.0,102.0,85.0,66.0,12.0,29.0
E01000304,1230.0,958.0,108.0,534.0,9.0,33.0,67.0,101.0,74.0,32.0,272.0,80.0,77.0,46.0,34.0,35.0
E01000305,1254.0,881.0,153.0,397.0,5.0,30.0,57.0,83.0,78.0,78.0,373.0,92.0,103.0,76.0,54.0,48.0
E01000306,1320.0,916.0,135.0,492.0,7.0,26.0,58.0,95.0,38.0,65.0,404.0,132.0,126.0,63.0,35.0,48.0
E01000307,1224.0,847.0,153.0,406.0,4.0,25.0,53.0,84.0,69.0,53.0,377.0,118.0,124.0,72.0,34.0,29.0
E01000308,1107.0,703.0,158.0,296.0,2.0,23.0,26.0,37.0,103.0,58.0,404.0,116.0,84.0,69.0,89.0,46.0
E01000309,1386.0,959.0,149.0,457.0,19.0,42.0,66.0,106.0,48.0,72.0,427.0,96.0,168.0,83.0,48.0,32.0
E01000310,1577.0,1158.0,156.0,563.0,11.0,33.0,99.0,133.0,73.0,90.0,419.0,116.0,139.0,61.0,51.0,52.0
E01000311,1014.0,686.0,136.0,292.0,6.0,45.0,59.0,89.0,34.0,25.0,328.0,78.0,122.0,92.0,9.0,27.0
E01000312,1244.0,896.0,158.0,432.0,8.0,29.0,62.0,79.0,72.0,56.0,348.0,71.0,90.0,78.0,64.0,45.0
E01000313,1422.0,1006.0,181.0,483.0,7.0,27.0,50.0,97.0,69.0,92.0,416.0,93.0,137.0,84.0,47.0,55.0
E01000314,1426.0,1024.0,136.0,501.0,11.0,55.0,71.0,115.0,57.0,78.0,402.0,88.0,159.0,89.0,19.0,47.0
E01000315,1212.0,801.0,156.0,381.0,6.0,18.0,36.0,85.0,71.0,48.0,411.0,98.0,111.0,69.0,88.0,45.0
E01000316,1764.0,1298.0,202.0,705.0,6.0,42.0,60.0,101.0,105.0,77.0,466.0,135.0,142.0,79.0,56.0,54.0
E01000317,1198.0,880.0,127.0,481.0,10.0,34.0,48.0,92.0,55.0,33.0,318.0,102.0,84.0,56.0,33.0,43.0
E01000318,1345.0,969.0,173.0,481.0,2.0,40.0,57.0,105.0,60.0,51.0,376.0,152.0,106.0,69.0,25.0,24.0
E01000319,1105.0,842.0,123.0,463.0,4.0,29.0,62.0,89.0,36.0,36.0,263.0,95.0,73.0,50.0,19.0,26.0
E01000320,1052.0,754.0,115.0,406.0,3.0,29.0,59.0,71.0,45.0,26.0,298.0,133.0,73.0,49.0,20.0,23.0
E01000321,1289.0,990.0,174.0,539.0,11.0,24.0,53.0,99.0,49.0,41.0,299.0,85.0,79.0,45.0,45.0,45.0
E01000322,1321.0,959.0,163.0,508.0,9.0,24.0,72.0,84.0,53.0,46.0,362.0,132.0,84.0,68.0,43.0,35.0
E01000323,1505.0,1151.0,168.0,598.0,6.0,32.0,73.0,131.0,72.0,71.0,354.0,114.0,74.0,60.0,59.0,47.0
E01000324,1284.0,913.0,169.0,430.0,11.0,47.0,78.0,94.0,49.0,35.0,371.0,135.0,94.0,52.0,48.0,42.0
E01000325,1187.0,882.0,199.0,503.0,1.0,18.0,20.0,65.0,40.0,36.0,305.0,192.0,53.0,43.0,11.0,6.0
E01000326,963.0,762.0,135.0,494.0,3.0,13.0,19.0,60.0,20.0,18.0,201.0,106.0,28.0,33.0,17.0,17.0
E01000327,1105.0,786.0,168.0,436.0,6.0,22.0,22.0,72.0,27.0,33.0,319.0,205.0,56.0,32.0,13.0,13.0
E01000328,1100.0,783.0,171.0,440.0,2.0,15.0,25.0,63.0,43.0,24.0,317.0,187.0,41.0,41.0,26.0,22.0
E01000329,950.0,670.0,126.0,418.0,1.0,7.0,19.0,29.0,45.0,25.0,280.0,140.0,54.0,41.0,33.0,12.0
E01000330,1086.0,766.0,130.0,481.0,2.0,18.0,22.0,42.0,49.0,22.0,320.0,166.0,50.0,45.0,33.0,26.0
E01000331,1117.0,765.0,168.0,403.0,5.0,18.0,25.0,55.0,56.0,35.0,352.0,159.0,59.0,53.0,60.0,21.0
E01000332,1101.0,758.0,157.0,420.0,3.0,16.0,26.0,59.0,44.0,33.0,343.0,169.0,75.0,44.0,37.0,18.0
E01000333,1169.0,808.0,142.0,468.0,4.0,16.0,20.0,72.0,57.0,29.0,361.0,144.0,50.0,53.0,75.0,39.0
E01000334,1175.0,851.0,167.0,494.0,4.0,20.0,23.0,65.0,42.0,36.0,324.0,166.0,66.0,48.0,27.0,17.0
E01000335,1214.0,854.0,145.0,437.0,5.0,14.0,26.0,84.0,95.0,48.0,360.0,107.0,77.0,80.0,51.0,45.0
E01000336,1342.0,926.0,181.0,485.0,7.0,23.0,25.0,49.0,95.0,61.0,416.0,110.0,99.0,73.0,92.0,42.0
E01000337,1212.0,930.0,173.0,524.0,2.0,19.0,24.0,69.0,74.0,45.0,282.0,108.0,59.0,48.0,34.0,33.0
E01000338,1302.0,990.0,179.0,578.0,2.0,24.0,20.0,69.0,53.0,65.0,312.0,107.0,83.0,56.0,36.0,30.0
E01000339,1085.0,776.0,166.0,432.0,2.0,20.0,15.0,68.0,41.0,32.0,309.0,160.0,44.0,54.0,39.0,12.0
E01000340,1077.0,781.0,161.0,434.0,1.0,21.0,33.0,77.0,30.0,24.0,296.0,167.0,42.0,46.0,27.0,14.0
E01000341,1047.0,751.0,168.0,419.0,3.0,15.0,28.0,72.0,28.0,18.0,296.0,187.0,35.0,36.0,20.0,18.0
E01000342,1191.0,917.0,183.0,550.0,3.0,11.0,23.0,77.0,36.0,34.0,274.0,141.0,57.0,39.0,15.0,22.0
E01000343,1098.0,799.0,192.0,404.0,3.0,25.0,22.0,81.0,41.0,31.0,299.0,133.0,70.0,54.0,24.0,18.0
E01000344,1132.0,834.0,168.0,466.0,5.0,13.0,36.0,89.0,28.0,29.0,298.0,158.0,67.0,40.0,11.0,22.0
E01000345,1001.0,736.0,141.0,426.0,2.0,23.0,30.0,68.0,17.0,29.0,265.0,132.0,58.0,40.0,16.0,19.0
E01000346,1154.0,877.0,174.0,498.0,6.0,21.0,22.0,98.0,27.0,31.0,277.0,155.0,43.0,47.0,15.0,17.0
E01000347,1076.0,785.0,165.0,419.0,4.0,15.0,24.0,76.0,35.0,47.0,291.0,157.0,56.0,40.0,21.0,17.0
E01000348,1085.0,788.0,163.0,391.0,2.0,33.0,40.0,91.0,28.0,40.0,297.0,179.0,49.0,40.0,17.0,12.0
E01000349,1144.0,820.0,147.0,466.0,4.0,31.0,41.0,80.0,31.0,20.0,324.0,205.0,38.0,51.0,15.0,15.0
E01000350,1109.0,816.0,188.0,404.0,3.0,25.0,35.0,94.0,31.0,36.0,293.0,150.0,67.0,44.0,20.0,12.0
E01000351,1176.0,862.0,192.0,476.0,5.0,20.0,27.0,80.0,34.0,28.0,314.0,180.0,59.0,39.0,22.0,14.0
E01000352,1130.0,819.0,168.0,476.0,5.0,13.0,18.0,75.0,35.0,29.0,311.0,174.0,52.0,40.0,30.0,15.0
E01000353,1225.0,851.0,189.0,483.0,3.0,21.0,22.0,78.0,25.0,30.0,374.0,241.0,62.0,44.0,19.0,8.0
E01000354,1085.0,788.0,187.0,431.0,3.0,22.0,24.0,49.0,43.0,29.0,297.0,150.0,48.0,45.0,39.0,15.0
E01000355,1067.0,728.0,142.0,399.0,3.0,14.0,31.0,76.0,24.0,39.0,339.0,210.0,46.0,30.0,33.0,20.0
E01000356,1077.0,724.0,155.0,422.0,0.0,22.0,23.0,57.0,24.0,21.0,353.0,220.0,47.0,41.0,24.0,21.0
E01000357,1041.0,763.0,164.0,436.0,4.0,16.0,26.0,62.0,30.0,25.0,278.0,140.0,66.0,48.0,11.0,13.0
E01000358,1179.0,859.0,157.0,511.0,1.0,25.0,32.0,81.0,33.0,19.0,320.0,188.0,53.0,41.0,18.0,20.0
E01000359,953.0,666.0,130.0,408.0,3.0,11.0,22.0,45.0,26.0,21.0,287.0,188.0,55.0,27.0,12.0,5.0
E01000360,1192.0,903.0,142.0,541.0,2.0,18.0,28.0,90.0,47.0,35.0,289.0,118.0,53.0,66.0,33.0,19.0
E01000361,1145.0,878.0,166.0,487.0,3.0,26.0,30.0,80.0,50.0,36.0,267.0,125.0,55.0,42.0,26.0,19.0
E01000362,1039.0,745.0,158.0,395.0,6.0,20.0,28.0,71.0,36.0,31.0,294.0,173.0,42.0,45.0,15.0,19.0
E01000363,1091.0,796.0,130.0,456.0,9.0,28.0,33.0,77.0,32.0,31.0,295.0,166.0,59.0,30.0,25.0,15.0
E01000364,1134.0,810.0,159.0,445.0,3.0,29.0,36.0,81.0,28.0,29.0,324.0,178.0,51.0,53.0,26.0,16.0
E01000365,1136.0,803.0,143.0,475.0,4.0,19.0,29.0,58.0,38.0,37.0,333.0,181.0,54.0,51.0,27.0,20.0
E01000366,1180.0,922.0,159.0,568.0,5.0,19.0,28.0,68.0,41.0,34.0,258.0,136.0,42.0,41.0,26.0,13.0
E01000367,1126.0,791.0,189.0,412.0,0.0,18.0,13.0,44.0,88.0,27.0,335.0,142.0,69.0,42.0,60.0,22.0
E01000368,1056.0,727.0,146.0,439.0,6.0,9.0,14.0,30.0,52.0,31.0,329.0,114.0,60.0,66.0,55.0,34.0
E01000369,1241.0,898.0,187.0,512.0,4.0,11.0,28.0,65.0,51.0,40.0,343.0,184.0,56.0,43.0,37.0,23.0
E01000370,1136.0,797.0,178.0,462.0,3.0,12.0,26.0,61.0,32.0,23.0,339.0,209.0,47.0,38.0,29.0,16.0
E01000371,1152.0,872.0,154.0,544.0,2.0,10.0,24.0,78.0,33.0,27.0,280.0,171.0,43.0,35.0,21.0,10.0
E01000372,1173.0,773.0,165.0,396.0,5.0,14.0,23.0,51.0,73.0,46.0,400.0,160.0,63.0,84.0,63.0,30.0
E01000373,1034.0,723.0,144.0,341.0,3.0,7.0,19.0,31.0,119.0,59.0,311.0,64.0,40.0,108.0,53.0,46.0
E01000374,997.0,653.0,130.0,346.0,4.0,6.0,9.0,50.0,74.0,34.0,344.0,117.0,58.0,79.0,63.0,27.0
E01000375,1078.0,756.0,135.0,431.0,2.0,15.0,19.0,52.0,61.0,41.0,322.0,129.0,76.0,52.0,46.0,19.0
E01000376,1085.0,806.0,160.0,459.0,4.0,14.0,25.0,65.0,44.0,35.0,279.0,146.0,33.0,52.0,30.0,18.0
E01000377,1052.0,772.0,155.0,447.0,1.0,15.0,24.0,66.0,34.0,30.0,280.0,174.0,32.0,34.0,23.0,17.0
E01000379,1184.0,857.0,154.0,507.0,5.0,15.0,27.0,57.0,55.0,37.0,327.0,149.0,58.0,64.0,42.0,14.0
E01000380,1055.0,783.0,149.0,470.0,4.0,9.0,25.0,60.0,43.0,23.0,272.0,130.0,43.0,40.0,39.0,20.0
E01000381,1104.0,775.0,137.0,461.0,7.0,16.0,23.0,70.0,33.0,28.0,329.0,134.0,51.0,47.0,77.0,20.0
E01000382,1096.0,759.0,151.0,421.0,4.0,30.0,31.0,67.0,26.0,29.0,337.0,206.0,49.0,47.0,19.0,16.0
E01000383,1088.0,745.0,155.0,381.0,5.0,26.0,45.0,76.0,37.0,20.0,343.0,198.0,43.0,40.0,27.0,35.0
E01000384,1222.0,898.0,160.0,521.0,3.0,21.0,30.0,75.0,51.0,37.0,324.0,135.0,80.0,60.0,24.0,25.0
E01000385,1270.0,881.0,159.0,489.0,2.0,15.0,19.0,69.0,82.0,46.0,389.0,132.0,63.0,86.0,75.0,33.0
E01000386,984.0,638.0,135.0,322.0,2.0,12.0,26.0,38.0,74.0,29.0,346.0,102.0,62.0,64.0,89.0,29.0
E01000387,1095.0,771.0,152.0,450.0,2.0,15.0,31.0,55.0,36.0,30.0,324.0,176.0,58.0,45.0,26.0,19.0
E01000388,1101.0,714.0,141.0,397.0,3.0,23.0,22.0,68.0,24.0,36.0,387.0,233.0,54.0,52.0,29.0,19.0
E01000389,1216.0,884.0,153.0,513.0,5.0,31.0,27.0,88.0,38.0,29.0,332.0,189.0,47.0,55.0,22.0,19.0
E01000390,935.0,663.0,136.0,367.0,6.0,24.0,19.0,66.0,26.0,19.0,272.0,135.0,52.0,36.0,31.0,18.0
E01000391,1249.0,939.0,183.0,526.0,3.0,18.0,29.0,89.0,49.0,42.0,310.0,130.0,74.0,58.0,26.0,22.0
E01000392,1165.0,879.0,185.0,467.0,2.0,18.0,10.0,57.0,87.0,53.0,286.0,72.0,68.0,76.0,42.0,28.0
