LSOA11CD,Borough,All categories: Distance travelled to work,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Work mainly at or from home,Other,Total distance (km),Average distance (km)
E01002386,Havering ,981,93.0,79.0,129.0,157.0,320.0,22.0,9.0,20.0,84.0,68.0,16075.9,19.4
E01002387,Havering ,768,59.0,39.0,142.0,96.0,250.0,13.0,10.0,7.0,82.0,70.0,11294.2,18.3
E01002388,Havering ,802,61.0,60.0,136.0,111.0,222.0,19.0,6.0,10.0,95.0,82.0,10766.2,17.2
E01002389,Havering ,691,75.0,59.0,108.0,92.0,184.0,11.0,9.0,9.0,85.0,59.0,9574.6,17.5
E01002390,Havering ,695,64.0,63.0,111.0,102.0,201.0,11.0,3.0,9.0,74.0,57.0,9510.0,16.9
E01002391,Havering ,714,55.0,69.0,152.0,75.0,175.0,18.0,5.0,14.0,95.0,56.0,11439.5,20.3
E01002392,Hillingdon ,634,69.0,128.0,168.0,109.0,32.0,9.0,10.0,12.0,39.0,58.0,6617.4,12.3
E01002393,Hillingdon ,865,78.0,167.0,266.0,133.0,53.0,3.0,9.0,12.0,62.0,82.0,9079.2,12.6
E01002394,Hillingdon ,655,62.0,119.0,237.0,79.0,42.0,4.0,7.0,10.0,47.0,48.0,6370.6,11.4
E01002395,Hillingdon ,656,56.0,147.0,187.0,104.0,40.0,9.0,5.0,12.0,39.0,57.0,7152.1,12.8
E01002396,Hillingdon ,734,95.0,142.0,247.0,90.0,35.0,4.0,7.0,10.0,40.0,64.0,6715.4,10.7
E01002397,Hillingdon ,739,84.0,164.0,196.0,105.0,37.0,9.0,8.0,9.0,62.0,65.0,6718.8,11.0
E01002398,Hillingdon ,843,101.0,178.0,206.0,119.0,56.0,13.0,5.0,11.0,60.0,94.0,7226.4,10.5
E01002399,Hillingdon ,751,90.0,148.0,235.0,97.0,25.0,10.0,13.0,10.0,45.0,78.0,7354.4,11.7
E01002400,Hillingdon ,785,87.0,194.0,154.0,104.0,50.0,23.0,8.0,12.0,63.0,90.0,7242.3,11.5
E01002401,Hillingdon ,753,93.0,173.0,168.0,111.0,64.0,9.0,7.0,5.0,54.0,69.0,6364.6,10.1
E01002402,Hillingdon ,637,98.0,150.0,140.0,85.0,53.0,6.0,4.0,9.0,27.0,65.0,5747.9,10.5
E01002403,Hillingdon ,724,84.0,166.0,163.0,98.0,61.0,8.0,4.0,8.0,52.0,80.0,6206.7,10.5
E01002404,Hillingdon ,771,115.0,204.0,159.0,116.0,68.0,3.0,4.0,8.0,41.0,53.0,6802.0,10.0
E01002405,Hillingdon ,861,136.0,185.0,185.0,109.0,51.0,6.0,5.0,12.0,69.0,103.0,6822.1,9.9
E01002406,Hillingdon ,887,143.0,178.0,202.0,118.0,55.0,10.0,13.0,7.0,71.0,90.0,7346.0,10.1
E01002407,Hillingdon ,1030,137.0,227.0,195.0,174.0,81.0,12.0,9.0,24.0,75.0,96.0,11413.2,13.3
E01002408,Hillingdon ,731,96.0,167.0,143.0,94.0,47.0,15.0,4.0,17.0,58.0,90.0,6953.9,11.9
E01002409,Hillingdon ,747,94.0,198.0,150.0,119.0,60.0,8.0,5.0,10.0,44.0,59.0,7144.9,11.1
E01002410,Hillingdon ,868,113.0,193.0,171.0,120.0,76.0,13.0,9.0,8.0,64.0,101.0,7788.9,11.1
E01002411,Hillingdon ,728,144.0,162.0,103.0,83.0,57.0,20.0,10.0,19.0,53.0,77.0,8018.3,13.4
E01002412,Hillingdon ,1164,294.0,184.0,188.0,153.0,90.0,21.0,7.0,18.0,110.0,99.0,10286.8,10.8
E01002413,Hillingdon ,688,103.0,146.0,120.0,101.0,55.0,12.0,6.0,11.0,64.0,70.0,6331.2,11.4
E01002414,Hillingdon ,1069,206.0,84.0,116.0,157.0,153.0,55.0,40.0,40.0,119.0,99.0,16036.2,18.8
E01002415,Hillingdon ,925,103.0,96.0,198.0,238.0,86.0,19.0,9.0,8.0,67.0,101.0,9472.9,12.5
E01002416,Hillingdon ,908,115.0,104.0,226.0,190.0,66.0,11.0,3.0,13.0,76.0,104.0,9204.5,12.6
E01002417,Hillingdon ,788,72.0,87.0,165.0,168.0,115.0,9.0,6.0,9.0,90.0,67.0,8440.7,13.4
E01002418,Hillingdon ,861,101.0,103.0,190.0,183.0,79.0,8.0,13.0,12.0,65.0,107.0,9737.5,14.1
E01002419,Hillingdon ,795,85.0,99.0,163.0,183.0,92.0,9.0,1.0,16.0,67.0,80.0,8689.5,13.4
E01002420,Hillingdon ,815,89.0,88.0,199.0,153.0,124.0,7.0,3.0,6.0,63.0,83.0,8386.1,12.5
E01002421,Hillingdon ,833,79.0,112.0,163.0,195.0,77.0,14.0,8.0,7.0,91.0,87.0,8129.3,12.4
E01002422,Hillingdon ,668,65.0,176.0,156.0,100.0,37.0,15.0,4.0,12.0,59.0,44.0,6174.6,10.9
E01002423,Hillingdon ,823,83.0,199.0,195.0,109.0,68.0,11.0,7.0,5.0,68.0,78.0,6555.0,9.7
E01002424,Hillingdon ,755,70.0,182.0,190.0,120.0,56.0,5.0,9.0,10.0,50.0,63.0,7171.2,11.2
E01002425,Hillingdon ,759,68.0,204.0,178.0,95.0,64.0,12.0,2.0,16.0,47.0,73.0,6990.8,10.9
E01002426,Hillingdon ,789,70.0,180.0,222.0,133.0,37.0,13.0,7.0,10.0,50.0,67.0,7242.0,10.8
E01002427,Hillingdon ,760,78.0,174.0,206.0,108.0,40.0,11.0,5.0,16.0,42.0,80.0,7436.0,11.7
E01002428,Hillingdon ,749,62.0,209.0,168.0,101.0,55.0,8.0,5.0,6.0,54.0,81.0,6198.0,10.1
E01002429,Hillingdon ,615,56.0,162.0,154.0,87.0,39.0,9.0,4.0,10.0,29.0,65.0,6275.9,12.0
E01002430,Hillingdon ,748,75.0,65.0,176.0,137.0,116.0,11.0,13.0,12.0,87.0,56.0,8800.2,14.5
E01002431,Hillingdon ,688,72.0,84.0,125.0,159.0,84.0,4.0,6.0,8.0,78.0,68.0,7073.0,13.0
E01002432,Hillingdon ,839,62.0,102.0,187.0,165.0,124.0,7.0,6.0,10.0,86.0,90.0,8789.9,13.3
E01002433,Hillingdon ,899,75.0,93.0,193.0,182.0,152.0,11.0,5.0,14.0,86.0,88.0,11192.2,15.4
E01002434,Hillingdon ,662,58.0,78.0,135.0,117.0,98.0,7.0,5.0,6.0,100.0,58.0,6605.2,13.1
E01002435,Hillingdon ,731,95.0,72.0,129.0,148.0,99.0,16.0,13.0,6.0,68.0,85.0,7475.3,12.9
E01002436,Hillingdon ,818,92.0,77.0,167.0,150.0,124.0,7.0,13.0,8.0,98.0,82.0,8571.8,13.4
E01002437,Hillingdon ,665,67.0,86.0,114.0,123.0,97.0,15.0,2.0,8.0,96.0,57.0,7113.6,13.9
E01002438,Hillingdon ,671,66.0,73.0,126.0,145.0,81.0,23.0,8.0,11.0,84.0,54.0,8324.6,15.6
E01002439,Hillingdon ,803,138.0,64.0,141.0,144.0,60.0,14.0,6.0,4.0,148.0,84.0,6115.8,10.7
E01002440,Hillingdon ,677,102.0,99.0,125.0,129.0,53.0,13.0,11.0,5.0,71.0,69.0,6365.5,11.9
E01002441,Hillingdon ,769,95.0,79.0,149.0,157.0,70.0,16.0,9.0,7.0,106.0,81.0,7948.9,13.7
E01002442,Hillingdon ,775,90.0,105.0,175.0,167.0,57.0,14.0,3.0,8.0,73.0,83.0,7844.4,12.7
E01002443,Hillingdon ,848,125.0,302.0,119.0,108.0,50.0,2.0,2.0,9.0,60.0,71.0,6338.1,8.8
E01002444,Hillingdon ,939,179.0,202.0,173.0,108.0,58.0,20.0,10.0,13.0,96.0,80.0,8074.1,10.6
E01002445,Hillingdon ,651,91.0,166.0,132.0,86.0,47.0,12.0,4.0,5.0,35.0,73.0,5260.0,9.7
E01002446,Hillingdon ,834,132.0,203.0,157.0,99.0,48.0,10.0,7.0,10.0,93.0,75.0,6158.3,9.2
E01002447,Hillingdon ,971,218.0,271.0,149.0,84.0,48.0,20.0,5.0,19.0,46.0,111.0,9047.6,11.1
E01002448,Hillingdon ,977,119.0,289.0,161.0,117.0,68.0,12.0,14.0,26.0,75.0,96.0,9699.1,12.0
E01002449,Hillingdon ,1000,220.0,286.0,138.0,111.0,64.0,9.0,9.0,13.0,59.0,91.0,8064.5,9.5
E01002450,Hillingdon ,747,60.0,196.0,149.0,121.0,60.0,6.0,9.0,10.0,54.0,82.0,7038.0,11.5
E01002451,Hillingdon ,772,71.0,209.0,159.0,114.0,91.0,14.0,8.0,8.0,49.0,49.0,7340.8,10.9
E01002452,Hillingdon ,827,81.0,207.0,144.0,132.0,98.0,15.0,9.0,10.0,60.0,71.0,7945.6,11.4
E01002453,Hillingdon ,872,65.0,242.0,160.0,146.0,82.0,18.0,5.0,10.0,61.0,83.0,8587.5,11.8
E01002454,Hillingdon ,787,56.0,204.0,150.0,123.0,52.0,7.0,3.0,19.0,71.0,102.0,9490.8,15.5
E01002455,Hillingdon ,775,83.0,168.0,172.0,111.0,61.0,13.0,7.0,9.0,66.0,85.0,7277.8,11.7
E01002456,Hillingdon ,735,106.0,161.0,140.0,128.0,70.0,11.0,5.0,7.0,60.0,47.0,7253.5,11.6
E01002457,Hillingdon ,702,109.0,175.0,114.0,77.0,59.0,10.0,12.0,11.0,58.0,77.0,6687.0,11.8
E01002458,Hillingdon ,678,71.0,107.0,125.0,100.0,100.0,21.0,5.0,7.0,74.0,68.0,6974.7,13.0
E01002459,Hillingdon ,739,71.0,141.0,119.0,122.0,110.0,8.0,5.0,7.0,93.0,63.0,7094.0,12.2
E01002460,Hillingdon ,646,54.0,113.0,117.0,119.0,81.0,21.0,9.0,10.0,57.0,65.0,7033.7,13.4
E01002461,Hillingdon ,720,72.0,86.0,121.0,126.0,117.0,21.0,8.0,11.0,98.0,60.0,8702.4,15.5
E01002462,Hillingdon ,717,59.0,146.0,141.0,109.0,95.0,15.0,10.0,10.0,82.0,50.0,7480.1,12.8
E01002463,Hillingdon ,771,68.0,122.0,129.0,113.0,121.0,26.0,10.0,9.0,90.0,83.0,8894.8,14.9
E01002464,Hillingdon ,803,66.0,133.0,137.0,169.0,118.0,12.0,4.0,6.0,74.0,84.0,7844.6,12.2
E01002465,Hillingdon ,831,109.0,117.0,158.0,164.0,113.0,10.0,10.0,7.0,67.0,76.0,8145.2,11.8
E01002466,Hillingdon ,883,131.0,83.0,181.0,184.0,115.0,12.0,8.0,9.0,76.0,84.0,9211.0,12.7
E01002467,Hillingdon ,699,87.0,80.0,144.0,134.0,97.0,7.0,8.0,3.0,71.0,68.0,6610.2,11.8
E01002468,Hillingdon ,957,111.0,74.0,244.0,212.0,119.0,12.0,11.0,5.0,68.0,101.0,9440.4,12.0
E01002469,Hillingdon ,926,108.0,92.0,178.0,219.0,119.0,10.0,10.0,14.0,65.0,111.0,9909.3,13.2
E01002470,Hillingdon ,868,95.0,81.0,176.0,159.0,129.0,7.0,12.0,15.0,98.0,96.0,9640.2,14.3
E01002471,Hillingdon ,891,95.0,96.0,190.0,192.0,128.0,8.0,7.0,14.0,83.0,78.0,10631.3,14.6
E01002472,Hillingdon ,752,61.0,62.0,120.0,103.0,195.0,19.0,17.0,14.0,99.0,62.0,10840.3,18.3
E01002473,Hillingdon ,766,38.0,75.0,114.0,136.0,156.0,22.0,6.0,10.0,145.0,64.0,8997.1,16.2
E01002474,Hillingdon ,758,56.0,69.0,142.0,132.0,142.0,17.0,4.0,15.0,99.0,82.0,9641.7,16.7
E01002475,Hillingdon ,707,67.0,68.0,108.0,127.0,142.0,17.0,6.0,9.0,111.0,52.0,8193.6,15.1
E01002476,Hillingdon ,757,71.0,61.0,103.0,108.0,192.0,24.0,11.0,13.0,121.0,53.0,10988.9,18.8
E01002477,Hillingdon ,614,73.0,62.0,86.0,87.0,159.0,20.0,4.0,13.0,75.0,35.0,9102.2,18.1
E01002478,Hillingdon ,780,89.0,61.0,118.0,104.0,191.0,19.0,12.0,11.0,97.0,78.0,10030.3,16.6
E01002479,Hillingdon ,811,74.0,119.0,158.0,135.0,151.0,11.0,11.0,9.0,57.0,86.0,9638.0,14.4
E01002480,Hillingdon ,888,69.0,142.0,147.0,165.0,153.0,12.0,3.0,13.0,111.0,73.0,9822.5,14.0
E01002481,Hillingdon ,776,100.0,73.0,159.0,142.0,130.0,13.0,9.0,4.0,68.0,78.0,7883.2,12.5
E01002482,Hillingdon ,751,61.0,65.0,124.0,100.0,168.0,14.0,2.0,10.0,143.0,64.0,8895.2,16.4
E01002483,Hillingdon ,844,109.0,79.0,156.0,133.0,147.0,14.0,3.0,12.0,95.0,96.0,9530.6,14.6
E01002484,Hillingdon ,736,92.0,82.0,121.0,117.0,138.0,19.0,5.0,7.0,67.0,88.0,8180.6,14.1
E01002485,Hillingdon ,871,81.0,109.0,155.0,163.0,150.0,11.0,6.0,11.0,78.0,107.0,9617.4,14.0
E01002486,Hillingdon ,937,110.0,214.0,193.0,143.0,77.0,17.0,8.0,22.0,64.0,89.0,10321.4,13.2
E01002487,Hillingdon ,830,92.0,183.0,168.0,115.0,79.0,19.0,3.0,14.0,68.0,89.0,8307.5,12.3
E01002488,Hillingdon ,789,111.0,197.0,158.0,98.0,70.0,16.0,6.0,7.0,53.0,73.0,6849.3,10.3
E01002489,Hillingdon ,854,108.0,205.0,187.0,122.0,59.0,11.0,7.0,8.0,50.0,97.0,7704.7,10.9
E01002490,Hillingdon ,990,123.0,242.0,207.0,118.0,88.0,17.0,12.0,18.0,62.0,103.0,10735.3,13.0
E01002491,Hillingdon ,664,93.0,178.0,146.0,94.0,29.0,10.0,6.0,12.0,47.0,49.0,6257.5,11.0
E01002492,Hillingdon ,732,92.0,172.0,166.0,112.0,34.0,9.0,5.0,16.0,48.0,78.0,7741.9,12.8
E01002493,Hillingdon ,727,116.0,180.0,162.0,99.0,53.0,10.0,3.0,10.0,42.0,52.0,6598.9,10.4
E01002494,Hillingdon ,921,92.0,114.0,168.0,206.0,123.0,9.0,8.0,8.0,86.0,107.0,9468.0,13.0
E01002495,Hillingdon ,1392,519.0,89.0,200.0,240.0,110.0,9.0,15.0,19.0,103.0,88.0,12349.4,10.3
E01002496,Hillingdon ,945,73.0,142.0,221.0,222.0,70.0,8.0,6.0,5.0,66.0,132.0,8344.9,11.2
E01002497,Hillingdon ,912,60.0,121.0,198.0,223.0,95.0,8.0,6.0,10.0,69.0,122.0,9431.1,13.1
E01002498,Hillingdon ,713,84.0,93.0,153.0,166.0,67.0,1.0,4.0,10.0,54.0,81.0,7581.6,13.1
E01002499,Hillingdon ,864,63.0,105.0,225.0,206.0,86.0,11.0,6.0,8.0,61.0,93.0,9663.5,13.6
E01002501,Hillingdon ,748,88.0,123.0,213.0,120.0,47.0,9.0,4.0,14.0,61.0,69.0,7379.3,11.9
E01002502,Hillingdon ,721,115.0,109.0,193.0,104.0,37.0,9.0,9.0,16.0,49.0,80.0,7453.4,12.6
E01002503,Hillingdon ,734,101.0,119.0,186.0,110.0,46.0,12.0,5.0,10.0,74.0,71.0,6428.6,10.9
E01002504,Hillingdon ,928,123.0,170.0,248.0,133.0,70.0,16.0,5.0,17.0,70.0,76.0,9643.5,12.3
E01002505,Hillingdon ,743,108.0,138.0,204.0,108.0,42.0,19.0,3.0,13.0,47.0,61.0,7559.5,11.9
E01002506,Hillingdon ,733,106.0,130.0,172.0,116.0,45.0,11.0,6.0,13.0,54.0,80.0,7785.7,13.0
E01002507,Hillingdon ,736,105.0,144.0,198.0,108.0,47.0,11.0,4.0,9.0,42.0,68.0,6538.1,10.4
E01002508,Hillingdon ,739,103.0,148.0,210.0,111.0,37.0,16.0,6.0,10.0,45.0,53.0,6634.0,10.3
E01002509,Hillingdon ,720,157.0,108.0,120.0,99.0,75.0,18.0,4.0,14.0,69.0,56.0,7351.7,12.4
E01002511,Hillingdon ,706,128.0,113.0,127.0,110.0,65.0,12.0,4.0,9.0,59.0,79.0,6123.0,10.8
E01002512,Hillingdon ,885,143.0,77.0,150.0,163.0,106.0,19.0,9.0,13.0,125.0,80.0,8946.0,13.2
E01002513,Hillingdon ,684,102.0,105.0,132.0,99.0,82.0,17.0,10.0,9.0,71.0,57.0,7058.6,12.7
E01002514,Hillingdon ,1042,192.0,110.0,179.0,160.0,170.0,32.0,13.0,7.0,108.0,71.0,11669.1,13.5
E01002515,Hillingdon ,837,199.0,112.0,149.0,115.0,104.0,17.0,9.0,13.0,66.0,53.0,8816.0,12.3
E01002516,Hillingdon ,740,89.0,109.0,131.0,115.0,79.0,18.0,9.0,21.0,110.0,59.0,8811.4,15.4
E01002518,Hillingdon ,651,148.0,98.0,108.0,76.0,62.0,20.0,10.0,10.0,57.0,62.0,6695.5,12.6
E01002519,Hillingdon ,745,107.0,202.0,138.0,95.0,67.0,10.0,7.0,13.0,58.0,48.0,7800.1,12.2
E01002520,Hillingdon ,756,177.0,85.0,116.0,121.0,80.0,19.0,8.0,14.0,69.0,67.0,7989.4,12.9
E01002521,Hillingdon ,822,195.0,99.0,130.0,109.0,106.0,21.0,6.0,12.0,52.0,92.0,8066.9,11.9
E01002523,Hillingdon ,771,195.0,76.0,124.0,124.0,96.0,18.0,8.0,20.0,51.0,59.0,10108.1,15.3
E01002525,Hillingdon ,840,115.0,216.0,123.0,102.0,88.0,16.0,6.0,12.0,69.0,93.0,8287.2,12.2
E01002526,Hillingdon ,831,119.0,238.0,133.0,91.0,73.0,10.0,5.0,12.0,65.0,85.0,7702.0,11.3
E01002527,Hillingdon ,687,71.0,157.0,129.0,90.0,86.0,8.0,2.0,15.0,47.0,82.0,7553.3,13.5
E01002528,Hillingdon ,722,113.0,173.0,124.0,104.0,42.0,8.0,7.0,10.0,60.0,81.0,6232.6,10.7
E01002529,Hillingdon ,1070,125.0,275.0,138.0,139.0,129.0,22.0,9.0,18.0,85.0,130.0,11191.3,13.1
E01002530,Hillingdon ,606,92.0,163.0,119.0,69.0,41.0,12.0,3.0,13.0,32.0,62.0,6405.1,12.5
E01002531,Hillingdon ,837,122.0,229.0,112.0,109.0,80.0,13.0,10.0,12.0,84.0,66.0,7903.9,11.5
E01002532,Hillingdon ,1054,165.0,274.0,172.0,176.0,101.0,13.0,9.0,11.0,53.0,80.0,9382.0,10.2
E01002533,Hillingdon ,738,68.0,135.0,152.0,124.0,88.0,17.0,2.0,3.0,61.0,88.0,6430.0,10.9
E01002534,Hillingdon ,693,73.0,89.0,138.0,101.0,127.0,14.0,7.0,1.0,70.0,73.0,6677.2,12.1
E01002535,Hillingdon ,989,87.0,103.0,181.0,185.0,192.0,16.0,16.0,8.0,102.0,99.0,11516.2,14.6
E01002536,Hillingdon ,801,98.0,154.0,118.0,132.0,137.0,14.0,10.0,14.0,67.0,57.0,9358.3,13.8
E01002537,Hillingdon ,793,54.0,166.0,120.0,142.0,146.0,22.0,3.0,6.0,65.0,69.0,8476.4,12.9
E01002538,Hillingdon ,837,87.0,113.0,159.0,176.0,90.0,9.0,4.0,11.0,89.0,99.0,7868.1,12.1
E01002539,Hillingdon ,743,84.0,91.0,138.0,135.0,112.0,16.0,9.0,10.0,77.0,71.0,8468.9,14.2
E01002540,Hillingdon ,780,53.0,164.0,252.0,119.0,45.0,9.0,9.0,9.0,48.0,72.0,7208.0,10.9
E01002541,Hillingdon ,1046,66.0,175.0,305.0,227.0,58.0,9.0,10.0,12.0,71.0,113.0,9923.7,11.5
E01002542,Hillingdon ,778,60.0,148.0,242.0,99.0,46.0,10.0,5.0,11.0,69.0,88.0,7280.8,11.7
E01002543,Hillingdon ,723,78.0,141.0,218.0,112.0,35.0,7.0,4.0,10.0,56.0,62.0,6795.5,11.2
E01002544,Hillingdon ,811,67.0,135.0,255.0,126.0,60.0,6.0,8.0,12.0,64.0,78.0,8932.4,13.4
E01002545,Hillingdon ,542,65.0,106.0,168.0,88.0,23.0,3.0,3.0,6.0,35.0,45.0,4729.6,10.2
E01002546,Hillingdon ,754,110.0,133.0,238.0,106.0,39.0,8.0,4.0,11.0,51.0,54.0,7555.4,11.6
E01002547,Hillingdon ,670,99.0,99.0,201.0,110.0,24.0,15.0,3.0,7.0,49.0,63.0,5938.3,10.6
E01002548,Hillingdon ,674,123.0,170.0,91.0,106.0,43.0,13.0,6.0,7.0,49.0,66.0,5530.3,9.9
E01002549,Hillingdon ,893,139.0,207.0,162.0,133.0,72.0,17.0,8.0,8.0,61.0,86.0,8035.0,10.8
E01002550,Hillingdon ,938,178.0,208.0,194.0,131.0,72.0,11.0,7.0,16.0,49.0,72.0,9159.0,11.2
E01002551,Hillingdon ,873,159.0,159.0,180.0,132.0,71.0,19.0,7.0,9.0,67.0,70.0,7918.9,10.8
E01002552,Hillingdon ,723,134.0,165.0,108.0,96.0,57.0,19.0,6.0,8.0,60.0,70.0,6794.4,11.5
E01002553,Hillingdon ,747,157.0,200.0,126.0,84.0,50.0,16.0,6.0,11.0,41.0,56.0,5997.9,9.2
E01002554,Hillingdon ,1313,194.0,304.0,209.0,189.0,166.0,20.0,9.0,20.0,69.0,133.0,13768.2,12.4
E01002555,Hounslow ,1019,107.0,280.0,210.0,130.0,76.0,17.0,6.0,15.0,75.0,103.0,9250.6,11.0
E01002556,Hounslow ,815,119.0,202.0,174.0,93.0,65.0,6.0,2.0,14.0,56.0,84.0,7776.2,11.5
E01002557,Hounslow ,904,103.0,226.0,193.0,121.0,62.0,18.0,3.0,12.0,71.0,95.0,7887.2,10.7
E01002558,Hounslow ,899,121.0,234.0,188.0,132.0,60.0,9.0,1.0,20.0,43.0,91.0,8608.4,11.3
E01002559,Hounslow ,1165,131.0,319.0,278.0,152.0,71.0,11.0,4.0,11.0,66.0,122.0,9134.9,9.3
E01002560,Hounslow ,785,120.0,197.0,151.0,105.0,45.0,9.0,9.0,13.0,47.0,89.0,7382.1,11.4
E01002561,Hounslow ,637,87.0,138.0,186.0,101.0,26.0,9.0,3.0,7.0,29.0,51.0,5534.8,9.9
E01002562,Hounslow ,653,81.0,120.0,113.0,138.0,8.0,6.0,3.0,3.0,73.0,108.0,4851.3,10.3
E01002563,Hounslow ,911,98.0,153.0,174.0,225.0,22.0,12.0,3.0,10.0,108.0,106.0,6966.0,10.0
E01002564,Hounslow ,894,112.0,162.0,173.0,219.0,17.0,12.0,5.0,4.0,63.0,127.0,6355.5,9.0
E01002565,Hounslow ,1412,171.0,238.0,286.0,327.0,38.0,11.0,9.0,25.0,129.0,178.0,12743.1,11.5
E01002566,Hounslow ,993,114.0,139.0,191.0,235.0,28.0,13.0,11.0,19.0,112.0,131.0,10145.3,13.5
E01002567,Hounslow ,1082,118.0,178.0,216.0,283.0,20.0,10.0,8.0,16.0,118.0,115.0,9004.3,10.6
E01002568,Hounslow ,1267,185.0,244.0,232.0,293.0,29.0,18.0,10.0,19.0,90.0,147.0,11281.1,11.0
E01002569,Hounslow ,1051,118.0,130.0,287.0,218.0,28.0,13.0,8.0,9.0,151.0,89.0,8581.3,10.6
E01002570,Hounslow ,1021,115.0,165.0,280.0,193.0,20.0,13.0,5.0,8.0,139.0,83.0,7612.6,9.5
E01002571,Hounslow ,771,74.0,111.0,169.0,138.0,19.0,14.0,12.0,11.0,146.0,77.0,6362.8,11.6
E01002572,Hounslow ,745,106.0,132.0,207.0,132.0,7.0,8.0,1.0,10.0,63.0,79.0,6601.2,10.9
E01002573,Hounslow ,876,92.0,105.0,228.0,179.0,21.0,9.0,6.0,6.0,166.0,64.0,6643.4,10.3
E01002574,Hounslow ,881,98.0,104.0,246.0,174.0,23.0,6.0,2.0,10.0,151.0,67.0,6816.8,10.3
E01002575,Hounslow ,942,106.0,117.0,267.0,179.0,21.0,7.0,5.0,7.0,152.0,81.0,6610.2,9.3
E01002576,Hounslow ,862,98.0,139.0,172.0,219.0,17.0,14.0,5.0,15.0,106.0,77.0,9505.6,14.0
E01002577,Hounslow ,947,138.0,110.0,175.0,235.0,28.0,10.0,7.0,18.0,150.0,76.0,9419.5,13.1
E01002578,Hounslow ,770,82.0,108.0,161.0,181.0,12.0,14.0,4.0,4.0,134.0,70.0,5745.5,10.2
E01002579,Hounslow ,943,67.0,119.0,165.0,273.0,16.0,5.0,7.0,19.0,172.0,100.0,9969.7,14.9
E01002580,Hounslow ,774,83.0,109.0,139.0,232.0,13.0,13.0,4.0,6.0,87.0,88.0,6479.0,10.8
E01002581,Hounslow ,1179,114.0,183.0,199.0,368.0,20.0,14.0,14.0,22.0,149.0,96.0,11478.7,12.3
E01002582,Hounslow ,948,111.0,137.0,143.0,256.0,18.0,6.0,9.0,13.0,176.0,79.0,8799.6,12.7
E01002583,Hounslow ,813,75.0,245.0,151.0,119.0,52.0,13.0,6.0,13.0,60.0,79.0,7138.9,10.6
E01002584,Hounslow ,812,88.0,225.0,161.0,104.0,61.0,8.0,6.0,12.0,58.0,89.0,7210.4,10.8
E01002585,Hounslow ,765,85.0,195.0,157.0,102.0,52.0,10.0,6.0,16.0,55.0,87.0,7271.1,11.7
E01002586,Hounslow ,845,125.0,231.0,171.0,112.0,37.0,9.0,3.0,19.0,34.0,104.0,8616.5,12.2
E01002587,Hounslow ,885,94.0,198.0,184.0,145.0,55.0,9.0,2.0,13.0,68.0,117.0,8578.4,12.3
E01002588,Hounslow ,641,99.0,143.0,155.0,98.0,24.0,13.0,1.0,11.0,33.0,64.0,6675.9,12.3
E01002589,Hounslow ,866,119.0,185.0,186.0,133.0,59.0,20.0,6.0,13.0,62.0,83.0,8897.2,12.3
E01002590,Hounslow ,923,166.0,187.0,209.0,117.0,60.0,15.0,3.0,15.0,53.0,98.0,7963.6,10.3
E01002591,Hounslow ,854,165.0,175.0,194.0,110.0,43.0,11.0,5.0,10.0,62.0,79.0,7095.3,10.0
E01002592,Hounslow ,937,132.0,217.0,211.0,134.0,66.0,5.0,6.0,12.0,57.0,97.0,8594.5,11.0
E01002593,Hounslow ,1038,156.0,233.0,242.0,128.0,71.0,8.0,7.0,18.0,82.0,93.0,9084.2,10.5
E01002594,Hounslow ,924,153.0,199.0,199.0,122.0,69.0,13.0,5.0,6.0,59.0,99.0,7228.1,9.4
E01002595,Hounslow ,943,187.0,195.0,195.0,127.0,65.0,12.0,5.0,15.0,53.0,89.0,8702.2,10.9
E01002596,Hounslow ,997,129.0,166.0,252.0,161.0,86.0,15.0,7.0,17.0,63.0,101.0,10251.5,12.3
E01002598,Hounslow ,871,121.0,214.0,207.0,107.0,55.0,5.0,4.0,18.0,47.0,93.0,9210.8,12.6
E01002599,Hounslow ,743,116.0,164.0,191.0,96.0,43.0,12.0,3.0,9.0,42.0,67.0,6358.9,10.0
E01002600,Hounslow ,737,140.0,145.0,196.0,64.0,43.0,8.0,6.0,6.0,47.0,82.0,6030.7,9.9
E01002601,Hounslow ,927,132.0,139.0,252.0,130.0,68.0,9.0,5.0,8.0,66.0,118.0,7457.7,10.0
E01002602,Hounslow ,808,141.0,144.0,232.0,99.0,57.0,4.0,4.0,8.0,46.0,73.0,6905.3,10.0
E01002603,Hounslow ,964,143.0,194.0,234.0,137.0,77.0,11.0,8.0,17.0,68.0,75.0,9559.2,11.6
E01002604,Hounslow ,641,71.0,144.0,157.0,97.0,24.0,5.0,4.0,12.0,44.0,83.0,6042.4,11.8
E01002605,Hounslow ,842,108.0,211.0,206.0,112.0,27.0,11.0,5.0,12.0,62.0,88.0,6806.8,9.8
E01002606,Hounslow ,675,92.0,188.0,175.0,76.0,25.0,8.0,3.0,8.0,39.0,61.0,5880.6,10.2
E01002607,Hounslow ,918,98.0,219.0,232.0,135.0,38.0,6.0,7.0,9.0,60.0,114.0,7117.0,9.6
E01002608,Hounslow ,765,92.0,187.0,157.0,121.0,51.0,4.0,2.0,8.0,49.0,94.0,7697.2,12.4
