LSOA11CD,Borough,All categories: Economic activity,Economically active: Total,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Total,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other
E01000171,Barnet ,1379,1053.0,164.0,614.0,7.0,16.0,42.0,99.0,81.0,30.0,326.0,64.0,86.0,74.0,51.0,51.0
E01000172,Barnet ,1185,796.0,140.0,414.0,8.0,34.0,51.0,81.0,41.0,27.0,389.0,139.0,130.0,67.0,24.0,29.0
E01000173,Barnet ,1256,896.0,160.0,510.0,3.0,26.0,53.0,72.0,42.0,30.0,360.0,146.0,95.0,57.0,36.0,26.0
E01000174,Barnet ,1265,921.0,167.0,488.0,5.0,20.0,49.0,74.0,84.0,34.0,344.0,131.0,83.0,56.0,47.0,27.0
E01000175,Barnet ,1138,847.0,160.0,434.0,6.0,24.0,53.0,80.0,57.0,33.0,291.0,146.0,51.0,50.0,25.0,19.0
E01000176,Barnet ,1187,781.0,132.0,408.0,6.0,18.0,38.0,84.0,61.0,34.0,406.0,156.0,78.0,68.0,73.0,31.0
E01000177,Barnet ,1287,1034.0,132.0,599.0,6.0,22.0,83.0,128.0,36.0,28.0,253.0,106.0,71.0,44.0,13.0,19.0
E01000178,Barnet ,1267,945.0,137.0,526.0,5.0,37.0,72.0,98.0,33.0,37.0,322.0,109.0,95.0,60.0,34.0,24.0
E01000179,Barnet ,1294,1078.0,144.0,659.0,3.0,26.0,56.0,119.0,43.0,28.0,216.0,80.0,53.0,42.0,28.0,13.0
E01000180,Barnet ,1188,853.0,125.0,521.0,5.0,33.0,34.0,67.0,36.0,32.0,335.0,134.0,87.0,49.0,44.0,21.0
E01000181,Barnet ,1319,1067.0,127.0,612.0,4.0,34.0,75.0,123.0,53.0,39.0,252.0,114.0,70.0,30.0,18.0,20.0
E01000182,Barnet ,1320,1024.0,118.0,638.0,1.0,39.0,47.0,111.0,41.0,29.0,296.0,125.0,82.0,38.0,35.0,16.0
E01000183,Barnet ,1025,771.0,106.0,454.0,8.0,34.0,53.0,73.0,22.0,21.0,254.0,106.0,60.0,46.0,19.0,23.0
E01000184,Barnet ,1005,683.0,121.0,342.0,4.0,19.0,32.0,60.0,64.0,41.0,322.0,97.0,87.0,61.0,48.0,29.0
E01000185,Barnet ,1092,735.0,107.0,351.0,1.0,18.0,39.0,71.0,90.0,58.0,357.0,84.0,98.0,64.0,78.0,33.0
E01000186,Barnet ,1080,794.0,170.0,361.0,10.0,58.0,64.0,71.0,31.0,29.0,286.0,113.0,82.0,50.0,24.0,17.0
E01000187,Barnet ,1084,760.0,157.0,353.0,5.0,32.0,48.0,87.0,49.0,29.0,324.0,123.0,73.0,65.0,24.0,39.0
E01000188,Barnet ,1127,842.0,138.0,368.0,14.0,67.0,59.0,145.0,25.0,26.0,285.0,107.0,77.0,61.0,11.0,29.0
E01000189,Barnet ,1248,825.0,191.0,342.0,3.0,9.0,29.0,49.0,120.0,82.0,423.0,70.0,119.0,101.0,70.0,63.0
E01000190,Barnet ,1083,755.0,145.0,343.0,8.0,50.0,44.0,100.0,35.0,30.0,328.0,115.0,92.0,69.0,20.0,32.0
E01000191,Barnet ,1056,746.0,153.0,353.0,9.0,48.0,46.0,89.0,33.0,15.0,310.0,130.0,85.0,54.0,20.0,21.0
E01000192,Barnet ,1292,919.0,174.0,409.0,11.0,58.0,63.0,114.0,49.0,41.0,373.0,111.0,104.0,79.0,25.0,54.0
E01000193,Barnet ,1235,864.0,164.0,393.0,7.0,56.0,69.0,89.0,43.0,43.0,371.0,111.0,138.0,54.0,31.0,37.0
E01000194,Barnet ,1230,892.0,149.0,433.0,4.0,46.0,47.0,105.0,59.0,49.0,338.0,104.0,99.0,55.0,32.0,48.0
E01000195,Barnet ,1276,840.0,149.0,413.0,7.0,11.0,35.0,87.0,88.0,50.0,436.0,117.0,99.0,81.0,89.0,50.0
E01000196,Barnet ,1423,1103.0,141.0,596.0,10.0,30.0,83.0,133.0,65.0,45.0,320.0,104.0,96.0,48.0,25.0,47.0
E01000197,Barnet ,1428,1118.0,164.0,596.0,10.0,34.0,67.0,111.0,70.0,66.0,310.0,116.0,76.0,56.0,30.0,32.0
E01000198,Barnet ,1313,943.0,155.0,446.0,11.0,67.0,88.0,120.0,30.0,26.0,370.0,99.0,118.0,86.0,23.0,44.0
E01000199,Barnet ,1114,777.0,142.0,349.0,8.0,50.0,84.0,95.0,25.0,24.0,337.0,146.0,76.0,61.0,20.0,34.0
E01000200,Barnet ,1292,899.0,138.0,453.0,12.0,48.0,77.0,93.0,47.0,31.0,393.0,136.0,118.0,70.0,24.0,45.0
E01000201,Barnet ,1103,763.0,134.0,297.0,20.0,87.0,79.0,76.0,32.0,38.0,340.0,88.0,122.0,78.0,9.0,43.0
E01000202,Barnet ,1265,929.0,143.0,459.0,10.0,59.0,91.0,99.0,36.0,32.0,336.0,107.0,113.0,71.0,19.0,26.0
E01000203,Barnet ,1227,828.0,138.0,362.0,13.0,41.0,56.0,91.0,61.0,66.0,399.0,80.0,169.0,70.0,43.0,37.0
E01000204,Barnet ,1311,972.0,152.0,490.0,4.0,52.0,75.0,111.0,58.0,30.0,339.0,133.0,91.0,58.0,27.0,30.0
E01000205,Barnet ,1064,790.0,126.0,387.0,5.0,46.0,83.0,97.0,29.0,17.0,274.0,111.0,69.0,60.0,10.0,24.0
E01000206,Barnet ,1069,721.0,89.0,353.0,21.0,74.0,66.0,64.0,33.0,21.0,348.0,78.0,106.0,100.0,12.0,52.0
E01000207,Barnet ,1107,772.0,114.0,357.0,12.0,76.0,77.0,87.0,30.0,19.0,335.0,117.0,93.0,82.0,13.0,30.0
E01000208,Barnet ,1141,842.0,108.0,434.0,21.0,73.0,75.0,75.0,31.0,25.0,299.0,100.0,76.0,75.0,18.0,30.0
E01000209,Barnet ,1064,734.0,101.0,333.0,8.0,50.0,88.0,114.0,23.0,17.0,330.0,190.0,58.0,48.0,15.0,19.0
E01000210,Barnet ,1071,812.0,116.0,433.0,8.0,53.0,63.0,93.0,26.0,20.0,259.0,85.0,66.0,66.0,18.0,24.0
E01000211,Barnet ,1568,1196.0,175.0,639.0,9.0,37.0,82.0,124.0,76.0,54.0,372.0,90.0,135.0,52.0,36.0,59.0
E01000212,Barnet ,1041,739.0,96.0,373.0,18.0,67.0,64.0,78.0,17.0,26.0,302.0,106.0,66.0,71.0,8.0,51.0
E01000213,Barnet ,957,631.0,108.0,298.0,13.0,74.0,47.0,55.0,21.0,15.0,326.0,92.0,95.0,96.0,2.0,41.0
E01000214,Barnet ,1294,993.0,111.0,549.0,14.0,51.0,67.0,116.0,40.0,45.0,301.0,84.0,109.0,70.0,12.0,26.0
E01000215,Barnet ,1251,866.0,186.0,390.0,9.0,52.0,71.0,79.0,38.0,41.0,385.0,93.0,120.0,103.0,24.0,45.0
E01000216,Barnet ,1294,976.0,188.0,478.0,7.0,49.0,62.0,100.0,57.0,35.0,318.0,77.0,89.0,85.0,24.0,43.0
E01000217,Barnet ,1150,796.0,154.0,353.0,9.0,59.0,61.0,95.0,37.0,28.0,354.0,68.0,107.0,114.0,28.0,37.0
E01000218,Barnet ,1203,836.0,174.0,391.0,8.0,32.0,55.0,93.0,42.0,41.0,367.0,63.0,117.0,98.0,29.0,60.0
E01000219,Barnet ,1279,913.0,175.0,410.0,10.0,26.0,81.0,98.0,74.0,39.0,366.0,79.0,125.0,96.0,23.0,43.0
E01000220,Barnet ,1235,873.0,169.0,410.0,10.0,33.0,67.0,91.0,44.0,49.0,362.0,65.0,106.0,84.0,64.0,43.0
E01000221,Barnet ,878,561.0,101.0,253.0,2.0,23.0,34.0,42.0,66.0,40.0,317.0,56.0,91.0,66.0,65.0,39.0
E01000222,Barnet ,1128,751.0,137.0,328.0,13.0,29.0,46.0,76.0,72.0,50.0,377.0,111.0,106.0,78.0,40.0,42.0
E01000223,Barnet ,922,639.0,111.0,297.0,5.0,26.0,44.0,62.0,55.0,39.0,283.0,69.0,70.0,58.0,52.0,34.0
E01000224,Barnet ,1130,757.0,124.0,346.0,10.0,36.0,56.0,81.0,66.0,38.0,373.0,86.0,114.0,85.0,37.0,51.0
E01000225,Barnet ,980,651.0,176.0,243.0,12.0,50.0,43.0,69.0,28.0,30.0,329.0,79.0,99.0,97.0,15.0,39.0
E01000226,Barnet ,1212,827.0,170.0,370.0,7.0,22.0,49.0,76.0,72.0,61.0,385.0,99.0,94.0,70.0,72.0,50.0
E01000227,Barnet ,1285,940.0,175.0,487.0,9.0,22.0,55.0,105.0,49.0,38.0,345.0,143.0,92.0,62.0,20.0,28.0
E01000228,Barnet ,1011,745.0,137.0,363.0,12.0,44.0,55.0,72.0,26.0,36.0,266.0,87.0,87.0,50.0,14.0,28.0
E01000229,Barnet ,1191,852.0,139.0,419.0,11.0,23.0,54.0,85.0,82.0,39.0,339.0,84.0,89.0,62.0,59.0,45.0
E01000230,Barnet ,1206,846.0,175.0,396.0,9.0,48.0,63.0,102.0,32.0,21.0,360.0,141.0,97.0,56.0,25.0,41.0
E01000231,Barnet ,1294,964.0,176.0,478.0,5.0,32.0,64.0,106.0,60.0,43.0,330.0,100.0,113.0,66.0,25.0,26.0
E01000232,Barnet ,1304,896.0,160.0,467.0,6.0,46.0,53.0,90.0,49.0,25.0,408.0,147.0,90.0,61.0,67.0,43.0
E01000233,Barnet ,1312,952.0,153.0,508.0,9.0,36.0,59.0,109.0,37.0,41.0,360.0,126.0,99.0,60.0,36.0,39.0
E01000234,Barnet ,1239,913.0,147.0,492.0,0.0,45.0,60.0,87.0,49.0,33.0,326.0,118.0,72.0,81.0,21.0,34.0
E01000235,Barnet ,1192,840.0,152.0,405.0,6.0,34.0,32.0,86.0,67.0,58.0,352.0,81.0,113.0,68.0,54.0,36.0
E01000236,Barnet ,1213,869.0,192.0,372.0,7.0,42.0,55.0,89.0,52.0,60.0,344.0,67.0,123.0,87.0,32.0,35.0
E01000237,Barnet ,1554,1150.0,146.0,564.0,15.0,68.0,74.0,132.0,45.0,106.0,404.0,60.0,206.0,80.0,17.0,41.0
E01000238,Barnet ,1319,953.0,172.0,408.0,7.0,44.0,80.0,103.0,74.0,65.0,366.0,87.0,135.0,84.0,24.0,36.0
E01000239,Barnet ,1572,1114.0,123.0,618.0,12.0,38.0,69.0,112.0,75.0,67.0,458.0,80.0,180.0,88.0,47.0,63.0
E01000240,Barnet ,1254,847.0,130.0,397.0,9.0,36.0,65.0,101.0,53.0,56.0,407.0,111.0,134.0,59.0,38.0,65.0
E01000241,Barnet ,1339,967.0,138.0,447.0,16.0,50.0,92.0,122.0,43.0,59.0,372.0,118.0,133.0,57.0,21.0,43.0
E01000242,Barnet ,1075,716.0,127.0,336.0,4.0,51.0,56.0,66.0,41.0,35.0,359.0,111.0,115.0,70.0,32.0,31.0
E01000243,Barnet ,1443,1014.0,141.0,470.0,5.0,32.0,76.0,129.0,54.0,107.0,429.0,105.0,215.0,46.0,20.0,43.0
E01000244,Barnet ,1332,832.0,122.0,394.0,3.0,42.0,48.0,82.0,33.0,108.0,500.0,102.0,284.0,38.0,31.0,45.0
E01000245,Barnet ,1460,971.0,155.0,478.0,7.0,26.0,53.0,93.0,71.0,88.0,489.0,108.0,165.0,67.0,73.0,76.0
E01000246,Barnet ,1093,776.0,137.0,410.0,12.0,40.0,56.0,65.0,31.0,25.0,317.0,164.0,56.0,52.0,23.0,22.0
E01000247,Barnet ,1293,1004.0,141.0,584.0,5.0,31.0,48.0,100.0,60.0,35.0,289.0,105.0,71.0,53.0,41.0,19.0
E01000248,Barnet ,1183,895.0,123.0,473.0,9.0,31.0,77.0,103.0,50.0,29.0,288.0,114.0,73.0,59.0,25.0,17.0
E01000249,Barnet ,1099,840.0,177.0,409.0,6.0,42.0,53.0,83.0,32.0,38.0,259.0,109.0,75.0,40.0,21.0,14.0
E01000250,Barnet ,1634,1233.0,189.0,682.0,7.0,41.0,74.0,133.0,48.0,59.0,401.0,149.0,89.0,82.0,54.0,27.0
E01000251,Barnet ,1422,998.0,151.0,606.0,3.0,22.0,42.0,90.0,54.0,30.0,424.0,159.0,87.0,46.0,90.0,42.0
E01000252,Barnet ,1180,878.0,139.0,470.0,4.0,37.0,55.0,81.0,54.0,38.0,302.0,120.0,79.0,43.0,30.0,30.0
E01000253,Barnet ,1183,757.0,144.0,301.0,15.0,89.0,71.0,91.0,33.0,13.0,426.0,194.0,94.0,80.0,28.0,30.0
E01000254,Barnet ,1082,801.0,124.0,427.0,8.0,49.0,51.0,82.0,38.0,22.0,281.0,150.0,38.0,56.0,17.0,20.0
E01000255,Barnet ,1081,725.0,134.0,348.0,7.0,24.0,52.0,77.0,51.0,32.0,356.0,130.0,113.0,59.0,26.0,28.0
E01000256,Barnet ,1306,946.0,153.0,488.0,9.0,72.0,73.0,83.0,43.0,25.0,360.0,127.0,113.0,61.0,16.0,43.0
E01000257,Barnet ,1252,859.0,132.0,360.0,7.0,13.0,56.0,147.0,97.0,47.0,393.0,78.0,118.0,94.0,68.0,35.0
E01000258,Barnet ,1192,887.0,140.0,441.0,8.0,55.0,81.0,99.0,35.0,28.0,305.0,127.0,89.0,43.0,22.0,24.0
E01000259,Barnet ,1871,1358.0,204.0,747.0,6.0,60.0,66.0,132.0,81.0,62.0,513.0,165.0,148.0,108.0,41.0,51.0
E01000260,Barnet ,1445,1060.0,157.0,525.0,7.0,51.0,71.0,126.0,65.0,58.0,385.0,101.0,104.0,90.0,33.0,57.0
E01000261,Barnet ,1069,756.0,124.0,386.0,12.0,55.0,57.0,72.0,33.0,17.0,313.0,121.0,110.0,52.0,10.0,20.0
E01000262,Barnet ,1561,1080.0,165.0,525.0,7.0,39.0,69.0,157.0,70.0,48.0,481.0,129.0,136.0,120.0,46.0,50.0
E01000263,Barnet ,1064,795.0,134.0,369.0,15.0,74.0,67.0,88.0,13.0,35.0,269.0,97.0,74.0,71.0,4.0,23.0
E01000264,Barnet ,1228,870.0,135.0,413.0,10.0,60.0,68.0,81.0,50.0,53.0,358.0,99.0,82.0,78.0,48.0,51.0
E01000265,Barnet ,1392,996.0,170.0,512.0,6.0,34.0,65.0,102.0,74.0,33.0,396.0,121.0,100.0,85.0,48.0,42.0
E01000266,Barnet ,1124,812.0,162.0,372.0,10.0,56.0,47.0,92.0,34.0,39.0,312.0,154.0,73.0,50.0,12.0,23.0
E01000267,Barnet ,1152,869.0,159.0,453.0,6.0,36.0,41.0,83.0,44.0,47.0,283.0,120.0,76.0,44.0,18.0,25.0
E01000268,Barnet ,1265,958.0,139.0,535.0,7.0,35.0,53.0,89.0,65.0,35.0,307.0,86.0,74.0,80.0,36.0,31.0
E01000269,Barnet ,1034,775.0,153.0,402.0,3.0,30.0,41.0,72.0,37.0,37.0,259.0,121.0,55.0,37.0,27.0,19.0
E01000270,Barnet ,1089,790.0,123.0,466.0,4.0,16.0,47.0,86.0,24.0,24.0,299.0,143.0,64.0,48.0,27.0,17.0
E01000271,Barnet ,1033,754.0,114.0,371.0,18.0,49.0,65.0,75.0,36.0,26.0,279.0,126.0,55.0,54.0,16.0,28.0
E01000272,Barnet ,957,679.0,93.0,320.0,15.0,78.0,52.0,72.0,19.0,30.0,278.0,119.0,71.0,55.0,13.0,20.0
E01000273,Barnet ,1104,758.0,123.0,430.0,10.0,35.0,42.0,65.0,30.0,23.0,346.0,143.0,74.0,45.0,49.0,35.0
E01000274,Barnet ,1333,950.0,186.0,491.0,9.0,40.0,48.0,84.0,58.0,34.0,383.0,123.0,97.0,74.0,57.0,32.0
E01000275,Barnet ,1184,868.0,139.0,485.0,7.0,43.0,52.0,76.0,37.0,29.0,316.0,124.0,73.0,55.0,36.0,28.0
E01000276,Barnet ,1050,735.0,125.0,376.0,4.0,59.0,54.0,74.0,21.0,22.0,315.0,96.0,83.0,97.0,12.0,27.0
E01000277,Barnet ,1167,778.0,94.0,423.0,8.0,22.0,56.0,64.0,70.0,41.0,389.0,121.0,107.0,72.0,55.0,34.0
E01000278,Barnet ,1021,708.0,126.0,371.0,10.0,42.0,55.0,65.0,23.0,16.0,313.0,130.0,59.0,101.0,7.0,16.0
E01000279,Barnet ,1039,688.0,108.0,311.0,18.0,69.0,71.0,72.0,22.0,17.0,351.0,128.0,96.0,85.0,11.0,31.0
E01000280,Barnet ,1022,720.0,137.0,331.0,12.0,61.0,66.0,66.0,26.0,21.0,302.0,134.0,71.0,70.0,7.0,20.0
E01000281,Barnet ,835,627.0,117.0,336.0,8.0,17.0,30.0,48.0,37.0,34.0,208.0,38.0,54.0,59.0,25.0,32.0
E01000282,Barnet ,1218,861.0,144.0,471.0,3.0,30.0,50.0,98.0,39.0,26.0,357.0,140.0,89.0,70.0,22.0,36.0
E01000283,Barnet ,999,725.0,133.0,342.0,10.0,60.0,60.0,66.0,31.0,23.0,274.0,109.0,70.0,63.0,12.0,20.0
E01000284,Barnet ,1241,918.0,134.0,525.0,6.0,35.0,48.0,92.0,48.0,30.0,323.0,111.0,78.0,61.0,36.0,37.0
E01000285,Barnet ,1105,760.0,128.0,418.0,3.0,17.0,43.0,60.0,47.0,44.0,345.0,138.0,79.0,49.0,58.0,21.0
E01000286,Barnet ,1109,773.0,136.0,423.0,1.0,17.0,33.0,67.0,70.0,26.0,336.0,116.0,80.0,62.0,55.0,23.0
E01000287,Barnet ,1146,751.0,154.0,373.0,2.0,20.0,40.0,68.0,62.0,32.0,395.0,140.0,93.0,66.0,53.0,43.0
E01000288,Barnet ,1124,815.0,170.0,446.0,5.0,19.0,39.0,64.0,37.0,35.0,309.0,130.0,76.0,48.0,35.0,20.0
E01000289,Barnet ,1264,806.0,174.0,358.0,8.0,23.0,39.0,40.0,100.0,64.0,458.0,129.0,123.0,107.0,60.0,39.0
E01000290,Barnet ,1113,734.0,122.0,383.0,10.0,43.0,35.0,70.0,48.0,23.0,379.0,164.0,76.0,57.0,58.0,24.0
E01000291,Barnet ,1068,705.0,162.0,311.0,8.0,14.0,26.0,63.0,83.0,38.0,363.0,102.0,91.0,74.0,63.0,33.0
E01000292,Barnet ,1049,742.0,131.0,390.0,8.0,33.0,48.0,67.0,42.0,23.0,307.0,153.0,66.0,40.0,29.0,19.0
E01000293,Barnet ,1283,962.0,159.0,504.0,6.0,38.0,58.0,100.0,37.0,60.0,321.0,148.0,83.0,53.0,22.0,15.0
E01000294,Barnet ,1132,795.0,130.0,445.0,3.0,19.0,43.0,53.0,63.0,39.0,337.0,154.0,57.0,60.0,41.0,25.0
E01000295,Barnet ,1330,971.0,141.0,570.0,0.0,36.0,49.0,91.0,55.0,29.0,359.0,116.0,116.0,69.0,34.0,24.0
E01000296,Barnet ,1338,1036.0,115.0,612.0,8.0,43.0,61.0,103.0,56.0,38.0,302.0,86.0,94.0,64.0,28.0,30.0
E01000297,Barnet ,1144,867.0,110.0,503.0,5.0,28.0,44.0,89.0,53.0,35.0,277.0,105.0,66.0,47.0,31.0,28.0
E01000298,Barnet ,1382,1082.0,141.0,599.0,2.0,39.0,74.0,115.0,51.0,61.0,300.0,89.0,86.0,66.0,31.0,28.0
E01000299,Barnet ,1383,1011.0,132.0,582.0,6.0,24.0,56.0,103.0,59.0,49.0,372.0,102.0,115.0,79.0,31.0,45.0
E01000300,Barnet ,1241,932.0,134.0,529.0,2.0,40.0,66.0,90.0,34.0,37.0,309.0,119.0,75.0,54.0,34.0,27.0
E01000301,Barnet ,1054,762.0,139.0,401.0,4.0,43.0,45.0,70.0,33.0,27.0,292.0,105.0,70.0,68.0,17.0,32.0
E01000302,Barnet ,1359,995.0,122.0,590.0,4.0,15.0,52.0,102.0,76.0,34.0,364.0,105.0,103.0,56.0,53.0,47.0
E01000303,Barnet ,1078,784.0,116.0,447.0,5.0,32.0,49.0,68.0,36.0,31.0,294.0,102.0,85.0,66.0,12.0,29.0
E01000304,Barnet ,1230,958.0,108.0,534.0,9.0,33.0,67.0,101.0,74.0,32.0,272.0,80.0,77.0,46.0,34.0,35.0
E01000305,Barnet ,1254,881.0,153.0,397.0,5.0,30.0,57.0,83.0,78.0,78.0,373.0,92.0,103.0,76.0,54.0,48.0
E01000306,Barnet ,1320,916.0,135.0,492.0,7.0,26.0,58.0,95.0,38.0,65.0,404.0,132.0,126.0,63.0,35.0,48.0
E01000307,Barnet ,1224,847.0,153.0,406.0,4.0,25.0,53.0,84.0,69.0,53.0,377.0,118.0,124.0,72.0,34.0,29.0
E01000308,Barnet ,1107,703.0,158.0,296.0,2.0,23.0,26.0,37.0,103.0,58.0,404.0,116.0,84.0,69.0,89.0,46.0
E01000309,Barnet ,1386,959.0,149.0,457.0,19.0,42.0,66.0,106.0,48.0,72.0,427.0,96.0,168.0,83.0,48.0,32.0
E01000310,Barnet ,1577,1158.0,156.0,563.0,11.0,33.0,99.0,133.0,73.0,90.0,419.0,116.0,139.0,61.0,51.0,52.0
E01000311,Barnet ,1014,686.0,136.0,292.0,6.0,45.0,59.0,89.0,34.0,25.0,328.0,78.0,122.0,92.0,9.0,27.0
E01000312,Barnet ,1244,896.0,158.0,432.0,8.0,29.0,62.0,79.0,72.0,56.0,348.0,71.0,90.0,78.0,64.0,45.0
E01000313,Barnet ,1422,1006.0,181.0,483.0,7.0,27.0,50.0,97.0,69.0,92.0,416.0,93.0,137.0,84.0,47.0,55.0
E01000314,Barnet ,1426,1024.0,136.0,501.0,11.0,55.0,71.0,115.0,57.0,78.0,402.0,88.0,159.0,89.0,19.0,47.0
E01000315,Barnet ,1212,801.0,156.0,381.0,6.0,18.0,36.0,85.0,71.0,48.0,411.0,98.0,111.0,69.0,88.0,45.0
E01000316,Barnet ,1764,1298.0,202.0,705.0,6.0,42.0,60.0,101.0,105.0,77.0,466.0,135.0,142.0,79.0,56.0,54.0
E01000317,Barnet ,1198,880.0,127.0,481.0,10.0,34.0,48.0,92.0,55.0,33.0,318.0,102.0,84.0,56.0,33.0,43.0
E01000318,Barnet ,1345,969.0,173.0,481.0,2.0,40.0,57.0,105.0,60.0,51.0,376.0,152.0,106.0,69.0,25.0,24.0
E01000319,Barnet ,1105,842.0,123.0,463.0,4.0,29.0,62.0,89.0,36.0,36.0,263.0,95.0,73.0,50.0,19.0,26.0
E01000320,Barnet ,1052,754.0,115.0,406.0,3.0,29.0,59.0,71.0,45.0,26.0,298.0,133.0,73.0,49.0,20.0,23.0
E01000321,Barnet ,1289,990.0,174.0,539.0,11.0,24.0,53.0,99.0,49.0,41.0,299.0,85.0,79.0,45.0,45.0,45.0
E01000322,Barnet ,1321,959.0,163.0,508.0,9.0,24.0,72.0,84.0,53.0,46.0,362.0,132.0,84.0,68.0,43.0,35.0
E01000323,Barnet ,1505,1151.0,168.0,598.0,6.0,32.0,73.0,131.0,72.0,71.0,354.0,114.0,74.0,60.0,59.0,47.0
E01000324,Barnet ,1284,913.0,169.0,430.0,11.0,47.0,78.0,94.0,49.0,35.0,371.0,135.0,94.0,52.0,48.0,42.0
E01000325,Bexley ,1187,882.0,199.0,503.0,1.0,18.0,20.0,65.0,40.0,36.0,305.0,192.0,53.0,43.0,11.0,6.0
E01000326,Bexley ,963,762.0,135.0,494.0,3.0,13.0,19.0,60.0,20.0,18.0,201.0,106.0,28.0,33.0,17.0,17.0
E01000327,Bexley ,1105,786.0,168.0,436.0,6.0,22.0,22.0,72.0,27.0,33.0,319.0,205.0,56.0,32.0,13.0,13.0
E01000328,Bexley ,1100,783.0,171.0,440.0,2.0,15.0,25.0,63.0,43.0,24.0,317.0,187.0,41.0,41.0,26.0,22.0
E01000329,Bexley ,950,670.0,126.0,418.0,1.0,7.0,19.0,29.0,45.0,25.0,280.0,140.0,54.0,41.0,33.0,12.0
E01000330,Bexley ,1086,766.0,130.0,481.0,2.0,18.0,22.0,42.0,49.0,22.0,320.0,166.0,50.0,45.0,33.0,26.0
E01000331,Bexley ,1117,765.0,168.0,403.0,5.0,18.0,25.0,55.0,56.0,35.0,352.0,159.0,59.0,53.0,60.0,21.0
E01000332,Bexley ,1101,758.0,157.0,420.0,3.0,16.0,26.0,59.0,44.0,33.0,343.0,169.0,75.0,44.0,37.0,18.0
E01000333,Bexley ,1169,808.0,142.0,468.0,4.0,16.0,20.0,72.0,57.0,29.0,361.0,144.0,50.0,53.0,75.0,39.0
E01000334,Bexley ,1175,851.0,167.0,494.0,4.0,20.0,23.0,65.0,42.0,36.0,324.0,166.0,66.0,48.0,27.0,17.0
E01000335,Bexley ,1214,854.0,145.0,437.0,5.0,14.0,26.0,84.0,95.0,48.0,360.0,107.0,77.0,80.0,51.0,45.0
E01000336,Bexley ,1342,926.0,181.0,485.0,7.0,23.0,25.0,49.0,95.0,61.0,416.0,110.0,99.0,73.0,92.0,42.0
E01000337,Bexley ,1212,930.0,173.0,524.0,2.0,19.0,24.0,69.0,74.0,45.0,282.0,108.0,59.0,48.0,34.0,33.0
E01000338,Bexley ,1302,990.0,179.0,578.0,2.0,24.0,20.0,69.0,53.0,65.0,312.0,107.0,83.0,56.0,36.0,30.0
E01000339,Bexley ,1085,776.0,166.0,432.0,2.0,20.0,15.0,68.0,41.0,32.0,309.0,160.0,44.0,54.0,39.0,12.0
E01000340,Bexley ,1077,781.0,161.0,434.0,1.0,21.0,33.0,77.0,30.0,24.0,296.0,167.0,42.0,46.0,27.0,14.0
E01000341,Bexley ,1047,751.0,168.0,419.0,3.0,15.0,28.0,72.0,28.0,18.0,296.0,187.0,35.0,36.0,20.0,18.0
E01000342,Bexley ,1191,917.0,183.0,550.0,3.0,11.0,23.0,77.0,36.0,34.0,274.0,141.0,57.0,39.0,15.0,22.0
E01000343,Bexley ,1098,799.0,192.0,404.0,3.0,25.0,22.0,81.0,41.0,31.0,299.0,133.0,70.0,54.0,24.0,18.0
E01000344,Bexley ,1132,834.0,168.0,466.0,5.0,13.0,36.0,89.0,28.0,29.0,298.0,158.0,67.0,40.0,11.0,22.0
E01000345,Bexley ,1001,736.0,141.0,426.0,2.0,23.0,30.0,68.0,17.0,29.0,265.0,132.0,58.0,40.0,16.0,19.0
E01000346,Bexley ,1154,877.0,174.0,498.0,6.0,21.0,22.0,98.0,27.0,31.0,277.0,155.0,43.0,47.0,15.0,17.0
E01000347,Bexley ,1076,785.0,165.0,419.0,4.0,15.0,24.0,76.0,35.0,47.0,291.0,157.0,56.0,40.0,21.0,17.0
E01000348,Bexley ,1085,788.0,163.0,391.0,2.0,33.0,40.0,91.0,28.0,40.0,297.0,179.0,49.0,40.0,17.0,12.0
E01000349,Bexley ,1144,820.0,147.0,466.0,4.0,31.0,41.0,80.0,31.0,20.0,324.0,205.0,38.0,51.0,15.0,15.0
E01000350,Bexley ,1109,816.0,188.0,404.0,3.0,25.0,35.0,94.0,31.0,36.0,293.0,150.0,67.0,44.0,20.0,12.0
E01000351,Bexley ,1176,862.0,192.0,476.0,5.0,20.0,27.0,80.0,34.0,28.0,314.0,180.0,59.0,39.0,22.0,14.0
E01000352,Bexley ,1130,819.0,168.0,476.0,5.0,13.0,18.0,75.0,35.0,29.0,311.0,174.0,52.0,40.0,30.0,15.0
E01000353,Bexley ,1225,851.0,189.0,483.0,3.0,21.0,22.0,78.0,25.0,30.0,374.0,241.0,62.0,44.0,19.0,8.0
E01000354,Bexley ,1085,788.0,187.0,431.0,3.0,22.0,24.0,49.0,43.0,29.0,297.0,150.0,48.0,45.0,39.0,15.0
E01000355,Bexley ,1067,728.0,142.0,399.0,3.0,14.0,31.0,76.0,24.0,39.0,339.0,210.0,46.0,30.0,33.0,20.0
