LSOA21CD,All categories: Highest level of qualification_weighted,Highest level of qualification: Level 4 qualifications and above_weighted
E01004171,1193.0,325.0
E01004172,1225.0,374.0
E01004173,1114.0,302.0
E01004174,1161.0,402.0
E01004175,1289.0,309.0
E01004176,1123.0,372.0
E01004177,1480.0,393.0
E01004178,1632.0,513.0
E01004179,1251.0,465.0
E01004180,1434.0,555.0
E01004181,1386.0,456.0
E01004182,1160.0,288.0
E01004183,1294.0,222.0
E01004184,1142.0,182.0
E01004185,1078.0,191.0
E01004186,1359.0,411.0
E01004187,1230.0,231.0
E01004189,1445.0,272.0
E01004190,1135.0,346.0
E01004191,1340.0,362.0
E01004192,1513.0,543.0
E01004193,1693.0,573.0
E01004194,1093.0,276.0
E01004195,1279.0,414.0
E01004196,1179.0,329.0
E01004198,1242.0,389.0
E01004199,1172.0,282.0
E01004200,1399.0,713.0
E01004201,1245.0,521.0
E01004202,1427.0,728.0
E01004203,1466.0,650.0
E01004204,1287.0,368.0
E01004205,1580.0,406.0
E01004206,1184.0,310.0
E01004207,1151.0,386.0
E01004208,1746.0,890.0
E01004209,985.0,236.0
E01004211,1341.0,738.0
E01004212,1483.0,568.0
E01004214,1208.0,250.0
E01004216,1363.0,704.0
E01004217,1429.0,543.0
E01004218,1461.0,749.0
E01004219,1755.0,683.0
E01004221,1561.0,794.0
E01004222,1932.0,500.0
E01004223,1675.0,506.0
E01004226,1320.0,411.0
E01004228,1564.0,755.0
E01004229,1191.0,472.0
E01004230,1703.0,682.0
E01004231,1314.0,410.0
E01004232,1447.0,835.0
E01004233,1387.0,401.0
E01004234,1841.0,995.0
E01004235,978.0,254.0
E01004236,1202.0,262.0
E01004237,899.0,331.0
E01004239,1210.0,245.0
E01004240,1269.0,299.0
E01004241,1175.0,266.0
E01004243,1272.0,286.0
E01004244,1392.0,301.0
E01004245,1009.0,173.0
E01004247,1457.0,338.0
E01004248,896.0,167.0
E01004249,1479.0,331.0
E01004251,1582.0,439.0
E01004255,1250.0,424.0
E01004256,1299.0,318.0
E01004257,1316.0,310.0
E01004258,1284.0,683.0
E01004259,1471.0,741.0
E01004260,1362.0,475.0
E01004263,1098.0,241.0
E01004264,1124.0,287.0
E01004266,1257.0,510.0
E01004267,1455.0,676.0
E01004268,1344.0,342.0
E01004270,1892.0,838.0
E01004271,1098.0,268.0
E01004272,1443.0,264.0
E01004274,1526.0,570.0
E01004275,1521.0,679.0
E01004276,1851.0,1288.0
E01004277,1480.0,1112.0
E01004280,1473.0,670.0
E01004281,1531.0,982.0
E01004283,1837.0,482.0
E01004286,1751.0,522.0
E01004287,1662.0,486.0
E01004288,1153.0,254.0
E01004289,1477.0,441.0
E01004290,1136.0,485.0
E01004291,1668.0,1076.0
E01004292,1567.0,1094.0
E01004293,1925.0,1272.0
E01004295,1070.0,273.0
E01004296,1293.0,550.0
E01004297,1626.0,1090.0
E01004298,1290.0,394.0
E01004300,1029.0,258.0
E01004301,975.0,320.0
E01004302,1406.0,390.0
E01004303,1844.0,715.0
E01004304,1475.0,406.0
E01004305,1472.0,401.0
E01004306,1538.0,733.0
E01004307,2047.0,1325.0
E01004308,1203.0,458.0
E01004309,2386.0,750.0
E01004310,1702.0,671.0
E01004311,1215.0,465.0
E01004312,1288.0,383.0
E01004313,1578.0,644.0
E01004315,1438.0,605.0
E01004316,936.0,390.0
E01004319,1470.0,450.0
E01004321,1504.0,540.0
E01004322,1057.0,340.0
E01004323,1190.0,454.0
E01004324,1180.0,319.0
E01004326,1180.0,458.0
E01004327,982.0,294.0
E01004328,1486.0,483.0
E01004329,1523.0,508.0
E01004330,1477.0,497.0
E01004331,1442.0,437.0
E01004332,1448.0,420.0
E01004333,1320.0,423.0
E01004334,1128.0,239.0
E01004335,1268.0,255.0
E01004336,1479.0,464.0
E01004337,1521.0,375.0
E01004338,1499.0,530.0
E01004339,1399.0,505.0
E01004340,1460.0,383.0
E01004341,1361.0,342.0
E01004342,1670.0,497.0
E01004343,1419.0,379.0
E01004344,1341.0,321.0
E01004345,1434.0,375.0
E01004346,1230.0,325.0
E01004347,1552.0,594.0
E01004348,2043.0,644.0
E01004349,1129.0,197.0
E01004350,1465.0,281.0
E01004351,1304.0,320.0
E01004352,1634.0,622.0
E01004353,1529.0,432.0
E01004354,1409.0,441.0
E01004355,1277.0,328.0
E01004356,1300.0,233.0
E01004357,1240.0,280.0
E01004358,1383.0,405.0
E01004359,1350.0,371.0
E01004360,1101.0,278.0
E01004361,1082.0,260.0
E01004362,1346.0,563.0
E01004363,1271.0,429.0
E01004364,1316.0,375.0
E01004365,1852.0,518.0
E01004366,1549.0,507.0
E01004367,1274.0,368.0
E01004368,1560.0,623.0
E01004369,1358.0,488.0
E01004370,1417.0,533.0
E01004371,1421.0,509.0
E01004372,1438.0,572.0
E01004373,1435.0,398.0
E01004374,1549.0,566.0
E01004375,1504.0,445.0
E01004376,1701.0,605.0
E01004377,1383.0,405.0
E01004378,1423.0,420.0
E01004379,1135.0,345.0
E01004380,1203.0,340.0
E01004381,1412.0,501.0
E01004382,944.0,197.0
E01004383,1274.0,331.0
E01004384,1406.0,230.0
E01004385,1102.0,289.0
E01004386,1374.0,396.0
E01004387,1202.0,368.0
E01004388,1230.0,398.0
E01004389,1269.0,226.0
E01004390,1231.0,216.0
E01004391,1487.0,565.0
E01004392,1847.0,669.0
E01004393,2051.0,695.0
E01004394,1427.0,455.0
E01004395,1233.0,447.0
E01004396,1417.0,454.0
E01004397,1909.0,771.0
E01004398,1498.0,303.0
E01004399,1258.0,233.0
E01004400,1322.0,338.0
E01004401,1642.0,534.0
E01004402,1357.0,313.0
E01004403,1338.0,325.0
E01004404,1549.0,415.0
E01004405,1275.0,423.0
E01004406,1480.0,572.0
E01004407,1142.0,218.0
E01004408,1365.0,543.0
E01004409,1382.0,564.0
E01004410,1507.0,480.0
E01004411,1443.0,565.0
E01004412,1386.0,635.0
E01004413,1248.0,229.0
E01004414,1289.0,242.0
E01004415,1251.0,261.0
E01004416,1349.0,309.0
E01004417,1363.0,275.0
E01004418,1290.0,308.0
E01004419,1282.0,334.0
E01004420,1718.0,436.0
E01004421,1614.0,388.0
E01004422,1262.0,283.0
E01004423,1532.0,392.0
E01004424,1347.0,335.0
E01004425,1552.0,500.0
E01004426,1342.0,350.0
E01004427,1560.0,491.0
E01004428,1261.0,253.0
E01004429,1404.0,418.0
E01004430,1869.0,700.0
E01004432,1306.0,442.0
E01004434,1558.0,403.0
E01004435,1506.0,422.0
E01004436,1420.0,540.0
E01004437,1572.0,588.0
E01004438,1774.0,778.0
E01004439,1360.0,568.0
E01004440,1785.0,694.0
E01004441,1372.0,588.0
E01004442,1481.0,640.0
E01004443,1448.0,502.0
E01004444,1895.0,553.0
E01004445,1404.0,497.0
E01004446,1473.0,469.0
E01004447,1503.0,521.0
E01004448,1396.0,450.0
E01004449,1358.0,250.0
E01004450,1315.0,271.0
E01004451,1409.0,274.0
E01004452,1309.0,264.0
E01004453,1301.0,291.0
E01004454,1333.0,274.0
E01004455,1185.0,259.0
E01004456,1172.0,187.0
E01004457,1493.0,578.0
E01004458,1473.0,469.0
E01004459,1104.0,194.0
E01004460,1525.0,479.0
E01004462,1426.0,507.0
E01004463,1586.0,674.0
E01004464,1157.0,263.0
E01004465,1155.0,472.0
E01004466,1306.0,653.0
E01004467,1619.0,479.0
E01004468,1326.0,505.0
E01004469,1202.0,305.0
E01004470,1185.0,354.0
E01004471,1303.0,352.0
E01004472,1486.0,982.0
E01004473,1479.0,965.0
E01004474,1693.0,1133.0
E01004475,1218.0,792.0
E01004476,1479.0,985.0
E01004477,1268.0,871.0
E01004478,1135.0,763.0
E01004479,1205.0,824.0
E01004480,1474.0,1089.0
E01004481,1498.0,963.0
E01004482,1334.0,723.0
E01004483,1818.0,1179.0
E01004484,1338.0,857.0
E01004485,1428.0,861.0
E01004486,1330.0,861.0
E01004487,1313.0,781.0
E01004488,1241.0,728.0
E01004489,1141.0,651.0
E01004490,1250.0,772.0
E01004491,1830.0,862.0
E01004492,1467.0,755.0
E01004493,1514.0,837.0
E01004494,1425.0,741.0
E01004495,1220.0,473.0
E01004496,1789.0,1141.0
E01004497,1153.0,527.0
E01004498,1489.0,956.0
E01004499,1365.0,920.0
E01004500,1494.0,940.0
E01004501,1341.0,740.0
E01004502,1338.0,839.0
E01004503,1445.0,847.0
E01004504,1196.0,712.0
E01004505,1463.0,952.0
E01004506,1711.0,1143.0
E01004507,1675.0,1108.0
E01004508,1811.0,1198.0
E01004510,1724.0,1116.0
E01004511,1486.0,1060.0
E01004512,1186.0,705.0
E01004513,1556.0,742.0
E01004514,1481.0,968.0
E01004515,1493.0,902.0
E01004516,1388.0,584.0
E01004517,1567.0,652.0
E01004518,1348.0,654.0
E01004519,1358.0,544.0
E01004520,1032.0,373.0
E01004521,1510.0,651.0
E01004522,1254.0,511.0
E01004523,1302.0,580.0
E01004524,1327.0,412.0
E01004525,1546.0,678.0
E01004526,1375.0,588.0
E01004527,1322.0,601.0
E01004528,1215.0,466.0
E01004529,1742.0,852.0
E01004530,1601.0,780.0
E01004531,1349.0,539.0
E01004532,1226.0,653.0
E01004533,1106.0,451.0
E01004534,1637.0,1044.0
E01004535,1263.0,339.0
E01004536,1752.0,876.0
E01004537,1522.0,498.0
E01004538,1628.0,665.0
E01004539,1538.0,411.0
E01004540,1733.0,792.0
E01004541,1373.0,438.0
E01004542,1282.0,862.0
E01004543,1412.0,993.0
E01004544,1213.0,793.0
E01004545,1478.0,1094.0
E01004546,1283.0,888.0
E01004547,1168.0,588.0
E01004548,1856.0,1101.0
E01004549,1387.0,742.0
E01004550,1221.0,683.0
E01004551,1583.0,948.0
E01004552,1826.0,1366.0
E01004553,1423.0,999.0
E01004554,1290.0,935.0
E01004555,1244.0,856.0
E01004556,1174.0,831.0
E01004557,1228.0,823.0
E01004558,1309.0,863.0
E01004559,1019.0,692.0
E01004560,1715.0,1045.0
E01004563,1601.0,602.0
E01004564,1602.0,865.0
E01004565,1482.0,900.0
E01004566,1379.0,885.0
E01004567,1795.0,643.0
E01004568,1390.0,283.0
E01004569,2047.0,616.0
E01004570,1529.0,315.0
E01004571,1393.0,361.0
E01004572,1352.0,574.0
E01004573,1351.0,417.0
E01004574,1301.0,264.0
E01004575,1572.0,385.0
E01004576,1220.0,378.0
E01004577,1686.0,900.0
E01004579,1348.0,683.0
E01004580,1811.0,913.0
E01004581,1626.0,840.0
E01004582,1815.0,1017.0
E01004583,1622.0,810.0
E01004584,1276.0,352.0
E01004585,1661.0,1095.0
E01004586,1642.0,1191.0
E01004587,1485.0,1034.0
E01004588,1701.0,1227.0
E01004589,1448.0,1033.0
E01004590,1467.0,571.0
E01004591,1555.0,855.0
E01004592,1400.0,625.0
E01004593,1568.0,910.0
E01004594,1277.0,757.0
E01004595,1494.0,891.0
E01004596,1284.0,783.0
E01004597,1448.0,850.0
E01004598,1550.0,1067.0
E01004599,1144.0,760.0
E01004601,1870.0,949.0
E01004602,1417.0,951.0
E01004604,1257.0,876.0
E01004605,1430.0,830.0
E01004606,1430.0,1053.0
E01004607,1398.0,937.0
E01004608,1483.0,957.0
E01004609,1925.0,1363.0
E01004610,1624.0,596.0
E01004611,1310.0,645.0
E01004612,1409.0,575.0
E01004613,1320.0,480.0
E01004614,1754.0,753.0
E01004615,1369.0,422.0
E01004616,1838.0,849.0
E01004617,1425.0,601.0
E01004618,1282.0,741.0
E01004619,1063.0,693.0
E01004620,1328.0,747.0
E01004621,1369.0,782.0
E01004622,2097.0,646.0
E01004623,1376.0,818.0
E01004624,1326.0,687.0
E01004625,1039.0,640.0
E01004626,1525.0,929.0
E01004627,1274.0,737.0
E01004628,1941.0,967.0
E01004629,1296.0,675.0
E01004630,1332.0,394.0
E01004631,1253.0,498.0
E01004632,1215.0,628.0
E01004633,1252.0,373.0
E01004634,1268.0,670.0
E01004635,1349.0,695.0
E01004636,1187.0,564.0
E01004637,1218.0,538.0
E01004638,1132.0,736.0
E01004639,1478.0,824.0
E01004640,1498.0,1027.0
E01004641,1609.0,733.0
E01004642,1519.0,574.0
E01004643,1629.0,740.0
E01004644,1609.0,690.0
E01004645,1644.0,578.0
E01004646,1228.0,658.0
E01004647,1233.0,608.0
E01004648,1979.0,1125.0
E01004649,1422.0,704.0
E01004650,1665.0,1032.0
E01004651,1759.0,1126.0
E01004652,1653.0,1023.0
E01004653,1543.0,995.0
E01004654,2020.0,1349.0
E01004656,1861.0,1058.0
E01004657,1336.0,818.0
E01004658,1380.0,657.0
E01004659,1655.0,1025.0
E01004660,1554.0,952.0
E01004661,1651.0,877.0
E01004662,1700.0,1078.0
E01004663,1440.0,811.0
E01004665,1106.0,286.0
E01004668,1150.0,526.0
E01004669,1322.0,427.0
E01004670,1938.0,358.0
E01004674,1665.0,473.0
E01004675,1870.0,741.0
E01004676,1378.0,654.0
E01004677,1577.0,696.0
E01004678,1602.0,676.0
E01004679,1668.0,619.0
E01004680,1274.0,792.0
E01004681,1922.0,1252.0
E01004682,1433.0,961.0
E01004683,1443.0,862.0
E01004684,1358.0,500.0
E01004686,1291.0,584.0
E01004687,1421.0,803.0
E01004690,1167.0,634.0
E01004691,1355.0,710.0
E01004692,1386.0,723.0
E01004693,1213.0,781.0
E01004694,1614.0,1041.0
E01004695,1185.0,729.0
E01004696,1296.0,507.0
E01004697,1362.0,852.0
E01004698,1400.0,855.0
E01004699,2055.0,1311.0
E01004700,1540.0,1013.0
E01004701,1378.0,890.0
E01004702,1987.0,596.0
E01004703,1878.0,1178.0
E01004705,1223.0,838.0
E01004706,1388.0,1003.0
E01004707,1598.0,1079.0
E01004708,1397.0,722.0
E01004709,1390.0,683.0
E01004710,1244.0,391.0
E01004711,1367.0,500.0
E01004712,1547.0,918.0
E01004713,1660.0,1119.0
E01004714,1938.0,1209.0
E01004715,1651.0,812.0
E01004716,1284.0,817.0
E01004717,1402.0,959.0
E01004718,1595.0,547.0
E01004719,1458.0,475.0
E01004720,1541.0,454.0
E01004721,1597.0,386.0
E01004722,1822.0,429.0
E01004723,1815.0,686.0
E01004724,1486.0,790.0
E01004725,1314.0,524.0
E01004726,1503.0,878.0
E01004727,1804.0,1128.0
E01004728,1343.0,662.0
E01004729,1370.0,598.0
E01004730,1401.0,753.0
E01004731,1626.0,1008.0
E01004732,1257.0,373.0
E01004733,1743.0,1003.0
E01004734,1853.0,867.0
E01004735,1734.0,808.0
E01004736,1664.0,872.0
E01004737,1115.0,473.0
E01004740,1293.0,524.0
E01004741,1098.0,539.0
E01004742,1270.0,870.0
E01004743,1135.0,540.0
E01004744,1149.0,509.0
E01004746,1197.0,493.0
E01004747,1939.0,1104.0
E01004748,1278.0,833.0
E01004749,2126.0,1296.0
E01004750,1557.0,735.0
E01004751,1573.0,1092.0
E01004752,1448.0,762.0
E01004753,1661.0,1008.0
E01004754,1254.0,296.0
E01004755,1786.0,728.0
E01004756,1507.0,765.0
E01004757,1210.0,366.0
E01004760,1344.0,617.0
E01004761,1786.0,1032.0
E01004762,1854.0,923.0
E01004763,2063.0,1196.0
E01004765,1837.0,1021.0
E01032512,1830.0,486.0
E01032513,1044.0,308.0
E01032562,1131.0,231.0
E01032563,1230.0,438.0
E01032564,935.0,176.0
E01032565,1053.0,188.0
E01032566,1372.0,258.0
E01032567,1304.0,292.0
E01032568,1167.0,281.0
E01032569,1236.0,206.0
E01032570,1291.0,335.0
E01032572,1341.0,815.0
E01032573,1427.0,887.0
E01032574,1476.0,327.0
E01032575,1337.0,304.0
E01032576,1307.0,478.0
E01032577,1310.0,349.0
E01032579,1175.0,457.0
E01032580,992.0,221.0
E01032581,1267.0,323.0
E01032582,1658.0,815.0
E01032583,1411.0,577.0
E01032584,1081.0,507.0
E01032623,1497.0,699.0
E01032637,1192.0,999.0
E01032638,1099.0,865.0
E01032639,1473.0,704.0
E01032640,1182.0,948.0
E01032646,1425.0,965.0
E01032719,1032.0,380.0
E01032739,979.0,721.0
E01032740,1070.0,837.0
E01032741,945.0,315.0
E01032742,1133.0,294.0
E01032743,1481.0,477.0
E01032744,1182.0,309.0
E01032764,1145.0,620.0
E01032765,1238.0,484.0
E01032767,1516.0,1093.0
E01032768,1181.0,888.0
E01032769,1055.0,646.0
E01032770,1037.0,654.0
E01032771,923.0,546.0
E01032772,970.0,436.0
E01032774,1016.0,457.0
E01032775,989.0,674.0
E01032776,980.0,677.0
E01032777,948.0,520.0
E01032779,897.0,586.0
E01032780,1218.0,907.0
E01032781,1378.0,926.0
E01032782,1278.0,668.0
E01032783,1225.0,690.0
E01032784,1291.0,683.0
E01032785,1126.0,715.0
E01032786,1189.0,445.0
E01032787,1904.0,502.0
E01032788,900.0,436.0
E01032789,946.0,559.0
E01032790,872.0,449.0
E01032803,1214.0,909.0
E01032834,1080.0,853.0
E01033000,1255.0,260.0
E01033030,1324.0,721.0
E01033081,1045.0,494.0
E01033082,1049.0,439.0
E01033083,1306.0,863.0
E01033084,1357.0,608.0
E01033086,834.0,231.0
E01033098,935.0,607.0
E01033099,888.0,448.0
E01033100,1103.0,458.0
E01033132,918.0,498.0
E01033133,1056.0,682.0
E01033135,910.0,682.0
E01033146,1106.0,208.0
E01033148,1317.0,349.0
E01033150,1151.0,420.0
E01033151,1054.0,193.0
E01033208,1498.0,931.0
E01033320,1219.0,509.0
E01033322,1071.0,565.0
E01033324,1328.0,565.0
E01033325,1140.0,860.0
E01033327,1311.0,620.0
E01033341,989.0,375.0
E01033455,934.0,223.0
E01033456,1577.0,317.0
E01033457,1390.0,650.0
E01033463,2471.0,774.0
E01033485,1554.0,374.0
E01033486,858.0,376.0
E01033487,1063.0,748.0
E01033488,1022.0,484.0
E01033489,1752.0,933.0
E01033490,1526.0,864.0
E01033491,1489.0,796.0
E01033493,1236.0,994.0
E01033494,1288.0,818.0
E01033569,1369.0,756.0
E01033570,1208.0,713.0
E01033571,1196.0,622.0
E01033579,1154.0,651.0
E01033580,1350.0,809.0
E01033581,1373.0,408.0
E01033582,1166.0,652.0
E01033584,1164.0,295.0
E01033586,1125.0,426.0
E01033587,1159.0,394.0
E01033589,1281.0,755.0
E01033590,816.0,278.0
E01033591,1421.0,410.0
E01033592,1450.0,445.0
E01033593,920.0,423.0
E01033594,1233.0,570.0
E01033597,866.0,413.0
E01033598,945.0,238.0
E01033599,1105.0,368.0
E01033601,1196.0,321.0
E01033602,1197.0,256.0
E01033603,1143.0,476.0
E01033604,1035.0,315.0
E01033605,1582.0,423.0
E01033699,1096.0,575.0
E01033700,1391.0,813.0
E01033702,845.0,322.0
E01033703,1176.0,499.0
E01033704,1386.0,892.0
E01033705,1030.0,353.0
E01033706,1416.0,920.0
E01033708,1530.0,1032.0
E01033709,1434.0,708.0
E01033710,868.0,378.0
E01033711,1034.0,600.0
E01033712,1283.0,692.0
E01033713,1095.0,528.0
E01033727,2125.0,686.0
E01033728,1080.0,742.0
E01033729,2520.0,395.0
E01033732,849.0,520.0
E01033734,1022.0,594.0
E01033735,896.0,390.0
E01033736,1008.0,656.0
E01033737,1103.0,285.0
E01033738,1040.0,507.0
E01033739,1050.0,422.0
E01033740,1091.0,453.0
E01033741,1908.0,512.0
E01033742,1101.0,532.0
E01033743,1302.0,533.0
E01033744,1387.0,404.0
E01033745,1220.0,463.0
E01033746,1256.0,713.0
E01033784,1020.0,248.0
E01033785,294.0,72.0
E01033786,367.0,102.0
E01033787,476.0,133.0
E01033788,665.0,185.0
E01033789,635.0,109.0
E01033790,610.0,105.0
E01033791,515.0,108.0
E01033792,1197.0,251.0
E01033862,1152.0,507.0
E01033863,706.0,310.0
E01033864,368.0,140.0
E01033865,829.0,316.0
E01033866,246.0,94.0
E01033867,1260.0,653.0
E01033868,907.0,470.0
E01033869,806.0,354.0
E01033870,641.0,334.0
E01033871,1307.0,574.0
E01033872,914.0,475.0
E01033873,943.0,343.0
E01033874,480.0,175.0
E01033875,606.0,224.0
E01033876,505.0,186.0
E01033877,716.0,264.0
E01033878,263.0,87.0
E01033879,2035.0,468.0
E01033880,1301.0,429.0
E01033881,2431.0,616.0
E01033882,853.0,242.0
E01033883,1104.0,313.0
E01033884,1258.0,666.0
E01033885,541.0,286.0
E01033911,1507.0,594.0
E01033912,162.0,64.0
E01033913,1098.0,283.0
E01033914,1008.0,260.0
E01033915,348.0,111.0
E01033916,769.0,291.0
E01033917,327.0,140.0
E01033918,1078.0,463.0
E01033919,111.0,35.0
E01033920,320.0,102.0
E01033921,195.0,74.0
E01033922,523.0,198.0
E01033923,603.0,181.0
E01033924,904.0,270.0
E01033925,526.0,168.0
E01033926,2131.0,406.0
E01033927,1203.0,554.0
E01033928,883.0,407.0
E01033929,751.0,205.0
E01033930,905.0,246.0
E01033931,1145.0,345.0
E01033932,1038.0,313.0
E01033933,916.0,196.0
E01033934,1280.0,274.0
E01033935,1295.0,399.0
E01033936,664.0,204.0
E01033937,64.0,16.0
E01033938,1321.0,321.0
E01033939,111.0,27.0
E01033940,288.0,118.0
E01033941,125.0,51.0
E01033942,812.0,331.0
E01033943,1009.0,292.0
E01033944,308.0,89.0
E01033945,728.0,396.0
E01033946,769.0,418.0
E01034026,683.0,317.0
E01034027,1742.0,809.0
E01034028,1044.0,569.0
E01034029,961.0,524.0
E01034030,1537.0,881.0
E01034031,179.0,103.0
E01034032,1275.0,556.0
E01034033,728.0,317.0
E01034034,789.0,361.0
E01034035,1219.0,558.0
E01034036,697.0,288.0
E01034037,922.0,382.0
E01034038,845.0,301.0
E01034039,601.0,213.0
E01034040,1123.0,421.0
E01034041,1001.0,376.0
E01034042,1318.0,455.0
E01034043,187.0,64.0
E01034044,163.0,56.0
E01034045,680.0,208.0
E01034046,1450.0,444.0
E01034139,1621.0,513.0
E01034140,507.0,161.0
E01034141,330.0,148.0
E01034142,592.0,265.0
E01034143,604.0,271.0
E01034144,643.0,222.0
E01034145,519.0,179.0
E01034146,856.0,296.0
E01034147,31.0,13.0
E01034148,493.0,203.0
E01034149,1052.0,433.0
E01034150,1080.0,424.0
E01034151,279.0,110.0
E01034152,734.0,288.0
E01034153,590.0,181.0
E01034154,693.0,213.0
E01034155,676.0,215.0
E01034156,997.0,316.0
E01034173,2216.0,498.0
E01034174,649.0,135.0
E01034175,481.0,100.0
E01034176,430.0,89.0
E01034177,287.0,60.0
E01034178,315.0,102.0
E01034179,949.0,307.0
E01034180,589.0,190.0
E01034181,428.0,245.0
E01034182,606.0,347.0
E01034183,628.0,350.0
E01034184,224.0,125.0
E01034185,524.0,292.0
E01034186,203.0,112.0
E01034187,673.0,374.0
E01034188,938.0,274.0
E01034189,485.0,357.0
E01034190,236.0,69.0
E01034191,391.0,159.0
E01034192,1406.0,574.0
E01034193,101.0,30.0
E01034194,62.0,45.0
E01034195,45.0,33.0
E01034196,378.0,279.0
E01034198,2050.0,653.0
E01034199,1066.0,451.0
E01034200,1284.0,544.0
E01034201,696.0,179.0
E01034202,935.0,240.0
E01034203,598.0,176.0
E01034204,1180.0,348.0
E01034205,1372.0,545.0
E01034206,628.0,249.0
E01034207,75.0,30.0
E01034208,999.0,301.0
E01034209,955.0,288.0
E01034210,290.0,139.0
E01034211,836.0,403.0
E01034212,1986.0,1351.0
E01034213,490.0,186.0
E01034214,58.0,22.0
E01034215,61.0,23.0
E01034216,104.0,39.0
E01034217,474.0,180.0
E01034218,338.0,129.0
E01034219,265.0,101.0
E01034220,554.0,210.0
E01034221,240.0,91.0
E01034222,970.0,483.0
E01034223,116.0,58.0
E01034224,1018.0,393.0
E01034225,968.0,373.0
E01034226,86.0,33.0
E01034227,84.0,42.0
E01034228,118.0,59.0
E01034229,810.0,402.0
E01034230,78.0,39.0
E01034231,122.0,60.0
E01034383,1214.0,444.0
E01034384,158.0,58.0
E01034385,969.0,433.0
E01034386,355.0,159.0
E01034387,327.0,139.0
E01034388,421.0,179.0
E01034389,679.0,288.0
E01034390,586.0,220.0
E01034391,852.0,320.0
E01034392,504.0,249.0
E01034393,308.0,152.0
E01034394,486.0,240.0
E01034395,408.0,202.0
E01034469,852.0,162.0
E01034470,416.0,79.0
E01034471,679.0,195.0
E01034472,202.0,58.0
E01034473,876.0,393.0
E01034474,1313.0,589.0
E01034475,384.0,104.0
E01034476,512.0,139.0
E01034477,87.0,23.0
E01034478,943.0,255.0
E01034479,2229.0,534.0
E01034480,779.0,258.0
E01034481,1005.0,333.0
E01034482,192.0,78.0
E01034483,554.0,224.0
E01034484,1080.0,437.0
E01034485,1017.0,337.0
E01034486,671.0,222.0
E01034487,770.0,179.0
E01034488,1066.0,247.0
E01034576,771.0,452.0
E01034577,410.0,240.0
E01034578,1098.0,590.0
E01034579,971.0,521.0
E01034580,852.0,386.0
E01034581,1265.0,573.0
E01034589,1067.0,448.0
E01034590,527.0,222.0
E01034591,1021.0,347.0
E01034592,595.0,203.0
E01034593,1385.0,494.0
E01034594,239.0,85.0
E01034595,811.0,437.0
E01034596,225.0,121.0
E01034597,747.0,402.0
E01034598,573.0,309.0
E01034599,1254.0,454.0
E01034600,962.0,348.0
E01034601,704.0,235.0
E01034602,602.0,201.0
E01034603,904.0,284.0
E01034604,511.0,161.0
E01034605,573.0,180.0
E01034606,1208.0,354.0
E01034607,3285.0,962.0
E01034608,1725.0,542.0
E01034609,269.0,85.0
E01034610,1040.0,226.0
E01034611,560.0,122.0
E01034612,402.0,92.0
E01034613,1185.0,270.0
E01034614,359.0,89.0
E01034615,1342.0,333.0
E01034616,409.0,106.0
E01034617,1366.0,355.0
E01035484,1413.0,541.0
E01035485,370.0,141.0
E01035486,1290.0,467.0
E01035487,662.0,240.0
E01035488,708.0,487.0
E01035489,416.0,287.0
E01035490,1071.0,785.0
E01035491,1279.0,840.0
E01035492,269.0,197.0
E01035493,745.0,489.0
E01035494,823.0,338.0
E01035495,790.0,325.0
E01035496,397.0,136.0
E01035497,135.0,46.0
E01035498,650.0,222.0
E01035499,302.0,103.0
E01035638,581.0,153.0
E01035639,911.0,239.0
E01035640,1196.0,647.0
E01035641,817.0,443.0
E01035642,912.0,403.0
E01035643,1513.0,867.0
E01035644,474.0,271.0
E01035645,1058.0,467.0
E01035646,1420.0,730.0
E01035647,552.0,284.0
E01035648,751.0,332.0
E01035649,1211.0,535.0
E01035650,2196.0,909.0
E01035651,998.0,536.0
E01035652,1165.0,625.0
E01035653,921.0,679.0
E01035654,302.0,223.0
E01035655,1297.0,782.0
E01035656,519.0,313.0
E01035657,805.0,294.0
E01035658,349.0,128.0
E01035659,479.0,175.0
E01035660,1227.0,530.0
E01035661,679.0,294.0
E01035662,452.0,305.0
E01035663,1514.0,1023.0
E01035664,2079.0,973.0
E01035665,732.0,261.0
E01035666,324.0,115.0
E01035667,1013.0,361.0
E01035668,1537.0,857.0
E01035669,845.0,472.0
E01035670,3693.0,801.0
E01035671,546.0,172.0
E01035672,1061.0,334.0
E01035673,201.0,63.0
E01035674,892.0,313.0
E01035675,678.0,237.0
E01035676,806.0,179.0
E01035677,555.0,123.0
E01035678,623.0,223.0
E01035679,917.0,327.0
E01035680,782.0,319.0
E01035681,984.0,400.0
E01035682,740.0,144.0
E01035683,865.0,169.0
E01035684,819.0,178.0
E01035685,869.0,188.0
E01035686,1039.0,610.0
E01035687,1154.0,677.0
E01035688,381.0,218.0
E01035689,758.0,433.0
E01035690,734.0,513.0
E01035691,1158.0,809.0
E01035692,764.0,276.0
E01035693,859.0,197.0
E01035694,1325.0,478.0
E01035695,854.0,196.0
E01035696,712.0,382.0
E01035697,854.0,459.0
E01035698,476.0,292.0
E01035699,818.0,502.0
E01035700,46.0,32.0
E01035701,71.0,50.0
E01035702,853.0,593.0
E01035703,472.0,223.0
E01035704,149.0,70.0
E01035705,978.0,462.0
E01035706,608.0,288.0
E01035707,2699.0,1362.0
E01035708,992.0,249.0
E01035709,357.0,90.0
