LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01001518,Enfield ,907,82.0,214.0,135.0,128.0,80.0,89.0,62.0,46.0,71.0
E01001519,Enfield ,1366,136.0,378.0,243.0,141.0,101.0,102.0,101.0,44.0,120.0
E01001520,Enfield ,787,112.0,211.0,123.0,109.0,67.0,67.0,43.0,16.0,39.0
E01001521,Enfield ,900,147.0,263.0,147.0,112.0,70.0,51.0,40.0,20.0,50.0
E01001522,Enfield ,880,130.0,231.0,158.0,114.0,58.0,58.0,49.0,33.0,49.0
E01001523,Enfield ,844,109.0,221.0,136.0,114.0,68.0,59.0,48.0,38.0,51.0
E01001524,Enfield ,662,85.0,160.0,94.0,84.0,55.0,66.0,45.0,28.0,45.0
E01001525,Enfield ,884,103.0,223.0,140.0,102.0,81.0,73.0,56.0,44.0,62.0
E01001526,Enfield ,761,126.0,177.0,124.0,107.0,62.0,63.0,45.0,29.0,28.0
E01001527,Enfield ,804,95.0,214.0,125.0,93.0,76.0,67.0,43.0,38.0,53.0
E01001528,Enfield ,611,49.0,88.0,65.0,56.0,57.0,69.0,79.0,40.0,108.0
E01001529,Enfield ,700,76.0,113.0,68.0,59.0,96.0,76.0,70.0,32.0,110.0
E01001530,Enfield ,634,77.0,138.0,109.0,66.0,65.0,51.0,45.0,27.0,56.0
E01001531,Enfield ,779,140.0,252.0,123.0,87.0,51.0,39.0,35.0,15.0,37.0
E01001532,Enfield ,947,150.0,322.0,178.0,116.0,53.0,38.0,33.0,23.0,34.0
E01001533,Enfield ,730,135.0,211.0,90.0,117.0,44.0,47.0,33.0,25.0,28.0
E01001534,Enfield ,808,112.0,185.0,123.0,95.0,68.0,65.0,68.0,22.0,70.0
E01001535,Enfield ,722,112.0,171.0,107.0,98.0,45.0,50.0,57.0,36.0,46.0
E01001536,Enfield ,900,118.0,246.0,163.0,125.0,69.0,54.0,57.0,24.0,44.0
E01001537,Enfield ,888,105.0,174.0,136.0,125.0,110.0,76.0,61.0,36.0,65.0
E01001538,Enfield ,860,93.0,142.0,137.0,155.0,93.0,86.0,50.0,53.0,51.0
E01001539,Enfield ,852,70.0,190.0,109.0,169.0,104.0,77.0,47.0,43.0,43.0
E01001540,Enfield ,967,128.0,245.0,153.0,153.0,81.0,67.0,49.0,34.0,57.0
E01001541,Enfield ,841,106.0,230.0,151.0,121.0,72.0,44.0,42.0,33.0,42.0
E01001542,Enfield ,703,80.0,134.0,96.0,103.0,73.0,69.0,54.0,33.0,61.0
E01001543,Enfield ,807,91.0,159.0,103.0,140.0,107.0,59.0,52.0,38.0,58.0
E01001544,Enfield ,753,89.0,173.0,99.0,122.0,89.0,58.0,48.0,39.0,36.0
E01001545,Enfield ,637,50.0,59.0,57.0,73.0,73.0,92.0,50.0,73.0,110.0
E01001546,Enfield ,772,57.0,95.0,86.0,108.0,109.0,73.0,86.0,63.0,95.0
E01001547,Enfield ,732,69.0,111.0,73.0,92.0,95.0,79.0,80.0,59.0,74.0
E01001548,Enfield ,727,56.0,104.0,71.0,99.0,97.0,68.0,79.0,61.0,92.0
E01001549,Enfield ,684,50.0,69.0,66.0,77.0,84.0,79.0,83.0,67.0,109.0
E01001550,Enfield ,628,63.0,67.0,69.0,81.0,85.0,69.0,59.0,51.0,84.0
E01001551,Enfield ,613,57.0,61.0,58.0,65.0,85.0,76.0,66.0,62.0,83.0
E01001552,Enfield ,829,65.0,107.0,107.0,124.0,100.0,77.0,72.0,75.0,102.0
E01001553,Enfield ,567,34.0,65.0,42.0,66.0,75.0,74.0,61.0,54.0,96.0
E01001554,Enfield ,627,48.0,82.0,58.0,48.0,71.0,72.0,83.0,49.0,116.0
E01001555,Enfield ,726,35.0,78.0,57.0,86.0,78.0,76.0,133.0,61.0,122.0
E01001556,Enfield ,730,61.0,115.0,72.0,102.0,107.0,83.0,73.0,39.0,78.0
E01001557,Enfield ,632,54.0,101.0,51.0,63.0,60.0,65.0,69.0,78.0,91.0
E01001558,Enfield ,553,46.0,71.0,53.0,48.0,41.0,75.0,65.0,45.0,109.0
E01001559,Enfield ,785,40.0,110.0,76.0,94.0,93.0,89.0,74.0,63.0,146.0
E01001560,Enfield ,677,67.0,101.0,53.0,89.0,80.0,73.0,83.0,56.0,75.0
E01001562,Enfield ,631,32.0,140.0,43.0,55.0,59.0,89.0,74.0,46.0,93.0
E01001563,Enfield ,871,129.0,236.0,141.0,94.0,84.0,68.0,41.0,28.0,50.0
E01001564,Enfield ,870,146.0,271.0,152.0,119.0,52.0,24.0,51.0,27.0,28.0
E01001565,Enfield ,817,125.0,227.0,128.0,112.0,73.0,50.0,34.0,28.0,40.0
E01001566,Enfield ,933,133.0,293.0,142.0,115.0,69.0,51.0,46.0,33.0,51.0
E01001567,Enfield ,778,147.0,201.0,136.0,104.0,54.0,41.0,36.0,26.0,33.0
E01001568,Enfield ,767,166.0,173.0,112.0,128.0,58.0,41.0,37.0,17.0,35.0
E01001569,Enfield ,1000,144.0,303.0,198.0,106.0,63.0,54.0,33.0,34.0,65.0
E01001570,Enfield ,903,122.0,198.0,123.0,101.0,97.0,74.0,60.0,52.0,76.0
E01001571,Greenwich ,802,64.0,135.0,82.0,97.0,100.0,95.0,74.0,54.0,101.0
E01001572,Greenwich ,817,63.0,139.0,92.0,115.0,97.0,88.0,72.0,51.0,100.0
E01001573,Greenwich ,712,50.0,90.0,74.0,102.0,83.0,83.0,76.0,52.0,102.0
E01001574,Greenwich ,631,33.0,82.0,51.0,72.0,72.0,92.0,70.0,57.0,102.0
E01001575,Greenwich ,616,36.0,81.0,36.0,59.0,60.0,98.0,69.0,47.0,130.0
E01001576,Greenwich ,574,33.0,76.0,42.0,67.0,53.0,94.0,60.0,56.0,93.0
E01001577,Greenwich ,687,38.0,96.0,54.0,66.0,67.0,108.0,75.0,65.0,118.0
E01001578,Greenwich ,939,69.0,139.0,112.0,108.0,84.0,139.0,79.0,79.0,130.0
E01001579,Greenwich ,666,31.0,77.0,57.0,87.0,76.0,103.0,65.0,67.0,103.0
