LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01001698,682.0,93.0,84.0,120.0,198.0,32.0,9.0,1.0,14.0,49.0,82.0,8313.0,15.0
E01001699,987.0,334.0,56.0,85.0,177.0,18.0,7.0,3.0,7.0,189.0,111.0,5344.0,8.0
E01001700,893.0,122.0,76.0,163.0,268.0,30.0,17.0,7.0,19.0,68.0,123.0,9881.0,14.0
E01001701,601.0,165.0,60.0,84.0,160.0,12.0,10.0,2.0,13.0,43.0,52.0,6260.0,12.0
E01001702,529.0,86.0,50.0,107.0,130.0,19.0,8.0,3.0,11.0,44.0,71.0,6110.0,15.0
E01001703,695.0,79.0,81.0,118.0,216.0,22.0,11.0,2.0,13.0,46.0,107.0,8785.0,16.0
E01001704,769.0,127.0,77.0,133.0,230.0,17.0,9.0,8.0,17.0,73.0,78.0,8505.0,14.0
E01001705,722.0,103.0,108.0,131.0,183.0,17.0,10.0,7.0,3.0,58.0,102.0,5750.0,10.0
E01001708,772.0,125.0,112.0,134.0,189.0,13.0,3.0,2.0,10.0,83.0,101.0,6657.0,11.0
E01001710,557.0,93.0,73.0,114.0,133.0,13.0,7.0,4.0,6.0,35.0,79.0,4689.0,11.0
E01001712,870.0,95.0,90.0,191.0,238.0,28.0,16.0,6.0,14.0,74.0,118.0,8531.0,13.0
E01001714,656.0,57.0,123.0,252.0,60.0,12.0,2.0,7.0,6.0,35.0,102.0,4594.0,9.0
E01001715,953.0,27.0,153.0,444.0,106.0,22.0,4.0,4.0,19.0,74.0,100.0,8029.0,10.0
E01001716,745.0,32.0,143.0,324.0,64.0,21.0,7.0,3.0,13.0,58.0,80.0,6275.0,10.0
E01001717,589.0,36.0,131.0,243.0,52.0,10.0,3.0,1.0,14.0,39.0,60.0,4654.0,10.0
E01001718,1284.0,49.0,264.0,570.0,105.0,25.0,5.0,2.0,19.0,116.0,129.0,9883.0,10.0
E01001719,542.0,66.0,126.0,209.0,41.0,8.0,0.0,2.0,8.0,33.0,49.0,3816.0,8.0
E01001720,1237.0,55.0,258.0,517.0,113.0,23.0,6.0,3.0,14.0,119.0,129.0,9697.0,10.0
E01001722,887.0,105.0,177.0,278.0,98.0,11.0,8.0,4.0,13.0,70.0,123.0,7108.0,10.0
E01001723,998.0,117.0,189.0,352.0,90.0,5.0,4.0,5.0,10.0,115.0,111.0,6149.0,8.0
E01001724,1362.0,101.0,226.0,541.0,121.0,16.0,4.0,3.0,17.0,159.0,174.0,9449.0,9.0
E01001725,647.0,154.0,99.0,203.0,41.0,15.0,1.0,0.0,5.0,67.0,62.0,4082.0,8.0
E01001726,523.0,79.0,103.0,183.0,51.0,16.0,3.0,3.0,5.0,30.0,50.0,3943.0,9.0
E01001727,786.0,146.0,125.0,255.0,66.0,8.0,1.0,1.0,12.0,89.0,83.0,5184.0,8.0
E01001728,619.0,222.0,105.0,126.0,29.0,5.0,3.0,5.0,3.0,52.0,69.0,2942.0,6.0
E01001729,809.0,122.0,174.0,255.0,87.0,14.0,5.0,8.0,9.0,43.0,92.0,6147.0,9.0
E01001730,685.0,109.0,143.0,194.0,77.0,12.0,3.0,7.0,9.0,47.0,84.0,5398.0,10.0
E01001731,1145.0,140.0,296.0,348.0,102.0,26.0,3.0,6.0,20.0,105.0,99.0,9783.0,10.0
E01001732,633.0,110.0,136.0,171.0,58.0,19.0,3.0,5.0,10.0,45.0,76.0,5496.0,11.0
E01001733,959.0,72.0,209.0,336.0,77.0,10.0,0.0,0.0,13.0,107.0,135.0,6025.0,8.0
E01001734,992.0,108.0,216.0,331.0,88.0,9.0,7.0,8.0,11.0,108.0,106.0,7197.0,9.0
E01001735,773.0,100.0,156.0,274.0,70.0,8.0,4.0,3.0,12.0,73.0,73.0,5986.0,10.0
E01001736,926.0,64.0,266.0,325.0,62.0,8.0,2.0,2.0,16.0,89.0,92.0,6854.0,9.0
E01001737,1114.0,74.0,338.0,335.0,81.0,16.0,4.0,5.0,14.0,137.0,110.0,7402.0,8.0
E01001738,1041.0,68.0,347.0,286.0,86.0,19.0,10.0,3.0,9.0,112.0,101.0,7683.0,9.0
E01001739,1236.0,97.0,397.0,390.0,80.0,8.0,8.0,5.0,17.0,142.0,92.0,8959.0,9.0
E01001740,624.0,86.0,205.0,149.0,48.0,6.0,1.0,2.0,6.0,45.0,76.0,3492.0,7.0
E01001741,869.0,57.0,224.0,303.0,64.0,8.0,3.0,5.0,12.0,131.0,62.0,6207.0,9.0
E01001742,955.0,83.0,292.0,306.0,59.0,6.0,3.0,6.0,10.0,103.0,87.0,5894.0,8.0
E01001744,969.0,95.0,314.0,254.0,69.0,11.0,4.0,8.0,16.0,96.0,102.0,6677.0,9.0
E01001745,1070.0,116.0,304.0,322.0,81.0,11.0,4.0,5.0,11.0,117.0,99.0,7414.0,9.0
E01001746,606.0,111.0,159.0,169.0,50.0,12.0,1.0,1.0,8.0,42.0,53.0,4534.0,9.0
E01001747,1229.0,100.0,369.0,338.0,101.0,12.0,6.0,4.0,10.0,141.0,148.0,6832.0,7.0
E01001749,1057.0,105.0,333.0,282.0,60.0,9.0,5.0,3.0,22.0,148.0,90.0,7375.0,9.0
E01001750,1005.0,135.0,365.0,217.0,54.0,11.0,5.0,6.0,13.0,109.0,90.0,6524.0,8.0
E01001751,1065.0,106.0,481.0,185.0,62.0,12.0,8.0,5.0,12.0,125.0,69.0,6571.0,8.0
E01001753,625.0,81.0,240.0,110.0,42.0,10.0,4.0,9.0,16.0,45.0,68.0,5930.0,12.0
E01001755,763.0,154.0,279.0,139.0,47.0,8.0,2.0,6.0,10.0,62.0,56.0,5377.0,8.0
E01001756,1401.0,117.0,547.0,316.0,82.0,14.0,7.0,7.0,18.0,160.0,133.0,8985.0,8.0
E01001757,716.0,116.0,144.0,209.0,54.0,9.0,2.0,2.0,11.0,67.0,102.0,5623.0,10.0
E01001758,931.0,140.0,244.0,278.0,70.0,9.0,2.0,6.0,13.0,68.0,101.0,6823.0,9.0
E01001759,922.0,107.0,272.0,238.0,78.0,6.0,1.0,2.0,18.0,97.0,103.0,7412.0,10.0
E01001760,945.0,97.0,261.0,260.0,101.0,10.0,4.0,3.0,18.0,101.0,90.0,7962.0,11.0
E01001761,895.0,104.0,267.0,243.0,72.0,12.0,9.0,4.0,6.0,88.0,90.0,4920.0,7.0
E01001762,1067.0,98.0,299.0,336.0,94.0,9.0,5.0,6.0,6.0,101.0,113.0,6161.0,7.0
E01001763,841.0,106.0,220.0,227.0,65.0,12.0,3.0,2.0,10.0,115.0,81.0,6601.0,10.0
E01001764,847.0,95.0,179.0,308.0,73.0,14.0,1.0,4.0,10.0,64.0,99.0,6621.0,10.0
E01001765,591.0,93.0,129.0,156.0,48.0,9.0,0.0,9.0,11.0,55.0,81.0,4602.0,10.0
E01001767,792.0,86.0,160.0,296.0,54.0,13.0,2.0,1.0,8.0,89.0,83.0,5149.0,8.0
E01001768,1034.0,103.0,204.0,376.0,89.0,16.0,1.0,3.0,10.0,114.0,118.0,6759.0,8.0
E01001769,898.0,106.0,216.0,312.0,65.0,6.0,2.0,3.0,7.0,86.0,95.0,5188.0,7.0
E01001770,730.0,87.0,142.0,239.0,60.0,10.0,5.0,8.0,11.0,88.0,80.0,5332.0,10.0
E01001772,415.0,72.0,135.0,75.0,32.0,6.0,6.0,3.0,9.0,36.0,41.0,3147.0,9.0
E01001773,965.0,168.0,323.0,190.0,71.0,7.0,2.0,8.0,15.0,95.0,86.0,7213.0,9.0
E01001774,1113.0,200.0,380.0,211.0,69.0,10.0,7.0,7.0,14.0,101.0,114.0,7056.0,8.0
E01001775,745.0,133.0,220.0,173.0,52.0,7.0,2.0,6.0,18.0,65.0,69.0,6204.0,10.0
E01001776,624.0,111.0,205.0,114.0,36.0,0.0,3.0,4.0,10.0,59.0,82.0,3821.0,8.0
E01001777,1226.0,290.0,414.0,178.0,75.0,18.0,5.0,12.0,14.0,109.0,111.0,7056.0,7.0
E01001780,884.0,226.0,259.0,138.0,65.0,10.0,3.0,4.0,10.0,75.0,94.0,5192.0,7.0
E01001781,662.0,157.0,223.0,90.0,40.0,9.0,2.0,4.0,7.0,52.0,78.0,3483.0,7.0
E01001783,755.0,201.0,244.0,103.0,46.0,4.0,8.0,13.0,7.0,45.0,84.0,4986.0,8.0
E01001784,969.0,247.0,268.0,150.0,66.0,9.0,6.0,13.0,17.0,78.0,115.0,7840.0,10.0
E01001785,684.0,61.0,147.0,231.0,67.0,3.0,4.0,4.0,6.0,63.0,98.0,4478.0,9.0
E01001786,655.0,101.0,115.0,215.0,66.0,7.0,3.0,4.0,17.0,42.0,85.0,7030.0,13.0
E01001787,471.0,76.0,97.0,158.0,30.0,7.0,3.0,4.0,6.0,30.0,60.0,3734.0,10.0
E01001788,492.0,51.0,119.0,171.0,44.0,5.0,3.0,4.0,6.0,30.0,59.0,3379.0,8.0
E01001789,871.0,100.0,170.0,315.0,79.0,12.0,2.0,4.0,15.0,75.0,99.0,6975.0,10.0
E01001790,465.0,58.0,100.0,155.0,44.0,6.0,2.0,5.0,10.0,25.0,60.0,3851.0,10.0
E01001791,604.0,95.0,122.0,199.0,47.0,8.0,2.0,3.0,5.0,56.0,67.0,3445.0,7.0
E01001792,816.0,83.0,169.0,259.0,62.0,11.0,3.0,10.0,7.0,108.0,104.0,6043.0,10.0
E01001793,907.0,81.0,173.0,332.0,82.0,14.0,3.0,5.0,3.0,96.0,118.0,5242.0,8.0
E01001794,961.0,107.0,196.0,326.0,82.0,7.0,1.0,4.0,11.0,110.0,117.0,6608.0,9.0
E01001795,774.0,70.0,150.0,262.0,76.0,7.0,1.0,5.0,8.0,100.0,95.0,6000.0,10.0
E01001796,900.0,93.0,168.0,317.0,68.0,7.0,0.0,7.0,4.0,115.0,121.0,4716.0,7.0
E01001798,657.0,79.0,113.0,238.0,54.0,11.0,2.0,6.0,8.0,50.0,96.0,5158.0,10.0
E01001799,582.0,152.0,76.0,164.0,45.0,9.0,5.0,1.0,1.0,78.0,51.0,2835.0,6.0
E01001800,550.0,148.0,96.0,163.0,33.0,6.0,3.0,1.0,7.0,36.0,57.0,3549.0,8.0
E01001801,588.0,114.0,111.0,193.0,30.0,6.0,3.0,1.0,6.0,60.0,64.0,3737.0,8.0
E01001802,482.0,111.0,71.0,145.0,36.0,8.0,0.0,0.0,5.0,58.0,48.0,2930.0,8.0
E01001803,953.0,93.0,186.0,353.0,74.0,11.0,0.0,8.0,8.0,122.0,98.0,5655.0,8.0
E01001804,545.0,133.0,90.0,135.0,46.0,3.0,1.0,1.0,5.0,66.0,65.0,2955.0,7.0
E01001805,734.0,65.0,132.0,293.0,76.0,8.0,3.0,4.0,5.0,91.0,57.0,4699.0,8.0
E01001806,788.0,54.0,201.0,298.0,63.0,7.0,2.0,1.0,5.0,76.0,81.0,4886.0,8.0
E01001807,780.0,107.0,119.0,259.0,82.0,7.0,3.0,3.0,14.0,64.0,122.0,6451.0,11.0
E01001808,655.0,202.0,56.0,156.0,41.0,5.0,0.0,2.0,4.0,89.0,100.0,2847.0,6.0
E01001809,678.0,177.0,78.0,191.0,51.0,10.0,2.0,2.0,1.0,71.0,95.0,2881.0,6.0
E01001811,552.0,53.0,105.0,212.0,46.0,9.0,1.0,3.0,7.0,40.0,76.0,4450.0,10.0
E01001812,620.0,148.0,96.0,197.0,43.0,3.0,1.0,1.0,4.0,67.0,60.0,3178.0,6.0
E01001813,489.0,39.0,103.0,168.0,40.0,7.0,3.0,2.0,4.0,43.0,80.0,2850.0,8.0
E01001814,696.0,136.0,89.0,218.0,58.0,8.0,2.0,3.0,6.0,60.0,116.0,3763.0,7.0
E01001815,734.0,101.0,209.0,197.0,54.0,6.0,2.0,3.0,6.0,62.0,94.0,4457.0,8.0
E01001816,805.0,103.0,235.0,224.0,42.0,10.0,3.0,3.0,7.0,105.0,73.0,5301.0,8.0
E01001819,842.0,107.0,294.0,189.0,51.0,5.0,2.0,1.0,3.0,103.0,87.0,3495.0,5.0
E01001820,638.0,108.0,184.0,146.0,62.0,10.0,3.0,2.0,7.0,48.0,68.0,4464.0,9.0
E01001821,627.0,119.0,185.0,148.0,35.0,10.0,4.0,0.0,7.0,46.0,73.0,3616.0,7.0
E01001822,613.0,101.0,116.0,181.0,57.0,13.0,2.0,4.0,9.0,49.0,81.0,4363.0,9.0
E01001823,581.0,171.0,82.0,136.0,44.0,5.0,3.0,2.0,11.0,61.0,66.0,4054.0,9.0
E01001824,480.0,124.0,74.0,102.0,31.0,7.0,2.0,1.0,7.0,60.0,72.0,2762.0,8.0
E01001825,471.0,218.0,40.0,81.0,23.0,2.0,0.0,2.0,0.0,61.0,44.0,1357.0,4.0
E01001826,598.0,149.0,77.0,157.0,45.0,5.0,3.0,0.0,6.0,62.0,94.0,3349.0,8.0
E01001827,591.0,113.0,122.0,158.0,56.0,4.0,0.0,1.0,9.0,59.0,69.0,4561.0,10.0
E01001828,759.0,44.0,134.0,286.0,68.0,12.0,6.0,1.0,12.0,59.0,137.0,5404.0,10.0
E01001829,1052.0,77.0,245.0,417.0,67.0,6.0,1.0,7.0,3.0,143.0,86.0,5616.0,7.0
E01001830,997.0,94.0,256.0,339.0,84.0,10.0,0.0,2.0,9.0,92.0,111.0,6425.0,8.0
E01001831,1009.0,66.0,202.0,402.0,68.0,16.0,3.0,6.0,15.0,117.0,114.0,7487.0,10.0
E01001832,934.0,90.0,226.0,329.0,69.0,9.0,2.0,4.0,9.0,112.0,84.0,5848.0,8.0
E01001833,1122.0,104.0,266.0,351.0,91.0,13.0,0.0,7.0,16.0,136.0,138.0,7379.0,9.0
E01001834,1230.0,103.0,350.0,379.0,104.0,16.0,8.0,2.0,17.0,131.0,120.0,8269.0,8.0
E01001835,763.0,71.0,237.0,230.0,50.0,9.0,1.0,4.0,12.0,84.0,65.0,5375.0,9.0
E01001836,950.0,104.0,257.0,277.0,72.0,13.0,5.0,9.0,7.0,89.0,117.0,6047.0,8.0
E01001837,926.0,101.0,328.0,259.0,58.0,6.0,6.0,3.0,7.0,86.0,72.0,5307.0,7.0
E01001838,535.0,53.0,142.0,167.0,36.0,7.0,2.0,4.0,10.0,41.0,73.0,4187.0,10.0
E01001839,1292.0,111.0,403.0,366.0,99.0,9.0,4.0,11.0,14.0,145.0,130.0,8286.0,8.0
E01001840,667.0,76.0,179.0,183.0,65.0,3.0,3.0,2.0,11.0,57.0,88.0,5486.0,11.0
E01001841,675.0,84.0,169.0,204.0,51.0,11.0,1.0,3.0,8.0,88.0,56.0,4518.0,8.0
E01001842,717.0,83.0,193.0,208.0,56.0,6.0,8.0,7.0,12.0,58.0,86.0,5904.0,10.0
E01001843,572.0,78.0,182.0,146.0,46.0,5.0,2.0,2.0,5.0,53.0,53.0,3378.0,7.0
E01001844,996.0,106.0,246.0,302.0,81.0,9.0,1.0,4.0,24.0,110.0,113.0,8769.0,11.0
E01001845,596.0,72.0,138.0,184.0,60.0,8.0,1.0,1.0,8.0,51.0,73.0,4117.0,9.0
E01001846,493.0,49.0,113.0,162.0,57.0,7.0,2.0,5.0,6.0,40.0,52.0,4142.0,10.0
E01001847,490.0,55.0,102.0,173.0,43.0,8.0,2.0,4.0,8.0,43.0,52.0,3806.0,10.0
E01001848,695.0,81.0,149.0,247.0,53.0,6.0,5.0,2.0,6.0,62.0,84.0,4738.0,9.0
E01001849,1136.0,73.0,233.0,452.0,113.0,11.0,9.0,5.0,16.0,111.0,113.0,8279.0,9.0
E01001850,603.0,75.0,126.0,195.0,58.0,19.0,7.0,2.0,6.0,40.0,75.0,4484.0,9.0
E01001851,982.0,123.0,154.0,377.0,88.0,14.0,3.0,3.0,18.0,150.0,52.0,7646.0,10.0
E01001852,1251.0,220.0,153.0,503.0,81.0,25.0,8.0,7.0,20.0,154.0,80.0,9623.0,10.0
E01001853,977.0,128.0,136.0,362.0,104.0,21.0,10.0,10.0,11.0,118.0,77.0,8051.0,10.0
E01001854,1084.0,161.0,180.0,419.0,93.0,17.0,13.0,7.0,9.0,104.0,81.0,7461.0,8.0
E01001855,1106.0,131.0,180.0,493.0,63.0,21.0,5.0,6.0,16.0,117.0,74.0,8084.0,9.0
E01001856,874.0,143.0,129.0,300.0,71.0,16.0,7.0,5.0,7.0,129.0,67.0,5734.0,8.0
E01001857,723.0,128.0,120.0,251.0,54.0,10.0,3.0,7.0,20.0,56.0,74.0,6677.0,11.0
E01001858,934.0,143.0,178.0,270.0,108.0,13.0,7.0,1.0,16.0,115.0,83.0,6784.0,9.0
E01001859,1370.0,188.0,275.0,407.0,217.0,26.0,10.0,11.0,13.0,97.0,126.0,10296.0,9.0
E01001860,903.0,182.0,161.0,227.0,119.0,13.0,5.0,3.0,12.0,82.0,99.0,6703.0,9.0
E01001861,794.0,107.0,157.0,231.0,115.0,8.0,2.0,7.0,10.0,72.0,85.0,6449.0,10.0
E01001862,962.0,150.0,163.0,306.0,125.0,13.0,7.0,6.0,9.0,84.0,99.0,7159.0,9.0
E01001863,900.0,129.0,146.0,305.0,115.0,15.0,6.0,7.0,4.0,101.0,72.0,5777.0,8.0
E01001864,899.0,126.0,156.0,306.0,122.0,11.0,7.0,4.0,7.0,73.0,87.0,7185.0,10.0
E01001865,1007.0,127.0,146.0,300.0,176.0,16.0,7.0,3.0,7.0,105.0,120.0,6655.0,9.0
E01001866,884.0,113.0,191.0,277.0,55.0,14.0,6.0,5.0,16.0,129.0,78.0,6926.0,10.0
E01001867,637.0,115.0,116.0,214.0,55.0,8.0,3.0,4.0,6.0,61.0,55.0,4438.0,8.0
E01001868,626.0,121.0,158.0,177.0,41.0,3.0,3.0,3.0,10.0,45.0,65.0,5438.0,10.0
E01001869,714.0,90.0,96.0,267.0,62.0,12.0,3.0,3.0,11.0,134.0,36.0,7039.0,13.0
E01001870,1236.0,162.0,317.0,439.0,86.0,18.0,7.0,8.0,8.0,110.0,81.0,7769.0,7.0
E01001871,896.0,98.0,180.0,305.0,79.0,5.0,10.0,11.0,6.0,105.0,97.0,5813.0,8.0
E01001872,971.0,122.0,195.0,376.0,70.0,8.0,9.0,6.0,13.0,94.0,78.0,6981.0,9.0
E01001873,812.0,132.0,142.0,293.0,66.0,16.0,5.0,3.0,4.0,97.0,54.0,4806.0,7.0
E01001875,699.0,100.0,162.0,191.0,85.0,7.0,2.0,0.0,9.0,49.0,94.0,5338.0,10.0
E01001876,883.0,278.0,187.0,170.0,73.0,8.0,2.0,4.0,9.0,77.0,75.0,5242.0,7.0
E01001877,706.0,66.0,177.0,238.0,69.0,0.0,3.0,2.0,2.0,57.0,92.0,4052.0,7.0
E01001878,672.0,102.0,159.0,163.0,93.0,11.0,5.0,4.0,6.0,45.0,84.0,4728.0,9.0
E01001879,793.0,121.0,154.0,276.0,75.0,4.0,6.0,2.0,4.0,71.0,80.0,4532.0,7.0
E01001880,885.0,148.0,193.0,270.0,71.0,16.0,7.0,8.0,10.0,94.0,68.0,7151.0,10.0
E01001881,1019.0,128.0,193.0,394.0,65.0,14.0,4.0,5.0,13.0,118.0,85.0,6960.0,9.0
E01001882,1162.0,124.0,226.0,485.0,87.0,17.0,9.0,12.0,9.0,114.0,79.0,7952.0,8.0
E01001883,825.0,125.0,191.0,277.0,45.0,17.0,3.0,3.0,10.0,65.0,89.0,6425.0,10.0
E01001884,1010.0,175.0,241.0,340.0,66.0,16.0,3.0,6.0,8.0,76.0,79.0,6078.0,7.0
E01001885,480.0,118.0,115.0,109.0,39.0,3.0,5.0,1.0,6.0,35.0,49.0,3331.0,8.0
E01001886,751.0,142.0,160.0,231.0,55.0,8.0,4.0,4.0,10.0,70.0,67.0,5292.0,9.0
E01001887,800.0,140.0,149.0,245.0,90.0,20.0,3.0,14.0,5.0,66.0,68.0,6106.0,9.0
E01001888,892.0,132.0,158.0,290.0,129.0,11.0,10.0,5.0,13.0,74.0,70.0,7453.0,10.0
E01001889,855.0,107.0,133.0,316.0,107.0,11.0,7.0,6.0,12.0,83.0,73.0,7788.0,11.0
E01001890,1148.0,263.0,263.0,298.0,121.0,8.0,3.0,8.0,18.0,72.0,94.0,8041.0,8.0
E01001891,1310.0,183.0,226.0,432.0,169.0,18.0,10.0,6.0,24.0,119.0,123.0,11594.0,11.0
E01001892,698.0,112.0,137.0,227.0,59.0,4.0,6.0,3.0,5.0,71.0,74.0,4235.0,8.0
E01001893,590.0,123.0,110.0,164.0,73.0,4.0,4.0,3.0,4.0,53.0,52.0,3460.0,7.0
E01001894,673.0,112.0,99.0,194.0,89.0,11.0,7.0,4.0,10.0,79.0,68.0,5201.0,10.0
E01001895,907.0,136.0,142.0,273.0,117.0,26.0,2.0,2.0,14.0,119.0,76.0,6776.0,9.0
E01001896,861.0,134.0,136.0,288.0,85.0,26.0,6.0,6.0,11.0,98.0,71.0,6263.0,9.0
E01001897,811.0,111.0,96.0,272.0,122.0,11.0,7.0,4.0,7.0,112.0,69.0,5414.0,9.0
E01001898,962.0,150.0,164.0,300.0,118.0,24.0,2.0,9.0,10.0,97.0,88.0,6625.0,9.0
E01001899,593.0,124.0,115.0,180.0,58.0,5.0,0.0,1.0,10.0,68.0,32.0,5047.0,10.0
E01001900,890.0,153.0,169.0,281.0,108.0,18.0,9.0,3.0,6.0,70.0,73.0,6257.0,8.0
E01001901,915.0,101.0,155.0,401.0,75.0,11.0,5.0,4.0,8.0,86.0,69.0,6315.0,8.0
E01001902,1056.0,131.0,190.0,427.0,93.0,17.0,5.0,4.0,17.0,84.0,88.0,8219.0,9.0
E01001903,847.0,129.0,176.0,319.0,47.0,12.0,2.0,4.0,12.0,73.0,73.0,6568.0,9.0
E01001904,1004.0,113.0,164.0,407.0,107.0,15.0,9.0,9.0,11.0,96.0,73.0,7609.0,9.0
E01001905,1034.0,113.0,159.0,450.0,109.0,21.0,1.0,12.0,8.0,93.0,68.0,8507.0,10.0
E01001906,982.0,79.0,170.0,402.0,112.0,17.0,11.0,8.0,13.0,90.0,80.0,8149.0,10.0
E01001907,744.0,77.0,117.0,307.0,81.0,11.0,4.0,8.0,7.0,90.0,42.0,6214.0,10.0
E01001908,1092.0,151.0,185.0,441.0,95.0,10.0,4.0,9.0,17.0,103.0,77.0,9278.0,10.0
E01001909,1044.0,148.0,230.0,389.0,59.0,18.0,8.0,9.0,17.0,80.0,86.0,8665.0,10.0
E01001910,1024.0,116.0,202.0,381.0,92.0,19.0,3.0,2.0,20.0,96.0,93.0,8669.0,10.0
E01001911,784.0,115.0,194.0,233.0,64.0,14.0,2.0,5.0,12.0,63.0,82.0,5845.0,9.0
E01001912,624.0,123.0,157.0,160.0,46.0,9.0,10.0,0.0,3.0,58.0,58.0,3426.0,7.0
E01001913,1185.0,95.0,175.0,592.0,124.0,12.0,4.0,11.0,13.0,90.0,69.0,10419.0,10.0
E01001914,1148.0,162.0,218.0,434.0,104.0,11.0,15.0,13.0,7.0,83.0,101.0,8241.0,9.0
E01001915,738.0,53.0,105.0,296.0,92.0,18.0,4.0,4.0,9.0,109.0,48.0,5791.0,10.0
E01001916,719.0,71.0,78.0,279.0,71.0,4.0,2.0,8.0,6.0,138.0,62.0,4820.0,9.0
E01001917,782.0,103.0,149.0,241.0,75.0,12.0,4.0,2.0,14.0,97.0,85.0,5884.0,10.0
E01001918,848.0,105.0,155.0,279.0,110.0,20.0,3.0,4.0,8.0,100.0,64.0,5956.0,9.0
E01001919,785.0,103.0,126.0,231.0,114.0,9.0,7.0,4.0,6.0,130.0,55.0,5019.0,8.0
E01001920,750.0,118.0,153.0,257.0,53.0,10.0,2.0,4.0,6.0,80.0,67.0,4130.0,7.0
E01001921,857.0,73.0,163.0,340.0,60.0,9.0,7.0,6.0,9.0,133.0,57.0,6683.0,10.0
E01001922,871.0,86.0,144.0,376.0,52.0,8.0,6.0,2.0,3.0,129.0,65.0,5081.0,8.0
E01001923,823.0,82.0,161.0,314.0,55.0,17.0,5.0,11.0,4.0,109.0,65.0,5623.0,9.0
E01001924,890.0,74.0,152.0,402.0,64.0,11.0,2.0,2.0,6.0,126.0,51.0,6173.0,9.0
E01001925,840.0,91.0,110.0,374.0,43.0,11.0,2.0,8.0,5.0,152.0,44.0,5465.0,9.0
E01001926,876.0,60.0,125.0,405.0,78.0,11.0,5.0,6.0,18.0,119.0,49.0,8305.0,12.0
E01001927,760.0,114.0,102.0,210.0,119.0,8.0,2.0,9.0,4.0,128.0,64.0,4628.0,8.0
E01001928,876.0,120.0,126.0,280.0,123.0,7.0,6.0,6.0,7.0,123.0,78.0,6333.0,9.0
E01001929,741.0,82.0,104.0,267.0,103.0,9.0,0.0,6.0,12.0,109.0,49.0,5678.0,10.0
E01001930,890.0,117.0,130.0,276.0,131.0,22.0,5.0,7.0,14.0,103.0,85.0,7632.0,11.0
E01001931,795.0,121.0,139.0,225.0,118.0,9.0,8.0,2.0,12.0,75.0,86.0,6630.0,10.0
E01001932,956.0,142.0,143.0,292.0,144.0,9.0,4.0,3.0,13.0,116.0,90.0,6750.0,9.0
E01001933,703.0,104.0,85.0,201.0,111.0,14.0,3.0,2.0,9.0,133.0,41.0,5180.0,10.0
E01001934,767.0,118.0,133.0,267.0,57.0,11.0,9.0,2.0,7.0,88.0,75.0,5423.0,9.0
E01001935,1219.0,135.0,234.0,532.0,75.0,15.0,5.0,3.0,16.0,109.0,95.0,9120.0,9.0
E01001937,1082.0,126.0,199.0,448.0,70.0,20.0,10.0,9.0,13.0,131.0,56.0,7936.0,9.0
E01001938,768.0,94.0,182.0,286.0,57.0,14.0,5.0,1.0,15.0,63.0,51.0,6164.0,9.0
E01001940,843.0,149.0,134.0,285.0,91.0,12.0,4.0,2.0,13.0,63.0,90.0,6288.0,9.0
E01001941,1150.0,187.0,184.0,401.0,132.0,16.0,5.0,3.0,8.0,110.0,104.0,7360.0,8.0
E01001942,1123.0,177.0,185.0,348.0,132.0,14.0,11.0,6.0,12.0,113.0,125.0,7732.0,9.0
E01001943,1135.0,191.0,204.0,380.0,89.0,19.0,3.0,4.0,12.0,115.0,118.0,7455.0,8.0
E01001944,681.0,129.0,185.0,159.0,52.0,5.0,2.0,2.0,10.0,56.0,81.0,5193.0,10.0
E01001945,1018.0,169.0,163.0,347.0,113.0,14.0,4.0,6.0,11.0,94.0,97.0,7624.0,9.0
E01001946,950.0,151.0,175.0,309.0,104.0,13.0,7.0,3.0,8.0,87.0,93.0,6945.0,9.0
E01001947,595.0,119.0,141.0,168.0,39.0,8.0,1.0,6.0,8.0,44.0,61.0,5315.0,11.0
E01001948,1240.0,119.0,203.0,560.0,106.0,11.0,6.0,3.0,11.0,132.0,89.0,9132.0,9.0
E01001949,955.0,74.0,141.0,444.0,92.0,6.0,3.0,10.0,13.0,107.0,65.0,8494.0,11.0
E01001950,953.0,87.0,140.0,451.0,66.0,8.0,8.0,7.0,14.0,119.0,53.0,8240.0,11.0
E01001951,977.0,98.0,135.0,438.0,90.0,11.0,4.0,5.0,9.0,120.0,67.0,6932.0,9.0
E01001952,1129.0,89.0,174.0,473.0,154.0,12.0,5.0,10.0,11.0,125.0,76.0,8571.0,9.0
E01001953,794.0,123.0,145.0,317.0,57.0,8.0,5.0,6.0,8.0,55.0,70.0,5818.0,9.0
E01001954,744.0,124.0,126.0,215.0,104.0,18.0,6.0,4.0,6.0,60.0,81.0,5056.0,8.0
E01001955,683.0,112.0,151.0,180.0,92.0,10.0,1.0,4.0,8.0,56.0,69.0,5324.0,9.0
E01001956,734.0,98.0,140.0,218.0,98.0,13.0,3.0,11.0,8.0,73.0,72.0,5722.0,10.0
