LSOA21CD,Borough,Total: All households,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms
E01000177,Barnet ,691,2.0,68.0,244.0,146.0,170.0,48.0,7.0,4.0,2.0
E01000179,Barnet ,771,28.0,149.0,268.0,179.0,119.0,18.0,7.0,2.0,1.0
E01000180,Barnet ,670,20.0,118.0,192.0,169.0,100.0,40.0,19.0,10.0,2.0
E01000181,Barnet ,685,25.0,96.0,137.0,104.0,166.0,109.0,33.0,8.0,7.0
E01000182,Barnet ,730,31.0,154.0,184.0,32.0,233.0,70.0,20.0,5.0,1.0
E01000185,Barnet ,642,49.0,152.0,228.0,177.0,17.0,16.0,0.0,0.0,3.0
E01000239,Barnet ,933,50.0,309.0,302.0,140.0,93.0,24.0,8.0,4.0,3.0
E01000240,Barnet ,630,22.0,64.0,104.0,47.0,289.0,71.0,16.0,10.0,7.0
E01000241,Barnet ,703,54.0,101.0,218.0,65.0,69.0,64.0,47.0,53.0,32.0
E01000309,Barnet ,709,22.0,90.0,208.0,57.0,145.0,91.0,51.0,32.0,13.0
E01000237,Barnet ,727,31.0,75.0,236.0,127.0,103.0,45.0,47.0,21.0,42.0
E01000242,Barnet ,593,20.0,32.0,188.0,64.0,88.0,105.0,35.0,40.0,21.0
E01000243,Barnet ,902,110.0,164.0,315.0,107.0,113.0,59.0,11.0,13.0,10.0
E01000244,Barnet ,625,55.0,98.0,146.0,66.0,176.0,50.0,19.0,9.0,6.0
E01000245,Barnet ,877,72.0,198.0,387.0,112.0,36.0,24.0,27.0,8.0,13.0
E01000314,Barnet ,782,59.0,72.0,200.0,77.0,120.0,119.0,97.0,19.0,19.0
E01000183,Barnet ,604,10.0,76.0,245.0,41.0,137.0,62.0,23.0,8.0,2.0
E01000206,Barnet ,523,2.0,12.0,41.0,53.0,38.0,36.0,60.0,71.0,210.0
E01000207,Barnet ,644,1.0,33.0,137.0,36.0,81.0,196.0,66.0,49.0,45.0
E01000208,Barnet ,635,2.0,14.0,153.0,126.0,93.0,120.0,74.0,27.0,26.0
E01000210,Barnet ,585,5.0,30.0,152.0,54.0,176.0,118.0,34.0,13.0,3.0
E01000213,Barnet ,451,2.0,34.0,30.0,6.0,27.0,145.0,70.0,81.0,56.0
E01000236,Barnet ,695,18.0,74.0,240.0,114.0,88.0,70.0,51.0,26.0,14.0
E01000238,Barnet ,643,20.0,56.0,158.0,104.0,224.0,54.0,18.0,7.0,2.0
E01000310,Barnet ,845,123.0,96.0,177.0,103.0,250.0,46.0,25.0,13.0,12.0
E01000311,Barnet ,519,43.0,15.0,38.0,68.0,161.0,83.0,59.0,34.0,18.0
E01000205,Barnet ,605,0.0,13.0,102.0,143.0,214.0,84.0,35.0,9.0,5.0
E01000209,Barnet ,741,63.0,53.0,89.0,153.0,244.0,75.0,32.0,18.0,14.0
E01000211,Barnet ,925,85.0,138.0,310.0,256.0,75.0,32.0,10.0,14.0,5.0
E01000212,Barnet ,552,33.0,35.0,68.0,57.0,96.0,93.0,78.0,36.0,56.0
E01000216,Barnet ,722,51.0,80.0,153.0,90.0,87.0,118.0,77.0,32.0,34.0
E01000217,Barnet ,552,19.0,51.0,81.0,32.0,38.0,123.0,88.0,73.0,47.0
E01000150,Barnet ,774,25.0,113.0,201.0,62.0,336.0,27.0,6.0,1.0,3.0
E01000305,Barnet ,654,62.0,149.0,185.0,47.0,173.0,19.0,7.0,5.0,7.0
E01000306,Barnet ,618,18.0,93.0,124.0,78.0,220.0,41.0,36.0,2.0,6.0
E01000308,Barnet ,956,17.0,272.0,527.0,107.0,22.0,9.0,1.0,0.0,1.0
E01000312,Barnet ,721,117.0,114.0,162.0,224.0,69.0,29.0,4.0,1.0,1.0
E01000313,Barnet ,710,75.0,106.0,272.0,102.0,79.0,39.0,26.0,7.0,4.0
E01000145,Barnet ,486,30.0,35.0,59.0,23.0,137.0,80.0,71.0,32.0,19.0
E01000215,Barnet ,708,34.0,125.0,113.0,102.0,96.0,85.0,83.0,36.0,34.0
E01000218,Barnet ,580,35.0,68.0,113.0,64.0,90.0,81.0,74.0,24.0,31.0
E01000219,Barnet ,659,71.0,84.0,122.0,57.0,187.0,75.0,33.0,18.0,12.0
E01000220,Barnet ,681,54.0,112.0,171.0,60.0,104.0,95.0,57.0,15.0,13.0
E01000225,Barnet ,580,62.0,46.0,61.0,56.0,76.0,99.0,87.0,48.0,45.0
E01000135,Barnet ,626,32.0,50.0,147.0,51.0,91.0,132.0,61.0,44.0,18.0
E01000136,Barnet ,563,15.0,70.0,72.0,40.0,44.0,87.0,61.0,63.0,111.0
E01000144,Barnet ,742,136.0,93.0,223.0,104.0,36.0,65.0,45.0,11.0,29.0
E01000146,Barnet ,869,134.0,199.0,241.0,67.0,63.0,71.0,38.0,28.0,28.0
E01000214,Barnet ,772,32.0,158.0,209.0,117.0,51.0,47.0,67.0,50.0,41.0
E01000141,Barnet ,788,89.0,160.0,265.0,145.0,64.0,41.0,14.0,5.0,5.0
E01000221,Barnet ,528,14.0,82.0,254.0,93.0,59.0,10.0,11.0,3.0,2.0
E01000223,Barnet ,746,26.0,122.0,219.0,234.0,119.0,18.0,5.0,0.0,3.0
E01000307,Barnet ,550,9.0,58.0,83.0,85.0,283.0,18.0,7.0,2.0,5.0
E01000138,Barnet ,653,66.0,78.0,117.0,64.0,230.0,63.0,14.0,7.0,14.0
E01000142,Barnet ,890,45.0,256.0,266.0,104.0,144.0,51.0,11.0,5.0,8.0
E01000222,Barnet ,731,51.0,37.0,107.0,139.0,324.0,39.0,22.0,8.0,4.0
E01000224,Barnet ,559,18.0,17.0,45.0,53.0,378.0,29.0,8.0,5.0,6.0
E01000137,Barnet ,673,10.0,121.0,324.0,108.0,85.0,17.0,5.0,2.0,1.0
E01000139,Barnet ,543,16.0,33.0,141.0,115.0,46.0,68.0,51.0,27.0,46.0
E01000140,Barnet ,868,40.0,164.0,301.0,165.0,100.0,42.0,26.0,14.0,16.0
E01000143,Barnet ,677,26.0,131.0,285.0,83.0,97.0,30.0,10.0,8.0,7.0
E01033915,Barnet ,582,25.0,143.0,307.0,100.0,5.0,2.0,0.0,0.0,0.0
E01033916,Barnet ,652,77.0,217.0,264.0,53.0,29.0,8.0,2.0,1.0,1.0
E01033917,Barnet ,702,63.0,218.0,330.0,89.0,1.0,0.0,0.0,0.0,1.0
E01033918,Barnet ,630,46.0,241.0,225.0,104.0,6.0,5.0,1.0,0.0,2.0
E01033919,Barnet ,650,23.0,255.0,313.0,51.0,5.0,2.0,0.0,0.0,1.0
E01033920,Barnet ,638,18.0,145.0,272.0,150.0,47.0,4.0,1.0,0.0,1.0
E01000147,Barnet ,561,3.0,14.0,33.0,92.0,373.0,32.0,8.0,3.0,3.0
E01033921,Barnet ,693,12.0,204.0,337.0,122.0,14.0,3.0,0.0,1.0,0.0
E01033922,Barnet ,684,37.0,180.0,311.0,114.0,22.0,19.0,1.0,0.0,0.0
E01033923,Barnet ,586,4.0,185.0,207.0,87.0,69.0,33.0,0.0,1.0,0.0
E01033924,Barnet ,581,54.0,145.0,153.0,157.0,52.0,17.0,1.0,1.0,1.0
E01033925,Barnet ,614,10.0,128.0,157.0,72.0,220.0,20.0,3.0,2.0,2.0
E01000466,Bexley ,599,1.0,140.0,201.0,16.0,105.0,130.0,2.0,3.0,1.0
E01000467,Bexley ,594,0.0,73.0,158.0,133.0,195.0,29.0,5.0,0.0,1.0
E01000468,Bexley ,945,19.0,69.0,336.0,172.0,256.0,86.0,5.0,1.0,1.0
E01000469,Bexley ,637,9.0,164.0,139.0,207.0,64.0,24.0,13.0,17.0,0.0
E01000416,Bexley ,510,0.0,13.0,118.0,156.0,108.0,105.0,7.0,3.0,0.0
E01000418,Bexley ,728,5.0,102.0,204.0,151.0,220.0,39.0,3.0,3.0,1.0
E01000422,Bexley ,500,2.0,133.0,241.0,15.0,48.0,60.0,1.0,0.0,0.0
E01000464,Bexley ,552,2.0,156.0,175.0,66.0,67.0,84.0,2.0,0.0,0.0
E01000465,Bexley ,727,2.0,301.0,221.0,140.0,33.0,21.0,8.0,1.0,0.0
E01000470,Bexley ,528,0.0,165.0,224.0,44.0,32.0,60.0,3.0,0.0,0.0
E01000333,Bexley ,810,8.0,96.0,292.0,237.0,127.0,39.0,6.0,4.0,1.0
E01000335,Bexley ,1045,7.0,180.0,398.0,148.0,196.0,107.0,5.0,2.0,2.0
E01000336,Bexley ,789,19.0,210.0,268.0,121.0,117.0,33.0,20.0,1.0,0.0
E01000337,Bexley ,645,1.0,29.0,129.0,213.0,221.0,31.0,14.0,4.0,3.0
E01000338,Bexley ,695,3.0,73.0,168.0,153.0,219.0,64.0,9.0,4.0,2.0
E01000403,Bexley ,1060,23.0,231.0,524.0,120.0,96.0,39.0,21.0,1.0,5.0
E01000404,Bexley ,990,23.0,236.0,537.0,61.0,105.0,21.0,6.0,0.0,1.0
E01000405,Bexley ,564,4.0,28.0,97.0,175.0,217.0,37.0,2.0,2.0,2.0
E01000408,Bexley ,581,3.0,8.0,51.0,160.0,323.0,29.0,5.0,1.0,1.0
E01000332,Bexley ,613,4.0,20.0,154.0,108.0,255.0,51.0,12.0,9.0,0.0
E01000402,Bexley ,651,15.0,84.0,244.0,135.0,121.0,39.0,13.0,0.0,0.0
E01000406,Bexley ,786,7.0,72.0,188.0,136.0,284.0,71.0,23.0,2.0,3.0
E01000407,Bexley ,755,1.0,96.0,165.0,184.0,176.0,103.0,15.0,11.0,4.0
E01000334,Bexley ,637,1.0,14.0,129.0,221.0,231.0,31.0,4.0,5.0,1.0
E01000417,Bexley ,704,16.0,95.0,186.0,80.0,247.0,54.0,22.0,2.0,2.0
E01000419,Bexley ,583,0.0,4.0,54.0,116.0,360.0,35.0,11.0,0.0,3.0
E01000420,Bexley ,590,0.0,2.0,117.0,121.0,283.0,54.0,10.0,2.0,1.0
E01000442,Bexley ,628,2.0,42.0,56.0,129.0,339.0,44.0,12.0,2.0,2.0
E01000437,Bexley ,502,0.0,6.0,29.0,75.0,342.0,40.0,8.0,1.0,1.0
E01000438,Bexley ,604,0.0,5.0,69.0,166.0,283.0,67.0,9.0,2.0,3.0
E01000439,Bexley ,511,2.0,34.0,33.0,63.0,316.0,47.0,16.0,0.0,0.0
E01000440,Bexley ,514,0.0,2.0,57.0,120.0,272.0,31.0,21.0,8.0,3.0
E01000441,Bexley ,699,11.0,71.0,202.0,166.0,204.0,37.0,6.0,1.0,1.0
E01000373,Bexley ,462,0.0,74.0,172.0,104.0,80.0,25.0,4.0,1.0,2.0
E01000429,Bexley ,710,1.0,264.0,138.0,148.0,133.0,19.0,7.0,0.0,0.0
E01000430,Bexley ,706,1.0,23.0,219.0,231.0,217.0,14.0,0.0,1.0,0.0
E01000431,Bexley ,430,0.0,102.0,43.0,105.0,160.0,16.0,3.0,1.0,0.0
E01000433,Bexley ,713,31.0,73.0,216.0,185.0,175.0,28.0,4.0,0.0,1.0
E01000434,Bexley ,576,7.0,54.0,116.0,279.0,109.0,8.0,2.0,0.0,1.0
E01033789,Bexley ,605,4.0,30.0,168.0,122.0,251.0,23.0,5.0,0.0,2.0
E01033790,Bexley ,489,2.0,54.0,125.0,107.0,164.0,33.0,1.0,3.0,0.0
E01000356,Bexley ,629,0.0,2.0,51.0,236.0,279.0,36.0,21.0,1.0,3.0
E01000357,Bexley ,489,0.0,0.0,2.0,29.0,379.0,49.0,27.0,3.0,0.0
E01000359,Bexley ,494,1.0,18.0,28.0,79.0,303.0,37.0,17.0,6.0,5.0
E01000421,Bexley ,599,0.0,0.0,44.0,194.0,301.0,43.0,13.0,3.0,1.0
E01000450,Bexley ,634,1.0,47.0,96.0,51.0,378.0,46.0,10.0,4.0,1.0
E01000451,Bexley ,622,0.0,0.0,23.0,128.0,422.0,34.0,10.0,4.0,1.0
E01000452,Bexley ,493,0.0,8.0,6.0,46.0,354.0,45.0,27.0,6.0,1.0
E01000367,Bexley ,797,0.0,74.0,248.0,183.0,264.0,22.0,3.0,2.0,1.0
E01000368,Bexley ,628,0.0,78.0,255.0,79.0,191.0,20.0,5.0,0.0,0.0
E01000372,Bexley ,590,7.0,41.0,49.0,136.0,289.0,59.0,7.0,2.0,0.0
E01000380,Bexley ,904,9.0,430.0,242.0,140.0,68.0,12.0,3.0,0.0,0.0
E01000435,Bexley ,586,14.0,38.0,219.0,177.0,119.0,12.0,5.0,2.0,0.0
E01000353,Bexley ,654,0.0,3.0,87.0,123.0,331.0,68.0,34.0,6.0,2.0
E01000354,Bexley ,608,14.0,31.0,101.0,272.0,160.0,13.0,16.0,1.0,0.0
E01000355,Bexley ,602,0.0,0.0,125.0,183.0,226.0,42.0,21.0,5.0,0.0
E01000358,Bexley ,668,0.0,9.0,182.0,71.0,331.0,46.0,18.0,5.0,6.0
E01000436,Bexley ,622,0.0,1.0,26.0,48.0,460.0,51.0,28.0,7.0,1.0
E01000401,Bexley ,690,2.0,78.0,163.0,132.0,289.0,18.0,6.0,0.0,2.0
E01000453,Bexley ,514,0.0,2.0,18.0,50.0,375.0,46.0,17.0,6.0,0.0
E01000454,Bexley ,629,1.0,96.0,26.0,119.0,343.0,31.0,9.0,4.0,0.0
E01000455,Bexley ,620,0.0,15.0,22.0,61.0,466.0,41.0,15.0,0.0,0.0
E01000456,Bexley ,482,0.0,0.0,6.0,43.0,395.0,30.0,7.0,1.0,0.0
E01000325,Bexley ,585,1.0,8.0,24.0,25.0,414.0,70.0,38.0,5.0,0.0
E01000326,Bexley ,541,0.0,3.0,247.0,138.0,132.0,17.0,4.0,0.0,0.0
E01000369,Bexley ,626,0.0,10.0,88.0,148.0,318.0,50.0,9.0,2.0,1.0
E01000370,Bexley ,633,7.0,60.0,88.0,95.0,311.0,40.0,28.0,1.0,3.0
E01000371,Bexley ,630,0.0,1.0,206.0,170.0,194.0,46.0,8.0,4.0,1.0
E01000360,Bexley ,773,16.0,81.0,212.0,137.0,243.0,55.0,25.0,4.0,0.0
E01000362,Bexley ,778,1.0,108.0,153.0,121.0,273.0,80.0,28.0,11.0,3.0
E01000365,Bexley ,704,2.0,55.0,228.0,90.0,209.0,84.0,34.0,2.0,0.0
E01000366,Bexley ,658,1.0,41.0,88.0,95.0,370.0,42.0,11.0,5.0,5.0
E01000394,Bexley ,670,0.0,53.0,194.0,130.0,199.0,61.0,21.0,8.0,4.0
E01000388,Bexley ,598,1.0,6.0,92.0,174.0,257.0,41.0,23.0,1.0,3.0
E01000392,Bexley ,763,24.0,108.0,268.0,93.0,158.0,74.0,35.0,2.0,1.0
E01000409,Bexley ,654,0.0,1.0,180.0,151.0,275.0,32.0,11.0,4.0,0.0
E01000411,Bexley ,555,0.0,1.0,62.0,116.0,323.0,31.0,17.0,3.0,2.0
E01000414,Bexley ,729,0.0,80.0,190.0,71.0,319.0,38.0,21.0,6.0,4.0
E01000415,Bexley ,517,0.0,0.0,9.0,38.0,376.0,59.0,32.0,3.0,0.0
E01000327,Bexley ,622,8.0,19.0,74.0,95.0,320.0,57.0,43.0,4.0,2.0
E01000328,Bexley ,613,1.0,24.0,103.0,124.0,300.0,49.0,9.0,3.0,0.0
E01000329,Bexley ,657,2.0,55.0,127.0,96.0,332.0,32.0,8.0,3.0,2.0
E01000330,Bexley ,768,11.0,152.0,179.0,153.0,238.0,22.0,10.0,2.0,1.0
E01000331,Bexley ,615,0.0,26.0,90.0,84.0,385.0,23.0,5.0,2.0,0.0
E01000340,Bexley ,623,15.0,12.0,97.0,185.0,279.0,22.0,12.0,1.0,0.0
E01000395,Bexley ,548,0.0,12.0,13.0,58.0,329.0,82.0,46.0,6.0,2.0
E01000396,Bexley ,505,0.0,2.0,5.0,86.0,327.0,54.0,27.0,4.0,0.0
E01000410,Bexley ,599,0.0,14.0,27.0,165.0,329.0,39.0,21.0,3.0,1.0
E01000412,Bexley ,643,1.0,19.0,62.0,153.0,350.0,30.0,22.0,4.0,2.0
E01000413,Bexley ,524,0.0,19.0,79.0,131.0,269.0,19.0,4.0,2.0,1.0
E01000374,Bexley ,523,1.0,27.0,5.0,216.0,254.0,14.0,4.0,0.0,2.0
E01000375,Bexley ,786,1.0,50.0,179.0,269.0,270.0,14.0,2.0,0.0,1.0
E01000376,Bexley ,613,0.0,38.0,57.0,170.0,300.0,32.0,8.0,8.0,0.0
E01000377,Bexley ,651,3.0,81.0,167.0,103.0,256.0,26.0,10.0,5.0,0.0
E01000379,Bexley ,673,6.0,33.0,92.0,214.0,243.0,56.0,19.0,9.0,1.0
E01033791,Bexley ,630,24.0,179.0,238.0,90.0,84.0,13.0,1.0,0.0,1.0
E01033792,Bexley ,572,4.0,60.0,148.0,126.0,146.0,50.0,15.0,21.0,2.0
E01000348,Bexley ,525,0.0,1.0,33.0,53.0,301.0,99.0,28.0,8.0,2.0
E01000349,Bexley ,658,0.0,5.0,71.0,116.0,357.0,65.0,34.0,9.0,1.0
E01000361,Bexley ,602,2.0,16.0,92.0,205.0,207.0,65.0,13.0,2.0,0.0
E01000363,Bexley ,563,0.0,9.0,82.0,81.0,240.0,95.0,40.0,9.0,7.0
E01000389,Bexley ,710,4.0,86.0,130.0,124.0,254.0,56.0,37.0,10.0,9.0
E01000390,Bexley ,511,1.0,5.0,87.0,121.0,209.0,47.0,26.0,10.0,5.0
E01000393,Bexley ,627,3.0,14.0,80.0,149.0,201.0,156.0,17.0,4.0,3.0
E01000346,Bexley ,617,0.0,2.0,88.0,252.0,192.0,48.0,32.0,3.0,0.0
E01000347,Bexley ,627,4.0,42.0,223.0,133.0,187.0,27.0,5.0,5.0,1.0
E01000350,Bexley ,521,0.0,4.0,63.0,97.0,233.0,55.0,61.0,5.0,3.0
E01000352,Bexley ,668,0.0,40.0,271.0,122.0,188.0,30.0,15.0,2.0,0.0
E01000391,Bexley ,639,1.0,2.0,79.0,275.0,203.0,36.0,40.0,1.0,2.0
E01000341,Bexley ,623,1.0,19.0,142.0,168.0,233.0,44.0,10.0,5.0,1.0
E01000342,Bexley ,636,11.0,53.0,136.0,204.0,205.0,22.0,3.0,2.0,0.0
E01000343,Bexley ,558,0.0,11.0,77.0,113.0,282.0,46.0,22.0,6.0,1.0
E01000345,Bexley ,489,0.0,2.0,55.0,110.0,222.0,52.0,39.0,9.0,0.0
E01000460,Bexley ,479,0.0,35.0,37.0,16.0,146.0,88.0,126.0,30.0,1.0
E01000364,Bexley ,651,3.0,35.0,139.0,108.0,267.0,65.0,24.0,8.0,2.0
E01000444,Bexley ,631,0.0,5.0,74.0,115.0,190.0,150.0,62.0,25.0,10.0
E01000447,Bexley ,881,5.0,111.0,279.0,157.0,261.0,49.0,12.0,5.0,2.0
E01000448,Bexley ,511,0.0,3.0,29.0,85.0,252.0,99.0,27.0,12.0,4.0
E01000449,Bexley ,640,0.0,22.0,125.0,140.0,167.0,83.0,69.0,16.0,18.0
E01000351,Bexley ,624,0.0,0.0,81.0,221.0,237.0,51.0,28.0,6.0,0.0
E01000443,Bexley ,517,0.0,44.0,64.0,161.0,211.0,22.0,13.0,2.0,0.0
E01000445,Bexley ,669,0.0,3.0,72.0,230.0,272.0,62.0,21.0,9.0,0.0
E01000446,Bexley ,592,0.0,4.0,182.0,204.0,144.0,39.0,15.0,4.0,0.0
E01000461,Bexley ,570,0.0,3.0,19.0,30.0,336.0,93.0,77.0,11.0,1.0
E01000339,Bexley ,600,9.0,6.0,80.0,148.0,282.0,42.0,27.0,6.0,0.0
E01000344,Bexley ,637,0.0,24.0,102.0,200.0,268.0,23.0,18.0,0.0,2.0
E01000423,Bexley ,606,1.0,17.0,47.0,70.0,370.0,54.0,39.0,5.0,3.0
E01000425,Bexley ,606,0.0,9.0,31.0,106.0,307.0,98.0,47.0,8.0,0.0
E01000463,Bexley ,453,0.0,0.0,6.0,140.0,219.0,58.0,26.0,4.0,0.0
E01000424,Bexley ,750,1.0,117.0,191.0,97.0,120.0,97.0,65.0,38.0,24.0
E01000426,Bexley ,709,11.0,44.0,200.0,113.0,249.0,44.0,29.0,16.0,3.0
E01000427,Bexley ,907,1.0,145.0,314.0,75.0,275.0,57.0,32.0,4.0,4.0
E01000457,Bexley ,994,3.0,220.0,365.0,243.0,100.0,28.0,15.0,7.0,13.0
E01000462,Bexley ,835,11.0,193.0,263.0,108.0,178.0,40.0,32.0,5.0,5.0
E01000382,Bexley ,586,0.0,10.0,88.0,84.0,285.0,49.0,52.0,13.0,5.0
E01000384,Bexley ,761,7.0,102.0,160.0,137.0,268.0,47.0,30.0,5.0,5.0
E01000387,Bexley ,626,0.0,27.0,85.0,138.0,305.0,42.0,21.0,7.0,1.0
E01000428,Bexley ,907,22.0,218.0,392.0,131.0,85.0,24.0,12.0,6.0,17.0
E01000458,Bexley ,686,0.0,103.0,156.0,46.0,179.0,101.0,64.0,19.0,18.0
E01000459,Bexley ,881,38.0,211.0,232.0,102.0,120.0,93.0,46.0,22.0,17.0
E01000381,Bexley ,658,0.0,47.0,262.0,148.0,154.0,24.0,15.0,6.0,2.0
E01000383,Bexley ,625,9.0,12.0,62.0,146.0,298.0,64.0,25.0,8.0,1.0
E01000385,Bexley ,783,7.0,68.0,290.0,149.0,237.0,24.0,4.0,2.0,2.0
E01000386,Bexley ,645,7.0,147.0,159.0,180.0,132.0,18.0,1.0,1.0,0.0
E01000398,Bexley ,606,0.0,14.0,104.0,173.0,285.0,21.0,7.0,1.0,1.0
E01000399,Bexley ,624,0.0,26.0,80.0,108.0,265.0,111.0,22.0,11.0,1.0
E01000400,Bexley ,589,1.0,50.0,61.0,72.0,304.0,83.0,12.0,3.0,3.0
E01032566,Bexley ,752,1.0,113.0,151.0,241.0,221.0,17.0,6.0,0.0,2.0
E01000587,Brent ,459,1.0,15.0,20.0,25.0,345.0,30.0,17.0,6.0,0.0
E01000589,Brent ,802,4.0,52.0,178.0,79.0,452.0,32.0,2.0,0.0,3.0
E01000590,Brent ,630,6.0,34.0,168.0,117.0,268.0,19.0,11.0,6.0,1.0
E01000592,Brent ,619,2.0,89.0,106.0,69.0,286.0,40.0,12.0,11.0,4.0
E01000593,Brent ,671,3.0,30.0,181.0,92.0,295.0,60.0,6.0,0.0,4.0
E01000594,Brent ,560,17.0,65.0,74.0,43.0,338.0,12.0,8.0,2.0,1.0
E01000513,Brent ,470,0.0,9.0,20.0,33.0,372.0,24.0,5.0,5.0,2.0
E01000514,Brent ,494,7.0,42.0,115.0,35.0,258.0,25.0,8.0,3.0,1.0
E01000516,Brent ,748,24.0,90.0,159.0,58.0,355.0,42.0,15.0,4.0,1.0
E01000520,Brent ,610,11.0,116.0,206.0,33.0,200.0,32.0,6.0,3.0,3.0
E01033929,Brent ,553,6.0,162.0,239.0,110.0,34.0,2.0,0.0,0.0,0.0
E01033930,Brent ,590,1.0,41.0,132.0,74.0,309.0,28.0,3.0,1.0,1.0
E01000515,Brent ,648,10.0,102.0,335.0,95.0,71.0,22.0,6.0,5.0,2.0
E01000517,Brent ,488,0.0,60.0,20.0,28.0,305.0,58.0,10.0,6.0,1.0
E01000543,Brent ,494,2.0,27.0,120.0,13.0,263.0,43.0,19.0,4.0,3.0
E01000591,Brent ,645,3.0,96.0,85.0,42.0,370.0,35.0,7.0,4.0,3.0
E01033463,Brent ,908,4.0,17.0,26.0,35.0,675.0,105.0,33.0,10.0,3.0
E01000536,Brent ,504,4.0,46.0,85.0,11.0,122.0,147.0,69.0,12.0,8.0
E01000538,Brent ,483,0.0,3.0,11.0,23.0,245.0,124.0,52.0,19.0,6.0
E01000539,Brent ,538,7.0,80.0,44.0,18.0,270.0,89.0,18.0,9.0,3.0
E01000540,Brent ,483,1.0,11.0,36.0,31.0,219.0,123.0,44.0,15.0,3.0
E01000541,Brent ,486,6.0,65.0,159.0,38.0,153.0,45.0,11.0,7.0,2.0
E01000518,Brent ,629,4.0,100.0,81.0,99.0,292.0,37.0,7.0,6.0,3.0
E01000519,Brent ,630,7.0,54.0,156.0,80.0,282.0,27.0,15.0,3.0,6.0
E01000623,Brent ,566,1.0,16.0,122.0,39.0,332.0,36.0,13.0,2.0,5.0
E01000624,Brent ,591,0.0,30.0,65.0,152.0,293.0,37.0,9.0,1.0,4.0
E01000629,Brent ,626,5.0,76.0,69.0,53.0,380.0,32.0,4.0,7.0,0.0
E01000480,Brent ,513,0.0,1.0,46.0,32.0,230.0,120.0,52.0,18.0,14.0
E01000484,Brent ,615,0.0,63.0,264.0,107.0,148.0,26.0,3.0,0.0,4.0
E01000485,Brent ,533,17.0,111.0,108.0,71.0,185.0,29.0,7.0,2.0,3.0
E01000486,Brent ,521,1.0,4.0,25.0,32.0,335.0,89.0,21.0,8.0,6.0
E01000487,Brent ,695,14.0,97.0,255.0,49.0,186.0,62.0,19.0,9.0,4.0
E01000572,Brent ,463,2.0,8.0,76.0,23.0,281.0,54.0,13.0,5.0,1.0
E01000573,Brent ,477,0.0,12.0,17.0,18.0,388.0,30.0,8.0,2.0,2.0
E01000574,Brent ,454,2.0,7.0,68.0,20.0,305.0,40.0,8.0,4.0,0.0
E01000575,Brent ,660,16.0,94.0,163.0,81.0,225.0,61.0,14.0,3.0,3.0
E01000577,Brent ,861,5.0,217.0,400.0,161.0,62.0,13.0,1.0,2.0,0.0
E01000562,Brent ,478,1.0,15.0,68.0,36.0,132.0,151.0,46.0,18.0,11.0
E01000563,Brent ,483,1.0,1.0,17.0,28.0,293.0,92.0,36.0,12.0,3.0
E01000566,Brent ,464,0.0,19.0,12.0,18.0,350.0,40.0,13.0,6.0,6.0
E01000568,Brent ,664,26.0,140.0,126.0,85.0,130.0,66.0,58.0,25.0,8.0
E01000569,Brent ,482,0.0,6.0,3.0,16.0,375.0,46.0,23.0,10.0,3.0
E01000479,Brent ,514,3.0,12.0,37.0,19.0,213.0,156.0,39.0,22.0,13.0
E01000481,Brent ,596,1.0,102.0,350.0,31.0,44.0,41.0,17.0,7.0,3.0
E01000483,Brent ,658,12.0,109.0,360.0,115.0,36.0,21.0,2.0,2.0,1.0
E01000625,Brent ,588,11.0,123.0,154.0,79.0,149.0,36.0,20.0,10.0,6.0
E01033931,Brent ,501,14.0,167.0,228.0,47.0,42.0,2.0,0.0,1.0,0.0
E01033932,Brent ,526,5.0,98.0,165.0,85.0,100.0,37.0,23.0,7.0,6.0
E01000498,Brent ,516,40.0,40.0,51.0,150.0,203.0,17.0,7.0,7.0,1.0
E01000622,Brent ,707,56.0,234.0,217.0,115.0,73.0,9.0,1.0,1.0,1.0
E01000626,Brent ,604,8.0,193.0,185.0,140.0,62.0,13.0,3.0,0.0,0.0
E01033933,Brent ,415,30.0,13.0,10.0,270.0,68.0,14.0,7.0,2.0,1.0
E01033934,Brent ,446,17.0,13.0,20.0,167.0,193.0,20.0,9.0,3.0,4.0
E01000497,Brent ,686,16.0,131.0,133.0,146.0,153.0,63.0,30.0,10.0,4.0
E01000499,Brent ,585,10.0,29.0,176.0,227.0,107.0,22.0,4.0,5.0,5.0
E01000501,Brent ,760,9.0,169.0,383.0,78.0,99.0,17.0,1.0,2.0,2.0
E01000502,Brent ,658,7.0,82.0,270.0,43.0,178.0,44.0,24.0,3.0,7.0
E01000503,Brent ,776,7.0,153.0,190.0,86.0,245.0,67.0,13.0,9.0,6.0
E01000570,Brent ,513,13.0,57.0,119.0,95.0,200.0,16.0,8.0,4.0,1.0
E01000571,Brent ,495,8.0,24.0,18.0,28.0,259.0,103.0,30.0,10.0,15.0
E01000576,Brent ,575,3.0,81.0,100.0,39.0,220.0,66.0,46.0,16.0,4.0
E01000578,Brent ,835,42.0,173.0,295.0,101.0,126.0,46.0,34.0,7.0,11.0
E01000564,Brent ,490,3.0,65.0,143.0,52.0,164.0,43.0,10.0,5.0,5.0
E01000565,Brent ,485,0.0,64.0,111.0,38.0,153.0,86.0,20.0,9.0,4.0
