LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01001572,Greenwich ,860,31.0,79.0,107.0,153.0,24.0,10.0,3.0,4.0,304.0,145.0
E01001573,Greenwich ,751,45.0,97.0,84.0,118.0,23.0,11.0,5.0,6.0,216.0,146.0
E01001574,Greenwich ,726,47.0,136.0,99.0,116.0,22.0,10.0,0.0,5.0,161.0,130.0
E01001629,Greenwich ,947,99.0,110.0,155.0,170.0,15.0,16.0,6.0,8.0,236.0,132.0
E01001633,Greenwich ,912,87.0,79.0,144.0,190.0,10.0,6.0,3.0,29.0,195.0,169.0
E01001634,Greenwich ,719,76.0,82.0,114.0,133.0,16.0,4.0,4.0,11.0,148.0,131.0
E01001637,Greenwich ,886,70.0,90.0,114.0,137.0,13.0,16.0,7.0,9.0,251.0,179.0
E01001695,Greenwich ,770,91.0,81.0,140.0,167.0,15.0,8.0,5.0,8.0,125.0,130.0
E01001696,Greenwich ,1407,95.0,69.0,153.0,237.0,16.0,6.0,11.0,18.0,643.0,159.0
E01001697,Greenwich ,1294,144.0,115.0,180.0,213.0,13.0,7.0,9.0,16.0,356.0,241.0
E01001700,Greenwich ,1065,100.0,83.0,128.0,214.0,22.0,9.0,20.0,10.0,278.0,201.0
E01001703,Greenwich ,817,114.0,88.0,135.0,178.0,13.0,10.0,0.0,8.0,119.0,152.0
E01001704,Greenwich ,779,67.0,56.0,102.0,117.0,13.0,7.0,2.0,5.0,308.0,102.0
E01001588,Greenwich ,734,91.0,92.0,96.0,87.0,6.0,7.0,4.0,9.0,221.0,121.0
E01001589,Greenwich ,898,99.0,88.0,106.0,107.0,17.0,4.0,2.0,5.0,317.0,153.0
E01001591,Greenwich ,913,70.0,109.0,128.0,116.0,11.0,1.0,3.0,12.0,312.0,151.0
E01001595,Greenwich ,955,67.0,152.0,173.0,86.0,13.0,6.0,7.0,3.0,305.0,143.0
E01001590,Greenwich ,983,69.0,79.0,123.0,95.0,13.0,8.0,6.0,7.0,452.0,131.0
E01001592,Greenwich ,1157,67.0,77.0,109.0,115.0,11.0,7.0,5.0,3.0,618.0,145.0
E01001593,Greenwich ,953,42.0,69.0,92.0,71.0,4.0,6.0,2.0,9.0,571.0,87.0
E01001594,Greenwich ,1252,91.0,125.0,153.0,198.0,12.0,5.0,8.0,9.0,424.0,227.0
E01001698,Greenwich ,801,81.0,88.0,118.0,146.0,22.0,8.0,6.0,8.0,205.0,119.0
E01001699,Greenwich ,755,158.0,43.0,71.0,98.0,9.0,4.0,2.0,7.0,285.0,78.0
E01001701,Greenwich ,896,116.0,70.0,113.0,113.0,18.0,7.0,3.0,8.0,343.0,105.0
E01001702,Greenwich ,581,65.0,72.0,82.0,109.0,13.0,3.0,3.0,6.0,110.0,118.0
E01001581,Greenwich ,880,57.0,63.0,108.0,87.0,7.0,6.0,3.0,6.0,451.0,92.0
E01001585,Greenwich ,802,36.0,64.0,79.0,58.0,6.0,3.0,1.0,1.0,477.0,77.0
E01001586,Greenwich ,664,38.0,64.0,72.0,51.0,3.0,2.0,2.0,7.0,355.0,70.0
E01001587,Greenwich ,1141,36.0,67.0,95.0,85.0,4.0,4.0,4.0,4.0,763.0,79.0
E01001678,Greenwich ,840,54.0,117.0,116.0,128.0,17.0,9.0,6.0,8.0,253.0,132.0
E01001683,Greenwich ,712,54.0,68.0,86.0,94.0,8.0,4.0,2.0,4.0,258.0,134.0
E01001684,Greenwich ,671,49.0,100.0,89.0,95.0,11.0,5.0,3.0,3.0,193.0,123.0
E01001685,Greenwich ,748,57.0,98.0,90.0,121.0,5.0,5.0,6.0,8.0,237.0,121.0
E01001646,Greenwich ,1390,108.0,193.0,168.0,187.0,16.0,15.0,11.0,17.0,483.0,192.0
E01001650,Greenwich ,799,71.0,126.0,110.0,100.0,9.0,4.0,1.0,4.0,230.0,144.0
E01001651,Greenwich ,784,69.0,114.0,109.0,110.0,7.0,6.0,3.0,3.0,228.0,135.0
E01001652,Greenwich ,886,57.0,89.0,105.0,103.0,12.0,3.0,2.0,6.0,407.0,102.0
E01001679,Greenwich ,691,45.0,111.0,70.0,91.0,6.0,6.0,0.0,5.0,260.0,97.0
E01001680,Greenwich ,767,37.0,87.0,84.0,96.0,6.0,7.0,0.0,3.0,357.0,90.0
E01001681,Greenwich ,683,42.0,66.0,73.0,97.0,10.0,4.0,5.0,4.0,274.0,108.0
E01001682,Greenwich ,641,21.0,81.0,77.0,82.0,9.0,10.0,3.0,8.0,254.0,96.0
E01001686,Greenwich ,917,71.0,93.0,97.0,153.0,13.0,11.0,8.0,3.0,333.0,135.0
E01001580,Greenwich ,965,34.0,54.0,95.0,90.0,7.0,6.0,5.0,2.0,621.0,51.0
E01001582,Greenwich ,675,41.0,71.0,89.0,85.0,7.0,7.0,1.0,4.0,286.0,84.0
E01001583,Greenwich ,901,35.0,86.0,82.0,80.0,2.0,3.0,3.0,8.0,533.0,69.0
E01001584,Greenwich ,785,23.0,57.0,73.0,48.0,9.0,2.0,1.0,5.0,512.0,55.0
E01001645,Greenwich ,859,59.0,96.0,117.0,118.0,4.0,11.0,3.0,8.0,320.0,123.0
E01001647,Greenwich ,694,41.0,97.0,86.0,66.0,8.0,5.0,1.0,5.0,290.0,95.0
E01001648,Greenwich ,919,46.0,95.0,104.0,123.0,16.0,8.0,3.0,7.0,388.0,129.0
E01001649,Greenwich ,719,67.0,112.0,77.0,95.0,11.0,5.0,6.0,7.0,225.0,114.0
E01001605,Greenwich ,743,45.0,75.0,82.0,75.0,10.0,8.0,5.0,5.0,335.0,103.0
E01001606,Greenwich ,857,49.0,79.0,81.0,98.0,12.0,3.0,2.0,4.0,413.0,116.0
E01001610,Greenwich ,876,61.0,94.0,64.0,120.0,9.0,4.0,1.0,1.0,394.0,128.0
E01001611,Greenwich ,821,58.0,98.0,104.0,93.0,4.0,7.0,5.0,6.0,323.0,123.0
E01001620,Greenwich ,700,62.0,81.0,98.0,102.0,12.0,12.0,3.0,9.0,161.0,160.0
E01001621,Greenwich ,756,42.0,87.0,93.0,104.0,8.0,4.0,1.0,2.0,259.0,156.0
E01001623,Greenwich ,860,56.0,99.0,109.0,111.0,6.0,10.0,2.0,3.0,311.0,153.0
E01001624,Greenwich ,795,59.0,98.0,79.0,102.0,7.0,5.0,1.0,2.0,303.0,139.0
E01001625,Greenwich ,739,71.0,115.0,120.0,100.0,13.0,5.0,3.0,5.0,158.0,149.0
E01001604,Greenwich ,760,47.0,66.0,73.0,104.0,4.0,5.0,1.0,9.0,361.0,90.0
E01001607,Greenwich ,771,49.0,75.0,70.0,100.0,5.0,5.0,2.0,6.0,349.0,110.0
E01001608,Greenwich ,671,31.0,70.0,57.0,57.0,5.0,4.0,3.0,7.0,363.0,74.0
E01001609,Greenwich ,774,46.0,81.0,62.0,93.0,9.0,16.0,13.0,9.0,326.0,119.0
E01001613,Greenwich ,797,41.0,89.0,91.0,123.0,9.0,10.0,0.0,3.0,320.0,111.0
E01001614,Greenwich ,713,33.0,70.0,65.0,75.0,10.0,5.0,4.0,3.0,325.0,123.0
E01001615,Greenwich ,1045,46.0,80.0,114.0,177.0,13.0,4.0,2.0,5.0,448.0,156.0
E01001617,Greenwich ,794,46.0,56.0,97.0,113.0,8.0,10.0,4.0,4.0,345.0,111.0
E01001653,Greenwich ,670,51.0,101.0,101.0,88.0,10.0,6.0,7.0,7.0,142.0,157.0
E01001654,Greenwich ,681,52.0,81.0,123.0,101.0,11.0,8.0,0.0,5.0,181.0,119.0
E01001655,Greenwich ,708,59.0,99.0,112.0,93.0,8.0,9.0,1.0,5.0,171.0,151.0
E01001660,Greenwich ,674,38.0,83.0,86.0,98.0,13.0,6.0,1.0,8.0,228.0,113.0
E01001661,Greenwich ,706,34.0,91.0,93.0,100.0,8.0,11.0,3.0,8.0,216.0,142.0
E01001618,Greenwich ,914,46.0,87.0,129.0,115.0,13.0,4.0,3.0,7.0,364.0,146.0
E01001619,Greenwich ,1116,56.0,87.0,126.0,161.0,18.0,3.0,4.0,6.0,462.0,193.0
E01033729,Greenwich ,864,59.0,95.0,137.0,146.0,18.0,3.0,5.0,19.0,226.0,156.0
E01001597,Greenwich ,768,33.0,68.0,85.0,104.0,4.0,5.0,3.0,5.0,341.0,120.0
E01001598,Greenwich ,793,43.0,62.0,92.0,105.0,8.0,12.0,1.0,3.0,344.0,123.0
E01001602,Greenwich ,894,34.0,90.0,152.0,150.0,8.0,13.0,5.0,9.0,230.0,203.0
E01001603,Greenwich ,750,40.0,88.0,132.0,102.0,7.0,6.0,1.0,7.0,211.0,156.0
E01001596,Greenwich ,818,25.0,80.0,89.0,113.0,13.0,5.0,2.0,4.0,345.0,142.0
E01001599,Greenwich ,786,54.0,85.0,102.0,107.0,11.0,8.0,5.0,4.0,252.0,158.0
E01001600,Greenwich ,773,39.0,77.0,92.0,103.0,6.0,7.0,0.0,7.0,312.0,130.0
E01001601,Greenwich ,727,25.0,52.0,83.0,104.0,7.0,3.0,3.0,4.0,338.0,108.0
E01001669,Greenwich ,1078,67.0,141.0,146.0,175.0,35.0,16.0,2.0,13.0,285.0,198.0
E01001671,Greenwich ,788,50.0,117.0,103.0,91.0,17.0,8.0,7.0,9.0,251.0,135.0
E01001676,Greenwich ,813,47.0,107.0,130.0,162.0,19.0,9.0,3.0,13.0,201.0,122.0
E01032567,Greenwich ,807,40.0,119.0,112.0,108.0,22.0,10.0,2.0,12.0,257.0,125.0
E01001656,Greenwich ,605,30.0,61.0,58.0,50.0,8.0,2.0,0.0,3.0,333.0,60.0
E01001657,Greenwich ,827,29.0,57.0,83.0,83.0,6.0,9.0,3.0,7.0,472.0,78.0
E01001658,Greenwich ,795,34.0,106.0,83.0,106.0,8.0,4.0,3.0,4.0,321.0,126.0
E01001659,Greenwich ,729,25.0,69.0,79.0,113.0,9.0,6.0,1.0,8.0,312.0,107.0
E01034174,Greenwich ,641,17.0,30.0,49.0,59.0,2.0,3.0,2.0,1.0,431.0,47.0
E01034175,Greenwich ,948,11.0,38.0,69.0,111.0,6.0,3.0,2.0,2.0,647.0,59.0
E01034176,Greenwich ,909,53.0,101.0,154.0,111.0,15.0,18.0,13.0,9.0,255.0,180.0
E01034177,Greenwich ,836,36.0,52.0,89.0,127.0,9.0,6.0,0.0,7.0,413.0,97.0
E01033727,Greenwich ,1321,71.0,109.0,213.0,81.0,8.0,6.0,7.0,10.0,704.0,112.0
E01033728,Greenwich ,1248,34.0,64.0,167.0,66.0,5.0,0.0,1.0,5.0,823.0,83.0
E01034178,Greenwich ,1053,29.0,74.0,101.0,56.0,6.0,3.0,4.0,4.0,727.0,49.0
E01034179,Greenwich ,743,30.0,66.0,105.0,48.0,11.0,6.0,0.0,6.0,410.0,61.0
E01034180,Greenwich ,573,50.0,58.0,108.0,51.0,2.0,2.0,2.0,3.0,220.0,77.0
E01034181,Greenwich ,1113,31.0,61.0,125.0,51.0,8.0,3.0,8.0,5.0,783.0,38.0
E01034182,Greenwich ,918,27.0,43.0,116.0,53.0,4.0,0.0,4.0,4.0,611.0,56.0
E01001664,Greenwich ,1276,100.0,76.0,149.0,89.0,11.0,4.0,4.0,4.0,745.0,94.0
E01001665,Greenwich ,1123,59.0,56.0,169.0,84.0,11.0,3.0,2.0,8.0,587.0,144.0
E01033738,Greenwich ,1087,59.0,90.0,94.0,123.0,11.0,9.0,6.0,5.0,587.0,103.0
E01034183,Greenwich ,928,35.0,59.0,118.0,62.0,1.0,4.0,5.0,6.0,584.0,54.0
E01034184,Greenwich ,771,14.0,43.0,68.0,53.0,0.0,6.0,2.0,6.0,537.0,42.0
E01034185,Greenwich ,773,38.0,47.0,76.0,46.0,9.0,2.0,0.0,3.0,497.0,55.0
E01001638,Greenwich ,821,60.0,101.0,133.0,100.0,12.0,4.0,3.0,8.0,267.0,133.0
E01001641,Greenwich ,1064,51.0,58.0,122.0,48.0,7.0,4.0,5.0,7.0,667.0,95.0
E01001642,Greenwich ,949,37.0,54.0,100.0,48.0,3.0,3.0,3.0,2.0,636.0,63.0
E01001644,Greenwich ,1625,75.0,114.0,231.0,92.0,8.0,3.0,5.0,2.0,940.0,155.0
E01033746,Greenwich ,766,27.0,46.0,85.0,35.0,4.0,5.0,4.0,3.0,494.0,63.0
E01033734,Greenwich ,936,46.0,61.0,61.0,135.0,20.0,7.0,3.0,2.0,516.0,85.0
E01033736,Greenwich ,1709,24.0,79.0,102.0,234.0,31.0,8.0,7.0,9.0,1119.0,96.0
E01034186,Greenwich ,1036,16.0,43.0,67.0,119.0,14.0,3.0,3.0,6.0,709.0,56.0
E01034187,Greenwich ,746,22.0,51.0,72.0,116.0,9.0,4.0,4.0,3.0,406.0,59.0
E01034188,Greenwich ,902,32.0,52.0,100.0,61.0,8.0,3.0,11.0,1.0,575.0,59.0
E01034189,Greenwich ,845,9.0,47.0,72.0,62.0,10.0,2.0,4.0,5.0,603.0,31.0
E01034190,Greenwich ,825,62.0,85.0,133.0,91.0,10.0,5.0,1.0,5.0,322.0,111.0
E01034191,Greenwich ,1035,29.0,55.0,101.0,58.0,6.0,3.0,3.0,2.0,730.0,48.0
E01034192,Greenwich ,1274,83.0,111.0,137.0,75.0,12.0,3.0,0.0,7.0,755.0,91.0
E01001666,Greenwich ,1033,68.0,98.0,114.0,127.0,20.0,8.0,3.0,7.0,462.0,126.0
E01033732,Greenwich ,673,30.0,43.0,83.0,54.0,3.0,3.0,2.0,0.0,417.0,38.0
E01034193,Greenwich ,915,15.0,41.0,88.0,80.0,4.0,6.0,4.0,2.0,600.0,75.0
E01034194,Greenwich ,887,22.0,45.0,98.0,68.0,4.0,1.0,2.0,3.0,604.0,40.0
E01034195,Greenwich ,653,35.0,42.0,105.0,51.0,6.0,2.0,4.0,7.0,360.0,41.0
E01034196,Greenwich ,854,25.0,44.0,79.0,72.0,6.0,5.0,1.0,3.0,560.0,59.0
E01001712,Greenwich ,980,101.0,101.0,146.0,188.0,18.0,7.0,11.0,16.0,260.0,132.0
E01033735,Greenwich ,709,49.0,48.0,84.0,158.0,18.0,4.0,5.0,5.0,236.0,102.0
E01033737,Greenwich ,1010,85.0,80.0,109.0,181.0,24.0,6.0,5.0,7.0,383.0,130.0
E01034198,Greenwich ,1206,96.0,132.0,157.0,204.0,20.0,13.0,7.0,10.0,389.0,178.0
E01001808,Hackney ,641,248.0,38.0,70.0,24.0,7.0,1.0,3.0,0.0,178.0,72.0
E01001809,Hackney ,705,249.0,55.0,61.0,22.0,10.0,1.0,2.0,0.0,224.0,81.0
E01001814,Hackney ,698,201.0,51.0,89.0,30.0,4.0,2.0,1.0,5.0,209.0,106.0
E01001823,Hackney ,658,177.0,73.0,93.0,34.0,5.0,0.0,2.0,3.0,187.0,84.0
E01001825,Hackney ,520,220.0,28.0,35.0,29.0,4.0,4.0,1.0,3.0,146.0,50.0
E01001714,Hackney ,1114,45.0,124.0,220.0,42.0,8.0,1.0,5.0,3.0,516.0,150.0
E01001811,Hackney ,746,74.0,96.0,138.0,35.0,5.0,3.0,3.0,4.0,272.0,116.0
E01001813,Hackney ,698,56.0,84.0,148.0,50.0,8.0,0.0,0.0,2.0,212.0,138.0
E01035638,Hackney ,1041,30.0,72.0,140.0,44.0,5.0,2.0,3.0,3.0,659.0,83.0
E01035639,Hackney ,944,34.0,83.0,144.0,54.0,1.0,3.0,3.0,3.0,543.0,76.0
E01001799,Hackney ,615,204.0,39.0,40.0,17.0,2.0,1.0,1.0,3.0,224.0,84.0
E01001802,Hackney ,599,119.0,57.0,111.0,22.0,21.0,3.0,2.0,1.0,203.0,60.0
E01001804,Hackney ,616,210.0,66.0,55.0,16.0,0.0,0.0,2.0,4.0,200.0,63.0
E01001807,Hackney ,779,176.0,62.0,107.0,23.0,8.0,0.0,6.0,4.0,275.0,118.0
E01001812,Hackney ,617,207.0,47.0,76.0,22.0,6.0,0.0,2.0,2.0,196.0,59.0
E01001725,Hackney ,696,202.0,57.0,85.0,22.0,3.0,1.0,1.0,6.0,237.0,82.0
E01001726,Hackney ,528,70.0,74.0,89.0,28.0,5.0,1.0,1.0,7.0,167.0,86.0
E01001800,Hackney ,653,210.0,60.0,110.0,15.0,3.0,2.0,3.0,5.0,159.0,86.0
E01001824,Hackney ,538,199.0,38.0,68.0,31.0,4.0,0.0,2.0,4.0,122.0,70.0
E01001826,Hackney ,562,222.0,32.0,60.0,15.0,9.0,3.0,6.0,2.0,128.0,85.0
E01001723,Hackney ,1017,169.0,90.0,130.0,28.0,5.0,0.0,4.0,3.0,481.0,107.0
E01001724,Hackney ,1722,175.0,157.0,225.0,78.0,3.0,2.0,2.0,13.0,891.0,176.0
E01001727,Hackney ,791,192.0,104.0,73.0,34.0,10.0,0.0,6.0,3.0,287.0,82.0
E01001768,Hackney ,1073,83.0,98.0,131.0,24.0,4.0,2.0,2.0,2.0,620.0,107.0
E01001769,Hackney ,868,60.0,95.0,102.0,31.0,2.0,2.0,0.0,5.0,482.0,89.0
E01001715,Hackney ,886,28.0,82.0,120.0,20.0,7.0,2.0,2.0,1.0,554.0,70.0
E01001716,Hackney ,881,44.0,86.0,134.0,35.0,5.0,0.0,0.0,7.0,465.0,105.0
E01001717,Hackney ,611,35.0,72.0,93.0,30.0,4.0,1.0,0.0,3.0,298.0,75.0
E01001718,Hackney ,1184,33.0,103.0,140.0,43.0,5.0,5.0,6.0,6.0,745.0,98.0
E01001719,Hackney ,883,41.0,100.0,122.0,39.0,10.0,0.0,4.0,0.0,482.0,85.0
E01001720,Hackney ,1113,29.0,108.0,124.0,30.0,1.0,5.0,0.0,2.0,747.0,67.0
E01001742,Hackney ,972,58.0,124.0,111.0,37.0,4.0,1.0,0.0,5.0,547.0,85.0
E01001801,Hackney ,595,130.0,54.0,98.0,28.0,3.0,1.0,2.0,3.0,205.0,71.0
E01001803,Hackney ,1071,118.0,73.0,113.0,26.0,2.0,0.0,2.0,1.0,579.0,157.0
E01001806,Hackney ,782,36.0,88.0,92.0,25.0,4.0,2.0,1.0,4.0,458.0,72.0
E01001741,Hackney ,843,34.0,73.0,79.0,20.0,2.0,2.0,1.0,5.0,562.0,65.0
E01001805,Hackney ,656,56.0,51.0,85.0,24.0,3.0,1.0,1.0,5.0,370.0,60.0
E01001829,Hackney ,1033,50.0,87.0,94.0,21.0,3.0,2.0,1.0,2.0,688.0,85.0
E01001831,Hackney ,1064,55.0,113.0,112.0,27.0,4.0,0.0,3.0,4.0,648.0,98.0
E01001832,Hackney ,915,71.0,95.0,100.0,31.0,5.0,3.0,0.0,9.0,493.0,108.0
E01001764,Hackney ,903,94.0,156.0,150.0,37.0,5.0,1.0,3.0,4.0,364.0,89.0
E01001765,Hackney ,744,89.0,102.0,109.0,42.0,13.0,0.0,5.0,5.0,269.0,110.0
E01001767,Hackney ,848,83.0,79.0,105.0,37.0,4.0,0.0,2.0,7.0,443.0,88.0
E01001770,Hackney ,820,80.0,91.0,130.0,37.0,5.0,3.0,3.0,13.0,323.0,135.0
E01033703,Hackney ,779,51.0,100.0,100.0,29.0,7.0,0.0,4.0,3.0,411.0,74.0
E01033713,Hackney ,844,69.0,76.0,99.0,34.0,3.0,1.0,2.0,4.0,486.0,70.0
E01001792,Hackney ,921,87.0,121.0,132.0,35.0,8.0,2.0,3.0,1.0,437.0,95.0
E01001793,Hackney ,880,67.0,118.0,120.0,25.0,3.0,2.0,4.0,5.0,424.0,112.0
E01001794,Hackney ,1046,72.0,127.0,114.0,37.0,7.0,2.0,3.0,5.0,560.0,119.0
E01001795,Hackney ,748,59.0,72.0,109.0,22.0,6.0,2.0,1.0,4.0,397.0,76.0
E01001796,Hackney ,906,68.0,101.0,109.0,39.0,7.0,3.0,1.0,7.0,469.0,102.0
E01001736,Hackney ,947,36.0,108.0,92.0,19.0,10.0,1.0,0.0,5.0,592.0,84.0
E01001737,Hackney ,1034,49.0,115.0,91.0,27.0,3.0,0.0,2.0,4.0,654.0,89.0
E01001738,Hackney ,1067,49.0,147.0,95.0,28.0,1.0,0.0,1.0,1.0,665.0,80.0
E01001739,Hackney ,1233,67.0,126.0,99.0,31.0,2.0,0.0,4.0,1.0,811.0,92.0
E01001786,Hackney ,1003,84.0,128.0,164.0,82.0,10.0,5.0,5.0,11.0,390.0,124.0
E01001787,Hackney ,686,82.0,96.0,149.0,30.0,8.0,5.0,1.0,2.0,195.0,118.0
E01001788,Hackney ,588,64.0,95.0,97.0,45.0,3.0,6.0,1.0,7.0,189.0,81.0
E01001790,Hackney ,603,77.0,93.0,132.0,52.0,10.0,2.0,2.0,6.0,134.0,95.0
E01001740,Hackney ,736,53.0,152.0,100.0,35.0,6.0,1.0,6.0,6.0,288.0,89.0
E01001747,Hackney ,1419,90.0,176.0,138.0,55.0,5.0,2.0,2.0,8.0,824.0,119.0
E01001830,Hackney ,1024,95.0,136.0,116.0,35.0,2.0,3.0,0.0,14.0,524.0,99.0
E01001833,Hackney ,1177,98.0,144.0,110.0,43.0,14.0,4.0,2.0,2.0,642.0,118.0
E01001834,Hackney ,1183,68.0,125.0,136.0,31.0,5.0,2.0,1.0,7.0,692.0,116.0
E01001835,Hackney ,795,47.0,83.0,73.0,28.0,8.0,0.0,0.0,3.0,475.0,78.0
E01001733,Hackney ,1089,79.0,120.0,125.0,49.0,12.0,4.0,8.0,1.0,569.0,122.0
E01001785,Hackney ,782,53.0,75.0,114.0,39.0,6.0,3.0,5.0,5.0,385.0,97.0
E01001789,Hackney ,860,70.0,104.0,109.0,34.0,5.0,1.0,4.0,3.0,436.0,94.0
E01001791,Hackney ,651,62.0,85.0,97.0,31.0,2.0,2.0,0.0,5.0,295.0,72.0
E01001745,Hackney ,1073,119.0,174.0,130.0,40.0,6.0,7.0,4.0,7.0,466.0,120.0
E01001746,Hackney ,675,80.0,116.0,116.0,43.0,7.0,4.0,1.0,6.0,169.0,133.0
E01001757,Hackney ,684,88.0,131.0,136.0,39.0,19.0,3.0,0.0,9.0,170.0,89.0
E01001758,Hackney ,1255,98.0,186.0,185.0,55.0,6.0,2.0,4.0,11.0,583.0,125.0
E01001759,Hackney ,914,59.0,114.0,104.0,38.0,7.0,2.0,3.0,1.0,487.0,99.0
E01001761,Hackney ,893,76.0,115.0,102.0,35.0,8.0,2.0,1.0,5.0,433.0,116.0
E01001731,Hackney ,1506,118.0,220.0,199.0,59.0,10.0,4.0,1.0,5.0,726.0,164.0
E01001734,Hackney ,1112,73.0,138.0,152.0,72.0,12.0,3.0,3.0,5.0,514.0,140.0
E01001760,Hackney ,1116,92.0,141.0,136.0,46.0,3.0,2.0,2.0,2.0,569.0,123.0
E01001762,Hackney ,1082,78.0,104.0,103.0,28.0,1.0,2.0,5.0,4.0,647.0,110.0
E01001846,Hackney ,526,46.0,69.0,96.0,29.0,10.0,1.0,1.0,0.0,195.0,79.0
E01001847,Hackney ,735,45.0,100.0,104.0,26.0,4.0,1.0,4.0,3.0,367.0,81.0
E01001848,Hackney ,857,60.0,133.0,133.0,27.0,7.0,7.0,3.0,10.0,352.0,125.0
E01001849,Hackney ,1418,89.0,135.0,196.0,66.0,10.0,5.0,7.0,10.0,738.0,162.0
E01001729,Hackney ,870,94.0,136.0,136.0,41.0,9.0,5.0,1.0,4.0,316.0,128.0
E01001730,Hackney ,1215,150.0,183.0,220.0,97.0,12.0,1.0,7.0,10.0,393.0,142.0
E01001732,Hackney ,827,97.0,166.0,121.0,38.0,12.0,2.0,3.0,6.0,262.0,120.0
E01001735,Hackney ,802,112.0,93.0,107.0,24.0,4.0,4.0,0.0,3.0,384.0,71.0
E01001838,Hackney ,672,80.0,117.0,129.0,33.0,6.0,2.0,1.0,5.0,202.0,97.0
E01001850,Hackney ,724,89.0,112.0,129.0,41.0,7.0,5.0,2.0,11.0,218.0,110.0
E01001749,Hackney ,878,71.0,91.0,77.0,27.0,2.0,0.0,3.0,3.0,529.0,75.0
E01001763,Hackney ,958,97.0,133.0,95.0,25.0,9.0,1.0,1.0,6.0,484.0,107.0
E01001816,Hackney ,793,89.0,95.0,70.0,28.0,3.0,1.0,2.0,2.0,417.0,86.0
E01001819,Hackney ,802,60.0,121.0,81.0,23.0,4.0,3.0,3.0,10.0,435.0,62.0
E01035640,Hackney ,809,64.0,90.0,72.0,26.0,7.0,0.0,4.0,4.0,471.0,71.0
E01035641,Hackney ,927,53.0,110.0,78.0,20.0,3.0,1.0,7.0,14.0,579.0,62.0
E01001836,Hackney ,1035,98.0,124.0,91.0,42.0,8.0,2.0,0.0,1.0,565.0,104.0
E01001840,Hackney ,723,67.0,95.0,111.0,24.0,11.0,3.0,2.0,4.0,299.0,107.0
E01001841,Hackney ,620,44.0,72.0,74.0,29.0,5.0,0.0,3.0,6.0,316.0,71.0
E01001844,Hackney ,997,91.0,109.0,108.0,34.0,5.0,1.0,2.0,7.0,529.0,111.0
E01001845,Hackney ,690,60.0,108.0,93.0,42.0,9.0,2.0,5.0,6.0,248.0,117.0
E01001837,Hackney ,859,70.0,93.0,77.0,17.0,3.0,3.0,1.0,3.0,521.0,71.0
E01001839,Hackney ,1532,122.0,185.0,165.0,52.0,6.0,5.0,4.0,4.0,857.0,132.0
E01001842,Hackney ,792,68.0,106.0,104.0,23.0,8.0,0.0,0.0,3.0,387.0,93.0
E01001843,Hackney ,612,62.0,90.0,63.0,16.0,5.0,1.0,2.0,3.0,316.0,54.0
E01033704,Hackney ,1696,122.0,201.0,160.0,37.0,6.0,1.0,4.0,6.0,1017.0,142.0
E01033712,Hackney ,902,65.0,116.0,87.0,34.0,7.0,5.0,2.0,1.0,497.0,88.0
E01001772,Hackney ,879,74.0,147.0,85.0,32.0,7.0,1.0,3.0,7.0,417.0,106.0
E01001774,Hackney ,1152,119.0,147.0,107.0,33.0,4.0,8.0,0.0,9.0,635.0,90.0
E01001775,Hackney ,786,82.0,124.0,90.0,33.0,9.0,4.0,4.0,5.0,337.0,98.0
E01001815,Hackney ,746,84.0,104.0,74.0,22.0,3.0,5.0,0.0,6.0,347.0,101.0
E01001820,Hackney ,625,73.0,92.0,93.0,22.0,1.0,0.0,1.0,5.0,258.0,80.0
E01001821,Hackney ,625,77.0,120.0,69.0,30.0,10.0,5.0,2.0,3.0,235.0,74.0
E01001753,Hackney ,657,63.0,116.0,63.0,35.0,9.0,1.0,1.0,8.0,229.0,132.0
E01001755,Hackney ,836,65.0,148.0,81.0,29.0,1.0,0.0,2.0,8.0,394.0,108.0
E01001773,Hackney ,1459,111.0,205.0,111.0,43.0,7.0,2.0,1.0,11.0,847.0,121.0
E01001776,Hackney ,909,69.0,162.0,93.0,43.0,6.0,0.0,6.0,4.0,440.0,86.0
E01035642,Hackney ,1174,69.0,126.0,82.0,19.0,2.0,1.0,0.0,6.0,786.0,83.0
E01035643,Hackney ,991,54.0,154.0,73.0,25.0,6.0,2.0,0.0,6.0,588.0,83.0
E01035644,Hackney ,864,37.0,111.0,27.0,16.0,4.0,1.0,3.0,1.0,621.0,43.0
E01035645,Hackney ,694,82.0,116.0,49.0,28.0,2.0,1.0,4.0,8.0,303.0,101.0
E01001781,Hackney ,749,110.0,130.0,74.0,57.0,1.0,6.0,1.0,2.0,266.0,102.0
E01001783,Hackney ,715,87.0,129.0,97.0,58.0,9.0,3.0,1.0,3.0,253.0,75.0
E01035646,Hackney ,892,86.0,104.0,76.0,38.0,3.0,2.0,2.0,6.0,488.0,87.0
E01035647,Hackney ,850,68.0,56.0,30.0,9.0,0.0,1.0,1.0,7.0,652.0,26.0
E01035648,Hackney ,744,88.0,131.0,79.0,24.0,6.0,0.0,4.0,5.0,315.0,92.0
