Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000028,Southwark,E01003914,Southwark 024B,78,98
E09000028,Southwark,E01003915,Southwark 024C,50,104
E09000028,Southwark,E01003916,Southwark 020B,50,106
E09000028,Southwark,E01003917,Southwark 020C,55,122
E09000028,Southwark,E01003918,Southwark 020D,14,59
E09000028,Southwark,E01003919,Southwark 021A,56,70
E09000028,Southwark,E01003920,Southwark 021B,35,31
E09000028,Southwark,E01003921,Southwark 021C,13,83
E09000028,Southwark,E01003922,Southwark 021D,59,72
E09000028,Southwark,E01003923,Southwark 017A,54,93
E09000028,Southwark,E01003924,Southwark 021E,27,28
E09000028,Southwark,E01003925,Southwark 020E,9,79
E09000028,Southwark,E01003926,Southwark 021F,23,34
E09000028,Southwark,E01003927,Southwark 002A,87,73
E09000028,Southwark,E01003929,Southwark 002B,162,68
E09000028,Southwark,E01003930,Southwark 034A,58,98
E09000028,Southwark,E01003932,Southwark 034B,65,23
E09000028,Southwark,E01003933,Southwark 034C,49,155
E09000028,Southwark,E01003934,Southwark 002C,202,125
E09000028,Southwark,E01003935,Southwark 002D,78,28
E09000028,Southwark,E01003936,Southwark 009A,62,60
E09000028,Southwark,E01003937,Southwark 009B,115,76
E09000028,Southwark,E01003938,Southwark 006A,65,26
E09000028,Southwark,E01003939,Southwark 002E,105,30
E09000028,Southwark,E01003940,Southwark 006B,35,10
E09000028,Southwark,E01003941,Southwark 006C,184,60
E09000028,Southwark,E01003942,Southwark 006D,21,32
E09000028,Southwark,E01003943,Southwark 009C,27,25
E09000028,Southwark,E01003945,Southwark 033A,94,134
E09000028,Southwark,E01003946,Southwark 033B,77,108
E09000028,Southwark,E01003947,Southwark 033C,20,20
E09000028,Southwark,E01003948,Southwark 033D,132,143
E09000028,Southwark,E01003949,Southwark 032A,115,152
E09000028,Southwark,E01003950,Southwark 032B,42,86
E09000028,Southwark,E01003951,Southwark 033E,70,84
E09000028,Southwark,E01003952,Southwark 030A,102,90
E09000028,Southwark,E01003953,Southwark 028A,148,160
E09000028,Southwark,E01003954,Southwark 030B,112,158
E09000028,Southwark,E01003955,Southwark 028B,175,156
E09000028,Southwark,E01003956,Southwark 030C,133,170
E09000028,Southwark,E01003957,Southwark 032C,102,170
E09000028,Southwark,E01003958,Southwark 032D,140,170
E09000028,Southwark,E01003960,Southwark 012A,57,58
E09000028,Southwark,E01003961,Southwark 012B,22,44
E09000028,Southwark,E01003963,Southwark 016A,21,42
E09000028,Southwark,E01003964,Southwark 015A,45,62
E09000028,Southwark,E01003966,Southwark 015B,24,30
E09000028,Southwark,E01003967,Southwark 016B,19,16
E09000028,Southwark,E01003968,Southwark 015C,6,0
E09000028,Southwark,E01003969,Southwark 017B,64,76
E09000028,Southwark,E01003970,Southwark 016C,9,15
E09000028,Southwark,E01003971,Southwark 015D,0,0
E09000028,Southwark,E01003972,Southwark 016D,19,41
E09000028,Southwark,E01003973,Southwark 016E,19,21
E09000028,Southwark,E01003974,Southwark 015E,4,18
E09000028,Southwark,E01003975,Southwark 004A,115,41
E09000028,Southwark,E01003976,Southwark 003A,125,66
E09000028,Southwark,E01003977,Southwark 010A,149,93
E09000028,Southwark,E01003978,Southwark 004B,201,134
E09000028,Southwark,E01003979,Southwark 006E,58,329
E09000028,Southwark,E01003980,Southwark 013A,47,46
E09000028,Southwark,E01003981,Southwark 006F,35,43
E09000028,Southwark,E01003983,Southwark 018A,21,13
E09000028,Southwark,E01003984,Southwark 023A,56,95
E09000028,Southwark,E01003986,Southwark 011A,14,53
E09000028,Southwark,E01003987,Southwark 011B,34,44
E09000028,Southwark,E01003988,Southwark 018B,26,29
E09000028,Southwark,E01003989,Southwark 018C,3,33
E09000028,Southwark,E01003990,Southwark 018D,29,47
E09000028,Southwark,E01003991,Southwark 017C,19,43
E09000028,Southwark,E01003992,Southwark 014A,24,38
E09000028,Southwark,E01003993,Southwark 017D,12,17
E09000028,Southwark,E01003994,Southwark 012E,23,152
E09000028,Southwark,E01003995,Southwark 014B,49,40
E09000028,Southwark,E01003997,Southwark 017E,44,53
E09000028,Southwark,E01003998,Southwark 014D,99,48
E09000028,Southwark,E01003999,Southwark 014E,40,42
E09000028,Southwark,E01004000,Southwark 026A,79,147
E09000028,Southwark,E01004001,Southwark 026B,32,41
E09000028,Southwark,E01004002,Southwark 029A,101,168
E09000028,Southwark,E01004003,Southwark 023B,38,68
E09000028,Southwark,E01004004,Southwark 023C,88,108
E09000028,Southwark,E01004005,Southwark 023D,39,130
E09000028,Southwark,E01004006,Southwark 023E,57,118
E09000028,Southwark,E01004007,Southwark 018E,21,20
E09000028,Southwark,E01004008,Southwark 022B,32,30
E09000028,Southwark,E01004010,Southwark 022D,43,59
E09000028,Southwark,E01004011,Southwark 019B,14,26
E09000028,Southwark,E01004012,Southwark 019C,64,86
E09000028,Southwark,E01004013,Southwark 019D,19,55
E09000028,Southwark,E01004014,Southwark 019E,25,85
E09000028,Southwark,E01004015,Southwark 028C,144,162
E09000028,Southwark,E01004016,Southwark 029B,152,181
E09000028,Southwark,E01004017,Southwark 029C,135,119
E09000028,Southwark,E01004018,Southwark 032E,152,204
E09000028,Southwark,E01004019,Southwark 026C,111,139
E09000028,Southwark,E01004020,Southwark 029D,60,68
E09000028,Southwark,E01004021,Southwark 028D,118,139
E09000028,Southwark,E01004022,Southwark 004C,114,78
E09000028,Southwark,E01004023,Southwark 004D,46,43
E09000028,Southwark,E01004024,Southwark 011C,26,27
E09000028,Southwark,E01004027,Southwark 003E,148,97
E09000028,Southwark,E01004028,Southwark 004E,57,51
E09000028,Southwark,E01004029,Southwark 001A,326,90
E09000028,Southwark,E01004030,Southwark 007A,48,50
E09000028,Southwark,E01004031,Southwark 007B,256,63
E09000028,Southwark,E01004032,Southwark 001B,112,108
E09000028,Southwark,E01004033,Southwark 007C,35,34
E09000028,Southwark,E01004034,Southwark 007D,16,34
E09000028,Southwark,E01004035,Southwark 011D,37,37
E09000028,Southwark,E01004036,Southwark 007E,39,22
E09000028,Southwark,E01004037,Southwark 010B,93,65
E09000028,Southwark,E01004038,Southwark 010C,32,58
E09000028,Southwark,E01004039,Southwark 013B,73,53
E09000028,Southwark,E01004040,Southwark 013C,7,11
E09000028,Southwark,E01004041,Southwark 013D,33,20
E09000028,Southwark,E01004042,Southwark 010D,52,29
E09000028,Southwark,E01004043,Southwark 010E,69,103
E09000028,Southwark,E01004044,Southwark 013E,42,28
E09000028,Southwark,E01004045,Southwark 027A,24,47
E09000028,Southwark,E01004046,Southwark 028E,111,91
E09000028,Southwark,E01004047,Southwark 027B,21,52
E09000028,Southwark,E01004048,Southwark 027C,91,102
E09000028,Southwark,E01004049,Southwark 027D,24,43
E09000028,Southwark,E01004050,Southwark 024D,92,106
E09000028,Southwark,E01004051,Southwark 027E,134,201
E09000028,Southwark,E01004052,Southwark 024E,132,143
E09000028,Southwark,E01004053,Southwark 001C,195,157
E09000028,Southwark,E01004054,Southwark 001D,148,151
E09000028,Southwark,E01004055,Southwark 001E,18,20
E09000028,Southwark,E01004056,Southwark 008A,85,94
E09000028,Southwark,E01004057,Southwark 008B,69,140
E09000028,Southwark,E01004058,Southwark 008C,141,116
E09000028,Southwark,E01004059,Southwark 008D,100,82
E09000028,Southwark,E01004060,Southwark 008E,85,29
E09000028,Southwark,E01004061,Southwark 025A,118,126
E09000028,Southwark,E01004062,Southwark 025B,102,150
E09000028,Southwark,E01004063,Southwark 025C,141,148
E09000028,Southwark,E01004064,Southwark 026D,59,107
E09000028,Southwark,E01004065,Southwark 025D,121,118
E09000028,Southwark,E01004066,Southwark 025E,93,84
E09000028,Southwark,E01004067,Southwark 022E,54,46
E09000028,Southwark,E01004068,Southwark 026E,26,49
E09000028,Southwark,E01004069,Southwark 031A,70,78
E09000028,Southwark,E01004070,Southwark 031B,113,127
E09000028,Southwark,E01004071,Southwark 030D,76,131
E09000028,Southwark,E01004072,Southwark 030E,88,144
E09000028,Southwark,E01004073,Southwark 031C,100,98
E09000028,Southwark,E01004074,Southwark 031D,99,103
E09000028,Southwark,E01004075,Southwark 031E,109,96
E09000028,Southwark,E01032583,Southwark 034D,54,48
E09000028,Southwark,E01032584,Southwark 034E,41,44
E09000028,Southwark,E01032637,Southwark 003F,125,92
E09000028,Southwark,E01032638,Southwark 003G,165,98
E09000028,Southwark,E01032639,Southwark 014F,370,38
E09000028,Southwark,E01032640,Southwark 003H,157,93
E09000028,Southwark,E01032646,Southwark 003I,156,202
E09000028,Southwark,E01032719,Southwark 014G,720,93
E09000028,Southwark,E01032720,Southwark 009F,14,107
E09000028,Southwark,E01032722,Southwark 012F,40,131
E09000028,Southwark,E01032803,Southwark 003J,119,32
E09000028,Southwark,E01032805,Southwark 022F,79,200
E09000028,Southwark,E01032834,Southwark 003K,149,101
E09000029,Sutton,E01004076,Sutton 011A,77,71
E09000029,Sutton,E01004077,Sutton 011B,66,78
E09000029,Sutton,E01004078,Sutton 011C,80,119
E09000029,Sutton,E01004079,Sutton 011D,32,59
E09000029,Sutton,E01004080,Sutton 011E,60,73
E09000029,Sutton,E01004081,Sutton 011F,110,133
E09000029,Sutton,E01004082,Sutton 011G,47,73
E09000029,Sutton,E01004083,Sutton 019A,13,38
E09000029,Sutton,E01004084,Sutton 024A,61,97
E09000029,Sutton,E01004085,Sutton 024B,52,78
E09000029,Sutton,E01004086,Sutton 019B,53,111
E09000029,Sutton,E01004087,Sutton 017A,55,89
E09000029,Sutton,E01004088,Sutton 019C,9,4
E09000029,Sutton,E01004089,Sutton 019D,30,42
E09000029,Sutton,E01004090,Sutton 021A,20,31
E09000029,Sutton,E01004091,Sutton 022A,58,79
E09000029,Sutton,E01004092,Sutton 022B,83,88
E09000029,Sutton,E01004093,Sutton 025A,96,102
E09000029,Sutton,E01004094,Sutton 025B,146,198
E09000029,Sutton,E01004095,Sutton 025C,84,99
E09000029,Sutton,E01004096,Sutton 021B,133,167
E09000029,Sutton,E01004097,Sutton 015A,51,104
E09000029,Sutton,E01004098,Sutton 015B,53,86
E09000029,Sutton,E01004099,Sutton 015C,108,116
E09000029,Sutton,E01004100,Sutton 015D,70,131
E09000029,Sutton,E01004101,Sutton 013A,71,128
E09000029,Sutton,E01004102,Sutton 015E,109,117
E09000029,Sutton,E01004103,Sutton 013B,110,153
E09000029,Sutton,E01004104,Sutton 020A,77,85
E09000029,Sutton,E01004105,Sutton 022C,79,131
E09000029,Sutton,E01004106,Sutton 022D,55,119
E09000029,Sutton,E01004107,Sutton 020B,80,91
E09000029,Sutton,E01004108,Sutton 024C,65,125
E09000029,Sutton,E01004109,Sutton 024D,53,80
E09000029,Sutton,E01004110,Sutton 016A,102,118
E09000029,Sutton,E01004111,Sutton 016B,73,143
E09000029,Sutton,E01004112,Sutton 016C,130,126
E09000029,Sutton,E01004114,Sutton 025D,85,102
E09000029,Sutton,E01004115,Sutton 009A,88,125
E09000029,Sutton,E01004116,Sutton 008A,101,121
E09000029,Sutton,E01004117,Sutton 006A,58,91
E09000029,Sutton,E01004118,Sutton 009B,68,102
E09000029,Sutton,E01004119,Sutton 009C,113,100
E09000029,Sutton,E01004120,Sutton 016D,67,81
E09000029,Sutton,E01004121,Sutton 006B,52,90
E09000029,Sutton,E01004122,Sutton 008B,52,108
E09000029,Sutton,E01004123,Sutton 002A,67,85
E09000029,Sutton,E01004124,Sutton 002B,51,93
E09000029,Sutton,E01004125,Sutton 001A,31,48
E09000029,Sutton,E01004126,Sutton 002C,34,66
E09000029,Sutton,E01004127,Sutton 005A,81,73
E09000029,Sutton,E01004128,Sutton 002D,44,44
E09000029,Sutton,E01004129,Sutton 002E,34,25
E09000029,Sutton,E01004130,Sutton 003A,75,134
E09000029,Sutton,E01004131,Sutton 003B,64,133
E09000029,Sutton,E01004132,Sutton 009D,51,73
E09000029,Sutton,E01004133,Sutton 009E,47,92
E09000029,Sutton,E01004134,Sutton 003C,53,78
E09000029,Sutton,E01004135,Sutton 003D,47,68
E09000029,Sutton,E01004136,Sutton 003E,58,65
E09000029,Sutton,E01004137,Sutton 012A,101,175
E09000029,Sutton,E01004138,Sutton 013C,120,141
E09000029,Sutton,E01004139,Sutton 013D,68,86
E09000029,Sutton,E01004140,Sutton 012B,51,44
E09000029,Sutton,E01004141,Sutton 012C,94,77
E09000029,Sutton,E01004142,Sutton 012D,60,108
E09000029,Sutton,E01004143,Sutton 014A,87,102
E09000029,Sutton,E01004144,Sutton 007A,73,117
E09000029,Sutton,E01004145,Sutton 007B,79,165
E09000029,Sutton,E01004146,Sutton 007C,71,135
E09000029,Sutton,E01004147,Sutton 007D,67,119
E09000029,Sutton,E01004148,Sutton 014B,54,73
E09000029,Sutton,E01004149,Sutton 012E,100,121
E09000029,Sutton,E01004150,Sutton 021C,102,140
E09000029,Sutton,E01004151,Sutton 021D,136,106
E09000029,Sutton,E01004152,Sutton 018A,136,88
E09000029,Sutton,E01004153,Sutton 021E,125,158
E09000029,Sutton,E01004154,Sutton 022E,54,93
E09000029,Sutton,E01004155,Sutton 018B,116,123
E09000029,Sutton,E01004156,Sutton 018C,133,176
E09000029,Sutton,E01004157,Sutton 016E,68,66
E09000029,Sutton,E01004158,Sutton 018D,92,167
E09000029,Sutton,E01004159,Sutton 014C,58,160
E09000029,Sutton,E01004160,Sutton 014D,63,63
E09000029,Sutton,E01004161,Sutton 014E,94,143
E09000029,Sutton,E01004162,Sutton 018E,96,95
E09000029,Sutton,E01004163,Sutton 005B,95,108
E09000029,Sutton,E01004164,Sutton 004A,59,105
E09000029,Sutton,E01004165,Sutton 005C,74,150
E09000029,Sutton,E01004166,Sutton 004B,67,147
E09000029,Sutton,E01004167,Sutton 005D,42,62
E09000029,Sutton,E01004168,Sutton 013E,75,106
E09000029,Sutton,E01004169,Sutton 004C,63,136
E09000029,Sutton,E01004170,Sutton 017B,256,129
E09000029,Sutton,E01004171,Sutton 010A,69,98
E09000029,Sutton,E01004172,Sutton 010B,90,110
E09000029,Sutton,E01004173,Sutton 010C,58,93
E09000029,Sutton,E01004174,Sutton 017C,75,122
E09000029,Sutton,E01004175,Sutton 010D,75,145
E09000029,Sutton,E01004176,Sutton 010E,100,112
E09000029,Sutton,E01004177,Sutton 020C,83,139
E09000029,Sutton,E01004178,Sutton 017D,94,153
E09000029,Sutton,E01004179,Sutton 017E,63,113
E09000029,Sutton,E01004180,Sutton 020D,75,101
E09000029,Sutton,E01004181,Sutton 020E,134,154
E09000029,Sutton,E01004182,Sutton 019E,57,50
E09000029,Sutton,E01004183,Sutton 001B,72,81
E09000029,Sutton,E01004184,Sutton 001C,36,64
E09000029,Sutton,E01004185,Sutton 001D,35,208
E09000029,Sutton,E01004186,Sutton 004D,117,164
E09000029,Sutton,E01004187,Sutton 005E,96,72
E09000029,Sutton,E01004188,Sutton 004E,69,540
E09000029,Sutton,E01004189,Sutton 001E,46,80
E09000029,Sutton,E01004190,Sutton 008C,90,100
E09000029,Sutton,E01004191,Sutton 008D,68,101
E09000029,Sutton,E01004192,Sutton 006C,116,135
E09000029,Sutton,E01004193,Sutton 006D,300,198
E09000029,Sutton,E01004194,Sutton 008E,118,156
E09000029,Sutton,E01004195,Sutton 006E,94,121
E09000029,Sutton,E01004196,Sutton 008F,62,147
E09000029,Sutton,E01032623,Sutton 025E,55,98
E09000030,Tower Hamlets,E01004197,Tower Hamlets 002A,95,190
E09000030,Tower Hamlets,E01004198,Tower Hamlets 002B,19,42
E09000030,Tower Hamlets,E01004199,Tower Hamlets 002C,10,31
E09000030,Tower Hamlets,E01004200,Tower Hamlets 005A,122,93
E09000030,Tower Hamlets,E01004201,Tower Hamlets 002D,31,53
E09000030,Tower Hamlets,E01004202,Tower Hamlets 005B,100,158
E09000030,Tower Hamlets,E01004203,Tower Hamlets 005C,56,61
E09000030,Tower Hamlets,E01004204,Tower Hamlets 005D,17,38
E09000030,Tower Hamlets,E01004205,Tower Hamlets 013A,37,87
E09000030,Tower Hamlets,E01004206,Tower Hamlets 013B,28,17
E09000030,Tower Hamlets,E01004207,Tower Hamlets 011A,35,32
E09000030,Tower Hamlets,E01004208,Tower Hamlets 013C,51,62
E09000030,Tower Hamlets,E01004209,Tower Hamlets 011B,15,25
E09000030,Tower Hamlets,E01004211,Tower Hamlets 013D,90,50
E09000030,Tower Hamlets,E01004212,Tower Hamlets 011D,40,76
E09000030,Tower Hamlets,E01004214,Tower Hamlets 030A,9,37
E09000030,Tower Hamlets,E01004215,Tower Hamlets 028A,649,291
E09000030,Tower Hamlets,E01004216,Tower Hamlets 030B,103,82
E09000030,Tower Hamlets,E01004217,Tower Hamlets 030C,53,79
E09000030,Tower Hamlets,E01004218,Tower Hamlets 030D,84,96
E09000030,Tower Hamlets,E01004219,Tower Hamlets 028B,40,115
E09000030,Tower Hamlets,E01004221,Tower Hamlets 028D,43,73
E09000030,Tower Hamlets,E01004222,Tower Hamlets 001A,58,69
E09000030,Tower Hamlets,E01004223,Tower Hamlets 001B,42,64
E09000030,Tower Hamlets,E01004224,Tower Hamlets 001C,118,450
E09000030,Tower Hamlets,E01004225,Tower Hamlets 004A,217,168
E09000030,Tower Hamlets,E01004226,Tower Hamlets 001D,40,111
E09000030,Tower Hamlets,E01004228,Tower Hamlets 003A,93,124
E09000030,Tower Hamlets,E01004229,Tower Hamlets 004C,56,40
E09000030,Tower Hamlets,E01004230,Tower Hamlets 003B,81,88
E09000030,Tower Hamlets,E01004231,Tower Hamlets 004D,40,32
E09000030,Tower Hamlets,E01004232,Tower Hamlets 003C,87,114
E09000030,Tower Hamlets,E01004233,Tower Hamlets 003D,82,66
E09000030,Tower Hamlets,E01004234,Tower Hamlets 003E,124,181
E09000030,Tower Hamlets,E01004235,Tower Hamlets 008A,8,115
E09000030,Tower Hamlets,E01004236,Tower Hamlets 008B,12,9
E09000030,Tower Hamlets,E01004237,Tower Hamlets 008C,44,38
E09000030,Tower Hamlets,E01004238,Tower Hamlets 008D,344,186
E09000030,Tower Hamlets,E01004239,Tower Hamlets 008E,15,29
E09000030,Tower Hamlets,E01004240,Tower Hamlets 012A,47,31
E09000030,Tower Hamlets,E01004241,Tower Hamlets 012B,9,37
E09000030,Tower Hamlets,E01004242,Tower Hamlets 012C,229,380
E09000030,Tower Hamlets,E01004243,Tower Hamlets 020A,12,75
E09000030,Tower Hamlets,E01004244,Tower Hamlets 020B,149,26
E09000030,Tower Hamlets,E01004245,Tower Hamlets 018A,19,60
E09000030,Tower Hamlets,E01004246,Tower Hamlets 018B,66,68
E09000030,Tower Hamlets,E01004247,Tower Hamlets 020C,25,34
E09000030,Tower Hamlets,E01004248,Tower Hamlets 018C,10,28
E09000030,Tower Hamlets,E01004249,Tower Hamlets 018D,24,6
E09000030,Tower Hamlets,E01004250,Tower Hamlets 020D,20,50
E09000030,Tower Hamlets,E01004251,Tower Hamlets 023A,68,59
E09000030,Tower Hamlets,E01004252,Tower Hamlets 024A,78,73
E09000030,Tower Hamlets,E01004253,Tower Hamlets 024B,34,34
E09000030,Tower Hamlets,E01004254,Tower Hamlets 023B,249,182
E09000030,Tower Hamlets,E01004255,Tower Hamlets 023C,29,36
E09000030,Tower Hamlets,E01004256,Tower Hamlets 024C,24,29
E09000030,Tower Hamlets,E01004257,Tower Hamlets 024D,36,25
E09000030,Tower Hamlets,E01004258,Tower Hamlets 023D,105,101
E09000030,Tower Hamlets,E01004259,Tower Hamlets 007A,123,88
E09000030,Tower Hamlets,E01004260,Tower Hamlets 007B,35,34
E09000030,Tower Hamlets,E01004261,Tower Hamlets 010A,16,7
E09000030,Tower Hamlets,E01004262,Tower Hamlets 010B,22,42
E09000030,Tower Hamlets,E01004263,Tower Hamlets 007C,49,28
E09000030,Tower Hamlets,E01004264,Tower Hamlets 010C,27,22
E09000030,Tower Hamlets,E01004266,Tower Hamlets 007D,50,53
E09000030,Tower Hamlets,E01004267,Tower Hamlets 012D,154,91
E09000030,Tower Hamlets,E01004268,Tower Hamlets 012E,128,25
E09000030,Tower Hamlets,E01004269,Tower Hamlets 014A,31,112
E09000030,Tower Hamlets,E01004270,Tower Hamlets 014B,59,79
E09000030,Tower Hamlets,E01004271,Tower Hamlets 014C,21,104
E09000030,Tower Hamlets,E01004272,Tower Hamlets 014D,27,54
E09000030,Tower Hamlets,E01004273,Tower Hamlets 014E,166,173
E09000030,Tower Hamlets,E01004274,Tower Hamlets 031A,45,33
E09000030,Tower Hamlets,E01004275,Tower Hamlets 031B,70,64
E09000030,Tower Hamlets,E01004276,Tower Hamlets 031C,210,146
E09000030,Tower Hamlets,E01004277,Tower Hamlets 033A,164,101
E09000030,Tower Hamlets,E01004280,Tower Hamlets 032A,96,24
E09000030,Tower Hamlets,E01004281,Tower Hamlets 031D,157,110
E09000030,Tower Hamlets,E01004283,Tower Hamlets 016A,74,54
E09000030,Tower Hamlets,E01004284,Tower Hamlets 019A,85,103
E09000030,Tower Hamlets,E01004285,Tower Hamlets 019B,28,44
E09000030,Tower Hamlets,E01004286,Tower Hamlets 019C,56,61
E09000030,Tower Hamlets,E01004287,Tower Hamlets 016B,38,64
E09000030,Tower Hamlets,E01004288,Tower Hamlets 019D,32,35
E09000030,Tower Hamlets,E01004289,Tower Hamlets 016C,105,49
E09000030,Tower Hamlets,E01004290,Tower Hamlets 016D,61,43
E09000030,Tower Hamlets,E01004291,Tower Hamlets 027A,172,153
E09000030,Tower Hamlets,E01004292,Tower Hamlets 026A,140,132
E09000030,Tower Hamlets,E01004293,Tower Hamlets 027B,190,138
E09000030,Tower Hamlets,E01004294,Tower Hamlets 026B,97,285
E09000030,Tower Hamlets,E01004295,Tower Hamlets 026C,88,21
E09000030,Tower Hamlets,E01004296,Tower Hamlets 026D,59,70
E09000030,Tower Hamlets,E01004297,Tower Hamlets 027C,181,158
E09000030,Tower Hamlets,E01004298,Tower Hamlets 022A,25,15
E09000030,Tower Hamlets,E01004300,Tower Hamlets 022B,35,21
E09000030,Tower Hamlets,E01004301,Tower Hamlets 025B,143,63
E09000030,Tower Hamlets,E01004302,Tower Hamlets 025C,36,7
E09000030,Tower Hamlets,E01004303,Tower Hamlets 025D,56,93
E09000030,Tower Hamlets,E01004304,Tower Hamlets 022C,11,30
E09000030,Tower Hamlets,E01004305,Tower Hamlets 022D,25,20
E09000030,Tower Hamlets,E01004306,Tower Hamlets 015A,78,39
E09000030,Tower Hamlets,E01004307,Tower Hamlets 015B,208,64
E09000030,Tower Hamlets,E01004308,Tower Hamlets 015C,48,31
E09000030,Tower Hamlets,E01004309,Tower Hamlets 015D,59,46
E09000030,Tower Hamlets,E01004310,Tower Hamlets 015E,40,46
E09000030,Tower Hamlets,E01004311,Tower Hamlets 006A,40,51
E09000030,Tower Hamlets,E01004312,Tower Hamlets 009A,20,17
E09000030,Tower Hamlets,E01004313,Tower Hamlets 009B,101,57
E09000030,Tower Hamlets,E01004314,Tower Hamlets 006B,64,61
E09000030,Tower Hamlets,E01004315,Tower Hamlets 006C,65,61
E09000030,Tower Hamlets,E01004316,Tower Hamlets 009C,28,26
E09000030,Tower Hamlets,E01004317,Tower Hamlets 009D,114,105
E09000030,Tower Hamlets,E01004318,Tower Hamlets 006D,30,16
E09000030,Tower Hamlets,E01004319,Tower Hamlets 021A,123,23
E09000030,Tower Hamlets,E01004321,Tower Hamlets 021C,14,15
E09000030,Tower Hamlets,E01004322,Tower Hamlets 017A,43,401
E09000030,Tower Hamlets,E01004323,Tower Hamlets 017B,39,41
E09000030,Tower Hamlets,E01004324,Tower Hamlets 017C,53,32
E09000030,Tower Hamlets,E01004325,Tower Hamlets 021D,116,110
E09000030,Tower Hamlets,E01004326,Tower Hamlets 017D,98,37
E09000030,Tower Hamlets,E01032764,Tower Hamlets 004E,59,633
E09000030,Tower Hamlets,E01032765,Tower Hamlets 004F,188,142
E09000030,Tower Hamlets,E01032766,Tower Hamlets 021E,111,101
E09000030,Tower Hamlets,E01032767,Tower Hamlets 021F,134,115
E09000030,Tower Hamlets,E01032768,Tower Hamlets 025E,118,106
E09000030,Tower Hamlets,E01032769,Tower Hamlets 025F,142,110
E09000030,Tower Hamlets,E01032770,Tower Hamlets 032B,178,159
E09000030,Tower Hamlets,E01032771,Tower Hamlets 033B,247,994
E09000030,Tower Hamlets,E01032772,Tower Hamlets 032C,228,505
E09000030,Tower Hamlets,E01032773,Tower Hamlets 032D,1400,202
E09000030,Tower Hamlets,E01032774,Tower Hamlets 032E,45,9
E09000030,Tower Hamlets,E01032775,Tower Hamlets 031F,112,92
E09000030,Tower Hamlets,E01032776,Tower Hamlets 028E,132,77
E09000030,Tower Hamlets,E01032777,Tower Hamlets 028F,39,39
E09000030,Tower Hamlets,E01032778,Tower Hamlets 028G,63,905
E09000030,Tower Hamlets,E01032779,Tower Hamlets 028H,47,52
E09000030,Tower Hamlets,E01032780,Tower Hamlets 028I,75,1373
E09000030,Tower Hamlets,E01032781,Tower Hamlets 033C,136,64
E09000030,Tower Hamlets,E01032782,Tower Hamlets 033D,1111,2622
E09000030,Tower Hamlets,E01032783,Tower Hamlets 031G,51,51
E09000030,Tower Hamlets,E01032784,Tower Hamlets 004G,122,60
E09000030,Tower Hamlets,E01032785,Tower Hamlets 010E,81,14
E09000030,Tower Hamlets,E01032786,Tower Hamlets 010F,35,56
E09000030,Tower Hamlets,E01032787,Tower Hamlets 011F,21,26
E09000031,Waltham Forest,E01004327,Waltham Forest 028A,34,42
E09000031,Waltham Forest,E01004328,Waltham Forest 028B,47,111
E09000031,Waltham Forest,E01004329,Waltham Forest 028C,51,93
E09000031,Waltham Forest,E01004330,Waltham Forest 028D,72,146
E09000031,Waltham Forest,E01004331,Waltham Forest 028E,65,116
E09000031,Waltham Forest,E01004332,Waltham Forest 028F,40,55
E09000031,Waltham Forest,E01004333,Waltham Forest 024A,25,67
E09000031,Waltham Forest,E01004334,Waltham Forest 024B,14,21
E09000031,Waltham Forest,E01004335,Waltham Forest 027A,6,22
E09000031,Waltham Forest,E01004336,Waltham Forest 026A,34,50
E09000031,Waltham Forest,E01004337,Waltham Forest 027B,49,80
E09000031,Waltham Forest,E01004338,Waltham Forest 027C,39,53
E09000031,Waltham Forest,E01004339,Waltham Forest 027D,61,118
E09000031,Waltham Forest,E01004340,Waltham Forest 027E,31,60
E09000031,Waltham Forest,E01004341,Waltham Forest 027F,24,47
E09000031,Waltham Forest,E01004342,Waltham Forest 011A,82,72
E09000031,Waltham Forest,E01004343,Waltham Forest 008A,71,142
E09000031,Waltham Forest,E01004344,Waltham Forest 008B,43,75
E09000031,Waltham Forest,E01004345,Waltham Forest 010A,59,119
E09000031,Waltham Forest,E01004346,Waltham Forest 011B,41,72
E09000031,Waltham Forest,E01004347,Waltham Forest 011C,135,200
E09000031,Waltham Forest,E01004348,Waltham Forest 010B,115,217
E09000031,Waltham Forest,E01004349,Waltham Forest 001A,26,64
E09000031,Waltham Forest,E01004350,Waltham Forest 001B,83,87
E09000031,Waltham Forest,E01004351,Waltham Forest 001C,64,123
E09000031,Waltham Forest,E01004352,Waltham Forest 002A,83,136
E09000031,Waltham Forest,E01004353,Waltham Forest 002B,126,126
E09000031,Waltham Forest,E01004354,Waltham Forest 002C,93,150
E09000031,Waltham Forest,E01004355,Waltham Forest 004A,112,104
E09000031,Waltham Forest,E01004356,Waltham Forest 001D,26,62
E09000031,Waltham Forest,E01004357,Waltham Forest 001E,55,112
E09000031,Waltham Forest,E01004358,Waltham Forest 002D,96,112
E09000031,Waltham Forest,E01004359,Waltham Forest 002E,90,99
E09000031,Waltham Forest,E01004360,Waltham Forest 004B,47,78
E09000031,Waltham Forest,E01004361,Waltham Forest 005A,45,73
E09000031,Waltham Forest,E01004362,Waltham Forest 021A,53,134
E09000031,Waltham Forest,E01004363,Waltham Forest 019A,51,78
