Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000010,Enfield,E01001418,Enfield 011C,87,100
E09000010,Enfield,E01001419,Enfield 020A,87,87
E09000010,Enfield,E01001420,Enfield 020B,46,116
E09000010,Enfield,E01001421,Enfield 020C,69,70
E09000010,Enfield,E01001422,Enfield 011D,57,109
E09000010,Enfield,E01001423,Enfield 027A,48,23
E09000010,Enfield,E01001424,Enfield 030A,22,14
E09000010,Enfield,E01001425,Enfield 027B,59,27
E09000010,Enfield,E01001426,Enfield 030B,40,24
E09000010,Enfield,E01001427,Enfield 030C,27,13
E09000010,Enfield,E01001428,Enfield 027C,40,35
E09000010,Enfield,E01001429,Enfield 030D,14,1
E09000010,Enfield,E01001430,Enfield 030E,33,14
E09000010,Enfield,E01001431,Enfield 033A,44,30
E09000010,Enfield,E01001432,Enfield 033B,74,55
E09000010,Enfield,E01001433,Enfield 007A,42,23
E09000010,Enfield,E01001434,Enfield 007B,31,46
E09000010,Enfield,E01001435,Enfield 007C,42,32
E09000010,Enfield,E01001436,Enfield 007D,65,68
E09000010,Enfield,E01001437,Enfield 014A,67,31
E09000010,Enfield,E01001438,Enfield 007E,25,64
E09000010,Enfield,E01001439,Enfield 006A,57,28
E09000010,Enfield,E01001440,Enfield 012A,82,42
E09000010,Enfield,E01001441,Enfield 006B,43,48
E09000010,Enfield,E01001442,Enfield 002A,37,12
E09000010,Enfield,E01001444,Enfield 001A,79,72
E09000010,Enfield,E01001445,Enfield 003B,92,115
E09000010,Enfield,E01001446,Enfield 001B,45,69
E09000010,Enfield,E01001447,Enfield 003C,69,43
E09000010,Enfield,E01001448,Enfield 003D,48,60
E09000010,Enfield,E01001449,Enfield 003E,43,43
E09000010,Enfield,E01001450,Enfield 015C,125,126
E09000010,Enfield,E01001451,Enfield 017A,70,130
E09000010,Enfield,E01001452,Enfield 017B,60,56
E09000010,Enfield,E01001453,Enfield 017C,68,81
E09000010,Enfield,E01001454,Enfield 017D,81,84
E09000010,Enfield,E01001455,Enfield 021F,65,87
E09000010,Enfield,E01001456,Enfield 022A,63,96
E09000010,Enfield,E01001457,Enfield 010A,121,172
E09000010,Enfield,E01001458,Enfield 037A,48,31
E09000010,Enfield,E01001459,Enfield 024A,49,51
E09000010,Enfield,E01001460,Enfield 024B,56,61
E09000010,Enfield,E01001461,Enfield 027D,34,30
E09000010,Enfield,E01001462,Enfield 024C,23,27
E09000010,Enfield,E01001463,Enfield 031A,62,36
E09000010,Enfield,E01001464,Enfield 027E,19,25
E09000010,Enfield,E01001465,Enfield 031B,40,66
E09000010,Enfield,E01001466,Enfield 031C,56,37
E09000010,Enfield,E01001467,Enfield 031D,71,61
E09000010,Enfield,E01001468,Enfield 010B,39,198
E09000010,Enfield,E01001469,Enfield 008A,67,103
E09000010,Enfield,E01001470,Enfield 013B,58,111
E09000010,Enfield,E01001471,Enfield 010C,146,149
E09000010,Enfield,E01001472,Enfield 010D,111,132
E09000010,Enfield,E01001473,Enfield 013C,57,65
E09000010,Enfield,E01001474,Enfield 010E,154,176
E09000010,Enfield,E01001475,Enfield 013D,53,95
E09000010,Enfield,E01001476,Enfield 018A,41,71
E09000010,Enfield,E01001477,Enfield 018B,13,32
E09000010,Enfield,E01001478,Enfield 016B,46,69
E09000010,Enfield,E01001479,Enfield 023A,56,57
E09000010,Enfield,E01001480,Enfield 024D,39,42
E09000010,Enfield,E01001481,Enfield 018C,16,49
E09000010,Enfield,E01001482,Enfield 023B,40,32
E09000010,Enfield,E01001483,Enfield 025A,34,28
E09000010,Enfield,E01001484,Enfield 016C,41,61
E09000010,Enfield,E01001485,Enfield 025B,66,42
E09000010,Enfield,E01001486,Enfield 025C,44,37
E09000010,Enfield,E01001487,Enfield 023C,49,36
E09000010,Enfield,E01001488,Enfield 024E,59,74
E09000010,Enfield,E01001489,Enfield 023D,52,47
E09000010,Enfield,E01001491,Enfield 023E,59,43
E09000010,Enfield,E01001492,Enfield 025E,45,45
E09000010,Enfield,E01001493,Enfield 026B,42,47
E09000010,Enfield,E01001494,Enfield 026C,17,63
E09000010,Enfield,E01001495,Enfield 029A,101,83
E09000010,Enfield,E01001496,Enfield 026D,43,109
E09000010,Enfield,E01001497,Enfield 031E,21,48
E09000010,Enfield,E01001498,Enfield 029B,86,62
E09000010,Enfield,E01001499,Enfield 031F,42,45
E09000010,Enfield,E01001500,Enfield 035D,40,42
E09000010,Enfield,E01001501,Enfield 036E,88,62
E09000010,Enfield,E01001502,Enfield 018D,37,38
E09000010,Enfield,E01001503,Enfield 018E,40,51
E09000010,Enfield,E01001504,Enfield 012B,40,50
E09000010,Enfield,E01001505,Enfield 012C,52,32
E09000010,Enfield,E01001506,Enfield 014B,35,24
E09000010,Enfield,E01001507,Enfield 012D,39,27
E09000010,Enfield,E01001508,Enfield 012E,75,34
E09000010,Enfield,E01001509,Enfield 014C,47,34
E09000010,Enfield,E01001510,Enfield 014D,5,88
E09000010,Enfield,E01001511,Enfield 016D,83,99
E09000010,Enfield,E01001512,Enfield 015D,118,139
E09000010,Enfield,E01001513,Enfield 012F,40,77
E09000010,Enfield,E01001514,Enfield 016E,103,100
E09000010,Enfield,E01001515,Enfield 015E,34,58
E09000010,Enfield,E01001516,Enfield 005D,46,74
E09000010,Enfield,E01001517,Enfield 006C,55,16
E09000010,Enfield,E01001518,Enfield 016F,90,118
E09000010,Enfield,E01001519,Enfield 020D,170,85
E09000010,Enfield,E01001520,Enfield 019A,53,60
E09000010,Enfield,E01001521,Enfield 028A,66,105
E09000010,Enfield,E01001522,Enfield 019B,120,93
E09000010,Enfield,E01001523,Enfield 019C,116,148
E09000010,Enfield,E01001524,Enfield 019D,41,41
E09000010,Enfield,E01001525,Enfield 020E,110,96
E09000010,Enfield,E01001526,Enfield 019E,96,91
E09000010,Enfield,E01001527,Enfield 036F,75,93
E09000010,Enfield,E01001528,Enfield 032B,42,306
E09000010,Enfield,E01001529,Enfield 032C,34,36
E09000010,Enfield,E01001530,Enfield 032D,64,70
E09000010,Enfield,E01001531,Enfield 028B,53,52
E09000010,Enfield,E01001532,Enfield 028C,57,88
E09000010,Enfield,E01001533,Enfield 028D,45,72
E09000010,Enfield,E01001534,Enfield 032E,82,40
E09000010,Enfield,E01001535,Enfield 028E,27,41
E09000010,Enfield,E01001536,Enfield 008B,117,145
E09000010,Enfield,E01001537,Enfield 005E,90,132
E09000010,Enfield,E01001538,Enfield 009A,67,90
E09000010,Enfield,E01001539,Enfield 009B,82,101
E09000010,Enfield,E01001540,Enfield 008C,90,141
E09000010,Enfield,E01001541,Enfield 008D,80,146
E09000010,Enfield,E01001542,Enfield 008E,97,76
E09000010,Enfield,E01001543,Enfield 009C,58,112
E09000010,Enfield,E01001544,Enfield 009D,71,80
E09000010,Enfield,E01001545,Enfield 002B,29,13
E09000010,Enfield,E01001546,Enfield 001C,57,64
E09000010,Enfield,E01001547,Enfield 002C,52,43
E09000010,Enfield,E01001548,Enfield 002D,61,53
E09000010,Enfield,E01001549,Enfield 006D,61,15
E09000010,Enfield,E01001550,Enfield 006E,36,43
E09000010,Enfield,E01001551,Enfield 002E,37,20
E09000010,Enfield,E01001552,Enfield 001D,77,88
E09000010,Enfield,E01001553,Enfield 037B,22,34
E09000010,Enfield,E01001554,Enfield 037C,30,12
E09000010,Enfield,E01001555,Enfield 033C,53,30
E09000010,Enfield,E01001556,Enfield 035E,31,34
E09000010,Enfield,E01001557,Enfield 033D,52,38
E09000010,Enfield,E01001558,Enfield 033E,44,24
E09000010,Enfield,E01001559,Enfield 033F,30,34
E09000010,Enfield,E01001560,Enfield 035F,44,20
E09000010,Enfield,E01001562,Enfield 037D,18,22
E09000010,Enfield,E01032574,Enfield 037E,53,59
E09000010,Enfield,E01033146,Enfield 025F,6,30
E09000010,Enfield,E01033148,Enfield 003F,43,52
E09000010,Enfield,E01033150,Enfield 003G,68,71
E09000010,Enfield,E01033151,Enfield 025G,13,23
E09000010,Enfield,E01001563,Enfield 029C,56,139
E09000010,Enfield,E01001564,Enfield 022B,62,140
E09000010,Enfield,E01001565,Enfield 029D,104,109
E09000010,Enfield,E01001566,Enfield 029E,85,110
E09000010,Enfield,E01001567,Enfield 022C,63,81
E09000010,Enfield,E01001568,Enfield 022D,57,61
E09000010,Enfield,E01001569,Enfield 022E,109,92
E09000010,Enfield,E01001570,Enfield 026E,78,106
E09000011,Greenwich,E01001571,Greenwich 008A,55,84
E09000011,Greenwich,E01001572,Greenwich 008B,46,65
E09000011,Greenwich,E01001573,Greenwich 008C,44,78
E09000011,Greenwich,E01001574,Greenwich 008D,18,56
E09000011,Greenwich,E01001575,Greenwich 003A,27,38
E09000011,Greenwich,E01001576,Greenwich 003B,15,32
E09000011,Greenwich,E01001577,Greenwich 003C,30,39
E09000011,Greenwich,E01001578,Greenwich 003D,51,30
E09000011,Greenwich,E01001579,Greenwich 003E,31,59
E09000011,Greenwich,E01001580,Greenwich 021A,147,125
E09000011,Greenwich,E01001581,Greenwich 016A,138,118
E09000011,Greenwich,E01001582,Greenwich 021B,90,81
E09000011,Greenwich,E01001583,Greenwich 021C,126,87
E09000011,Greenwich,E01001584,Greenwich 021D,117,129
E09000011,Greenwich,E01001585,Greenwich 016B,90,121
E09000011,Greenwich,E01001586,Greenwich 016C,57,71
E09000011,Greenwich,E01001587,Greenwich 016D,236,133
E09000011,Greenwich,E01001588,Greenwich 012A,46,65
E09000011,Greenwich,E01001589,Greenwich 012B,53,49
E09000011,Greenwich,E01001590,Greenwich 014A,73,132
E09000011,Greenwich,E01001591,Greenwich 012C,36,50
E09000011,Greenwich,E01001592,Greenwich 014B,106,162
E09000011,Greenwich,E01001593,Greenwich 014C,122,188
E09000011,Greenwich,E01001594,Greenwich 014D,71,47
E09000011,Greenwich,E01001595,Greenwich 012D,43,69
E09000011,Greenwich,E01001596,Greenwich 032A,56,126
E09000011,Greenwich,E01001597,Greenwich 031A,52,108
E09000011,Greenwich,E01001598,Greenwich 031B,80,64
E09000011,Greenwich,E01001599,Greenwich 032B,46,67
E09000011,Greenwich,E01001600,Greenwich 032C,47,108
E09000011,Greenwich,E01001601,Greenwich 032D,63,111
E09000011,Greenwich,E01001602,Greenwich 031C,59,75
E09000011,Greenwich,E01001603,Greenwich 031D,36,31
E09000011,Greenwich,E01001604,Greenwich 027A,82,121
E09000011,Greenwich,E01001605,Greenwich 023A,45,105
E09000011,Greenwich,E01001606,Greenwich 023B,79,104
E09000011,Greenwich,E01001607,Greenwich 027B,65,110
E09000011,Greenwich,E01001608,Greenwich 027C,50,95
E09000011,Greenwich,E01001609,Greenwich 027D,79,78
E09000011,Greenwich,E01001610,Greenwich 023C,85,130
E09000011,Greenwich,E01001611,Greenwich 023D,105,102
E09000011,Greenwich,E01001613,Greenwich 028A,80,158
E09000011,Greenwich,E01001614,Greenwich 028B,67,82
E09000011,Greenwich,E01001615,Greenwich 028C,82,103
E09000011,Greenwich,E01001617,Greenwich 028D,122,114
E09000011,Greenwich,E01001618,Greenwich 030C,58,116
E09000011,Greenwich,E01001619,Greenwich 030D,164,168
E09000011,Greenwich,E01001620,Greenwich 025A,34,38
E09000011,Greenwich,E01001621,Greenwich 025B,60,60
E09000011,Greenwich,E01001623,Greenwich 025C,62,80
E09000011,Greenwich,E01001624,Greenwich 025D,54,82
E09000011,Greenwich,E01001625,Greenwich 025E,29,18
E09000011,Greenwich,E01001629,Greenwich 009A,20,48
E09000011,Greenwich,E01001631,Greenwich 007B,19,19
E09000011,Greenwich,E01001632,Greenwich 007C,75,92
E09000011,Greenwich,E01001633,Greenwich 009B,22,38
E09000011,Greenwich,E01001634,Greenwich 009C,17,34
E09000011,Greenwich,E01001635,Greenwich 007D,81,87
E09000011,Greenwich,E01001636,Greenwich 007E,54,57
E09000011,Greenwich,E01001637,Greenwich 009D,51,48
E09000011,Greenwich,E01001638,Greenwich 038A,26,53
E09000011,Greenwich,E01001640,Greenwich 035A,34,230
E09000011,Greenwich,E01001641,Greenwich 038B,124,126
E09000011,Greenwich,E01001642,Greenwich 038C,142,173
E09000011,Greenwich,E01001644,Greenwich 038D,155,224
E09000011,Greenwich,E01001645,Greenwich 022A,75,88
E09000011,Greenwich,E01001646,Greenwich 019A,92,114
E09000011,Greenwich,E01001647,Greenwich 022B,45,76
E09000011,Greenwich,E01001648,Greenwich 022C,98,124
E09000011,Greenwich,E01001649,Greenwich 022D,48,55
E09000011,Greenwich,E01001650,Greenwich 019B,66,72
E09000011,Greenwich,E01001651,Greenwich 019C,35,62
E09000011,Greenwich,E01001652,Greenwich 019D,103,133
E09000011,Greenwich,E01001653,Greenwich 029A,23,36
E09000011,Greenwich,E01001654,Greenwich 029B,34,62
E09000011,Greenwich,E01001655,Greenwich 029C,23,26
E09000011,Greenwich,E01001656,Greenwich 034A,68,99
E09000011,Greenwich,E01001657,Greenwich 034B,109,111
E09000011,Greenwich,E01001658,Greenwich 034C,83,101
E09000011,Greenwich,E01001659,Greenwich 034D,45,101
E09000011,Greenwich,E01001660,Greenwich 029D,16,49
E09000011,Greenwich,E01001661,Greenwich 029E,51,75
E09000011,Greenwich,E01001662,Greenwich 037A,172,747
E09000011,Greenwich,E01001664,Greenwich 037B,105,121
E09000011,Greenwich,E01001665,Greenwich 037C,84,79
E09000011,Greenwich,E01001666,Greenwich 036A,74,490
E09000011,Greenwich,E01001667,Greenwich 036B,33,488
E09000011,Greenwich,E01001668,Greenwich 036C,120,304
E09000011,Greenwich,E01001669,Greenwich 033A,54,42
E09000011,Greenwich,E01001671,Greenwich 033B,70,103
E09000011,Greenwich,E01001672,Greenwich 006A,30,57
E09000011,Greenwich,E01001673,Greenwich 006B,54,31
E09000011,Greenwich,E01001674,Greenwich 006C,54,59
E09000011,Greenwich,E01001675,Greenwich 006D,36,65
E09000011,Greenwich,E01001676,Greenwich 033C,34,17
E09000011,Greenwich,E01001677,Greenwich 006E,52,51
E09000011,Greenwich,E01001678,Greenwich 017A,59,80
E09000011,Greenwich,E01001679,Greenwich 020A,39,117
E09000011,Greenwich,E01001680,Greenwich 020B,73,106
E09000011,Greenwich,E01001681,Greenwich 020C,29,80
E09000011,Greenwich,E01001682,Greenwich 020D,67,79
E09000011,Greenwich,E01001683,Greenwich 017B,41,65
E09000011,Greenwich,E01001684,Greenwich 017C,62,44
E09000011,Greenwich,E01001685,Greenwich 017D,69,94
E09000011,Greenwich,E01001686,Greenwich 020E,39,80
E09000011,Greenwich,E01001687,Greenwich 002A,18,18
E09000011,Greenwich,E01001688,Greenwich 002B,35,68
E09000011,Greenwich,E01001690,Greenwich 001A,5,27
E09000011,Greenwich,E01001692,Greenwich 001B,4,30
E09000011,Greenwich,E01001693,Greenwich 001C,6,3
E09000011,Greenwich,E01001694,Greenwich 001D,33,33
E09000011,Greenwich,E01001695,Greenwich 011A,17,21
E09000011,Greenwich,E01001696,Greenwich 011B,5,59
E09000011,Greenwich,E01001697,Greenwich 011C,46,40
E09000011,Greenwich,E01001698,Greenwich 015A,32,25
E09000011,Greenwich,E01001699,Greenwich 015B,15,239
E09000011,Greenwich,E01001700,Greenwich 011D,28,69
E09000011,Greenwich,E01001701,Greenwich 015C,54,97
E09000011,Greenwich,E01001702,Greenwich 015D,6,15
E09000011,Greenwich,E01001703,Greenwich 011E,7,19
E09000011,Greenwich,E01001704,Greenwich 011F,66,86
E09000011,Greenwich,E01001705,Greenwich 005A,13,52
E09000011,Greenwich,E01001706,Greenwich 005B,12,12
E09000011,Greenwich,E01001708,Greenwich 005C,66,125
E09000011,Greenwich,E01001709,Greenwich 004B,11,9
E09000011,Greenwich,E01001710,Greenwich 005D,9,13
E09000011,Greenwich,E01001711,Greenwich 004C,55,51
E09000011,Greenwich,E01001712,Greenwich 004D,16,30
E09000011,Greenwich,E01001713,Greenwich 005E,1,4
E09000011,Greenwich,E01032567,Greenwich 033D,53,73
E09000011,Greenwich,E01033726,Greenwich 034E,91,1192
E09000011,Greenwich,E01033727,Greenwich 035B,196,56
E09000011,Greenwich,E01033728,Greenwich 035C,305,44
E09000011,Greenwich,E01033729,Greenwich 030E,48,71
E09000011,Greenwich,E01033730,Greenwich 035D,287,124
E09000011,Greenwich,E01033731,Greenwich 004E,126,180
E09000011,Greenwich,E01033732,Greenwich 036D,30,10
E09000011,Greenwich,E01033733,Greenwich 036E,443,586
E09000011,Greenwich,E01033734,Greenwich 004F,49,79
E09000011,Greenwich,E01033735,Greenwich 004G,12,29
E09000011,Greenwich,E01033736,Greenwich 004H,92,291
E09000011,Greenwich,E01033737,Greenwich 004I,19,148
E09000011,Greenwich,E01033738,Greenwich 037D,66,93
E09000011,Greenwich,E01033739,Greenwich 002E,19,22
E09000011,Greenwich,E01033740,Greenwich 002F,26,27
E09000011,Greenwich,E01033741,Greenwich 002G,29,67
E09000011,Greenwich,E01033742,Greenwich 007F,41,26
E09000011,Greenwich,E01033743,Greenwich 002H,22,46
E09000011,Greenwich,E01033744,Greenwich 007G,38,36
E09000011,Greenwich,E01033745,Greenwich 002I,15,32
E09000011,Greenwich,E01033746,Greenwich 038E,145,100
E09000012,Hackney,E01001714,Hackney 002A,19,348
E09000012,Hackney,E01001715,Hackney 007A,75,93
E09000012,Hackney,E01001716,Hackney 007B,59,83
E09000012,Hackney,E01001717,Hackney 007C,25,43
E09000012,Hackney,E01001718,Hackney 007D,111,150
E09000012,Hackney,E01001719,Hackney 007E,34,115
E09000012,Hackney,E01001720,Hackney 007F,142,161
E09000012,Hackney,E01001722,Hackney 029A,29,61
E09000012,Hackney,E01001723,Hackney 006A,60,79
E09000012,Hackney,E01001724,Hackney 006B,123,92
E09000012,Hackney,E01001725,Hackney 004A,33,25
E09000012,Hackney,E01001726,Hackney 004B,29,15
E09000012,Hackney,E01001727,Hackney 006C,41,74
E09000012,Hackney,E01001728,Hackney 029B,26,14
E09000012,Hackney,E01001729,Hackney 019A,32,22
E09000012,Hackney,E01001730,Hackney 019B,13,62
E09000012,Hackney,E01001731,Hackney 017A,67,90
E09000012,Hackney,E01001732,Hackney 019C,22,51
E09000012,Hackney,E01001733,Hackney 015A,91,101
E09000012,Hackney,E01001734,Hackney 017B,73,121
E09000012,Hackney,E01001735,Hackney 019D,79,118
E09000012,Hackney,E01001736,Hackney 012A,59,127
E09000012,Hackney,E01001737,Hackney 012B,125,92
E09000012,Hackney,E01001738,Hackney 012C,71,102
E09000012,Hackney,E01001739,Hackney 012D,168,153
E09000012,Hackney,E01001740,Hackney 014A,38,130
E09000012,Hackney,E01001741,Hackney 009A,66,119
E09000012,Hackney,E01001742,Hackney 008A,90,84
E09000012,Hackney,E01001744,Hackney 021B,139,81
E09000012,Hackney,E01001745,Hackney 016A,118,59
E09000012,Hackney,E01001746,Hackney 016B,10,12
E09000012,Hackney,E01001747,Hackney 014B,127,122
E09000012,Hackney,E01001748,Hackney 020A,162,62
E09000012,Hackney,E01001749,Hackney 020B,118,110
E09000012,Hackney,E01001750,Hackney 021C,89,72
E09000012,Hackney,E01001751,Hackney 021D,111,99
E09000012,Hackney,E01001752,Hackney 025A,87,165
E09000012,Hackney,E01001753,Hackney 025B,39,26
E09000012,Hackney,E01001754,Hackney 025C,110,50
E09000012,Hackney,E01001755,Hackney 025D,36,24
E09000012,Hackney,E01001756,Hackney 021E,110,208
E09000012,Hackney,E01001757,Hackney 016C,6,36
E09000012,Hackney,E01001758,Hackney 016D,63,89
E09000012,Hackney,E01001759,Hackney 016E,60,72
E09000012,Hackney,E01001760,Hackney 017C,45,134
E09000012,Hackney,E01001761,Hackney 016F,93,78
E09000012,Hackney,E01001762,Hackney 017D,94,98
E09000012,Hackney,E01001763,Hackney 020C,149,73
E09000012,Hackney,E01001764,Hackney 010A,37,72
E09000012,Hackney,E01001765,Hackney 010B,21,25
E09000012,Hackney,E01001767,Hackney 010D,58,119
E09000012,Hackney,E01001768,Hackney 006D,99,90
E09000012,Hackney,E01001769,Hackney 006E,65,81
E09000012,Hackney,E01001770,Hackney 010E,56,64
E09000012,Hackney,E01001772,Hackney 024A,7,28
E09000012,Hackney,E01001773,Hackney 025E,73,32
E09000012,Hackney,E01001774,Hackney 024B,47,102
E09000012,Hackney,E01001775,Hackney 024C,53,35
E09000012,Hackney,E01001776,Hackney 025F,25,55
E09000012,Hackney,E01001777,Hackney 027B,62,192
E09000012,Hackney,E01001779,Hackney 026A,87,73
E09000012,Hackney,E01001780,Hackney 027D,50,47
E09000012,Hackney,E01001781,Hackney 026B,23,15
E09000012,Hackney,E01001782,Hackney 026C,97,133
E09000012,Hackney,E01001783,Hackney 026D,37,15
E09000012,Hackney,E01001784,Hackney 027E,48,41
E09000012,Hackney,E01001785,Hackney 015B,75,82
E09000012,Hackney,E01001786,Hackney 013A,17,23
E09000012,Hackney,E01001787,Hackney 013B,22,19
E09000012,Hackney,E01001788,Hackney 013C,25,16
E09000012,Hackney,E01001789,Hackney 015C,82,93
E09000012,Hackney,E01001790,Hackney 013D,16,16
E09000012,Hackney,E01001791,Hackney 015D,41,50
E09000012,Hackney,E01001792,Hackney 011A,39,44
E09000012,Hackney,E01001793,Hackney 011B,49,66
E09000012,Hackney,E01001794,Hackney 011C,85,65
E09000012,Hackney,E01001795,Hackney 011D,103,90
E09000012,Hackney,E01001796,Hackney 011E,57,86
E09000012,Hackney,E01001798,Hackney 028A,23,35
E09000012,Hackney,E01001799,Hackney 003A,26,35
E09000012,Hackney,E01001800,Hackney 004C,18,16
E09000012,Hackney,E01001801,Hackney 008B,39,45
E09000012,Hackney,E01001802,Hackney 003B,23,27
E09000012,Hackney,E01001803,Hackney 008C,71,95
E09000012,Hackney,E01001804,Hackney 003C,41,35
E09000012,Hackney,E01001805,Hackney 009B,60,49
E09000012,Hackney,E01001806,Hackney 008D,53,99
E09000012,Hackney,E01001807,Hackney 003D,41,25
E09000012,Hackney,E01001808,Hackney 001A,29,15
E09000012,Hackney,E01001809,Hackney 001B,20,11
E09000012,Hackney,E01001811,Hackney 002D,1,13
E09000012,Hackney,E01001812,Hackney 003E,30,28
E09000012,Hackney,E01001813,Hackney 002E,6,11
E09000012,Hackney,E01001814,Hackney 001C,43,12
E09000012,Hackney,E01001815,Hackney 024D,60,48
E09000012,Hackney,E01001816,Hackney 020D,92,65
E09000012,Hackney,E01001819,Hackney 020E,81,97
E09000012,Hackney,E01001820,Hackney 024E,33,35
E09000012,Hackney,E01001821,Hackney 024F,35,43
E09000012,Hackney,E01001822,Hackney 029C,48,23
E09000012,Hackney,E01001823,Hackney 001D,12,32
E09000012,Hackney,E01001824,Hackney 004D,25,23
E09000012,Hackney,E01001825,Hackney 001E,21,14
E09000012,Hackney,E01001826,Hackney 004E,42,26
E09000012,Hackney,E01001827,Hackney 029D,14,8
E09000012,Hackney,E01001828,Hackney 028B,37,39
E09000012,Hackney,E01001829,Hackney 009C,101,132
E09000012,Hackney,E01001830,Hackney 014C,44,61
E09000012,Hackney,E01001831,Hackney 009D,50,65
E09000012,Hackney,E01001832,Hackney 009E,86,80
E09000012,Hackney,E01001833,Hackney 014D,77,129
E09000012,Hackney,E01001834,Hackney 014E,86,82
E09000012,Hackney,E01001835,Hackney 014F,49,75
E09000012,Hackney,E01001836,Hackney 022A,71,78
E09000012,Hackney,E01001837,Hackney 023B,68,82
E09000012,Hackney,E01001838,Hackney 019E,14,64
E09000012,Hackney,E01001839,Hackney 023C,60,165
E09000012,Hackney,E01001840,Hackney 022B,49,38
E09000012,Hackney,E01001841,Hackney 022C,54,70
E09000012,Hackney,E01001842,Hackney 023D,45,54
E09000012,Hackney,E01001843,Hackney 023E,55,47
E09000012,Hackney,E01001844,Hackney 022D,82,81
E09000012,Hackney,E01001845,Hackney 022E,24,39
E09000012,Hackney,E01001846,Hackney 018A,33,29
E09000012,Hackney,E01001847,Hackney 018B,54,65
E09000012,Hackney,E01001848,Hackney 018C,59,82
E09000012,Hackney,E01001849,Hackney 018D,87,338
E09000012,Hackney,E01001850,Hackney 019F,10,12
E09000012,Hackney,E01033698,Hackney 021F,21,46
E09000012,Hackney,E01033699,Hackney 021G,31,46
E09000012,Hackney,E01033700,Hackney 021H,381,51
E09000012,Hackney,E01033701,Hackney 002F,58,723
E09000012,Hackney,E01033702,Hackney 028C,25,68
E09000012,Hackney,E01033703,Hackney 010F,71,70
E09000012,Hackney,E01033704,Hackney 023F,81,120
E09000012,Hackney,E01033705,Hackney 028D,50,44
E09000012,Hackney,E01033706,Hackney 027F,86,156
E09000012,Hackney,E01033707,Hackney 021I,41,22
E09000012,Hackney,E01033708,Hackney 027G,96,462
E09000012,Hackney,E01033709,Hackney 027H,70,206
E09000012,Hackney,E01033710,Hackney 028E,315,23
E09000012,Hackney,E01033711,Hackney 027I,57,107
E09000012,Hackney,E01033712,Hackney 023G,65,168
E09000012,Hackney,E01033713,Hackney 010G,75,140
E09000013,Hammersmith and Fulham,E01001851,Hammersmith and Fulham 010A,130,123
E09000013,Hammersmith and Fulham,E01001852,Hammersmith and Fulham 007A,165,117
E09000013,Hammersmith and Fulham,E01001853,Hammersmith and Fulham 007B,118,94
E09000013,Hammersmith and Fulham,E01001854,Hammersmith and Fulham 007C,157,92
E09000013,Hammersmith and Fulham,E01001855,Hammersmith and Fulham 010B,149,156
E09000013,Hammersmith and Fulham,E01001856,Hammersmith and Fulham 010C,51,38
E09000013,Hammersmith and Fulham,E01001857,Hammersmith and Fulham 007D,35,32
E09000013,Hammersmith and Fulham,E01001858,Hammersmith and Fulham 006A,53,91
E09000013,Hammersmith and Fulham,E01001859,Hammersmith and Fulham 008A,137,94
E09000013,Hammersmith and Fulham,E01001860,Hammersmith and Fulham 006B,64,43
E09000013,Hammersmith and Fulham,E01001861,Hammersmith and Fulham 006C,73,49
E09000013,Hammersmith and Fulham,E01001862,Hammersmith and Fulham 005A,101,82
E09000013,Hammersmith and Fulham,E01001863,Hammersmith and Fulham 006D,112,86
E09000013,Hammersmith and Fulham,E01001864,Hammersmith and Fulham 006E,78,104
E09000013,Hammersmith and Fulham,E01001865,Hammersmith and Fulham 008B,111,116
E09000013,Hammersmith and Fulham,E01001866,Hammersmith and Fulham 012A,83,85
E09000013,Hammersmith and Fulham,E01001867,Hammersmith and Fulham 012B,83,59
E09000013,Hammersmith and Fulham,E01001868,Hammersmith and Fulham 012C,24,63
E09000013,Hammersmith and Fulham,E01001869,Hammersmith and Fulham 010D,99,52
E09000013,Hammersmith and Fulham,E01001870,Hammersmith and Fulham 012D,121,66
E09000013,Hammersmith and Fulham,E01001871,Hammersmith and Fulham 012E,84,47
E09000013,Hammersmith and Fulham,E01001872,Hammersmith and Fulham 012F,133,65
E09000013,Hammersmith and Fulham,E01001873,Hammersmith and Fulham 010E,98,63
E09000013,Hammersmith and Fulham,E01001874,Hammersmith and Fulham 001A,9,946
E09000013,Hammersmith and Fulham,E01001875,Hammersmith and Fulham 001B,22,28
E09000013,Hammersmith and Fulham,E01001876,Hammersmith and Fulham 001C,12,13
E09000013,Hammersmith and Fulham,E01001877,Hammersmith and Fulham 001D,39,30
E09000013,Hammersmith and Fulham,E01001878,Hammersmith and Fulham 001E,48,30
E09000013,Hammersmith and Fulham,E01001879,Hammersmith and Fulham 019A,83,78
E09000013,Hammersmith and Fulham,E01001880,Hammersmith and Fulham 017A,57,46
E09000013,Hammersmith and Fulham,E01001881,Hammersmith and Fulham 017B,123,145
E09000013,Hammersmith and Fulham,E01001882,Hammersmith and Fulham 017C,143,149
E09000013,Hammersmith and Fulham,E01001883,Hammersmith and Fulham 017D,70,208
E09000013,Hammersmith and Fulham,E01001884,Hammersmith and Fulham 017E,46,79
E09000013,Hammersmith and Fulham,E01001885,Hammersmith and Fulham 015A,7,9
E09000013,Hammersmith and Fulham,E01001886,Hammersmith and Fulham 016A,41,77
